ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
-3.377426352406961464e-03,-1.107028085184055908e-03,9.233098100221681648e+00
-3.379148469587284209e-03,-1.101582817876732958e-03,9.184619123748333891e+00
-3.380852836917919244e-03,-1.096163387065378489e-03,9.136394628253185601e+00
-3.382539634427014340e-03,-1.090769699716363523e-03,9.088423277887562435e+00
-3.384209040378135299e-03,-1.085401662628760183e-03,9.040703743815070581e+00
-3.385861231286257933e-03,-1.080059182445194336e-03,8.993234704174794203e+00
-3.387496381933653364e-03,-1.074742165662491596e-03,8.946014844044661629e+00
-3.389114665385639744e-03,-1.069450518642127510e-03,8.899042855405038921e+00
-3.390716253006231633e-03,-1.064184147620463299e-03,8.852317437102486863e+00
-3.392301314473667503e-03,-1.058942958718804431e-03,8.805837294813727567e+00
-3.393870017795821026e-03,-1.053726857953249732e-03,8.759601141009779823e+00
-3.395422529325500035e-03,-1.048535751244360301e-03,8.713607694920296964e+00
-3.396959013775630552e-03,-1.043369544426639125e-03,8.667855682498094794e+00
-3.398479634234319834e-03,-1.038228143257826155e-03,8.622343836383851823e+00
-3.399984552179813584e-03,-1.033111453428011035e-03,8.577070895871010237e+00
-3.401473927495329581e-03,-1.028019380568571690e-03,8.532035606870845612e+00
-3.402947918483790676e-03,-1.022951830260930995e-03,8.487236721877735590e+00
-3.404406681882423801e-03,-1.017908708045146262e-03,8.442672999934593747e+00
-3.405850372877267454e-03,-1.012889919428330236e-03,8.398343206598504196e+00
-3.407279145117555596e-03,-1.007895369892895581e-03,8.354246113906521387e+00
-3.408693150729986184e-03,-1.002924964904645206e-03,8.310380500341652876e+00
-3.410092540332883889e-03,-9.979786099206938710e-04,8.266745150799026831e+00
-3.411477463050247884e-03,-9.930562103972384504e-04,8.223338856552233622e+00
-3.412848066525692951e-03,-9.881576717971584083e-04,8.180160415219841497e+00
-3.414204496936271756e-03,-9.832828995974748909e-04,8.137208630732077452e+00
-3.415546899006194348e-03,-9.784317992966510939e-04,8.094482313297723053e+00
-3.416875416020434021e-03,-9.736042764217443107e-04,8.051980279371131033e+00
-3.418190189838222603e-03,-9.688002365354142151e-04,8.009701351619453291e+00
-3.419491360906442515e-03,-9.640195852427798978e-04,7.967644358890025202e+00
-3.420779068272902616e-03,-9.592622281981433296e-04,7.925808136177916907e+00
-3.422053449599513422e-03,-9.545280711115649392e-04,7.884191524593670231e+00
-3.423314641175346108e-03,-9.498170197553082190e-04,7.842793371331204355e+00
-3.424562777929595226e-03,-9.451289799701417587e-04,7.801612529635858273e+00
-3.425797993444429541e-03,-9.404638576715163793e-04,7.760647858772646401e+00
-3.427020419967730970e-03,-9.358215588556022951e-04,7.719898223994656306e+00
-3.428230188425736812e-03,-9.312019896052064734e-04,7.679362496511601854e+00
-3.429427428435576596e-03,-9.266050560955550091e-04,7.639039553458572662e+00
-3.430612268317702676e-03,-9.220306645999564550e-04,7.598928277864912317e+00
-3.431784835108208503e-03,-9.174787214953384088e-04,7.559027558623300891e+00
-3.432945254571061026e-03,-9.129491332676688492e-04,7.519336290458949357e+00
-3.434093651210215568e-03,-9.084418065172532222e-04,7.479853373899002733e+00
-3.435230148281631386e-03,-9.039566479639161685e-04,7.440577715242077339e+00
-3.436354867805198332e-03,-8.994935644520697356e-04,7.401508226527964140e+00
-3.437467930576538610e-03,-8.950524629556703493e-04,7.362643825507488415e+00
-3.438569456178735238e-03,-8.906332505830592350e-04,7.323983435612539061e+00
-3.439659562993934751e-03,-8.862358345816989712e-04,7.285525985926244452e+00
-3.440738368214868795e-03,-8.818601223428008647e-04,7.247270411153293068e+00
-3.441805987856272949e-03,-8.775060214058466156e-04,7.209215651590447749e+00
-3.442862536766201458e-03,-8.731734394630041645e-04,7.171360653097175408e+00
-3.443908128637250456e-03,-8.688622843634446601e-04,7.133704367066450835e+00
-3.444942876017679286e-03,-8.645724641175598973e-04,7.096245750395709706e+00
-3.445966890322442900e-03,-8.603038869010765392e-04,7.058983765457954362e+00
-3.446980281844121054e-03,-8.560564610590738451e-04,7.021917380073009696e+00
-3.447983159763754260e-03,-8.518300951099098918e-04,6.985045567478932682e+00
-3.448975632161591261e-03,-8.476246977490566135e-04,6.948367306303565805e+00
-3.449957806027728526e-03,-8.434401778528277226e-04,6.911881580536251235e+00
-3.450929787272672550e-03,-8.392764444820352901e-04,6.875587379499684459e+00
-3.451891680737801098e-03,-8.351334068855430009e-04,6.839483697821913566e+00
-3.452843590205727318e-03,-8.310109745037391792e-04,6.803569535408494851e+00
-3.453785618410587510e-03,-8.269090569719179809e-04,6.767843897414788756e+00
-3.454717867048219624e-03,-8.228275641235843676e-04,6.732305794218398809e+00
-3.455640436786265850e-03,-8.187664059936678980e-04,6.696954241391759766e+00
-3.456553427274179809e-03,-8.147254928216552056e-04,6.661788259674872315e+00
-3.457456937153141792e-03,-8.107047350546493997e-04,6.626806874948172776e+00
-3.458351064065889446e-03,-8.067040433503431651e-04,6.592009118205550244e+00
-3.459235904666462576e-03,-8.027233285799140151e-04,6.557394025527501391e+00
-3.460111554629857322e-03,-7.987625018308514577e-04,6.522960638054439819e+00
-3.460978108661587511e-03,-7.948214744096965571e-04,6.488708001960119987e+00
-3.461835660507174475e-03,-7.909001578447207807e-04,6.454635168425226333e+00
-3.462684302961540131e-03,-7.869984638885227715e-04,6.420741193611088526e+00
-3.463524127878321156e-03,-7.831163045205577922e-04,6.387025138633531718e+00
-3.464355226179088604e-03,-7.792535919496007069e-04,6.353486069536878666e+00
-3.465177687862502041e-03,-7.754102386161276480e-04,6.320123057268065558e+00
-3.465991602013364370e-03,-7.715861571946498699e-04,6.286935177650917694e+00
-3.466797056811597288e-03,-7.677812605959621678e-04,6.253921511360542418e+00
-3.467594139541149093e-03,-7.639954619693377358e-04,6.221081143897870369e+00
-3.468382936598794937e-03,-7.602286747046555892e-04,6.188413165564312202e+00
-3.469163533502882431e-03,-7.564808124344619576e-04,6.155916671436570731e+00
-3.469936014901984448e-03,-7.527517890359794201e-04,6.123590761341564992e+00
-3.470700464583470393e-03,-7.490415186330399294e-04,6.091434539831502626e+00
-3.471456965482004609e-03,-7.453499155979764193e-04,6.059447116159068614e+00
-3.472205599687969765e-03,-7.416768945534409031e-04,6.027627604252757898e+00
-3.472946448455800032e-03,-7.380223703741700973e-04,5.995975122692320802e+00
-3.473679592212248774e-03,-7.343862581886992195e-04,5.964488794684358552e+00
-3.474405110564574711e-03,-7.307684733810137709e-04,5.933167748038027156e+00
-3.475123082308654784e-03,-7.271689315921494928e-04,5.902011115140882502e+00
-3.475833585437021131e-03,-7.235875487217383311e-04,5.871018032934840924e+00
-3.476536697146817394e-03,-7.200242409295026834e-04,5.840187642892279207e+00
-3.477232493847694315e-03,-7.164789246366982554e-04,5.809519090992245616e+00
-3.477921051169616425e-03,-7.129515165275047668e-04,5.779011527696807704e+00
-3.478602443970609751e-03,-7.094419335503662424e-04,5.748664107927520028e+00
-3.479276746344427129e-03,-7.059500929192864165e-04,5.718475991042011763e+00
-3.479944031628143253e-03,-7.024759121150707950e-04,5.688446340810701329e+00
-3.480604372409685544e-03,-6.990193088865267589e-04,5.658574325393634474e+00
-3.481257840535288695e-03,-6.955802012516156376e-04,5.628859117317439598e+00
-3.481904507116876778e-03,-6.921585074985534989e-04,5.599299893452404753e+00
-3.482544442539383354e-03,-6.887541461868807151e-04,5.569895834989681660e+00
-3.483177716467995670e-03,-6.853670361484734148e-04,5.540646127418596301e+00
-3.483804397855334248e-03,-6.819970964885224089e-04,5.511549960504096290e+00
-3.484424554948565254e-03,-6.786442465864649543e-04,5.482606528264296841e+00
-3.485038255296441737e-03,-6.753084060968741250e-04,5.453815028948163501e+00
-3.485645565756284158e-03,-6.719894949503130545e-04,5.425174665013295261e+00
-3.486246552500887625e-03,-6.686874333541448353e-04,5.396684643103839107e+00
-3.486841281025371449e-03,-6.654021417933039285e-04,5.368344174028505833e+00
-3.487429816153955840e-03,-6.621335410310313615e-04,5.340152472738717293e+00
-3.488012222046681793e-03,-6.588815521095703516e-04,5.312108758306854028e+00
-3.488588562206056815e-03,-6.556460963508256102e-04,5.284212253904626344e+00
-3.489158899483653375e-03,-6.524270953569867582e-04,5.256462186781554635e+00
-3.489723296086627135e-03,-6.492244710111154220e-04,5.228857788243561622e+00
-3.490281813584180087e-03,-6.460381454776977428e-04,5.201398293631684489e+00
-3.490834512913969494e-03,-6.428680412031653356e-04,5.174082942300883836e+00
-3.491381454388440934e-03,-6.397140809163755909e-04,5.146910977598986747e+00
-3.491922697701111897e-03,-6.365761876290722439e-04,5.119881646845712453e+00
-3.492458301932789468e-03,-6.334542846362970457e-04,5.092994201311834779e+00
-3.492988325557730769e-03,-6.303482955167832207e-04,5.066247896198434297e+00
-3.493512826449748747e-03,-6.272581441333102172e-04,5.039641990616270384e+00
-3.494031861888240772e-03,-6.241837546330337386e-04,5.013175747565255413e+00
-3.494545488564187313e-03,-6.211250514477827068e-04,4.986848433914043532e+00
-3.495053762586067345e-03,-6.180819592943234816e-04,4.960659320379719794e+00
-3.495556739485735157e-03,-6.150544031746045656e-04,4.934607681507597654e+00
-3.496054474224227337e-03,-6.120423083759652045e-04,4.908692795651123042e+00
-3.496547021197518156e-03,-6.090456004713216531e-04,4.882913944951892127e+00
-3.497034434242223769e-03,-6.060642053193197225e-04,4.857270415319751677e+00
-3.497516766641243970e-03,-6.030980490644719319e-04,4.831761496413033541e+00
-3.497994071129358409e-03,-6.001470581372563874e-04,4.806386481618865503e+00
-3.498466399898754724e-03,-5.972111592542005912e-04,4.781144668033604717e+00
-3.498933804604514169e-03,-5.942902794179335917e-04,4.756035356443365281e+00
-3.499396336370046504e-03,-5.913843459172160155e-04,4.731057851304649731e+00
-3.499854045792453322e-03,-5.884932863269495005e-04,4.706211460725078233e+00
-3.500306982947867535e-03,-5.856170285081554452e-04,4.681495496444231463e+00
-3.500755197396713050e-03,-5.827555006079398808e-04,4.656909273814577865e+00
-3.501198738188933662e-03,-5.799086310594258166e-04,4.632452111782511039e+00
-3.501637653869156021e-03,-5.770763485816733348e-04,4.608123332869479505e+00
-3.502071992481816179e-03,-5.742585821795720370e-04,4.583922263153228371e+00
-3.502501801576220642e-03,-5.714552611437160364e-04,4.559848232249127165e+00
-3.502927128211576636e-03,-5.686663150502539038e-04,4.535900573291595350e+00
-3.503348018961949511e-03,-5.658916737607250615e-04,4.512078622915638881e+00
-3.503764519921195430e-03,-5.631312674218689638e-04,4.488381721238469346e+00
-3.504176676707832470e-03,-5.603850264654220261e-04,4.464809211841222591e+00
-3.504584534469857519e-03,-5.576528816078871230e-04,4.441360441750782151e+00
-3.504988137889542780e-03,-5.549347638502957151e-04,4.418034761421680834e+00
-3.505387531188145552e-03,-5.522306044779437366e-04,4.394831524718123994e+00
-3.505782758130609762e-03,-5.495403350601079685e-04,4.371750088896073194e+00
-3.506173862030199408e-03,-5.468638874497547134e-04,4.348789814585454216e+00
-3.506560885753086474e-03,-5.442011937832239672e-04,4.325950065772442343e+00
-3.506943871722907179e-03,-5.415521864798983039e-04,4.303230209781841786e+00
-3.507322861925258814e-03,-5.389167982418578825e-04,4.280629617259567254e+00
-3.507697897912163184e-03,-5.362949620535142035e-04,4.258147662155201019e+00
-3.508069020806472808e-03,-5.336866111812355170e-04,4.235783721704659222e+00
-3.508436271306255433e-03,-5.310916791729521731e-04,4.213537176412932794e+00
-3.508799689689104384e-03,-5.285100998577526481e-04,4.191407410036937620e+00
-3.509159315816440250e-03,-5.259418073454546344e-04,4.169393809568435749e+00
-3.509515189137743171e-03,-5.233867360261722267e-04,4.147495765217053432e+00
-3.509867348694753475e-03,-5.208448205698674961e-04,4.125712670393399506e+00
-3.510215833125635010e-03,-5.183159959258826568e-04,4.104043921692252184e+00
-3.510560680669089911e-03,-5.158001973224660532e-04,4.082488918875851525e+00
-3.510901929168436502e-03,-5.132973602662805820e-04,4.061047064857265632e+00
-3.511239616075642524e-03,-5.108074205419040927e-04,4.039717765683858097e+00
-3.511573778455324545e-03,-5.083303142113120053e-04,4.018500430520826505e+00
-3.511904452988702692e-03,-5.058659776133539671e-04,3.997394471634850177e+00
-3.512231675977518959e-03,-5.034143473632107747e-04,3.976399304377791655e+00
-3.512555483347913014e-03,-5.009753603518510810e-04,3.955514347170517642e+00
-3.512875910654261573e-03,-4.985489537454640321e-04,3.934739021486776345e+00
-3.513192993082984387e-03,-4.961350649848958070e-04,3.914072751837180508e+00
-3.513506765456298614e-03,-4.937336317850603545e-04,3.893514965753263724e+00
-3.513817262235952813e-03,-4.913445921343496947e-04,3.873065093771616674e+00
-3.514124517526911063e-03,-4.889678842940333803e-04,3.852722569418125076e+00
-3.514428565081005856e-03,-4.866034467976436450e-04,3.832486829192263134e+00
-3.514729438300553694e-03,-4.842512184503575167e-04,3.812357312551496680e+00
-3.515027170241931224e-03,-4.819111383283609874e-04,3.792333461895751157e+00
-3.515321793619122313e-03,-4.795831457782106892e-04,3.772414722551963528e+00
-3.515613340807222618e-03,-4.772671804161892272e-04,3.752600542758716351e+00
-3.515901843845913814e-03,-4.749631821276437084e-04,3.732890373650965543e+00
-3.516187334442903538e-03,-4.726710910663192819e-04,3.713283669244817897e+00
-3.516469843977322422e-03,-4.703908476536893739e-04,3.693779886422424941e+00
-3.516749403503103763e-03,-4.681223925782704710e-04,3.674378484916925647e+00
-3.517026043752303783e-03,-4.658656667949344658e-04,3.655078927297484626e+00
-3.517299795138417555e-03,-4.636206115242127610e-04,3.635880678954407585e+00
-3.517570687759645053e-03,-4.613871682515902376e-04,3.616783208084331847e+00
-3.517838751402118172e-03,-4.591652787267927710e-04,3.597785985675487019e+00
-3.518104015543113434e-03,-4.569548849630760486e-04,3.578888485493052496e+00
-3.518366509354224798e-03,-4.547559292364942757e-04,3.560090184064575336e+00
-3.518626261704492237e-03,-4.525683540851720252e-04,3.541390560665468090e+00
-3.518883301163519897e-03,-4.503921023085668174e-04,3.522789097304586114e+00
-3.519137656004546564e-03,-4.482271169667238395e-04,3.504285278709878160e+00
-3.519389354207493568e-03,-4.460733413795313698e-04,3.485878592314114677e+00
-3.519638423461980171e-03,-4.439307191259623782e-04,3.467568528240688064e+00
-3.519884891170303818e-03,-4.417991940433159100e-04,3.449354579289490630e+00
-3.520128784450401310e-03,-4.396787102264482238e-04,3.431236240922861391e+00
-3.520370130138769649e-03,-4.375692120270057188e-04,3.413213011251612805e+00
-3.520608954793354346e-03,-4.354706440526471818e-04,3.395284391021126336e+00
-3.520845284696430804e-03,-4.333829511662642465e-04,3.377449883597523961e+00
-3.521079145857422803e-03,-4.313060784851950212e-04,3.359708994953911176e+00
-3.521310564015726202e-03,-4.292399713804350607e-04,3.342061233656692387e+00
-3.521539564643479722e-03,-4.271845754758422670e-04,3.324506110851956908e+00
-3.521766172948318820e-03,-4.251398366473388077e-04,3.307043140251937352e+00
-3.521990413876100942e-03,-4.231057010221095653e-04,3.289671838121540404e+00
-3.522212312113593043e-03,-4.210821149777940818e-04,3.272391723264945096e+00
-3.522431892091161705e-03,-4.190690251416789901e-04,3.255202317012275692e+00
-3.522649177985387806e-03,-4.170663783898813934e-04,3.238103143206340739e+00
-3.522864193721700257e-03,-4.150741218465345750e-04,3.221093728189442285e+00
-3.523076962976960311e-03,-4.130922028829665522e-04,3.204173600790259702e+00
-3.523287509182020279e-03,-4.111205691168735897e-04,3.187342292310791247e+00
-3.523495855524261863e-03,-4.091591684114993495e-04,3.170599336513378663e+00
-3.523702024950109771e-03,-4.072079488747995676e-04,3.153944269607783291e+00
-3.523906040167512806e-03,-4.052668588586120428e-04,3.137376630238345676e+00
-3.524107923648405003e-03,-4.033358469578219641e-04,3.120895959471202907e+00
-3.524307697631140317e-03,-4.014148620095245811e-04,3.104501800781574783e+00
-3.524505384122904750e-03,-3.995038530921837545e-04,3.088193700041122369e+00
-3.524701004902098134e-03,-3.976027695247894228e-04,3.071971205505362512e+00
-3.524894581520699854e-03,-3.957115608660158280e-04,3.055833867801159620e+00
-3.525086135306605088e-03,-3.938301769133701453e-04,3.039781239914274291e+00
-3.525275687365933292e-03,-3.919585677023485404e-04,3.023812877176979441e+00
-3.525463258585328444e-03,-3.900966835055831735e-04,3.007928337255749263e+00
-3.525648869634212881e-03,-3.882444748319885527e-04,2.992127180138996589e+00
-3.525832540967046343e-03,-3.864018924259122242e-04,2.976408968124894194e+00
-3.526014292825529941e-03,-3.845688872662753250e-04,2.960773265809243604e+00
-3.526194145240818360e-03,-3.827454105657177442e-04,2.945219640073416301e+00
-3.526372118035688268e-03,-3.809314137697399224e-04,2.929747660072356208e+00
-3.526548230826695874e-03,-3.791268485558400435e-04,2.914356897222645237e+00
-3.526722503026301098e-03,-3.773316668326589791e-04,2.899046925190629675e+00
-3.526894953844989140e-03,-3.755458207391147696e-04,2.883817319880611407e+00
-3.527065602293349544e-03,-3.737692626435405209e-04,2.868667659423102645e+00
-3.527234467184145721e-03,-3.720019451428239273e-04,2.853597524163134835e+00
-3.527401567134362363e-03,-3.702438210615377956e-04,2.838606496648637734e+00
-3.527566920567228124e-03,-3.684948434510803270e-04,2.823694161618875764e+00
-3.527730545714225733e-03,-3.667549655888059667e-04,2.808860105992942113e+00
-3.527892460617064376e-03,-3.650241409771615110e-04,2.794103918858320323e+00
-3.528052683129656846e-03,-3.633023233428165234e-04,2.779425191459497846e+00
-3.528211230920055494e-03,-3.615894666358018274e-04,2.764823517186643098e+00
-3.528368121472373001e-03,-3.598855250286367240e-04,2.750298491564346026e+00
-3.528523372088693179e-03,-3.581904529154654785e-04,2.735849712240413290e+00
-3.528676999890957913e-03,-3.565042049111888205e-04,2.721476778974718069e+00
-3.528829021822815510e-03,-3.548267358505943596e-04,2.707179293628118266e+00
-3.528979454651489864e-03,-3.531580007874910126e-04,2.692956860151425325e+00
-3.529128314969590206e-03,-3.514979549938431055e-04,2.678809084574434340e+00
-3.529275619196927359e-03,-3.498465539588984036e-04,2.664735574995010126e+00
-3.529421383582302674e-03,-3.482037533883242195e-04,2.650735941568231890e+00
-3.529565624205275708e-03,-3.465695092033425993e-04,2.636809796495592995e+00
-3.529708356977928011e-03,-3.449437775398585693e-04,2.622956754014261982e+00
-3.529849597646584399e-03,-3.433265147475978709e-04,2.609176430386392020e+00
-3.529989361793541176e-03,-3.417176773892420375e-04,2.595468443888496068e+00
-3.530127664838764862e-03,-3.401172222395578348e-04,2.581832414800869113e+00
-3.530264522041570967e-03,-3.385251062845399278e-04,2.568267965397069030e+00
-3.530399948502291503e-03,-3.369412867205442237e-04,2.554774719933460503e+00
-3.530533959163922961e-03,-3.353657209534212152e-04,2.541352304638795356e+00
-3.530666568813759561e-03,-3.337983665976595148e-04,2.528000347703869277e+00
-3.530797792085004373e-03,-3.322391814755215828e-04,2.514718479271217610e+00
-3.530927643458373066e-03,-3.306881236161823834e-04,2.501506331424867557e+00
-3.531056137263663842e-03,-3.291451512548711298e-04,2.488363538180155210e+00
-3.531183287681341661e-03,-3.276102228320117832e-04,2.475289735473576780e+00
-3.531309108744068708e-03,-3.260832969923650152e-04,2.462284561152711770e+00
-3.531433614338249597e-03,-3.245643325841729887e-04,2.449347654966188337e+00
-3.531556818205541012e-03,-3.230532886583032184e-04,2.436478658553702825e+00
-3.531678733944366988e-03,-3.215501244673941105e-04,2.423677215436096599e+00
-3.531799375011382587e-03,-3.200547994650011535e-04,2.410942971005476387e+00
-3.531918754722971829e-03,-3.185672733047480425e-04,2.398275572515397691e+00
-3.532036886256684910e-03,-3.170875058394707555e-04,2.385674669071088161e+00
-3.532153782652685831e-03,-3.156154571203741523e-04,2.373139911619728704e+00
-3.532269456815179207e-03,-3.141510873961790335e-04,2.360670952940786105e+00
-3.532383921513822765e-03,-3.126943571122813947e-04,2.348267447636392724e+00
-3.532497189385118593e-03,-3.112452269099023048e-04,2.335929052121782146e+00
-3.532609272933804386e-03,-3.098036576252482448e-04,2.323655424615767018e+00
-3.532720184534216511e-03,-3.083696102886662434e-04,2.311446225131276844e+00
-3.532829936431642216e-03,-3.069430461238045965e-04,2.299301115465933076e+00
-3.532938540743668383e-03,-3.055239265467776517e-04,2.287219759192688162e+00
-3.533046009461501217e-03,-3.041122131653239795e-04,2.275201821650501444e+00
-3.533152354451280300e-03,-3.027078677779736519e-04,2.263246969935071462e+00
-3.533257587455379198e-03,-3.013108523732131901e-04,2.251354872889613112e+00
-3.533361720093692628e-03,-2.999211291286558241e-04,2.239525201095684537e+00
-3.533464763864908008e-03,-2.985386604102086634e-04,2.227757626864061091e+00
-3.533566730147761400e-03,-2.971634087712472392e-04,2.216051824225659050e+00
-3.533667630202292145e-03,-2.957953369517877162e-04,2.204407468922508162e+00
-3.533767475171068883e-03,-2.944344078776626821e-04,2.192824238398765058e+00
-3.533866276080415564e-03,-2.930805846596974251e-04,2.181301811791781731e+00
-3.533964043841618385e-03,-2.917338305928910357e-04,2.169839869923214870e+00
-3.534060789252120582e-03,-2.903941091555983767e-04,2.158438095290188929e+00
-3.534156522996708977e-03,-2.890613840087099921e-04,2.147096172056496055e+00
-3.534251255648683185e-03,-2.877356189948382511e-04,2.135813786043847529e+00
-3.534344997671012237e-03,-2.864167781375098884e-04,2.124590624723175836e+00
-3.534437759417488611e-03,-2.851048256403461846e-04,2.113426377205971374e+00
-3.534529551133861434e-03,-2.837997258862639096e-04,2.102320734235675559e+00
-3.534620382958953214e-03,-2.825014434366625500e-04,2.091273388179110349e+00
-3.534710264925783503e-03,-2.812099430306206444e-04,2.080284033017959278e+00
-3.534799206962660912e-03,-2.799251895840973773e-04,2.069352364340288464e+00
-3.534887218894275547e-03,-2.786471481891286423e-04,2.058478079332116906e+00
-3.534974310442779745e-03,-2.773757841130324313e-04,2.047660876769025862e+00
-3.535060491228847121e-03,-2.761110627976092889e-04,2.036900457007817522e+00
-3.535145770772738991e-03,-2.748529498583517669e-04,2.026196521978209653e+00
-3.535230158495339566e-03,-2.736014110836533899e-04,2.015548775174583529e+00
-3.535313663719195053e-03,-2.723564124340195191e-04,2.004956921647769619e+00
-3.535396295669537576e-03,-2.711179200412790831e-04,1.994420667996875451e+00
-3.535478063475296952e-03,-2.698859002078041148e-04,1.983939722361160118e+00
-3.535558976170099892e-03,-2.686603194057232713e-04,1.973513794411949851e+00
-3.535639042693270069e-03,-2.674411442761463580e-04,1.963142595344594898e+00
-3.535718271890800433e-03,-2.662283416283831071e-04,1.952825837870467263e+00
-3.535796672516331157e-03,-2.650218784391714967e-04,1.942563236209006394e+00
-3.535874253232106339e-03,-2.638217218519047684e-04,1.932354506079802192e+00
-3.535951022609935476e-03,-2.626278391758589880e-04,1.922199364694717971e+00
-3.536026989132118933e-03,-2.614401978854276527e-04,1.912097530750057395e+00
-3.536102161192394670e-03,-2.602587656193573284e-04,1.902048724418774706e+00
-3.536176547096855916e-03,-2.590835101799803062e-04,1.892052667342721595e+00
-3.536250155064859287e-03,-2.579143995324609186e-04,1.882109082624937590e+00
-3.536322993229934226e-03,-2.567514018040304184e-04,1.872217694821977751e+00
-3.536395069640672906e-03,-2.555944852832364939e-04,1.862378229936285212e+00
-3.536466392261617114e-03,-2.544436184191873089e-04,1.852590415408597257e+00
-3.536536968974134283e-03,-2.532987698208048126e-04,1.842853980110402246e+00
-3.536606807577282255e-03,-2.521599082560710566e-04,1.833168654336420955e+00
-3.536675915788667097e-03,-2.510270026512886063e-04,1.823534169797142557e+00
-3.536744301245291384e-03,-2.499000220903332004e-04,1.813950259611387672e+00
-3.536811971504394241e-03,-2.487789358139161681e-04,1.804416658298920950e+00
-3.536878934044285737e-03,-2.476637132188432683e-04,1.794933101773090511e+00
-3.536945196265163082e-03,-2.465543238572816070e-04,1.785499327333517572e+00
-3.537010765489929411e-03,-2.454507374360267156e-04,1.776115073658817600e+00
-3.537075648964996960e-03,-2.443529238157735343e-04,1.766780080799362551e+00
-3.537139853861085044e-03,-2.432608530103827591e-04,1.757494090170078627e+00
-3.537203387274008484e-03,-2.421744951861640215e-04,1.748256844543284672e+00
-3.537266256225459968e-03,-2.410938206611474405e-04,1.739068088041565874e+00
-3.537328467663778536e-03,-2.400187999043650131e-04,1.729927566130687211e+00
-3.537390028464721531e-03,-2.389494035351343092e-04,1.720835025612540425e+00
-3.537450945432210961e-03,-2.378856023223407837e-04,1.711790214618131856e+00
-3.537511225299092010e-03,-2.368273671837306331e-04,1.702792882600606017e+00
-3.537570874727869862e-03,-2.357746691851946258e-04,1.693842780328302933e+00
-3.537629900311436981e-03,-2.347274795400666227e-04,1.684939659877856544e+00
-3.537688308573816443e-03,-2.336857696084168677e-04,1.676083274627327091e+00
-3.537746105970856255e-03,-2.326495108963487469e-04,1.667273379249367249e+00
-3.537803298890962282e-03,-2.316186750553028662e-04,1.658509729704429336e+00
-3.537859893655785626e-03,-2.305932338813571178e-04,1.649792083234002948e+00
-3.537915896520926057e-03,-2.295731593145353112e-04,1.641120198353892334e+00
-3.537971313676620266e-03,-2.285584234381120912e-04,1.632493834847524417e+00
-3.538026151248424914e-03,-2.275489984779311109e-04,1.623912753759297667e+00
-3.538080415297885795e-03,-2.265448568017117918e-04,1.615376717387961403e+00
-3.538134111823209617e-03,-2.255459709183687167e-04,1.606885489280031054e+00
-3.538187246759922754e-03,-2.245523134773303169e-04,1.598438834223238736e+00
-3.538239825981527413e-03,-2.235638572678630615e-04,1.590036518240017571e+00
-3.538291855300147812e-03,-2.225805752183920155e-04,1.581678308581020875e+00
-3.538343340467167263e-03,-2.216024403958299623e-04,1.573363973718673758e+00
-3.538394287173866545e-03,-2.206294260049077461e-04,1.565093283340761143e+00
-3.538444701052047541e-03,-2.196615053875044252e-04,1.556866008344046204e+00
-3.538494587674655134e-03,-2.186986520219855558e-04,1.548681920827926328e+00
-3.538543952556389132e-03,-2.177408395225353510e-04,1.540540794088117948e+00
-3.538592801154317059e-03,-2.167880416385021202e-04,1.532442402610376897e+00
-3.538641138868471332e-03,-2.158402322537405116e-04,1.524386522064254290e+00
-3.538688971042440370e-03,-2.148973853859524250e-04,1.516372929296878391e+00
-3.538736302963970543e-03,-2.139594751860416407e-04,1.508401402326776664e+00
-3.538783139865534291e-03,-2.130264759374583111e-04,1.500471720337724024e+00
-3.538829486924914731e-03,-2.120983620555555948e-04,1.492583663672626404e+00
-3.538875349265776810e-03,-2.111751080869481070e-04,1.484737013827439167e+00
-3.538920731958229357e-03,-2.102566887088645157e-04,1.476931553445110623e+00
-3.538965640019381062e-03,-2.093430787285130391e-04,1.469167066309563285e+00
-3.539010078413904695e-03,-2.084342530824444500e-04,1.461443337339703552e+00
-3.539054052054569667e-03,-2.075301868359185492e-04,1.453760152583464693e+00
-3.539097565802798006e-03,-2.066308551822714792e-04,1.446117299211879592e+00
-3.539140624469185644e-03,-2.057362334422907090e-04,1.438514565513185239e+00
-3.539183232814047120e-03,-2.048462970635867931e-04,1.430951740886959866e+00
-3.539225395547933826e-03,-2.039610216199698467e-04,1.423428615838284950e+00
-3.539267117332147057e-03,-2.030803828108309001e-04,1.415944981971946293e+00
-3.539308402779266227e-03,-2.022043564605249604e-04,1.408500631986659979e+00
-3.539349256453647608e-03,-2.013329185177520136e-04,1.401095359669330298e+00
-3.539389682871926530e-03,-2.004660450549472419e-04,1.393728959889336316e+00
-3.539429686503523919e-03,-1.996037122676698862e-04,1.386401228592850865e+00
-3.539469271771133324e-03,-1.987458964739958762e-04,1.379111962797187507e+00
-3.539508443051207504e-03,-1.978925741139116255e-04,1.371860960585177036e+00
-3.539547204674446754e-03,-1.970437217487157420e-04,1.364648021099576169e+00
-3.539585560926272051e-03,-1.961993160604139075e-04,1.357472944537502668e+00
-3.539623516047299499e-03,-1.953593338511269847e-04,1.350335532144900874e+00
-3.539661074233806971e-03,-1.945237520424903960e-04,1.343235586211035448e+00
