accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-1.672898441702581982e-03,-4.487758880708441200e-01,-9.802297263396997806e+00
-1.092679352022068225e-03,-4.515803636197455173e-01,-9.784460501919225450e+00
2.221132649185035210e-02,-4.467149593191378498e-01,-9.787850230049016886e+00
2.745529807504295747e-02,-4.233179789291089956e-01,-9.792670381885848485e+00
1.971437566854884142e-03,-4.384538431851752738e-01,-9.802684688018850068e+00
5.111808358264410129e-03,-4.266417151101301042e-01,-9.786577403238968742e+00
-5.029754524736209341e-03,-4.224891676702492438e-01,-9.801355524717068946e+00
5.898679835526303948e-03,-4.376866375300094147e-01,-9.790302801218834006e+00
-4.065474037368952027e-03,-4.261042605144865214e-01,-9.807310601940335104e+00
1.125775042389062959e-02,-4.194294828724950408e-01,-9.792786115439934491e+00
3.685043749415962706e-03,-4.135037371971980735e-01,-9.799676060364411967e+00
1.229070228598084765e-03,-4.247560781319657530e-01,-9.800016892418407011e+00
5.586718206440467217e-03,-4.084776040339714309e-01,-9.798417731111921825e+00
-3.364663701901982659e-03,-4.085720989507480305e-01,-9.778651421949982492e+00
4.710932727606807410e-03,-3.989105884644436606e-01,-9.791921859589534094e+00
8.514741799203681683e-03,-4.100813908992095858e-01,-9.806014455329396640e+00
-2.034412162404556149e-03,-3.884379795448656414e-01,-9.796381034736327820e+00
-1.208814145128559760e-02,-3.940645077852638622e-01,-9.792871525449932335e+00
-2.792939165401422084e-03,-3.840281021616783197e-01,-9.789585088712266625e+00
-3.628928899958233818e-03,-4.052211202371743815e-01,-9.799291704125394631e+00
-8.260874323911000100e-04,-3.999965284228863549e-01,-9.807935880275316265e+00
8.926516782337030886e-03,-3.955741029591462454e-01,-9.802133125301056182e+00
2.001226286387832939e-02,-3.933903871776132100e-01,-9.787281386792855642e+00
7.070098923177873477e-04,-3.810821034750237479e-01,-9.801415743209208387e+00
4.244902290632357640e-03,-3.955115215923470373e-01,-9.800172110251136104e+00
1.231517621846960064e-02,-3.921899517937980639e-01,-9.798455877620984467e+00
7.127100658739252310e-03,-3.903896087255527281e-01,-9.792201962548796601e+00
-7.479676039391682831e-03,-3.775180823153789778e-01,-9.801903465024411233e+00
-6.866061294126857327e-04,-3.884719858591846320e-01,-9.791120989618876891e+00
1.001074974835548212e-04,-3.672744998361348601e-01,-9.783687175937977543e+00
6.002539504126096215e-03,-3.702236722869505781e-01,-9.791296422418906076e+00
-1.499093039554439018e-02,-3.766823187495783043e-01,-9.792066069509449022e+00
1.552188400048616287e-02,-3.763026923648405409e-01,-9.792582414496818544e+00
-1.139192389393312325e-03,-3.690459347013599345e-01,-9.797784359180166547e+00
5.068907408296514754e-03,-3.874492048743573003e-01,-9.800130362183585575e+00
-1.695203852318089011e-02,-3.712584433932877848e-01,-9.798884924619951420e+00
-9.602641406149189669e-04,-3.791183283517309266e-01,-9.789794601495561466e+00
-3.559942541701102778e-03,-3.591373037285885417e-01,-9.807250280082861593e+00
3.766268869458684870e-03,-3.556543503428281627e-01,-9.804360333082374979e+00
-5.379675128652073798e-03,-3.700711249793140478e-01,-9.797365401216127978e+00
-1.530606151800779739e-03,-3.457876772357239559e-01,-9.786525563636647718e+00
-9.058234263503823006e-03,-3.663228497143310447e-01,-9.798841516205074598e+00
-2.849484291672723085e-03,-3.572555902575633158e-01,-9.804583683843594244e+00
1.780933169163464438e-03,-3.529405226040352450e-01,-9.793085317543578583e+00
5.373356190606312990e-03,-3.424408704516215818e-01,-9.799038157044446251e+00
1.042334034751957617e-03,-3.536048705429649108e-01,-9.807162284567416677e+00
-1.411652833942765757e-02,-3.466623164648273137e-01,-9.789985137054090458e+00
-8.016320220971873134e-03,-3.469692571324999864e-01,-9.793100682089399101e+00
9.639738928424831932e-03,-3.435823286096407192e-01,-9.797553639309693807e+00
-1.185507179653801741e-03,-3.399705019568142750e-01,-9.782186091729329291e+00
-1.836836867313119005e-03,-3.401614244978756196e-01,-9.800081805714352612e+00
-2.781432384131270977e-03,-3.319212630989096247e-01,-9.801645602777842470e+00
6.989800479708599239e-03,-3.313090298649507548e-01,-9.785515845630438747e+00
4.593520151756023788e-03,-3.315676025906005853e-01,-9.795254142183660306e+00
6.201527671395353890e-04,-3.312966862223405973e-01,-9.800761094050928435e+00
4.566573326245560067e-03,-3.223367660861459760e-01,-9.787615234705620892e+00
-6.702564907542505820e-03,-3.359236211536033023e-01,-9.792852128501031927e+00
7.782348069835023745e-03,-3.290244600839002942e-01,-9.800851151313585419e+00
6.267360667456324183e-03,-3.177523646337661045e-01,-9.803166311209558614e+00
1.146622586265735069e-04,-3.121071938929187994e-01,-9.790108552234455530e+00
-7.219955200890010479e-03,-3.213296225905866721e-01,-9.801076080151402081e+00
-1.348614701540760963e-02,-3.226789600766514776e-01,-9.813761533555791061e+00
-2.222682544199380134e-03,-3.189944890486035023e-01,-9.794894846173949787e+00
1.520459945724409422e-02,-3.166149627799032529e-01,-9.803255042995610680e+00
-3.966894388764476663e-03,-3.217575922240187847e-01,-9.799373724970068977e+00
9.234567674903264300e-03,-3.195779302073534778e-01,-9.799591089368341557e+00
3.202348640051209342e-03,-3.149512825454752196e-01,-9.803097291850043860e+00
4.422963846605562914e-04,-2.912881345845059200e-01,-9.797671973696546743e+00
3.301829643555833239e-03,-3.072187538686056429e-01,-9.790538658207911027e+00
-5.813777843995787328e-03,-3.220815094421755620e-01,-9.804412896295323421e+00
9.365168838071133428e-03,-3.142224648241110363e-01,-9.791596873885877628e+00
1.628641988528631637e-02,-3.012146643609152630e-01,-9.793729808497976919e+00
1.539354771429426311e-02,-3.091327025294315911e-01,-9.793369572661735134e+00
-4.387930121389570226e-03,-2.949040316311547505e-01,-9.796620043975702075e+00
3.747062149529592923e-03,-3.027753791391353255e-01,-9.789804065856269943e+00
-5.165199247220789505e-03,-2.878184983813087960e-01,-9.783041710293192139e+00
-3.091262866325098467e-03,-3.046993135938938502e-01,-9.793962101687011312e+00
7.572376283361894082e-04,-3.052621403038277004e-01,-9.801663145358274321e+00
9.969985715058674383e-03,-3.067243996497421299e-01,-9.813840418780277020e+00
-8.844361795149134273e-03,-2.942828222202921173e-01,-9.781047831023427008e+00
-4.806455644510080130e-03,-2.813242180906356804e-01,-9.793313495774066624e+00
-1.233739048918395566e-02,-2.774223004438435281e-01,-9.799864490289406760e+00
-5.629620645195475281e-03,-2.935094811531872017e-01,-9.805966950637623469e+00
-3.065759546311444365e-03,-2.907332188448087940e-01,-9.804762037275038367e+00
-9.571827240999327899e-03,-2.781595207939044356e-01,-9.797720753293573281e+00
-1.341894687302330226e-02,-2.870073252383086304e-01,-9.776834287344223995e+00
3.284662262241772393e-03,-2.789238402564852004e-01,-9.797109325495322096e+00
-3.629168512856279036e-03,-2.849539089416705528e-01,-9.791775894871054930e+00
1.351986295347019744e-03,-2.826534087139507267e-01,-9.803451221193432374e+00
3.319606252425705891e-03,-2.925941924194050969e-01,-9.799631243755035470e+00
1.138030307714671743e-02,-2.690973883919868248e-01,-9.788937641455484950e+00
-6.100900201262177310e-03,-2.801338609471596408e-01,-9.778973768905359520e+00
2.723688791969122811e-03,-2.673955602476054128e-01,-9.803174039178353283e+00
9.585114290250938349e-03,-2.678545264899542810e-01,-9.807754586620916371e+00
-6.804929714824670519e-04,-2.687531129847479661e-01,-9.798122400803633170e+00
-7.736576640691205167e-03,-2.615829939819999117e-01,-9.791030928805763978e+00
4.119105219711710272e-03,-2.517398269480579653e-01,-9.792353482571691359e+00
-1.609611309055254680e-02,-2.689412534588455084e-01,-9.785977812992948444e+00
-2.008847767702312548e-03,-2.724964707942396092e-01,-9.799162160955042111e+00
7.261016600181555841e-03,-2.536816560450916302e-01,-9.793841212495570048e+00
-4.380186052578177378e-03,-2.486770507489802773e-01,-9.802737224049257847e+00
-9.482941547378767252e-03,-2.528710682405382881e-01,-9.791918674523428123e+00
4.287495921108084446e-03,-2.590625972790790987e-01,-9.793272617979122074e+00
-8.279045199512902143e-04,-2.490541113695612652e-01,-9.798831121432199254e+00
-7.755082060254021338e-03,-2.499231344173523661e-01,-9.798837487109032907e+00
1.739261092030692374e-02,-2.639024051648981573e-01,-9.789242736699922176e+00
-1.842009612002985320e-04,-2.544578470962528538e-01,-9.803186658266662690e+00
-1.131095449894695473e-02,-2.344007966256277942e-01,-9.801242834967197837e+00
9.275417765771103856e-03,-2.617055327394074982e-01,-9.791723563202710423e+00
5.562591587647062498e-03,-2.500838623346083867e-01,-9.794052560290065657e+00
1.013801421097493619e-02,-2.440762928954536282e-01,-9.801103382086528981e+00
-4.527588469881594496e-03,-2.489990955684767693e-01,-9.795777296270562928e+00
3.093565179740828067e-03,-2.529135068896722904e-01,-9.799617376208631825e+00
-3.633898971862761264e-03,-2.421007820354869611e-01,-9.796068320711816213e+00
2.725986042046987540e-03,-2.352640519320598755e-01,-9.785639567464308186e+00
1.232610231507788937e-02,-2.456147441732168535e-01,-9.804038354553592072e+00
-2.648354290685468650e-03,-2.463128582724410931e-01,-9.803568517056422849e+00
-7.902578842180358817e-03,-2.331244081817872571e-01,-9.784883596058286059e+00
-3.351038340176333043e-03,-2.396637436979018043e-01,-9.804676849672338435e+00
-4.182875420482709376e-03,-2.346959696358434933e-01,-9.806457686571313559e+00
6.381821232443632246e-03,-2.410460435085079178e-01,-9.778423166733324123e+00
-5.026017450631159802e-03,-2.265425226083903065e-01,-9.801979891263965072e+00
1.861105454381927968e-03,-2.364942155878428376e-01,-9.792484467023797379e+00
7.829787273980575585e-03,-2.418386734185270226e-01,-9.794887464513895026e+00
1.060137978871165607e-02,-2.229239658419406300e-01,-9.800058722030513536e+00
1.191181094052828210e-02,-2.287108737446341133e-01,-9.781031785335102313e+00
-1.851974885515640136e-03,-2.200865753901688204e-01,-9.791381938841462684e+00
9.330513146456017801e-03,-2.231357997536537741e-01,-9.784914764131452003e+00
9.138929814068377441e-03,-2.148409465621786696e-01,-9.794643477494584971e+00
1.292649940829622424e-02,-2.297517503887300805e-01,-9.800808405063373030e+00
-9.357324442004741382e-04,-2.228848984137374589e-01,-9.819619060116444587e+00
-6.154790158087911946e-03,-2.204606979361062591e-01,-9.795855024682857959e+00
1.338836808372194723e-02,-2.089577904197243707e-01,-9.811822472209628998e+00
-3.313829321436258593e-03,-2.122312029551121360e-01,-9.806161237438702827e+00
8.668499420496736038e-03,-2.143421349732052006e-01,-9.784019601105361730e+00
3.159358192773238042e-03,-2.186145419374045940e-01,-9.800351627800912624e+00
4.895409831730604400e-03,-2.331283428182782669e-01,-9.799763684867146551e+00
5.336435625091610034e-03,-2.056746420333823988e-01,-9.797008763920638685e+00
1.407435207257784308e-02,-2.273381183161085617e-01,-9.794020428026273706e+00
-9.134562720308873895e-03,-2.042496501379855167e-01,-9.787820394942917446e+00
5.483481990464385107e-03,-2.060422245952290010e-01,-9.779068255271369026e+00
6.473530446799416818e-03,-1.977388838136630578e-01,-9.812431533716559073e+00
4.852697285077281660e-03,-2.157564989318208615e-01,-9.822079349074561705e+00
-4.600855641970717086e-04,-1.997063818470682650e-01,-9.777635852135077243e+00
5.939471355974083530e-03,-2.147600747492241502e-01,-9.795952904985355758e+00
-4.532369847158320558e-03,-2.068701314040042316e-01,-9.799948158002075971e+00
-2.306329783561256977e-04,-1.973765843749706872e-01,-9.792128369083988204e+00
1.140930069229727705e-03,-2.041843855959585285e-01,-9.805085008107885969e+00
6.903429134078112317e-04,-2.052350739872430552e-01,-9.794358064310387135e+00
8.763982447057830014e-03,-2.040288553335009580e-01,-9.797173238468429801e+00
-8.040648498849591042e-03,-2.192266657761646476e-01,-9.802915018978676898e+00
-1.063686403530049278e-02,-1.980838456346414589e-01,-9.777008574523881279e+00
-1.269940609899780420e-03,-2.004240335780718696e-01,-9.780819333796065607e+00
2.225745065797363545e-03,-1.895919657091687804e-01,-9.798013542976594437e+00
1.759746153242100833e-02,-1.973886535163207889e-01,-9.783903615387483654e+00
-5.236102662681085644e-03,-1.836989218452382000e-01,-9.803188267004763645e+00
7.826464268946370590e-04,-2.042478430803545686e-01,-9.800981841706549957e+00
9.039213792060846533e-03,-1.979856803222571071e-01,-9.789960212654174043e+00
1.059345495344130722e-02,-1.894393667347601673e-01,-9.800656699717528397e+00
9.428858075037979333e-03,-1.727636405889133309e-01,-9.793559593768843996e+00
1.130930938538085182e-03,-2.045930308724576707e-01,-9.799199974569948068e+00
1.830573090489757450e-03,-2.027390109256275164e-01,-9.805101560533248772e+00
1.217425346161150543e-02,-1.861983003771952305e-01,-9.808664035362932410e+00
1.481779787638249669e-02,-1.778733729117609186e-01,-9.802428655293430992e+00
1.267919318263709474e-02,-1.741969582961487573e-01,-9.809832630493575678e+00
-3.138976627767628164e-03,-1.973658739575065713e-01,-9.793902689379549997e+00
-8.200132774623830959e-03,-1.900846938106587058e-01,-9.787184253405836643e+00
-1.237411310326252088e-02,-1.883430809853509635e-01,-9.785634370928445236e+00
-1.047898005320166686e-04,-1.998697869011753225e-01,-9.783091187757445795e+00
-9.614383490284964320e-03,-1.781117098189131664e-01,-9.802974350122646285e+00
8.128952494577110222e-03,-1.717215941078942820e-01,-9.794914086442851442e+00
9.714443918151596542e-04,-1.734291521896365595e-01,-9.810161946379752251e+00
-4.061500138875406840e-03,-1.857034611399836221e-01,-9.783514292994222927e+00
8.656551222987276389e-03,-1.761690883835098642e-01,-9.786047051399760832e+00
-8.809649516685160928e-03,-1.801100813823404978e-01,-9.797436087707101393e+00
-6.705386016585751030e-04,-1.826838287716792131e-01,-9.806597719431696447e+00
6.381205938950492915e-03,-1.794225623706389439e-01,-9.790689386132138239e+00
1.718307533185184713e-02,-1.626278067507088421e-01,-9.785953215513218950e+00
4.637331406013274829e-03,-1.655754862412348316e-01,-9.791745608565575409e+00
-1.349908052767934998e-02,-1.806963830004441607e-01,-9.802658599447321208e+00
9.719631258947963176e-03,-1.582816410658996475e-01,-9.794470819628221747e+00
2.729689358912457033e-03,-1.654122933306751142e-01,-9.793009463173637741e+00
-1.333350798618509157e-02,-1.693568343573258195e-01,-9.802484776672175215e+00
-7.914612845365914112e-03,-1.761393248006430101e-01,-9.794168985827189644e+00
3.698494079557300505e-03,-1.668908377930804765e-01,-9.802766454446324218e+00
9.213794909949179351e-03,-1.623989256239188050e-01,-9.789065002664823822e+00
-1.571145155585635658e-03,-1.827613479810233366e-01,-9.792217171018720023e+00
-1.031335949126714613e-02,-1.675228385259706354e-01,-9.793291513403039161e+00
-8.494437267211205067e-03,-1.617501532713993273e-01,-9.804532942459870171e+00
-6.230331801805192964e-03,-1.608203116054646165e-01,-9.784856032839417850e+00
1.233607281991035403e-03,-1.489564833265990262e-01,-9.796791920931079645e+00
-2.821321179004283950e-03,-1.713639301828613071e-01,-9.795912434953416792e+00
-5.680525444842091619e-03,-1.802150982452898342e-01,-9.790390224754283111e+00
-1.177769360852670526e-02,-1.800823027185437242e-01,-9.808617948009953125e+00
6.511438741932744009e-03,-1.471933341070663648e-01,-9.801135206501006891e+00
7.283271117647713636e-03,-1.607735047121649219e-01,-9.797469778643355554e+00
1.073177251430513374e-02,-1.615441156774419795e-01,-9.795301010570833355e+00
5.903401344502291238e-03,-1.582340820694267125e-01,-9.789170807256779128e+00
9.233644164927262005e-03,-1.536327169583010799e-01,-9.800114613671949471e+00
-2.187789972065051596e-03,-1.565717162766785131e-01,-9.785297095069523721e+00
9.131760522320413534e-03,-1.538112467428950358e-01,-9.799911647905819478e+00
5.103104490339098118e-03,-1.440206273683363736e-01,-9.784087042572453541e+00
2.864873672341745631e-03,-1.496612124450365233e-01,-9.788811941007887540e+00
-4.171073132293846852e-03,-1.568010860002187756e-01,-9.790535126477458050e+00
-3.801192405205632615e-03,-1.363482942139714049e-01,-9.804546905591209338e+00
4.699224886117236988e-03,-1.602435965998256218e-01,-9.792686715566178535e+00
-2.902542303068177901e-03,-1.667843382594562385e-01,-9.791089047652750565e+00
4.278645779434855391e-03,-1.571913756397236850e-01,-9.789979956109307935e+00
7.343186092581190788e-03,-1.429112993674332699e-01,-9.794861397330979713e+00
-5.103195780920399133e-03,-1.554805267493553911e-01,-9.793308699257325500e+00
9.357440426777581879e-03,-1.327845335209590916e-01,-9.791349396220596191e+00
4.642995366891591348e-03,-1.536297665882394026e-01,-9.806400500660085839e+00
-1.575521962201526871e-03,-1.460610588535127818e-01,-9.791367185324327593e+00
8.200932497384669229e-03,-1.481595499022919649e-01,-9.793987405692977433e+00
9.556769422615801410e-03,-1.481133786250156403e-01,-9.797437089580959935e+00
-1.910548074899726589e-03,-1.537268003417965323e-01,-9.800117275821277119e+00
3.254571536798903878e-03,-1.543286341959589913e-01,-9.802160023417377133e+00
-5.982380463777517074e-03,-1.488460687410226857e-01,-9.803679355662284323e+00
-3.305961795958389533e-03,-1.331743591444735642e-01,-9.787431517948652626e+00
-1.460590612799143135e-03,-1.350319185867225324e-01,-9.805299301730997286e+00
1.038843577715919172e-03,-1.204356390551473005e-01,-9.802869495972039715e+00
2.061102744707970624e-03,-1.387252389942990882e-01,-9.807827008152180781e+00
-3.612735384543177414e-03,-1.288213505341863629e-01,-9.791402567608399110e+00
7.122585435453771853e-03,-1.429759800960968552e-01,-9.804050023492807853e+00
-3.552284712089860338e-03,-1.504682048733224087e-01,-9.797011807793484905e+00
-5.566981258434215360e-03,-1.446916177542205972e-01,-9.792772169594922360e+00
5.947576533294010939e-03,-1.207331055114937990e-01,-9.802704735439609962e+00
1.990340509441918069e-03,-1.276976864137540635e-01,-9.804409053432118881e+00
3.909863150501266364e-03,-1.351255557463537926e-01,-9.800547628021545776e+00
-5.273454910209895638e-03,-1.261044513496194508e-01,-9.784308438680845654e+00
4.518492285219011424e-03,-1.322989090986182725e-01,-9.779573583293212025e+00
-1.241686246879971853e-02,-1.293267878164777174e-01,-9.783116672030191197e+00
-7.632188549498109160e-03,-1.453616976758320134e-01,-9.803424608259465600e+00
-1.836645921765586633e-03,-1.449073179662589972e-01,-9.796957887676132515e+00
7.238022366625390192e-04,-1.183873236245869820e-01,-9.797987424397145872e+00
-6.896485589714795167e-04,-1.316476546178412255e-01,-9.803765197022027422e+00
9.784937793678482806e-03,-1.185855262083169437e-01,-9.803000158337928482e+00
6.671812880523542155e-03,-1.320604695477454460e-01,-9.793823155453134532e+00
-6.767043474932428818e-03,-1.247246200059961840e-01,-9.790872819450337161e+00
-4.240701350495852543e-04,-1.038984339564772014e-01,-9.802962736837798730e+00
-4.088244308290069247e-03,-1.305800599978672594e-01,-9.815077428327942499e+00
1.527301323137890236e-02,-1.343307656843366060e-01,-9.794635774915986914e+00
-1.176505076150932173e-02,-1.240911139930750834e-01,-9.785701427741571479e+00
4.379279903328208920e-03,-1.161750449705564181e-01,-9.780464196883526640e+00
-1.058760592344902551e-02,-1.192188936105863933e-01,-9.793265479517186733e+00
1.601520505403501325e-03,-1.230045644583630665e-01,-9.813987920122446695e+00
-1.101628491298432821e-02,-1.136048626979076354e-01,-9.795330282467825000e+00
-2.710752985265293697e-03,-1.052159790745765128e-01,-9.814827322156453704e+00
-2.498966638537450380e-03,-1.315447793382578945e-01,-9.789860332017971345e+00
6.675736487511847554e-03,-1.206499570025846013e-01,-9.788810043869601074e+00
1.017426186931373773e-02,-1.235883317125855696e-01,-9.772138867721686495e+00
5.055827444039423871e-03,-1.260572830133430133e-01,-9.793439334471337077e+00
-1.471551434026119667e-02,-9.862084912660061542e-02,-9.799603323492666718e+00
-1.689110552134990683e-03,-1.180858752987347243e-01,-9.798740193020693212e+00
5.775303158041678563e-03,-1.024550544735051971e-01,-9.808435783129347385e+00
-7.562214198034707818e-03,-1.065632248070069732e-01,-9.811101164316946566e+00
1.166879314774047285e-02,-1.161457024842988961e-01,-9.811724070915413876e+00
6.364357072228028420e-03,-1.281590132151470829e-01,-9.781380945106418423e+00
-4.162121637459883453e-04,-1.148338547654003672e-01,-9.793394561883781435e+00
-3.433350334264479321e-03,-1.170255273404465224e-01,-9.780960208254272814e+00
9.465539863545070765e-03,-1.062832512356564341e-01,-9.801068095555224957e+00
-3.542403285826908107e-03,-9.847338919142152591e-02,-9.782620620013954493e+00
2.632331406904048557e-03,-1.129967616500383437e-01,-9.792370784437697040e+00
-4.993122545144968241e-03,-1.100543934495250425e-01,-9.787776468587097156e+00
6.160236474710476147e-03,-1.198874760164391345e-01,-9.784233948626859245e+00
-1.545318885606954129e-02,-1.268684303974814687e-01,-9.790772317531574842e+00
1.173676643575409517e-02,-1.034785067109451340e-01,-9.790231951093231189e+00
-2.776984330161549712e-03,-1.159211044719204442e-01,-9.790000303669485149e+00
-9.433086558217996381e-03,-1.094008755709118819e-01,-9.798638059270679435e+00
7.126656171714685316e-03,-1.171189627066896166e-01,-9.798420367309439882e+00
1.240372639573879276e-02,-1.009879130680224335e-01,-9.789630724581405374e+00
1.058321811877112849e-02,-1.071712814059089941e-01,-9.778083016125625804e+00
1.569100738199357900e-02,-1.128022917613592108e-01,-9.798212840580221794e+00
-8.898463923378721260e-03,-1.039154266194956266e-01,-9.788552534683892858e+00
-5.794703657599201661e-03,-9.412132585297001974e-02,-9.782916801775661142e+00
9.177728960627073995e-03,-1.120476586109568351e-01,-9.792127876691377963e+00
1.456260717847634653e-02,-9.514119847517379935e-02,-9.788459019388353610e+00
1.320231900350477862e-02,-8.560423860295525433e-02,-9.793882722266662455e+00
-1.583439597490495648e-02,-1.166422116087273420e-01,-9.801744210037874439e+00
2.071665405612850910e-03,-1.096927873669545223e-01,-9.801754548049245841e+00
1.223964207074396821e-03,-9.965749507218013559e-02,-9.785561911380582956e+00
9.582814112909019202e-03,-9.806326481101972081e-02,-9.802843095237951943e+00
-1.109918832936729848e-02,-9.549182892356354591e-02,-9.803526712743847682e+00
-9.647197446723288286e-03,-9.429278121955095293e-02,-9.802910397561502620e+00
-1.506006508501693065e-03,-9.322857814292198619e-02,-9.794893962779809726e+00
1.029971462182750807e-03,-9.481816817181963619e-02,-9.805608473146140369e+00
2.574205555174068592e-03,-9.960464354162008871e-02,-9.794079817408519517e+00
4.510389550314476345e-03,-8.202516498029009673e-02,-9.792292051886400728e+00
7.846251522107257001e-03,-1.003376932410637162e-01,-9.784006151799301776e+00
-3.847693621948691887e-03,-1.001959514362059378e-01,-9.801964230447627102e+00
-7.895815105252963068e-03,-9.989516711522565540e-02,-9.787854408958427399e+00
-6.250173894185906236e-03,-8.639228236377760606e-02,-9.802110011714692206e+00
6.323546105887536788e-03,-9.545726670168466765e-02,-9.804072967024543672e+00
3.485704371201492346e-03,-7.787184841678003455e-02,-9.798823524973560239e+00
-1.629959045317939947e-02,-8.270884835873366925e-02,-9.795798594726425890e+00
-4.027008478231598743e-03,-8.850570231939847154e-02,-9.789581195329052576e+00
9.084176484186535713e-03,-1.060622160065532171e-01,-9.796718627656897382e+00
-3.140758977763496041e-03,-9.845767773610332452e-02,-9.798324621510049681e+00
-3.636997396574795458e-03,-1.002534579640330936e-01,-9.794734893382086582e+00
-3.885893837033652966e-03,-8.583041990306096436e-02,-9.803392313878024567e+00
-4.215510323898646189e-03,-8.934730899304324514e-02,-9.789193197973988347e+00
2.961459510061117528e-03,-8.604645440521133115e-02,-9.777599134372824352e+00
-3.045352985647329681e-03,-9.645106554085552952e-02,-9.800113847020728741e+00
-1.184233482934316309e-02,-7.992591772304671882e-02,-9.808245528478378716e+00
-6.526382276836398266e-03,-9.054202258877767917e-02,-9.801164516152461204e+00
1.337724941741708952e-02,-8.924180775831798418e-02,-9.795778347368509387e+00
-7.545659194492316917e-03,-9.730936740438846100e-02,-9.784930115268020145e+00
7.171203649096259507e-03,-9.155011356550039892e-02,-9.803753141300161289e+00
-1.432754442444670803e-02,-8.534496458474977176e-02,-9.803953084487480041e+00
-1.780048188213632183e-03,-1.065488633459545642e-01,-9.805059184562050945e+00
-2.077864798994892830e-03,-8.237910608658761957e-02,-9.788282227660372925e+00
-1.048146532638480691e-02,-9.156404704396461924e-02,-9.797476512823445560e+00
1.431769271265994530e-03,-8.090559577357632481e-02,-9.808512971889298271e+00
-2.318553185293299908e-03,-8.933459853109425308e-02,-9.803410707057812701e+00
-1.651668059232782974e-03,-7.996144436064436811e-02,-9.797841934422018895e+00
-9.595622477564369826e-03,-9.083822140986044791e-02,-9.791702947511604194e+00
1.071458766969191762e-02,-8.218787204718250305e-02,-9.788254789988204863e+00
-7.820650154616960031e-03,-7.618924934907217450e-02,-9.793460955401579682e+00
-5.328992942570071750e-03,-8.713445069002076493e-02,-9.782646652049793445e+00
-6.937307862306543206e-03,-8.125107301179093633e-02,-9.800964955918590960e+00
-1.057737922237927085e-02,-8.271507359339577703e-02,-9.788047343555623669e+00
-8.528829804891582128e-03,-9.160189186427586394e-02,-9.781277694436910863e+00
-1.604321540476587662e-02,-6.855550770610494005e-02,-9.796223115087803635e+00
3.091211557789969554e-03,-6.512174276826582231e-02,-9.784936216658332242e+00
4.138110722335374206e-03,-7.495756331461124466e-02,-9.784634541569880994e+00
5.474569713364575187e-03,-8.812906955912533369e-02,-9.810896264504028963e+00
8.381159671933223476e-03,-8.842514644294521831e-02,-9.805525346395123520e+00
2.436036722179092066e-03,-7.133426092876835045e-02,-9.787782289288893267e+00
4.264367157484029642e-04,-8.014411146293387578e-02,-9.804689482772719344e+00
-5.394936191145733272e-03,-7.995178026207348798e-02,-9.800649667740316318e+00
6.053023959999202785e-03,-7.499232716120197983e-02,-9.788369108702539734e+00
-1.759392825403628680e-02,-8.585102954015626231e-02,-9.785776856928288581e+00
4.923331992252394373e-03,-7.396420220964071424e-02,-9.800393721284578419e+00
1.028609990422050353e-03,-7.736764645746090074e-02,-9.798373815806886711e+00
-3.800015718359692814e-03,-7.615974642765879765e-02,-9.803466697286294718e+00
5.709209675265591519e-03,-7.396734111492571373e-02,-9.804478689010005965e+00
-1.002099608619848748e-03,-8.416559651507754536e-02,-9.802158433172989405e+00
9.970497484504785290e-03,-6.948409965653037923e-02,-9.787675384317189753e+00
-5.933470126431449228e-03,-7.699998566816865231e-02,-9.787277030301620329e+00
4.639999268438323339e-03,-7.558465793879010075e-02,-9.790067410446605223e+00
-1.635596805603935352e-03,-7.517933761656765690e-02,-9.788282551135184306e+00
3.440780211158539492e-03,-7.133681987542778158e-02,-9.799800373650727536e+00
-1.774025671117114610e-03,-8.445787156984028987e-02,-9.794828903470707004e+00
3.033815783542888594e-03,-8.301825258830393406e-02,-9.792362074488762502e+00
-1.253338972902383764e-03,-8.995081394965971644e-02,-9.809374218938980761e+00
-7.498678422400061050e-03,-6.684162586773981229e-02,-9.804220730743093526e+00
-9.815906873873771199e-03,-7.891387560163697079e-02,-9.802888174816821731e+00
-1.013485288886578801e-02,-6.152871668516985554e-02,-9.814399606958044586e+00
-5.702241236272862640e-03,-5.278146119302179473e-02,-9.799923592656041293e+00
1.698252466403469066e-02,-6.658802110617165204e-02,-9.795266639145539855e+00
-2.043139803421814506e-04,-8.411999815469087260e-02,-9.796544874987453966e+00
1.239205139953062501e-02,-7.758460498773592229e-02,-9.796656999284826028e+00
-4.568112041952775496e-03,-8.373504356942731985e-02,-9.803666579125428271e+00
-1.976339476480257294e-03,-6.962414725651268343e-02,-9.794250377183484346e+00
1.179103272072497266e-02,-7.393383332458135226e-02,-9.796571409140783615e+00
-4.854365444391381575e-03,-6.633253342196014646e-02,-9.794086246827387043e+00
-5.536018164130800286e-03,-7.015524124424699082e-02,-9.790179173975346316e+00
4.824450655778115930e-03,-7.873984594071925525e-02,-9.806996347029443228e+00
2.173703217325590603e-03,-7.792919073367238214e-02,-9.809009272167184434e+00
1.444074357887461038e-02,-6.571666078206298001e-02,-9.798866331498828686e+00
-4.106288048722174337e-03,-8.878452811159898150e-02,-9.807333491332336450e+00
-4.570119813490555391e-03,-6.891517949860419268e-02,-9.787437488600664537e+00
