accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
9.714487031124217735e-04,3.610588539430055390e-03,-9.798799354408359363e+00
1.550374433021306725e-03,-3.454678788770717667e-03,-9.801848982857601200e+00
-2.419376111557114753e-02,-1.678119213779699507e-03,-9.786240403560915624e+00
-2.361557113750266824e-03,7.369732011586688572e-03,-9.789214591846963742e+00
-4.111286580247608229e-03,1.946780207876406404e-02,-9.788280710740895785e+00
5.826521547763125093e-03,-1.123509831660964020e-03,-9.801950698998885159e+00
5.958269307877662145e-03,8.902915958561567755e-03,-9.801248834572875879e+00
1.961553664252428664e-02,1.581042364468032745e-03,-9.814784008135482907e+00
-4.488552445954900431e-03,-1.734447573148219929e-02,-9.797472425453859657e+00
5.502745592062142227e-03,1.180273235422325470e-02,-9.799405886596282755e+00
3.015913980883010506e-03,5.522647451717353946e-03,-9.796595661628867191e+00
8.379885706937909365e-03,-1.471613675519907807e-02,-9.808888285019211395e+00
-1.487812812813010506e-03,1.152418449882627004e-02,-9.794074260977899016e+00
-7.477479033651528162e-03,-7.208564916809394665e-03,-9.786657908080680812e+00
2.367812297314133337e-03,4.838521318003110097e-04,-9.787602114565766342e+00
1.490906128667288154e-03,-2.174204521288487530e-03,-9.798419182940969918e+00
5.087966457748943974e-03,5.342098093357745998e-03,-9.791218982653925096e+00
1.324152148923040881e-02,-8.820167615166399008e-03,-9.788592526748271183e+00
1.539901028959095135e-02,8.458326817682092560e-03,-9.801155686305206061e+00
-1.416721529807300241e-02,-7.947352123258710072e-03,-9.803333181421455933e+00
6.041371950303558308e-03,1.663467208975690989e-02,-9.786869073451875067e+00
-4.108482960639687695e-03,1.329732398928851721e-02,-9.789899308868257322e+00
-3.423836571372565127e-03,1.789229021909561484e-02,-9.786947389012551568e+00
-6.510766219064714581e-03,6.374402163069132349e-03,-9.789992555398770335e+00
-1.976101720209861873e-03,6.075666765939539624e-04,-9.798098992568291976e+00
-9.966497247568810447e-03,-4.965687332125800699e-03,-9.788470600505565500e+00
-3.391687776914486738e-03,3.883319714456904756e-03,-9.774873039838270827e+00
-1.172162984318701691e-04,7.370115464360026993e-03,-9.790514465164955382e+00
4.566571054821453321e-04,-1.828954864837496752e-02,-9.792641656769605518e+00
5.252875655175239097e-04,-1.602150123955791913e-03,-9.795638434593806565e+00
-1.418000371477715592e-02,1.567539901933588751e-03,-9.786485111802775805e+00
-1.500312993928686750e-02,-7.100527452841376951e-03,-9.795251238233188218e+00
-4.851137969720196660e-03,2.472360570319976410e-03,-9.786562523842532002e+00
1.173279307086878137e-02,6.732153013834112076e-03,-9.788314699549843567e+00
-1.829900968202633274e-02,-5.625738561641426862e-03,-9.781281257126620332e+00
8.764105413324055002e-03,-2.104512887510679581e-02,-9.791754083764704575e+00
-2.838150401744753571e-03,-1.210872384099829883e-02,-9.792321096813498826e+00
-2.012782906608607484e-03,1.836749886746904398e-02,-9.804837519741196772e+00
5.874804524261797133e-03,-1.475765183251026742e-02,-9.789138429193922519e+00
1.138743182604840757e-04,-4.910171902780981548e-03,-9.779726413102313387e+00
1.001293743969726771e-02,-7.199558250616123339e-04,-9.797036613805079952e+00
-3.997843535218827647e-03,2.071324564551632261e-02,-9.777424078755291958e+00
4.280719783452631433e-03,1.149871155353126423e-04,-9.784657185112235922e+00
1.191172098184021134e-03,1.052059323675083070e-02,-9.797885607109295236e+00
6.978523414485667507e-03,-5.781344021223022364e-03,-9.786612000069139228e+00
2.543455002745624929e-02,-1.624612231477968191e-03,-9.795816934659523412e+00
-2.757366788679265586e-04,-9.536971575510833424e-03,-9.789778190829066418e+00
1.944882983797914652e-03,-2.495500849993449212e-03,-9.799163667863759031e+00
-1.082750452934237370e-02,1.035021229268619052e-02,-9.804239406515886657e+00
1.193929751080782808e-02,-1.418351249512880830e-02,-9.788681468979463673e+00
-3.355239652035159250e-03,4.989306750793261538e-03,-9.804207995929546726e+00
1.156953196867958715e-02,-1.105733800513534863e-02,-9.778243855687836827e+00
9.475953114145068898e-03,2.119986709003505131e-03,-9.798773457485234317e+00
3.638300361155063015e-03,-5.793984864931585842e-03,-9.795107047145474866e+00
-1.457942189435199130e-03,3.710029831358324735e-03,-9.789895758430255057e+00
6.227449853527015043e-03,-1.268991437090133921e-02,-9.781563746930215686e+00
4.255422317973848664e-03,-2.398484712736455131e-03,-9.783367465999839752e+00
-3.327678102306213127e-03,-8.816114887549441823e-03,-9.792060978234230717e+00
-8.454961174786642178e-03,-9.837739657629369222e-03,-9.792423606863712493e+00
7.168931676185866762e-03,4.644951409146245991e-03,-9.802825854982160081e+00
1.328074491564396227e-02,-1.107844310240029603e-03,-9.789529891547809726e+00
-1.246377268375853777e-03,-9.895084603396773690e-03,-9.785746971663291660e+00
-7.983347091992302027e-04,-1.316232198679876710e-02,-9.805997396129271237e+00
1.801637026220708577e-03,3.691955161879888420e-04,-9.780556895641693060e+00
2.938141691210584446e-03,4.117488538956133939e-03,-9.807737910690068617e+00
4.343002672988862008e-03,-4.401509304130456560e-03,-9.794707880242958353e+00
-2.391376610540538444e-03,-3.200415384190512594e-03,-9.783277069228599743e+00
1.676274358086984537e-02,2.918589935275064506e-04,-9.797637852191526164e+00
8.823034882030735340e-03,7.508940443906883012e-03,-9.807107809303042600e+00
-3.303231820812939108e-03,7.849276495958895997e-03,-9.788716702399284486e+00
4.377979085139083008e-03,-3.949133095171658385e-03,-9.786871231402630045e+00
-5.270411969897486996e-03,9.880008411846094574e-03,-9.791097778456359535e+00
-2.220750770555112840e-03,-4.990276406372703803e-03,-9.814798451012419989e+00
-6.178766688709151807e-03,1.574896414177671608e-02,-9.806013108673537815e+00
-4.136917001979312052e-04,-3.747351698228985374e-03,-9.782409049201914897e+00
-5.648106110552846351e-03,-6.803637613342183865e-03,-9.814995321773601233e+00
1.015017655017897216e-02,5.300741799538243645e-04,-9.800671485412280504e+00
-2.601352884891409197e-03,2.340539074362332685e-04,-9.796952587733636975e+00
4.958678094904100421e-03,-6.574703019708885016e-03,-9.799269041735813701e+00
-1.034345905482610822e-02,1.062606704416436867e-03,-9.798781157119117680e+00
-1.067754555965203661e-02,-6.834226915750631244e-03,-9.790956872424482427e+00
-6.070093067030619266e-03,8.337416963189738742e-05,-9.800814721924401951e+00
1.019475879080635437e-02,-1.759810143283830654e-03,-9.813103475760268424e+00
5.896074473678484737e-03,-1.909048183269823357e-05,-9.788883761913313108e+00
3.561362852017354989e-04,8.453562549366859264e-04,-9.777363406808884605e+00
7.753327973540924054e-03,-1.539718782064344697e-02,-9.784079498278432041e+00
9.538780671540111888e-03,-3.488288826716486480e-03,-9.794803759479886907e+00
7.502547978502520365e-03,7.934088953167051095e-03,-9.781630634814272085e+00
-2.840359292382953118e-03,6.701920531450253696e-03,-9.791668045257479136e+00
3.200406209553403750e-04,3.419708902202639456e-03,-9.791172763526047262e+00
-4.637105063286445401e-03,7.519085012363970963e-03,-9.802174950701793676e+00
-2.434729753805652507e-03,3.800068414579681111e-03,-9.815349252205733066e+00
1.996155645108910193e-03,2.361042421905344690e-02,-9.801551265510431321e+00
-7.036166387588025858e-03,8.918085855717762999e-04,-9.787252643966271037e+00
-2.509651657215937384e-03,9.590041217179185763e-04,-9.775594920153384493e+00
1.148471094999434575e-02,-1.162412664971161809e-02,-9.782893596879805642e+00
-1.318391014612934654e-02,-8.010830093792796480e-03,-9.802993434144671170e+00
4.230993503379487132e-03,-2.525272762791293951e-03,-9.810919158712671617e+00
7.777588773877828349e-03,3.593792640084950488e-03,-9.797878572463460500e+00
-2.898785893631874305e-03,3.889312152593891320e-03,-9.793330660239673691e+00
5.404554873932228450e-03,-7.663924697172236518e-03,-9.790555012970171944e+00
-3.411880746764357330e-03,4.735603133845774429e-03,-9.797654642468639707e+00
-5.215658634797312558e-03,-9.713440643129097121e-03,-9.792771569499290507e+00
6.161172492376857518e-03,-9.589171071028680183e-04,-9.804652503824151211e+00
-1.348760536811844171e-03,2.664621858997001181e-04,-9.801027505697497588e+00
1.035038915346271063e-03,-1.574012448929443947e-02,-9.775219721795050276e+00
4.655351295301522773e-04,1.996250490511830783e-04,-9.791545353220627135e+00
6.431850064569915627e-03,-1.474191471680226257e-03,-9.787544680644456818e+00
-7.949243370242829385e-03,-6.084039353035842167e-03,-9.813471637204667530e+00
9.034799870630199486e-03,2.528327566944730122e-04,-9.797107010701026297e+00
1.692386941905887551e-02,-1.132065508515623514e-02,-9.792433456608351960e+00
-9.244004861427570011e-03,4.017069845544548289e-03,-9.793185602451044858e+00
1.685988221532559467e-03,9.673445451914479496e-04,-9.807039736359882909e+00
-8.360305560238484677e-04,-1.685295844485850455e-03,-9.781941129904181409e+00
-1.211841817047627648e-03,4.725964748042796142e-03,-9.804092305259461071e+00
9.615547854697871835e-03,-6.492882938763598275e-03,-9.777005124617575760e+00
7.649884449114127856e-03,7.421296077661968839e-03,-9.795967918434106636e+00
2.241141628095723315e-02,-3.670627950958580202e-03,-9.802301344918332049e+00
-1.491525709499905172e-04,-6.733869854558034327e-04,-9.794974323848848030e+00
1.195601384252572598e-02,-5.297037914171808881e-04,-9.790460604317496873e+00
4.031486244480167154e-04,1.361819347409131201e-03,-9.780220449900619784e+00
2.420268504935132667e-02,-1.645423093989564767e-02,-9.803058826107680090e+00
3.821059693272445875e-03,-4.918078204875727701e-03,-9.778873652045614762e+00
3.964089600280404878e-03,-7.500607404686301244e-03,-9.799261321933103730e+00
1.286481145290562997e-02,9.689278169913082689e-03,-9.798586110374790437e+00
-2.008193126011428159e-02,-2.604264814699225414e-03,-9.783873337769929179e+00
-2.764836364266918937e-04,-3.908890625124256113e-03,-9.790892091092251448e+00
1.414231375347812028e-03,-6.397886014121713545e-03,-9.783065462640561094e+00
-4.308682770279668485e-03,4.080604871781860071e-03,-9.799459054522762003e+00
5.940032320392875896e-03,1.346808204429094432e-05,-9.812561329287527556e+00
2.255213851286830794e-03,1.075690438315005971e-02,-9.780830803547399199e+00
-6.046803235705128926e-03,1.149708173583608752e-02,-9.789777026436366825e+00
-5.631037840255722834e-03,1.585559723323727924e-02,-9.815755960236057120e+00
9.701969652111338410e-03,-9.269567292406187195e-03,-9.788656221653765144e+00
-8.647554003078188750e-03,2.343546105087452366e-03,-9.788437716957043122e+00
2.053595512862669073e-03,-2.368468664063369273e-03,-9.805928498612448863e+00
-7.768503974857956899e-03,1.557796763658846062e-02,-9.793868970764833648e+00
6.998150625428766793e-03,-1.197878732126454911e-02,-9.792902887861790973e+00
3.231839362485797694e-03,5.578193781729382135e-03,-9.796703904573504929e+00
1.225664968532772653e-02,-3.015717243096694908e-03,-9.803231427331013492e+00
-1.813752751159454371e-03,5.295731587719437923e-03,-9.784023682292927404e+00
-3.230944134092174781e-03,2.221620975906732701e-03,-9.796246360838301470e+00
9.328428701491619721e-03,-3.982688140730068294e-04,-9.793430579784020651e+00
-1.187871044271507012e-02,8.537876798787646937e-03,-9.801732797322586066e+00
1.618459370647222506e-02,-1.256138923087715817e-04,-9.798422263463153925e+00
-6.432377419652937807e-03,4.066693167671008502e-04,-9.804646054820038259e+00
4.865106578380307308e-03,1.274241203078709493e-02,-9.789315220918043181e+00
1.452307151291867132e-02,1.076591766374287388e-03,-9.795593340591301157e+00
5.924659048815147759e-03,9.336952859851933503e-03,-9.786547018365350681e+00
-1.179714443384660867e-02,1.074075189407325097e-02,-9.797861617851214788e+00
-2.142279892948452565e-03,-9.088859380388667961e-03,-9.788149361435504403e+00
-1.518580348903483422e-03,6.195448274812167047e-03,-9.791786538592074152e+00
1.060320368802533490e-02,1.170571140094923274e-02,-9.800356817755643490e+00
-9.734909705162908891e-03,-8.296372115277977910e-03,-9.783512166773318697e+00
-3.770667094353220665e-03,5.250904108783636427e-03,-9.797577604814929231e+00
-3.040349021630845902e-03,1.931177973272236309e-02,-9.796058186216631825e+00
1.425852879493216721e-04,6.840373187627657187e-05,-9.777717962735737345e+00
1.726116911678057808e-02,1.329825017063295846e-03,-9.793414936527701897e+00
-1.134882282601842526e-02,1.920899447770784210e-02,-9.804730611050779032e+00
7.984301996888780797e-03,-4.670724879252014308e-03,-9.784309994519697185e+00
-1.217976420000585133e-02,1.318438768472475139e-02,-9.792096037641069728e+00
-6.349529658624192968e-03,-6.818459392775626932e-03,-9.799433345975053555e+00
3.204398086278178407e-03,9.761055085859178526e-03,-9.793664040968510065e+00
-8.306611646124457959e-03,8.854253823746263338e-03,-9.793199526427562418e+00
-2.625845029227422047e-03,6.319151566944576637e-03,-9.793222341420728227e+00
-8.166666114547891514e-03,-9.861074835086284032e-03,-9.800614351942018132e+00
2.321613154124197061e-03,-2.617131200024194661e-03,-9.785935730506480468e+00
3.453478033018799777e-03,-6.775409200919728370e-03,-9.780327425525893403e+00
-1.798365347241543885e-02,-1.208939416952948404e-02,-9.791763961750321599e+00
-1.826148158150432341e-02,4.299361216613348594e-03,-9.786043191310140443e+00
5.933792201166529848e-03,1.485587410717172790e-02,-9.784749370253432943e+00
-1.262774754768997143e-02,8.116629657788969332e-03,-9.793349388136292077e+00
1.641651863245652265e-02,9.231703139494118904e-06,-9.785663796931522995e+00
-2.983249009705510584e-03,8.041138914908619109e-03,-9.806481728470675563e+00
5.800908200174532785e-03,5.037464539718994718e-04,-9.789131022361155843e+00
4.297041590943974886e-03,-6.255200683572389921e-04,-9.789683445634606684e+00
-1.136020895177707220e-02,-4.644395409166588253e-04,-9.807611647880429828e+00
-1.676137592829840192e-03,-3.982705444626011802e-03,-9.803376362589467874e+00
5.473849220960138456e-03,-2.177333113642169072e-03,-9.798778908589635961e+00
1.907490912196072551e-03,5.302128086004305810e-03,-9.794320317957582844e+00
1.101532827878489405e-02,-4.699515022913379123e-03,-9.798244290091393083e+00
1.486592310350815654e-02,-5.341021331748360169e-03,-9.792857684143980279e+00
7.816319346384182146e-03,-4.827437369768075386e-04,-9.787862969764583809e+00
-5.108263365134911062e-03,8.994466130339686749e-05,-9.792920960654445395e+00
-2.246041868641644561e-03,-2.372121842551990888e-04,-9.806571908825475248e+00
1.118736385492923990e-03,1.578875629560736252e-02,-9.809369245124242909e+00
7.977280937308922973e-03,-1.637726380392635298e-04,-9.780261947699971259e+00
-3.890167818885608558e-03,-2.077289338332994825e-02,-9.786368063817475260e+00
-7.002360487791624809e-03,1.080830065215764545e-02,-9.784740411502813373e+00
8.158616008495176829e-04,2.522246825871365342e-03,-9.790887420149251952e+00
-3.406832583556915293e-03,4.496028274697873826e-03,-9.791571796549900952e+00
3.809069806205971770e-03,-1.571676700442039155e-03,-9.790911153810325729e+00
-6.753941469758974192e-03,-2.477416144910290878e-03,-9.782513926878346311e+00
3.325218638207063163e-03,7.923103115320361683e-03,-9.801329091055787757e+00
2.043805930993645558e-03,-3.487812389129063030e-03,-9.795728619789038305e+00
-5.744486891023138121e-03,6.715920439431271975e-03,-9.782315628306111677e+00
-1.613394432967478129e-02,-5.705751830055989880e-04,-9.803233429682032707e+00
-3.466524316189142484e-03,6.648144636411194505e-03,-9.790032086512853837e+00
-1.445250035071329224e-03,1.672128605572334101e-02,-9.795910213872581096e+00
1.678166588288265010e-02,1.557351340053875254e-03,-9.808892765079770371e+00
-4.348013200764216414e-03,3.394928572833112290e-04,-9.788140257516028342e+00
1.461650344401667009e-02,-5.430974458191810753e-03,-9.785249383846146287e+00
6.260710644508277536e-03,4.018037822684038425e-03,-9.789745493239117025e+00
1.145246109106520457e-02,-5.230250662640544522e-03,-9.797357399690039159e+00
1.202220244470553027e-02,-6.830691902854158469e-03,-9.784471596984914754e+00
-4.672506580829557075e-03,-6.709468218825815657e-03,-9.793470554836966713e+00
-5.847704155522502438e-03,-8.470567265455981876e-03,-9.796357238928784739e+00
9.845800466724617325e-03,-7.462725591199875427e-03,-9.788304694420874696e+00
8.344654621287887417e-03,6.533716255627698873e-03,-9.790287013130939187e+00
6.729182034863920130e-03,2.284137243633966945e-05,-9.794264327545127102e+00
3.469953761991356311e-03,-1.175010766761640929e-02,-9.806308048474473793e+00
9.538193262687617467e-04,1.215024403048944532e-02,-9.803174915686826196e+00
-5.787390777664658259e-03,3.890909456586980151e-03,-9.808176177482755165e+00
-3.488018056793544541e-03,-2.763655104630307734e-03,-9.793585391231314219e+00
-6.225244499623615486e-03,1.340031219948178455e-02,-9.782272344145104270e+00
5.844039988582094315e-03,6.182559775976687218e-03,-9.797821916828876709e+00
-8.066008468985392350e-04,-8.071186868879212661e-03,-9.781985054522008838e+00
-1.139540035413875996e-02,-1.514418412975344474e-03,-9.795570906129706046e+00
-5.121420904401041696e-03,-4.310225173579306304e-03,-9.785151237383423961e+00
-8.802522336941842607e-03,-1.304546993186047688e-03,-9.800958349363087407e+00
-1.143918394023456502e-03,-1.405377662375355968e-02,-9.798776461429961060e+00
-4.945635174239126908e-03,5.449304148309004267e-03,-9.792786416017225548e+00
9.302464070090126283e-03,5.178435683026441291e-03,-9.804958231768377885e+00
3.358981733476863914e-03,-2.431666084594160965e-03,-9.798269513290978949e+00
-6.329322481941794705e-03,4.478244530681055888e-04,-9.786747482127061915e+00
-2.274459469250800572e-02,6.504804521413221942e-03,-9.790775962707428448e+00
2.326311913841018226e-03,-1.057861513026130129e-02,-9.787382926499061497e+00
-5.228663819869759470e-03,7.754518884298634493e-03,-9.792707026162137396e+00
1.905355218007690962e-02,-1.240048411596639082e-02,-9.787117127846391540e+00
-9.059568746964997282e-03,-4.438415042855867534e-03,-9.796448907688096952e+00
-1.112027137314389484e-03,-6.393254048002697427e-04,-9.798297984279336958e+00
5.061793882166744363e-03,3.897277468165685679e-03,-9.800946024645257992e+00
-5.864663378027311705e-03,1.020739469311040225e-02,-9.805644053458323128e+00
-8.288727673568165727e-03,2.092754134336179822e-03,-9.791932021486287496e+00
1.921093480210285618e-03,1.118254911042800351e-02,-9.792943096031287098e+00
1.109358708499198938e-02,-1.317332788331411660e-02,-9.793778070674745706e+00
2.729212076894800814e-03,-7.450627328859240651e-03,-9.809184158261928133e+00
1.076675469834631124e-02,3.319389575587823344e-03,-9.789090295711519119e+00
3.141615837707490994e-03,-2.573902080832329853e-02,-9.782109760727093928e+00
-4.804032283691911723e-03,5.974238456203269376e-03,-9.785986884379305195e+00
-9.267360536397682008e-03,-6.792479461272674167e-05,-9.788036163989445981e+00
-7.519831995471403484e-03,7.632374464822107817e-03,-9.792844078103723149e+00
1.584251916840674623e-03,-3.544639906179251464e-03,-9.796400009326589498e+00
5.221848907362523079e-03,-1.430194425370617285e-03,-9.789075931076752113e+00
6.740988732962670434e-03,1.939826466438197058e-03,-9.790545210829771250e+00
-5.941330879680030083e-03,-3.452950107108462494e-03,-9.797472865880811455e+00
4.681444120094645917e-03,1.324062839946155493e-02,-9.791092871258129549e+00
-6.793473253577147954e-04,3.737156539436434482e-03,-9.797367426508216681e+00
1.122453759120679677e-02,1.459109932916686364e-02,-9.781527523570211713e+00
-4.742361380266990698e-04,-7.059051714621878380e-03,-9.797295229726737276e+00
-8.621037593646867572e-03,3.128210643734728041e-03,-9.797154982803627732e+00
7.657587344500854480e-03,-6.069939487176438837e-03,-9.785864316133480401e+00
-4.694337764720336349e-03,-2.815518914637429957e-03,-9.794408003194330803e+00
-1.764283626362571139e-03,1.870426731397589748e-02,-9.810149080915115505e+00
2.584721730198260691e-03,1.144348399443557984e-02,-9.790725965695456168e+00
-9.589302056250161715e-03,7.661188318010865236e-03,-9.803818261848196158e+00
-1.071547225612890820e-02,1.007232459443473289e-02,-9.799150740284467531e+00
1.285596086929267044e-02,-4.072865329252293130e-03,-9.799924101350340422e+00
2.096118164138482953e-02,5.729509919387238900e-03,-9.801821332521697627e+00
3.437001108280426584e-03,5.276131410145173560e-04,-9.791617718334016729e+00
9.518354327132841353e-03,-5.774449939242340228e-03,-9.793870028442940523e+00
6.830560953668538514e-03,1.861610647821316383e-02,-9.793648909869743235e+00
-4.611831005514142358e-03,-1.625289091611987688e-02,-9.783689865117349171e+00
5.452741345068247945e-03,-3.688104635806630210e-03,-9.789801624851458328e+00
1.587991169514056319e-02,5.484857414974192696e-04,-9.785596701694780464e+00
5.293569398083303006e-03,-3.750075369810850628e-03,-9.802213688329887376e+00
-1.697800569690144411e-03,-2.423672417762796905e-02,-9.806090736267716323e+00
-1.915317751238821212e-02,-5.146605542163906061e-03,-9.781996976520352050e+00
-1.531642244027746173e-02,-7.279807391370469137e-03,-9.802100631325929569e+00
-1.092696099190428385e-02,6.449583035891777449e-03,-9.803672505132531967e+00
3.559093288010790283e-03,-1.066541639659747322e-03,-9.785955170795931579e+00
-6.829325790721603668e-04,-3.381563437265715146e-03,-9.798528390563120638e+00
7.445447342943257996e-03,6.672671060299266259e-03,-9.783040835224134923e+00
6.821522178145638000e-03,-6.511067884226712406e-03,-9.800466286816511996e+00
-1.274157269450698626e-02,1.665279414009920161e-02,-9.795086765489580571e+00
8.588953713795765416e-03,-7.610438737199165180e-03,-9.792562129299536622e+00
-5.132320945245742901e-03,-1.123060631254552827e-02,-9.792227138868279113e+00
1.228345207833133300e-02,3.928293587251884510e-03,-9.792515889993238076e+00
6.289091675627380557e-03,-6.613523893970485804e-03,-9.800204946586449140e+00
2.281712049979644531e-03,-1.624712085084614038e-02,-9.813327879017121447e+00
1.959361531589089503e-02,-8.586795554458823837e-03,-9.789688703113766266e+00
-8.753781694868982208e-03,-1.415950877727708244e-02,-9.788584917565325227e+00
9.014018826263688056e-03,-4.288264080612304123e-03,-9.781675514032768248e+00
-1.302971120707534063e-02,3.809468758039305254e-03,-9.792946606567340950e+00
2.140259519855687922e-02,7.014090739765840334e-03,-9.803849009537213277e+00
7.651252302377114546e-03,5.235211653365485010e-03,-9.785560838497753267e+00
1.433815658382665836e-02,4.090741653952783587e-03,-9.783008157124809756e+00
1.642647104204626382e-02,-7.046353695010075524e-03,-9.788726059662471002e+00
6.288003806369693582e-03,2.687543166934893996e-03,-9.794440518607718360e+00
-7.397831830104825701e-03,3.669217841245380873e-03,-9.796567585951743595e+00
2.795304854021883351e-03,9.025119092808967717e-06,-9.790693297134801298e+00
1.989763704178078990e-02,-1.267127265092708906e-03,-9.807286844679707016e+00
7.855305161347548096e-03,-1.919236757124000809e-03,-9.810075279300770390e+00
8.614171409640497198e-03,4.800686706711756145e-03,-9.785957644694164514e+00
-8.850436279705602149e-03,-8.365646650870388638e-05,-9.803679096154034767e+00
6.113535868386475378e-03,-1.141090296835971761e-02,-9.798179503605291885e+00
1.137181128912221478e-02,5.348248425066701346e-03,-9.794816675607069811e+00
1.875605982200501511e-03,2.217958786760515586e-03,-9.803096067053564511e+00
5.400464178199598092e-04,1.266649870739982968e-02,-9.804980038655404684e+00
-7.069650287605399805e-03,-1.894107068484176572e-03,-9.806830650480007350e+00
1.692070155258998052e-02,1.458843462820062038e-03,-9.806603211696659272e+00
1.546180314041070356e-02,-5.452254241204024764e-03,-9.798071109114472321e+00
-6.903636526817281092e-03,-5.950915358926548403e-03,-9.786164568083162152e+00
7.887211690474795270e-03,6.519709448900766653e-03,-9.789241845597040026e+00
4.598344715040661966e-03,-1.155803733634967832e-03,-9.789589133499344342e+00
-1.028070027157831044e-02,-1.882862652476436499e-02,-9.804218994296206802e+00
-8.647894791204805169e-04,-3.419734067096899012e-03,-9.791841934435439043e+00
-5.047142288619849496e-03,1.371408586877090503e-02,-9.808197408988164057e+00
3.873520616052248799e-03,3.230200098001150943e-03,-9.802969892254004947e+00
-6.913628137168869800e-03,-1.222869844065081410e-02,-9.784009781971947817e+00
-8.857654792586860254e-03,4.592928073887859834e-03,-9.796381422476519774e+00
-1.304398700955626674e-03,-4.340294122254109797e-05,-9.795403022710051033e+00
-3.216312322516740128e-03,6.867870672399183085e-03,-9.791286905729135626e+00
2.934318338401331692e-03,-9.762910987310880265e-03,-9.812995622681812691e+00
2.734110856222870915e-03,5.520368412123065165e-03,-9.786218205283846672e+00
-1.432922092990329341e-02,1.179949933715508789e-03,-9.795212148128413787e+00
-1.397428266446054494e-03,2.074554454690738774e-03,-9.786778497052088355e+00
2.457160179711074047e-03,-2.064380313148781853e-03,-9.796689495715467544e+00
1.875919066891630019e-03,-5.750313387238830364e-03,-9.796543122239560475e+00
-1.189953941749074878e-03,-1.328470039614158956e-03,-9.801019846507569966e+00
-8.581526140742362987e-03,-7.702215085006096015e-03,-9.806905866910934577e+00
-1.187228792702454440e-02,-5.515154298190660075e-03,-9.787735264549842995e+00
7.117247782838472155e-03,1.548640397324974050e-02,-9.809070223519166021e+00
3.718294707297344851e-03,4.432939281694024604e-05,-9.791840872542318053e+00
-7.626332616946586256e-03,5.177175538892689810e-04,-9.793743259730579354e+00
5.727323033431803642e-03,1.990564879836943541e-03,-9.795229336714415425e+00
-7.044774581119972630e-03,-2.539259418492123208e-03,-9.797586888268250860e+00
-1.062622697228998757e-03,-1.039284328214355214e-02,-9.808522222690791992e+00
1.916243325328761309e-03,-1.298558163649362468e-02,-9.801953994951487559e+00
-4.552429737434848626e-03,2.739923571284585187e-03,-9.795387887469965804e+00
-3.917121853592268887e-04,5.099342622582354358e-03,-9.797404134529843489e+00
9.301249697016659166e-04,7.436350895382113496e-03,-9.792589859892915527e+00
9.510998424658325540e-03,-3.261401846952807510e-03,-9.802871670059731812e+00
-9.329212708584675232e-03,-3.482926671427974321e-03,-9.796567243777587919e+00
8.183868930701618596e-03,-4.527852117907940101e-03,-9.806151886768768478e+00
-1.226653013280467469e-02,1.566985816239842635e-02,-9.802874327930370058e+00
8.953191535489487055e-03,2.223283596557895474e-03,-9.784572664345638771e+00
1.372548325038020064e-03,-7.653910511975755941e-03,-9.805762713966871047e+00
5.908374153404919935e-03,1.275435525343656881e-02,-9.796162480053160593e+00
7.986424839796424022e-03,-1.039607764058583881e-03,-9.792679170049837012e+00
-3.875212556004288458e-03,4.407452317076587280e-03,-9.800591530950537589e+00
-9.798093241984920723e-03,-3.757952202452451672e-03,-9.794035873187542762e+00
-9.559698157184215450e-03,7.546452629549534399e-03,-9.796236804413542387e+00
5.817021633064577884e-04,-6.847191126674520567e-03,-9.784141029306271165e+00
1.053721794343824526e-03,1.251929759328986903e-02,-9.800382036354408299e+00
1.560586194807664666e-03,6.598298752586653423e-03,-9.790544899811415291e+00
1.062868809351069470e-03,9.623358119151451118e-03,-9.797557811896773217e+00
-6.631487320134480702e-03,9.973144132040943910e-03,-9.798139264043573604e+00
-1.256789778420832476e-02,-2.821854234449627623e-03,-9.791616194377347426e+00
2.073112438424826176e-03,-5.027908320229252173e-03,-9.796666173062742899e+00
-1.415103129966587166e-02,-2.375396589100828445e-04,-9.789389211934908630e+00
5.423563053942858378e-04,-4.855046849793334673e-03,-9.773064526756668258e+00
-6.302671122053956493e-03,2.175869482625025428e-03,-9.813921789679323382e+00
6.490773763221173789e-03,6.120614271594123842e-03,-9.787622954198049285e+00
-3.840111960217330346e-03,3.309703701542798891e-03,-9.805548473496962458e+00
-1.207474416378414087e-02,-8.136305451634431168e-03,-9.801547494305145491e+00
2.844641349264960019e-03,-9.522586181340424866e-03,-9.799555530494460598e+00
-3.751037522319831084e-03,6.792162924725821983e-03,-9.796380734545472535e+00
4.586137820291704900e-03,-1.347627855349608182e-02,-9.807980193918821143e+00
2.505917626035036611e-03,-9.003972459031610309e-03,-9.786150308314068624e+00
-1.026823075658011251e-02,1.021052276667001098e-03,-9.791006431870732385e+00
1.324762515698539936e-02,2.994949737853530233e-03,-9.802954306123849548e+00
-2.023697139608928233e-03,7.992061434598466546e-03,-9.791879184235021683e+00
5.129634010345320407e-04,1.366179435300610492e-02,-9.787288705577074310e+00
5.309648475234730186e-03,-2.015883956566311402e-03,-9.809366627452842380e+00
-6.862219784911295813e-03,4.552376700192236995e-03,-9.799701596362815792e+00
-3.194593665535538918e-03,-1.035892595814892972e-02,-9.789743732657511188e+00
