ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-4.515595233292479804e-01,-9.795322383974525593e+00
0.000000000000000000e+00,-4.491907637447337120e-01,-9.795322502758674332e+00
0.000000000000000000e+00,-4.468344385050112555e-01,-9.795322620308805739e+00
0.000000000000000000e+00,-4.444904823383856729e-01,-9.795322736637645633e+00
0.000000000000000000e+00,-4.421588303157931721e-01,-9.795322851757784832e+00
0.000000000000000000e+00,-4.398394178490026007e-01,-9.795322965681693361e+00
0.000000000000000000e+00,-4.375321806888265441e-01,-9.795323078421704466e+00
0.000000000000000000e+00,-4.352370549233412489e-01,-9.795323189990041257e+00
0.000000000000000000e+00,-4.329539769761164836e-01,-9.795323300398788291e+00
0.000000000000000000e+00,-4.306828836044541697e-01,-9.795323409659912883e+00
0.000000000000000000e+00,-4.284237118976366721e-01,-9.795323517785261558e+00
0.000000000000000000e+00,-4.261763992751843588e-01,-9.795323624786560046e+00
0.000000000000000000e+00,-4.239408834851214891e-01,-9.795323730675413287e+00
0.000000000000000000e+00,-4.217171026022524249e-01,-9.795323835463307205e+00
0.000000000000000000e+00,-4.195049950264458927e-01,-9.795323939161617588e+00
0.000000000000000000e+00,-4.173044994809286812e-01,-9.795324041781595881e+00
0.000000000000000000e+00,-4.151155550105881664e-01,-9.795324143334379841e+00
0.000000000000000000e+00,-4.129381009802840508e-01,-9.795324243830998867e+00
0.000000000000000000e+00,-4.107720770731686510e-01,-9.795324343282363344e+00
0.000000000000000000e+00,-4.086174232890159019e-01,-9.795324441699284179e+00
0.000000000000000000e+00,-4.064740799425593520e-01,-9.795324539092447935e+00
0.000000000000000000e+00,-4.043419876618390973e-01,-9.795324635472439923e+00
0.000000000000000000e+00,-4.022210873865568748e-01,-9.795324730849733541e+00
0.000000000000000000e+00,-4.001113203664402040e-01,-9.795324825234700938e+00
0.000000000000000000e+00,-3.980126281596146343e-01,-9.795324918637602352e+00
0.000000000000000000e+00,-3.959249526309855938e-01,-9.795325011068596766e+00
0.000000000000000000e+00,-3.938482359506271235e-01,-9.795325102537736583e+00
0.000000000000000000e+00,-3.917824205921806580e-01,-9.795325193054976509e+00
0.000000000000000000e+00,-3.897274493312608556e-01,-9.795325282630162889e+00
0.000000000000000000e+00,-3.876832652438714222e-01,-9.795325371273049697e+00
0.000000000000000000e+00,-3.856498117048269281e-01,-9.795325458993279000e+00
0.000000000000000000e+00,-3.836270323861856180e-01,-9.795325545800404043e+00
0.000000000000000000e+00,-3.816148712556881040e-01,-9.795325631703880376e+00
0.000000000000000000e+00,-3.796132725752057735e-01,-9.795325716713062292e+00
0.000000000000000000e+00,-3.776221808991966356e-01,-9.795325800837209940e+00
0.000000000000000000e+00,-3.756415410731691606e-01,-9.795325884085489321e+00
0.000000000000000000e+00,-3.736712982321552246e-01,-9.795325966466970513e+00
0.000000000000000000e+00,-3.717113977991893803e-01,-9.795326047990633000e+00
0.000000000000000000e+00,-3.697617854837977336e-01,-9.795326128665363896e+00
0.000000000000000000e+00,-3.678224072804937017e-01,-9.795326208499956167e+00
0.000000000000000000e+00,-3.658932094672822100e-01,-9.795326287503117513e+00
0.000000000000000000e+00,-3.639741386041714932e-01,-9.795326365683466818e+00
0.000000000000000000e+00,-3.620651415316928357e-01,-9.795326443049525267e+00
0.000000000000000000e+00,-3.601661653694278042e-01,-9.795326519609739435e+00
0.000000000000000000e+00,-3.582771575145435872e-01,-9.795326595372458200e+00
0.000000000000000000e+00,-3.563980656403359371e-01,-9.795326670345950504e+00
0.000000000000000000e+00,-3.545288376947795528e-01,-9.795326744538401798e+00
0.000000000000000000e+00,-3.526694218990862884e-01,-9.795326817957912269e+00
0.000000000000000000e+00,-3.508197667462707448e-01,-9.795326890612489734e+00
0.000000000000000000e+00,-3.489798209997235223e-01,-9.795326962510074509e+00
0.000000000000000000e+00,-3.471495336917921892e-01,-9.795327033658516314e+00
0.000000000000000000e+00,-3.453288541223689112e-01,-9.795327104065588486e+00
0.000000000000000000e+00,-3.435177318574864636e-01,-9.795327173738977322e+00
0.000000000000000000e+00,-3.417161167279212375e-01,-9.795327242686301616e+00
0.000000000000000000e+00,-3.399239588278029078e-01,-9.795327310915091346e+00
0.000000000000000000e+00,-3.381412085132329826e-01,-9.795327378432805432e+00
0.000000000000000000e+00,-3.363678164009086258e-01,-9.795327445246819309e+00
0.000000000000000000e+00,-3.346037333667552516e-01,-9.795327511364442685e+00
0.000000000000000000e+00,-3.328489105445658902e-01,-9.795327576792901780e+00
0.000000000000000000e+00,-3.311032993246470491e-01,-9.795327641539351760e+00
0.000000000000000000e+00,-3.293668513524727892e-01,-9.795327705610871405e+00
0.000000000000000000e+00,-3.276395185273446309e-01,-9.795327769014468444e+00
0.000000000000000000e+00,-3.259212530010597297e-01,-9.795327831757079551e+00
0.000000000000000000e+00,-3.242120071765850486e-01,-9.795327893845572120e+00
0.000000000000000000e+00,-3.225117337067390788e-01,-9.795327955286731836e+00
0.000000000000000000e+00,-3.208203854928804444e-01,-9.795328016087291090e+00
0.000000000000000000e+00,-3.191379156836025577e-01,-9.795328076253900562e+00
0.000000000000000000e+00,-3.174642776734365457e-01,-9.795328135793143431e+00
0.000000000000000000e+00,-3.157994251015603382e-01,-9.795328194711540704e+00
0.000000000000000000e+00,-3.141433118505135291e-01,-9.795328253015538778e+00
0.000000000000000000e+00,-3.124958920449207311e-01,-9.795328310711528985e+00
0.000000000000000000e+00,-3.108571200502204812e-01,-9.795328367805820946e+00
0.000000000000000000e+00,-3.092269504714011963e-01,-9.795328424304676318e+00
0.000000000000000000e+00,-3.076053381517437346e-01,-9.795328480214278599e+00
0.000000000000000000e+00,-3.059922381715701745e-01,-9.795328535540750892e+00
0.000000000000000000e+00,-3.043876058470002532e-01,-9.795328590290159454e+00
0.000000000000000000e+00,-3.027913967287128583e-01,-9.795328644468499490e+00
0.000000000000000000e+00,-3.012035666007150669e-01,-9.795328698081711138e+00
0.000000000000000000e+00,-2.996240714791172377e-01,-9.795328751135665257e+00
0.000000000000000000e+00,-2.980528676109150954e-01,-9.795328803636181192e+00
0.000000000000000000e+00,-2.964899114727768681e-01,-9.795328855589014339e+00
0.000000000000000000e+00,-2.949351597698383065e-01,-9.795328906999854368e+00
0.000000000000000000e+00,-2.933885694345034212e-01,-9.795328957874344766e+00
0.000000000000000000e+00,-2.918500976252509371e-01,-9.795329008218059741e+00
0.000000000000000000e+00,-2.903197017254482981e-01,-9.795329058036523762e+00
0.000000000000000000e+00,-2.887973393421703894e-01,-9.795329107335197349e+00
0.000000000000000000e+00,-2.872829683050256988e-01,-9.795329156119487735e+00
0.000000000000000000e+00,-2.857765466649883623e-01,-9.795329204394747080e+00
0.000000000000000000e+00,-2.842780326932354273e-01,-9.795329252166274259e+00
0.000000000000000000e+00,-2.827873848799917211e-01,-9.795329299439307746e+00
0.000000000000000000e+00,-2.813045619333793823e-01,-9.795329346219032729e+00
0.000000000000000000e+00,-2.798295227782745531e-01,-9.795329392510586430e+00
0.000000000000000000e+00,-2.783622265551691788e-01,-9.795329438319049231e+00
0.000000000000000000e+00,-2.769026326190392462e-01,-9.795329483649442892e+00
0.000000000000000000e+00,-2.754507005382192952e-01,-9.795329528506750094e+00
0.000000000000000000e+00,-2.740063900932818153e-01,-9.795329572895891346e+00
0.000000000000000000e+00,-2.725696612759235249e-01,-9.795329616821740970e+00
0.000000000000000000e+00,-2.711404742878571472e-01,-9.795329660289121776e+00
0.000000000000000000e+00,-2.697187895397085700e-01,-9.795329703302803281e+00
0.000000000000000000e+00,-2.683045676499207777e-01,-9.795329745867517701e+00
0.000000000000000000e+00,-2.668977694436625581e-01,-9.795329787987931525e+00
0.000000000000000000e+00,-2.654983559517434255e-01,-9.795329829668675714e+00
0.000000000000000000e+00,-2.641062884095340957e-01,-9.795329870914327941e+00
0.000000000000000000e+00,-2.627215282558926779e-01,-9.795329911729414363e+00
0.000000000000000000e+00,-2.613440371320968070e-01,-9.795329952118422057e+00
0.000000000000000000e+00,-2.599737768807807714e-01,-9.795329992085788362e+00
0.000000000000000000e+00,-2.586107095448785254e-01,-9.795330031635906209e+00
0.000000000000000000e+00,-2.572547973665723076e-01,-9.795330070773120568e+00
0.000000000000000000e+00,-2.559060027862469222e-01,-9.795330109501731997e+00
0.000000000000000000e+00,-2.545642884414488494e-01,-9.795330147825994871e+00
0.000000000000000000e+00,-2.532296171658519057e-01,-9.795330185750126262e+00
0.000000000000000000e+00,-2.519019519882273461e-01,-9.795330223278288173e+00
0.000000000000000000e+00,-2.505812561314191833e-01,-9.795330260414614187e+00
0.000000000000000000e+00,-2.492674930113270293e-01,-9.795330297163177491e+00
0.000000000000000000e+00,-2.479606262358907687e-01,-9.795330333528026401e+00
0.000000000000000000e+00,-2.466606196040838916e-01,-9.795330369513152391e+00
0.000000000000000000e+00,-2.453674371049100467e-01,-9.795330405122518513e+00
0.000000000000000000e+00,-2.440810429164057271e-01,-9.795330440360038082e+00
0.000000000000000000e+00,-2.428014014046478708e-01,-9.795330475229583556e+00
0.000000000000000000e+00,-2.415284771227669269e-01,-9.795330509734997193e+00
0.000000000000000000e+00,-2.402622348099647254e-01,-9.795330543880064411e+00
0.000000000000000000e+00,-2.390026393905378965e-01,-9.795330577668543981e+00
0.000000000000000000e+00,-2.377496559729063430e-01,-9.795330611104159146e+00
0.000000000000000000e+00,-2.365032498486464296e-01,-9.795330644190583413e+00
0.000000000000000000e+00,-2.352633864915297246e-01,-9.795330676931454761e+00
0.000000000000000000e+00,-2.340300315565666811e-01,-9.795330709330375640e+00
0.000000000000000000e+00,-2.328031508790550652e-01,-9.795330741390918305e+00
0.000000000000000000e+00,-2.315827104736336850e-01,-9.795330773116599943e+00
0.000000000000000000e+00,-2.303686765333410047e-01,-9.795330804510919975e+00
0.000000000000000000e+00,-2.291610154286784773e-01,-9.795330835577329864e+00
0.000000000000000000e+00,-2.279596937066793449e-01,-9.795330866319249097e+00
0.000000000000000000e+00,-2.267646780899815195e-01,-9.795330896740059856e+00
0.000000000000000000e+00,-2.255759354759061808e-01,-9.795330926843114128e+00
0.000000000000000000e+00,-2.243934329355405932e-01,-9.795330956631719488e+00
0.000000000000000000e+00,-2.232171377128258360e-01,-9.795330986109160420e+00
0.000000000000000000e+00,-2.220470172236499173e-01,-9.795331015278680553e+00
0.000000000000000000e+00,-2.208830390549445521e-01,-9.795331044143493315e+00
0.000000000000000000e+00,-2.197251709637878525e-01,-9.795331072706773057e+00
0.000000000000000000e+00,-2.185733808765107089e-01,-9.795331100971667482e+00
0.000000000000000000e+00,-2.174276368878086674e-01,-9.795331128941286991e+00
0.000000000000000000e+00,-2.162879072598581365e-01,-9.795331156618710011e+00
0.000000000000000000e+00,-2.151541604214368408e-01,-9.795331184006990100e+00
0.000000000000000000e+00,-2.140263649670497426e-01,-9.795331211109136405e+00
0.000000000000000000e+00,-2.129044896560589317e-01,-9.795331237928142087e+00
0.000000000000000000e+00,-2.117885034118179854e-01,-9.795331264466954124e+00
0.000000000000000000e+00,-2.106783753208115728e-01,-9.795331290728499951e+00
0.000000000000000000e+00,-2.095740746317986680e-01,-9.795331316715667924e+00
0.000000000000000000e+00,-2.084755707549611758e-01,-9.795331342431325083e+00
0.000000000000000000e+00,-2.073828332610562486e-01,-9.795331367878301165e+00
0.000000000000000000e+00,-2.062958318805734881e-01,-9.795331393059401037e+00
0.000000000000000000e+00,-2.052145365028963386e-01,-9.795331417977397592e+00
0.000000000000000000e+00,-2.041389171754683374e-01,-9.795331442635040631e+00
0.000000000000000000e+00,-2.030689441029630837e-01,-9.795331467035042650e+00
0.000000000000000000e+00,-2.020045876464589274e-01,-9.795331491180094829e+00
0.000000000000000000e+00,-2.009458183226180139e-01,-9.795331515072851047e+00
0.000000000000000000e+00,-1.998926068028698266e-01,-9.795331538715956299e+00
0.000000000000000000e+00,-1.988449239125981149e-01,-9.795331562112002288e+00
0.000000000000000000e+00,-1.978027406303335400e-01,-9.795331585263578944e+00
0.000000000000000000e+00,-1.967660280869491241e-01,-9.795331608173233562e+00
0.000000000000000000e+00,-1.957347575648608617e-01,-9.795331630843492121e+00
0.000000000000000000e+00,-1.947089004972322179e-01,-9.795331653276848627e+00
0.000000000000000000e+00,-1.936884284671825940e-01,-9.795331675475781097e+00
0.000000000000000000e+00,-1.926733132070005960e-01,-9.795331697442737351e+00
0.000000000000000000e+00,-1.916635265973604396e-01,-9.795331719180133234e+00
0.000000000000000000e+00,-1.906590406665434057e-01,-9.795331740690368605e+00
0.000000000000000000e+00,-1.896598275896630159e-01,-9.795331761975814899e+00
0.000000000000000000e+00,-1.886658596878940386e-01,-9.795331783038818685e+00
0.000000000000000000e+00,-1.876771094277059626e-01,-9.795331803881703436e+00
0.000000000000000000e+00,-1.866935494201002188e-01,-9.795331824506762430e+00
0.000000000000000000e+00,-1.857151524198515091e-01,-9.795331844916272956e+00
0.000000000000000000e+00,-1.847418913247529659e-01,-9.795331865112487435e+00
0.000000000000000000e+00,-1.837737391748656690e-01,-9.795331885097631641e+00
0.000000000000000000e+00,-1.828106691517716875e-01,-9.795331904873906481e+00
0.000000000000000000e+00,-1.818526545778310632e-01,-9.795331924443495097e+00
0.000000000000000000e+00,-1.808996689154432347e-01,-9.795331943808555764e+00
0.000000000000000000e+00,-1.799516857663112368e-01,-9.795331962971223660e+00
0.000000000000000000e+00,-1.790086788707112020e-01,-9.795331981933612653e+00
0.000000000000000000e+00,-1.780706221067644146e-01,-9.795332000697817065e+00
0.000000000000000000e+00,-1.771374894897141117e-01,-9.795332019265897472e+00
0.000000000000000000e+00,-1.762092551712053090e-01,-9.795332037639912670e+00
0.000000000000000000e+00,-1.752858934385690681e-01,-9.795332055821882378e+00
0.000000000000000000e+00,-1.743673787141100662e-01,-9.795332073813813878e+00
0.000000000000000000e+00,-1.734536855543983014e-01,-9.795332091617691361e+00
0.000000000000000000e+00,-1.725447886495639904e-01,-9.795332109235481255e+00
0.000000000000000000e+00,-1.716406628225966291e-01,-9.795332126669123340e+00
0.000000000000000000e+00,-1.707412830286477445e-01,-9.795332143920543189e+00
0.000000000000000000e+00,-1.698466243543366727e-01,-9.795332160991645054e+00
0.000000000000000000e+00,-1.689566620170610267e-01,-9.795332177884310099e+00
0.000000000000000000e+00,-1.680713713643096352e-01,-9.795332194600403497e+00
0.000000000000000000e+00,-1.671907278729800050e-01,-9.795332211141765555e+00
0.000000000000000000e+00,-1.663147071486990869e-01,-9.795332227510229473e+00
0.000000000000000000e+00,-1.654432849251472604e-01,-9.795332243707596476e+00
0.000000000000000000e+00,-1.645764370633861495e-01,-9.795332259735650027e+00
0.000000000000000000e+00,-1.637141395511902409e-01,-9.795332275596168259e+00
0.000000000000000000e+00,-1.628563685023815266e-01,-9.795332291290892002e+00
0.000000000000000000e+00,-1.620031001561677841e-01,-9.795332306821556756e+00
0.000000000000000000e+00,-1.611543108764846299e-01,-9.795332322189878482e+00
0.000000000000000000e+00,-1.603099771513404603e-01,-9.795332337397548272e+00
0.000000000000000000e+00,-1.594700755921654167e-01,-9.795332352446248336e+00
0.000000000000000000e+00,-1.586345829331635704e-01,-9.795332367337639567e+00
0.000000000000000000e+00,-1.578034760306679107e-01,-9.795332382073363320e+00
0.000000000000000000e+00,-1.569767318625000241e-01,-9.795332396655050289e+00
0.000000000000000000e+00,-1.561543275273317710e-01,-9.795332411084302748e+00
0.000000000000000000e+00,-1.553362402440510992e-01,-9.795332425362715867e+00
0.000000000000000000e+00,-1.545224473511311036e-01,-9.795332439491870602e+00
0.000000000000000000e+00,-1.537129263060021123e-01,-9.795332453473323042e+00
0.000000000000000000e+00,-1.529076546844273521e-01,-9.795332467308611513e+00
0.000000000000000000e+00,-1.521066101798816406e-01,-9.795332480999270786e+00
0.000000000000000000e+00,-1.513097706029337408e-01,-9.795332494546807212e+00
0.000000000000000000e+00,-1.505171138806314646e-01,-9.795332507952721812e+00
0.000000000000000000e+00,-1.497286180558903002e-01,-9.795332521218485411e+00
0.000000000000000000e+00,-1.489442612868852323e-01,-9.795332534345572384e+00
0.000000000000000000e+00,-1.481640218464457259e-01,-9.795332547335421580e+00
0.000000000000000000e+00,-1.473878781214537637e-01,-9.795332560189475402e+00
0.000000000000000000e+00,-1.466158086122452131e-01,-9.795332572909153157e+00
0.000000000000000000e+00,-1.458477919320143590e-01,-9.795332585495854616e+00
0.000000000000000000e+00,-1.450838068062212660e-01,-9.795332597950968889e+00
0.000000000000000000e+00,-1.443238320720026391e-01,-9.795332610275872653e+00
0.000000000000000000e+00,-1.435678466775856255e-01,-9.795332622471928374e+00
0.000000000000000000e+00,-1.428158296817043926e-01,-9.795332634540480754e+00
0.000000000000000000e+00,-1.420677602530204253e-01,-9.795332646482865613e+00
0.000000000000000000e+00,-1.413236176695450985e-01,-9.795332658300397455e+00
0.000000000000000000e+00,-1.405833813180659975e-01,-9.795332669994380126e+00
0.000000000000000000e+00,-1.398470306935758189e-01,-9.795332681566106814e+00
0.000000000000000000e+00,-1.391145453987042147e-01,-9.795332693016860048e+00
0.000000000000000000e+00,-1.383859051431529652e-01,-9.795332704347893937e+00
0.000000000000000000e+00,-1.376610897431337632e-01,-9.795332715560466141e+00
0.000000000000000000e+00,-1.369400791208092438e-01,-9.795332726655818334e+00
0.000000000000000000e+00,-1.362228533037368461e-01,-9.795332737635167319e+00
0.000000000000000000e+00,-1.355093924243152836e-01,-9.795332748499733455e+00
0.000000000000000000e+00,-1.347996767192346512e-01,-9.795332759250708676e+00
0.000000000000000000e+00,-1.340936865289284186e-01,-9.795332769889284918e+00
0.000000000000000000e+00,-1.333914022970294488e-01,-9.795332780416638130e+00
0.000000000000000000e+00,-1.326928045698277936e-01,-9.795332790833928271e+00
0.000000000000000000e+00,-1.319978739957320124e-01,-9.795332801142308199e+00
0.000000000000000000e+00,-1.313065913247331851e-01,-9.795332811342909451e+00
0.000000000000000000e+00,-1.306189374078714494e-01,-9.795332821436867121e+00
0.000000000000000000e+00,-1.299348931967057863e-01,-9.795332831425291431e+00
0.000000000000000000e+00,-1.292544397427863034e-01,-9.795332841309290828e+00
0.000000000000000000e+00,-1.285775581971293213e-01,-9.795332851089948889e+00
0.000000000000000000e+00,-1.279042298096951524e-01,-9.795332860768350969e+00
0.000000000000000000e+00,-1.272344359288689886e-01,-9.795332870345564658e+00
0.000000000000000000e+00,-1.265681580009438978e-01,-9.795332879822646888e+00
0.000000000000000000e+00,-1.259053775696071520e-01,-9.795332889200647486e+00
0.000000000000000000e+00,-1.252460762754288026e-01,-9.795332898480598516e+00
0.000000000000000000e+00,-1.245902358553532541e-01,-9.795332907663524935e+00
0.000000000000000000e+00,-1.239378381421931963e-01,-9.795332916750446373e+00
0.000000000000000000e+00,-1.232888650641264933e-01,-9.795332925742361141e+00
0.000000000000000000e+00,-1.226432986441955281e-01,-9.795332934640262224e+00
0.000000000000000000e+00,-1.220011209998092677e-01,-9.795332943445135498e+00
0.000000000000000000e+00,-1.213623143422478678e-01,-9.795332952157952633e+00
0.000000000000000000e+00,-1.207268609761699141e-01,-9.795332960779676412e+00
0.000000000000000000e+00,-1.200947432991222863e-01,-9.795332969311257187e+00
0.000000000000000000e+00,-1.194659438010525071e-01,-9.795332977753636428e+00
0.000000000000000000e+00,-1.188404450638237825e-01,-9.795332986107752049e+00
0.000000000000000000e+00,-1.182182297607324017e-01,-9.795332994374524205e+00
0.000000000000000000e+00,-1.175992806560278575e-01,-9.795333002554864166e+00
0.000000000000000000e+00,-1.169835806044353249e-01,-9.795333010649677874e+00
0.000000000000000000e+00,-1.163711125506808886e-01,-9.795333018659857061e+00
0.000000000000000000e+00,-1.157618595290188651e-01,-9.795333026586288128e+00
0.000000000000000000e+00,-1.151558046627620818e-01,-9.795333034429848595e+00
0.000000000000000000e+00,-1.145529311638142089e-01,-9.795333042191399997e+00
0.000000000000000000e+00,-1.139532223322047844e-01,-9.795333049871805642e+00
0.000000000000000000e+00,-1.133566615556265977e-01,-9.795333057471909299e+00
0.000000000000000000e+00,-1.127632323089755861e-01,-9.795333064992556515e+00
0.000000000000000000e+00,-1.121729181538929365e-01,-9.795333072434566191e+00
0.000000000000000000e+00,-1.115857027383098943e-01,-9.795333079798774989e+00
0.000000000000000000e+00,-1.110015697959947090e-01,-9.795333087085985824e+00
0.000000000000000000e+00,-1.104205031461020087e-01,-9.795333094297008714e+00
0.000000000000000000e+00,-1.098424866927246724e-01,-9.795333101432635914e+00
0.000000000000000000e+00,-1.092675044244479504e-01,-9.795333108493665009e+00
0.000000000000000000e+00,-1.086955404139058612e-01,-9.795333115480863384e+00
0.000000000000000000e+00,-1.081265788173400855e-01,-9.795333122395012637e+00
0.000000000000000000e+00,-1.075606038741610676e-01,-9.795333129236876601e+00
0.000000000000000000e+00,-1.069975999065113648e-01,-9.795333136007203123e+00
0.000000000000000000e+00,-1.064375513188313693e-01,-9.795333142706747154e+00
0.000000000000000000e+00,-1.058804425974274876e-01,-9.795333149336247658e+00
0.000000000000000000e+00,-1.053262583100421229e-01,-9.795333155896434718e+00
0.000000000000000000e+00,-1.047749831054264197e-01,-9.795333162388033088e+00
0.000000000000000000e+00,-1.042266017129148264e-01,-9.795333168811763969e+00
0.000000000000000000e+00,-1.036810989420022810e-01,-9.795333175168337903e+00
0.000000000000000000e+00,-1.031384596819233529e-01,-9.795333181458445893e+00
0.000000000000000000e+00,-1.025986689012335640e-01,-9.795333187682793152e+00
0.000000000000000000e+00,-1.020617116473931107e-01,-9.795333193842070685e+00
0.000000000000000000e+00,-1.015275730463527509e-01,-9.795333199936946400e+00
0.000000000000000000e+00,-1.009962383021415083e-01,-9.795333205968102419e+00
0.000000000000000000e+00,-1.004676926964571948e-01,-9.795333211936203099e+00
0.000000000000000000e+00,-9.994192158825830619e-02,-9.795333217841911022e+00
0.000000000000000000e+00,-9.941891041335876311e-02,-9.795333223685871005e+00
0.000000000000000000e+00,-9.889864468402431719e-02,-9.795333229468734970e+00
0.000000000000000000e+00,-9.838110998857130252e-02,-9.795333235191140631e+00
0.000000000000000000e+00,-9.786629199096739951e-02,-9.795333240853716816e+00
0.000000000000000000e+00,-9.735417643043446645e-02,-9.795333246457097687e+00
0.000000000000000000e+00,-9.684474912105357769e-02,-9.795333252001892532e+00
0.000000000000000000e+00,-9.633799595137211569e-02,-9.795333257488719525e+00
0.000000000000000000e+00,-9.583390288401262558e-02,-9.795333262918182626e+00
0.000000000000000000e+00,-9.533245595528432037e-02,-9.795333268290880468e+00
0.000000000000000000e+00,-9.483364127479604333e-02,-9.795333273607413460e+00
0.000000000000000000e+00,-9.433744502507147855e-02,-9.795333278868360694e+00
0.000000000000000000e+00,-9.384385346116658200e-02,-9.795333284074306590e+00
0.000000000000000000e+00,-9.335285291028867782e-02,-9.795333289225826690e+00
0.000000000000000000e+00,-9.286442977141778909e-02,-9.795333294323492979e+00
0.000000000000000000e+00,-9.237857051492982807e-02,-9.795333299367863233e+00
0.000000000000000000e+00,-9.189526168222189595e-02,-9.795333304359500559e+00
0.000000000000000000e+00,-9.141448988533938669e-02,-9.795333309298950297e+00
0.000000000000000000e+00,-9.093624180660517253e-02,-9.795333314186761342e+00
0.000000000000000000e+00,-9.046050419825067690e-02,-9.795333319023475482e+00
0.000000000000000000e+00,-8.998726388204897342e-02,-9.795333323809623849e+00
0.000000000000000000e+00,-8.951650774894959195e-02,-9.795333328545735796e+00
0.000000000000000000e+00,-8.904822275871553117e-02,-9.795333333232335349e+00
0.000000000000000000e+00,-8.858239593956199198e-02,-9.795333337869942980e+00
0.000000000000000000e+00,-8.811901438779709550e-02,-9.795333342459063175e+00
0.000000000000000000e+00,-8.765806526746432181e-02,-9.795333347000211077e+00
0.000000000000000000e+00,-8.719953580998701659e-02,-9.795333351493889396e+00
0.000000000000000000e+00,-8.674341331381471565e-02,-9.795333355940586628e+00
0.000000000000000000e+00,-8.628968514407124590e-02,-9.795333360340798379e+00
0.000000000000000000e+00,-8.583833873220485244e-02,-9.795333364695009593e+00
0.000000000000000000e+00,-8.538936157563989382e-02,-9.795333369003703439e+00
0.000000000000000000e+00,-8.494274123743059124e-02,-9.795333373267355981e+00
0.000000000000000000e+00,-8.449846534591651248e-02,-9.795333377486436177e+00
0.000000000000000000e+00,-8.405652159437984605e-02,-9.795333381661411210e+00
0.000000000000000000e+00,-8.361689774070453496e-02,-9.795333385792741154e+00
0.000000000000000000e+00,-8.317958160703708970e-02,-9.795333389880889641e+00
0.000000000000000000e+00,-8.274456107944930250e-02,-9.795333393926293652e+00
0.000000000000000000e+00,-8.231182410760272405e-02,-9.795333397929413266e+00
0.000000000000000000e+00,-8.188135870441488884e-02,-9.795333401890685465e+00
0.000000000000000000e+00,-8.145315294572703924e-02,-9.795333405810547234e+00
0.000000000000000000e+00,-8.102719496997404236e-02,-9.795333409689435555e+00
0.000000000000000000e+00,-8.060347297785583343e-02,-9.795333413527773203e+00
0.000000000000000000e+00,-8.018197523201031629e-02,-9.795333417325991832e+00
0.000000000000000000e+00,-7.976269005668853995e-02,-9.795333421084503556e+00
0.000000000000000000e+00,-7.934560583743105466e-02,-9.795333424803731148e+00
0.000000000000000000e+00,-7.893071102074641909e-02,-9.795333428484076066e+00
0.000000000000000000e+00,-7.851799411379080385e-02,-9.795333432125950424e+00
0.000000000000000000e+00,-7.810744368404991256e-02,-9.795333435729759231e+00
0.000000000000000000e+00,-7.769904835902226303e-02,-9.795333439295895062e+00
0.000000000000000000e+00,-7.729279682590403655e-02,-9.795333442824757597e+00
0.000000000000000000e+00,-7.688867783127588396e-02,-9.795333446316726977e+00
0.000000000000000000e+00,-7.648668018079099462e-02,-9.795333449772202883e+00
0.000000000000000000e+00,-7.608679273886514993e-02,-9.795333453191553019e+00
0.000000000000000000e+00,-7.568900442836826170e-02,-9.795333456575168185e+00
0.000000000000000000e+00,-7.529330423031749264e-02,-9.795333459923412533e+00
0.000000000000000000e+00,-7.489968118357195892e-02,-9.795333463236659099e+00
0.000000000000000000e+00,-7.450812438452916742e-02,-9.795333466515272036e+00
0.000000000000000000e+00,-7.411862298682302119e-02,-9.795333469759619049e+00
0.000000000000000000e+00,-7.373116620102326824e-02,-9.795333472970051858e+00
0.000000000000000000e+00,-7.334574329433669881e-02,-9.795333476146929286e+00
0.000000000000000000e+00,-7.296234359030984162e-02,-9.795333479290603051e+00
0.000000000000000000e+00,-7.258095646853315874e-02,-9.795333482401415992e+00
0.000000000000000000e+00,-7.220157136434689205e-02,-9.795333485479718050e+00
0.000000000000000000e+00,-7.182417776854847780e-02,-9.795333488525841403e+00
0.000000000000000000e+00,-7.144876522710126576e-02,-9.795333491540132442e+00
0.000000000000000000e+00,-7.107532334084518122e-02,-9.795333494522910911e+00
0.000000000000000000e+00,-7.070384176520837227e-02,-9.795333497474517870e+00
0.000000000000000000e+00,-7.033431020992095273e-02,-9.795333500395276616e+00
0.000000000000000000e+00,-6.996671843872973029e-02,-9.795333503285505117e+00
0.000000000000000000e+00,-6.960105626911476662e-02,-9.795333506145530222e+00
0.000000000000000000e+00,-6.923731357200728354e-02,-9.795333508975659242e+00
0.000000000000000000e+00,-6.887548027150905416e-02,-9.795333511776210145e+00
0.000000000000000000e+00,-6.851554634461339000e-02,-9.795333514547495568e+00
0.000000000000000000e+00,-6.815750182092734921e-02,-9.795333517289813940e+00
0.000000000000000000e+00,-6.780133678239573525e-02,-9.795333520003469019e+00
0.000000000000000000e+00,-6.744704136302610842e-02,-9.795333522688769889e+00
0.000000000000000000e+00,-6.709460574861582371e-02,-9.795333525346002546e+00
0.000000000000000000e+00,-6.674402017647987351e-02,-9.795333527975463639e+00
0.000000000000000000e+00,-6.639527493518063150e-02,-9.795333530577446268e+00
0.000000000000000000e+00,-6.604836036425872081e-02,-9.795333533152234651e+00
