ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,3.629715346816204113e-01,-9.794754240378484411e+00
0.000000000000000000e+00,3.610645634149086125e-01,-9.794754682723755934e+00
0.000000000000000000e+00,3.591676024233078635e-01,-9.794755122814819970e+00
0.000000000000000000e+00,3.572805991598216879e-01,-9.794755560662428806e+00
0.000000000000000000e+00,3.554035013532892417e-01,-9.794755996277284993e+00
0.000000000000000000e+00,3.535362570069369714e-01,-9.794756429670062658e+00
0.000000000000000000e+00,3.516788143969382663e-01,-9.794756860851396851e+00
0.000000000000000000e+00,3.498311220709807712e-01,-9.794757289831876435e+00
0.000000000000000000e+00,3.479931288468409711e-01,-9.794757716622054744e+00
0.000000000000000000e+00,3.461647838109667141e-01,-9.794758141232444260e+00
0.000000000000000000e+00,3.443460363170666172e-01,-9.794758563673514828e+00
0.000000000000000000e+00,3.425368359847071331e-01,-9.794758983955704323e+00
0.000000000000000000e+00,3.407371326979172776e-01,-9.794759402089400879e+00
0.000000000000000000e+00,3.389468766037997960e-01,-9.794759818084957104e+00
0.000000000000000000e+00,3.371660181111510446e-01,-9.794760231952688301e+00
0.000000000000000000e+00,3.353945078890863685e-01,-9.794760643702867142e+00
0.000000000000000000e+00,3.336322968656740828e-01,-9.794761053345730772e+00
0.000000000000000000e+00,3.318793362265763935e-01,-9.794761460891463045e+00
0.000000000000000000e+00,3.301355774136967569e-01,-9.794761866350222945e+00
0.000000000000000000e+00,3.284009721238347890e-01,-9.794762269732121496e+00
0.000000000000000000e+00,3.266754723073487798e-01,-9.794762671047235969e+00
0.000000000000000000e+00,3.249590301668240921e-01,-9.794763070305593899e+00
0.000000000000000000e+00,3.232515981557496088e-01,-9.794763467517194400e+00
0.000000000000000000e+00,3.215531289771997869e-01,-9.794763862691985068e+00
0.000000000000000000e+00,3.198635755825258165e-01,-9.794764255839885081e+00
0.000000000000000000e+00,3.181828911700513851e-01,-9.794764646970763877e+00
0.000000000000000000e+00,3.165110291837763268e-01,-9.794765036094455368e+00
0.000000000000000000e+00,3.148479433120874305e-01,-9.794765423220757938e+00
0.000000000000000000e+00,3.131935874864754110e-01,-9.794765808359418457e+00
0.000000000000000000e+00,3.115479158802584303e-01,-9.794766191520155374e+00
0.000000000000000000e+00,3.099108829073131677e-01,-9.794766572712646280e+00
0.000000000000000000e+00,3.082824432208116083e-01,-9.794766951946520805e+00
0.000000000000000000e+00,3.066625517119655475e-01,-9.794767329231373054e+00
0.000000000000000000e+00,3.050511635087761464e-01,-9.794767704576761602e+00
0.000000000000000000e+00,3.034482339747915924e-01,-9.794768077992204169e+00
0.000000000000000000e+00,3.018537187078705886e-01,-9.794768449487172290e+00
0.000000000000000000e+00,3.002675735389521150e-01,-9.794768819071103749e+00
0.000000000000000000e+00,2.986897545308322965e-01,-9.794769186753397250e+00
0.000000000000000000e+00,2.971202179769469875e-01,-9.794769552543408864e+00
0.000000000000000000e+00,2.955589204001611292e-01,-9.794769916450457359e+00
0.000000000000000000e+00,2.940058185515644351e-01,-9.794770278483824200e+00
0.000000000000000000e+00,2.924608694092735162e-01,-9.794770638652748218e+00
0.000000000000000000e+00,2.909240301772400561e-01,-9.794770996966427390e+00
0.000000000000000000e+00,2.893952582840650378e-01,-9.794771353434025940e+00
0.000000000000000000e+00,2.878745113818200196e-01,-9.794771708064665461e+00
0.000000000000000000e+00,2.863617473448736850e-01,-9.794772060867426688e+00
0.000000000000000000e+00,2.848569242687251646e-01,-9.794772411851356608e+00
0.000000000000000000e+00,2.833600004688430207e-01,-9.794772761025461350e+00
0.000000000000000000e+00,2.818709344795107263e-01,-9.794773108398706185e+00
0.000000000000000000e+00,2.803896850526778062e-01,-9.794773453980020861e+00
0.000000000000000000e+00,2.789162111568179170e-01,-9.794773797778292490e+00
0.000000000000000000e+00,2.774504719757912019e-01,-9.794774139802372659e+00
0.000000000000000000e+00,2.759924269077147496e-01,-9.794774480061073874e+00
0.000000000000000000e+00,2.745420355638369392e-01,-9.794774818563167784e+00
0.000000000000000000e+00,2.730992577674192789e-01,-9.794775155317394066e+00
0.000000000000000000e+00,2.716640535526234079e-01,-9.794775490332446211e+00
0.000000000000000000e+00,2.702363831634034264e-01,-9.794775823616985733e+00
0.000000000000000000e+00,2.688162070524056646e-01,-9.794776155179631516e+00
0.000000000000000000e+00,2.674034858798720604e-01,-9.794776485028965141e+00
0.000000000000000000e+00,2.659981805125513077e-01,-9.794776813173537988e+00
0.000000000000000000e+00,2.646002520226146681e-01,-9.794777139621849926e+00
0.000000000000000000e+00,2.632096616865771121e-01,-9.794777464382372401e+00
0.000000000000000000e+00,2.618263709842250653e-01,-9.794777787463536001e+00
0.000000000000000000e+00,2.604503415975498171e-01,-9.794778108873737565e+00
0.000000000000000000e+00,2.590815354096849821e-01,-9.794778428621334854e+00
0.000000000000000000e+00,2.577199145038517880e-01,-9.794778746714642992e+00
0.000000000000000000e+00,2.563654411623080276e-01,-9.794779063161946908e+00
0.000000000000000000e+00,2.550180778653033942e-01,-9.794779377971485346e+00
0.000000000000000000e+00,2.536777872900402575e-01,-9.794779691151475731e+00
0.000000000000000000e+00,2.523445323096401571e-01,-9.794780002710080424e+00
0.000000000000000000e+00,2.510182759921142925e-01,-9.794780312655436916e+00
0.000000000000000000e+00,2.496989815993417017e-01,-9.794780620995640064e+00
0.000000000000000000e+00,2.483866125860509366e-01,-9.794780927738750975e+00
0.000000000000000000e+00,2.470811325988077900e-01,-9.794781232892795231e+00
0.000000000000000000e+00,2.457825054750084337e-01,-9.794781536465757554e+00
0.000000000000000000e+00,2.444906952418775259e-01,-9.794781838465592472e+00
0.000000000000000000e+00,2.432056661154718413e-01,-9.794782138900210100e+00
0.000000000000000000e+00,2.419273824996890643e-01,-9.794782437777486805e+00
0.000000000000000000e+00,2.406558089852818272e-01,-9.794782735105270532e+00
0.000000000000000000e+00,2.393909103488765788e-01,-9.794783030891361264e+00
0.000000000000000000e+00,2.381326515519981146e-01,-9.794783325143539443e+00
0.000000000000000000e+00,2.368809977400988531e-01,-9.794783617869528669e+00
0.000000000000000000e+00,2.356359142415933861e-01,-9.794783909077034778e+00
0.000000000000000000e+00,2.343973665668980799e-01,-9.794784198773719197e+00
0.000000000000000000e+00,2.331653204074757568e-01,-9.794784486967209602e+00
0.000000000000000000e+00,2.319397416348852048e-01,-9.794784773665096367e+00
0.000000000000000000e+00,2.307205962998357951e-01,-9.794785058874939665e+00
0.000000000000000000e+00,2.295078506312472344e-01,-9.794785342604262368e+00
0.000000000000000000e+00,2.283014710353137577e-01,-9.794785624860551820e+00
0.000000000000000000e+00,2.271014240945739837e-01,-9.794785905651261615e+00
0.000000000000000000e+00,2.259076765669849052e-01,-9.794786184983806265e+00
0.000000000000000000e+00,2.247201953850011258e-01,-9.794786462865571863e+00
0.000000000000000000e+00,2.235389476546589815e-01,-9.794786739303905421e+00
0.000000000000000000e+00,2.223639006546652419e-01,-9.794787014306120199e+00
0.000000000000000000e+00,2.211950218354909459e-01,-9.794787287879501037e+00
0.000000000000000000e+00,2.200322788184693734e-01,-9.794787560031288365e+00
0.000000000000000000e+00,2.188756393948992629e-01,-9.794787830768697745e+00
0.000000000000000000e+00,2.177250715251528579e-01,-9.794788100098902106e+00
0.000000000000000000e+00,2.165805433377880618e-01,-9.794788368029051284e+00
0.000000000000000000e+00,2.154420231286658383e-01,-9.794788634566252483e+00
0.000000000000000000e+00,2.143094793600718029e-01,-9.794788899717584485e+00
0.000000000000000000e+00,2.131828806598427828e-01,-9.794789163490090544e+00
0.000000000000000000e+00,2.120621958204976787e-01,-9.794789425890776613e+00
0.000000000000000000e+00,2.109473937983728231e-01,-9.794789686926621997e+00
0.000000000000000000e+00,2.098384437127625290e-01,-9.794789946604568698e+00
0.000000000000000000e+00,2.087353148450630247e-01,-9.794790204931530297e+00
0.000000000000000000e+00,2.076379766379222169e-01,-9.794790461914383073e+00
0.000000000000000000e+00,2.065463986943927577e-01,-9.794790717559973103e+00
0.000000000000000000e+00,2.054605507770901063e-01,-9.794790971875107388e+00
0.000000000000000000e+00,2.043804028073551715e-01,-9.794791224866575163e+00
0.000000000000000000e+00,2.033059248644208117e-01,-9.794791476541115927e+00
0.000000000000000000e+00,2.022370871845831641e-01,-9.794791726905446083e+00
0.000000000000000000e+00,2.011738601603771937e-01,-9.794791975966248287e+00
0.000000000000000000e+00,2.001162143397565429e-01,-9.794792223730178549e+00
0.000000000000000000e+00,1.990641204252774632e-01,-9.794792470203848467e+00
0.000000000000000000e+00,1.980175492732877129e-01,-9.794792715393850102e+00
0.000000000000000000e+00,1.969764718931187875e-01,-9.794792959306738211e+00
0.000000000000000000e+00,1.959408594462831721e-01,-9.794793201949037353e+00
0.000000000000000000e+00,1.949106832456754534e-01,-9.794793443327240112e+00
0.000000000000000000e+00,1.938859147547774553e-01,-9.794793683447805321e+00
0.000000000000000000e+00,1.928665255868678985e-01,-9.794793922317163393e+00
0.000000000000000000e+00,1.918524875042362243e-01,-9.794794159941714540e+00
0.000000000000000000e+00,1.908437724174002204e-01,-9.794794396327828778e+00
0.000000000000000000e+00,1.898403523843279483e-01,-9.794794631481837044e+00
0.000000000000000000e+00,1.888421996096636968e-01,-9.794794865410050733e+00
0.000000000000000000e+00,1.878492864439581245e-01,-9.794795098118749266e+00
0.000000000000000000e+00,1.868615853829023177e-01,-9.794795329614171209e+00
0.000000000000000000e+00,1.858790690665658440e-01,-9.794795559902533810e+00
0.000000000000000000e+00,1.849017102786389422e-01,-9.794795788990022345e+00
0.000000000000000000e+00,1.839294819456785413e-01,-9.794796016882791889e+00
0.000000000000000000e+00,1.829623571363584444e-01,-9.794796243586969098e+00
0.000000000000000000e+00,1.820003090607230645e-01,-9.794796469108643322e+00
0.000000000000000000e+00,1.810433110694457393e-01,-9.794796693453884373e+00
0.000000000000000000e+00,1.800913366530900450e-01,-9.794796916628728312e+00
0.000000000000000000e+00,1.791443594413757168e-01,-9.794797138639179224e+00
0.000000000000000000e+00,1.782023532024483714e-01,-9.794797359491214550e+00
0.000000000000000000e+00,1.772652918421523116e-01,-9.794797579190779757e+00
0.000000000000000000e+00,1.763331494033083258e-01,-9.794797797743795442e+00
0.000000000000000000e+00,1.754059000649942912e-01,-9.794798015156153781e+00
0.000000000000000000e+00,1.744835181418298853e-01,-9.794798231433711422e+00
0.000000000000000000e+00,1.735659780832654597e-01,-9.794798446582296592e+00
0.000000000000000000e+00,1.726532544728737462e-01,-9.794798660607719754e+00
0.000000000000000000e+00,1.717453220276461967e-01,-9.794798873515750515e+00
0.000000000000000000e+00,1.708421555972924888e-01,-9.794799085312137166e+00
0.000000000000000000e+00,1.699437301635438602e-01,-9.794799296002596023e+00
0.000000000000000000e+00,1.690500208394601356e-01,-9.794799505592816757e+00
0.000000000000000000e+00,1.681610028687401670e-01,-9.794799714088462395e+00
0.000000000000000000e+00,1.672766516250363822e-01,-9.794799921495167538e+00
0.000000000000000000e+00,1.663969426112724137e-01,-9.794800127818533042e+00
0.000000000000000000e+00,1.655218514589644196e-01,-9.794800333064140219e+00
0.000000000000000000e+00,1.646513539275462623e-01,-9.794800537237541960e+00
0.000000000000000000e+00,1.637854259036978510e-01,-9.794800740344259182e+00
0.000000000000000000e+00,1.629240434006774263e-01,-9.794800942389782605e+00
0.000000000000000000e+00,1.620671825576568692e-01,-9.794801143379588737e+00
0.000000000000000000e+00,1.612148196390610078e-01,-9.794801343319115006e+00
0.000000000000000000e+00,1.603669310339096155e-01,-9.794801542213777523e+00
0.000000000000000000e+00,1.595234932551640450e-01,-9.794801740068960427e+00
0.000000000000000000e+00,1.586844829390761658e-01,-9.794801936890028315e+00
0.000000000000000000e+00,1.578498768445412703e-01,-9.794802132682312035e+00
0.000000000000000000e+00,1.570196518524544782e-01,-9.794802327451121116e+00
0.000000000000000000e+00,1.561937849650700538e-01,-9.794802521201740220e+00
0.000000000000000000e+00,1.553722533053643884e-01,-9.794802713939414929e+00
0.000000000000000000e+00,1.545550341164024788e-01,-9.794802905669381943e+00
0.000000000000000000e+00,1.537421047607074320e-01,-9.794803096396838882e+00
0.000000000000000000e+00,1.529334427196333002e-01,-9.794803286126967379e+00
0.000000000000000000e+00,1.521290255927414958e-01,-9.794803474864915316e+00
0.000000000000000000e+00,1.513288310971800665e-01,-9.794803662615809259e+00
0.000000000000000000e+00,1.505328370670666605e-01,-9.794803849384745575e+00
0.000000000000000000e+00,1.497410214528744898e-01,-9.794804035176802870e+00
0.000000000000000000e+00,1.489533623208212088e-01,-9.794804219997027772e+00
0.000000000000000000e+00,1.481698378522618431e-01,-9.794804403850442043e+00
0.000000000000000000e+00,1.473904263430840522e-01,-9.794804586742047903e+00
0.000000000000000000e+00,1.466151062031070818e-01,-9.794804768676810269e+00
0.000000000000000000e+00,1.458438559554835479e-01,-9.794804949659690507e+00
0.000000000000000000e+00,1.450766542361046629e-01,-9.794805129695598467e+00
0.000000000000000000e+00,1.443134797930083479e-01,-9.794805308789443998e+00
0.000000000000000000e+00,1.435543114857906200e-01,-9.794805486946090767e+00
0.000000000000000000e+00,1.427991282850198940e-01,-9.794805664170400661e+00
0.000000000000000000e+00,1.420479092716546432e-01,-9.794805840467189384e+00
0.000000000000000000e+00,1.413006336364636129e-01,-9.794806015841261981e+00
0.000000000000000000e+00,1.405572806794495033e-01,-9.794806190297398629e+00
0.000000000000000000e+00,1.398178298092758731e-01,-9.794806363840342200e+00
0.000000000000000000e+00,1.390822605426962899e-01,-9.794806536474835568e+00
0.000000000000000000e+00,1.383505525039871731e-01,-9.794806708205570089e+00
0.000000000000000000e+00,1.376226854243834674e-01,-9.794806879037235348e+00
0.000000000000000000e+00,1.368986391415170367e-01,-9.794807048974487174e+00
0.000000000000000000e+00,1.361783935988580552e-01,-9.794807218021960082e+00
0.000000000000000000e+00,1.354619288451595904e-01,-9.794807386184269049e+00
0.000000000000000000e+00,1.347492250339050734e-01,-9.794807553465993522e+00
0.000000000000000000e+00,1.340402624227582107e-01,-9.794807719871705842e+00
0.000000000000000000e+00,1.333350213730161715e-01,-9.794807885405942827e+00
0.000000000000000000e+00,1.326334823490658288e-01,-9.794808050073227079e+00
0.000000000000000000e+00,1.319356259178424695e-01,-9.794808213878049230e+00
0.000000000000000000e+00,1.312414327482914755e-01,-9.794808376824883922e+00
0.000000000000000000e+00,1.305508836108327519e-01,-9.794808538918186258e+00
0.000000000000000000e+00,1.298639593768283196e-01,-9.794808700162381143e+00
0.000000000000000000e+00,1.291806410180519338e-01,-9.794808860561872166e+00
0.000000000000000000e+00,1.285009096061627554e-01,-9.794809020121041598e+00
0.000000000000000000e+00,1.278247463121802152e-01,-9.794809178844253950e+00
0.000000000000000000e+00,1.271521324059630975e-01,-9.794809336735850636e+00
0.000000000000000000e+00,1.264830492556902330e-01,-9.794809493800137545e+00
0.000000000000000000e+00,1.258174783273447728e-01,-9.794809650041422344e+00
0.000000000000000000e+00,1.251554011842004044e-01,-9.794809805463968289e+00
0.000000000000000000e+00,1.244967994863108857e-01,-9.794809960072033306e+00
0.000000000000000000e+00,1.238416549900019231e-01,-9.794810113869845125e+00
0.000000000000000000e+00,1.231899495473659789e-01,-9.794810266861610160e+00
0.000000000000000000e+00,1.225416651057592704e-01,-9.794810419051517059e+00
0.000000000000000000e+00,1.218967837073019755e-01,-9.794810570443731379e+00
0.000000000000000000e+00,1.212552874883805892e-01,-9.794810721042397361e+00
0.000000000000000000e+00,1.206171586791532913e-01,-9.794810870851641482e+00
0.000000000000000000e+00,1.199823796030574652e-01,-9.794811019875561797e+00
0.000000000000000000e+00,1.193509326763202288e-01,-9.794811168118238598e+00
0.000000000000000000e+00,1.187228004074713655e-01,-9.794811315583739741e+00
0.000000000000000000e+00,1.180979653968585730e-01,-9.794811462276097558e+00
0.000000000000000000e+00,1.174764103361657513e-01,-9.794811608199335495e+00
0.000000000000000000e+00,1.168581180079334564e-01,-9.794811753357455686e+00
0.000000000000000000e+00,1.162430712850818781e-01,-9.794811897754428287e+00
0.000000000000000000e+00,1.156312531304365815e-01,-9.794812041394219904e+00
0.000000000000000000e+00,1.150226465962563560e-01,-9.794812184280763390e+00
0.000000000000000000e+00,1.144172348237640080e-01,-9.794812326417979165e+00
0.000000000000000000e+00,1.138150010426790398e-01,-9.794812467809764556e+00
0.000000000000000000e+00,1.132159285707534102e-01,-9.794812608459995573e+00
0.000000000000000000e+00,1.126200008133092928e-01,-9.794812748372535793e+00
0.000000000000000000e+00,1.120272012627793329e-01,-9.794812887551216818e+00
0.000000000000000000e+00,1.114375134982494575e-01,-9.794813025999866696e+00
0.000000000000000000e+00,1.108509211850040033e-01,-9.794813163722272620e+00
0.000000000000000000e+00,1.102674080740732449e-01,-9.794813300722225335e+00
0.000000000000000000e+00,1.096869580017832413e-01,-9.794813437003481837e+00
0.000000000000000000e+00,1.091095548893081246e-01,-9.794813572569781357e+00
0.000000000000000000e+00,1.085351827422246507e-01,-9.794813707424850691e+00
0.000000000000000000e+00,1.079638256500692894e-01,-9.794813841572386437e+00
0.000000000000000000e+00,1.073954677858973694e-01,-9.794813975016083418e+00
0.000000000000000000e+00,1.068300934058445673e-01,-9.794814107759595601e+00
0.000000000000000000e+00,1.062676868486911175e-01,-9.794814239806575173e+00
0.000000000000000000e+00,1.057082325354276320e-01,-9.794814371160649458e+00
0.000000000000000000e+00,1.051517149688238062e-01,-9.794814501825428010e+00
0.000000000000000000e+00,1.045981187329989709e-01,-9.794814631804497296e+00
0.000000000000000000e+00,1.040474284929950449e-01,-9.794814761101440226e+00
0.000000000000000000e+00,1.034996289943520137e-01,-9.794814889719798856e+00
0.000000000000000000e+00,1.029547050626850452e-01,-9.794815017663113466e+00
0.000000000000000000e+00,1.024126416032643538e-01,-9.794815144934906570e+00
0.000000000000000000e+00,1.018734236005969657e-01,-9.794815271538670487e+00
0.000000000000000000e+00,1.013370361180108842e-01,-9.794815397477893981e+00
0.000000000000000000e+00,1.008034642972411854e-01,-9.794815522756033843e+00
0.000000000000000000e+00,1.002726933580185831e-01,-9.794815647376539758e+00
0.000000000000000000e+00,9.974470859765999231e-02,-9.794815771342838318e+00
0.000000000000000000e+00,9.921949539066106383e-02,-9.794815894658341904e+00
0.000000000000000000e+00,9.869703918829121625e-02,-9.794816017326443358e+00
0.000000000000000000e+00,9.817732551819072229e-02,-9.794816139350515982e+00
0.000000000000000000e+00,9.766033998396959903e-02,-9.794816260733920643e+00
0.000000000000000000e+00,9.714606826480895463e-02,-9.794816381479995115e+00
0.000000000000000000e+00,9.663449611506423620e-02,-9.794816501592068292e+00
0.000000000000000000e+00,9.612560936387062882e-02,-9.794816621073444196e+00
0.000000000000000000e+00,9.561939391475045291e-02,-9.794816739927412641e+00
0.000000000000000000e+00,9.511583574522283757e-02,-9.794816858157242123e+00
0.000000000000000000e+00,9.461492090641517028e-02,-9.794816975766195810e+00
0.000000000000000000e+00,9.411663552267676702e-02,-9.794817092757508448e+00
0.000000000000000000e+00,9.362096579119441597e-02,-9.794817209134404123e+00
0.000000000000000000e+00,9.312789798161018318e-02,-9.794817324900087385e+00
0.000000000000000000e+00,9.263741843564084200e-02,-9.794817440057748570e+00
0.000000000000000000e+00,9.214951356669984217e-02,-9.794817554610558474e+00
0.000000000000000000e+00,9.166416985952058338e-02,-9.794817668561677237e+00
0.000000000000000000e+00,9.118137386978240888e-02,-9.794817781914240129e+00
0.000000000000000000e+00,9.070111222373787585e-02,-9.794817894671377090e+00
0.000000000000000000e+00,9.022337161784250992e-02,-9.794818006836191415e+00
0.000000000000000000e+00,8.974813881838619722e-02,-9.794818118411773966e+00
0.000000000000000000e+00,8.927540066112658879e-02,-9.794818229401206722e+00
0.000000000000000000e+00,8.880514405092450325e-02,-9.794818339807545016e+00
0.000000000000000000e+00,8.833735596138105051e-02,-9.794818449633831747e+00
0.000000000000000000e+00,8.787202343447698960e-02,-9.794818558883099158e+00
0.000000000000000000e+00,8.740913358021366875e-02,-9.794818667558361724e+00
0.000000000000000000e+00,8.694867357625586657e-02,-9.794818775662610832e+00
0.000000000000000000e+00,8.649063066757688156e-02,-9.794818883198832538e+00
0.000000000000000000e+00,8.603499216610495381e-02,-9.794818990169989803e+00
0.000000000000000000e+00,8.558174545037189329e-02,-9.794819096579036710e+00
0.000000000000000000e+00,8.513087796516352612e-02,-9.794819202428907801e+00
0.000000000000000000e+00,8.468237722117173683e-02,-9.794819307722523405e+00
0.000000000000000000e+00,8.423623079464874486e-02,-9.794819412462791419e+00
0.000000000000000000e+00,8.379242632706263016e-02,-9.794819516652601976e+00
0.000000000000000000e+00,8.335095152475532898e-02,-9.794819620294823892e+00
0.000000000000000000e+00,8.291179415860187862e-02,-9.794819723392329536e+00
0.000000000000000000e+00,8.247494206367174396e-02,-9.794819825947953973e+00
0.000000000000000000e+00,8.204038313889186473e-02,-9.794819927964535822e+00
0.000000000000000000e+00,8.160810534671127103e-02,-9.794820029444887055e+00
0.000000000000000000e+00,8.117809671276794703e-02,-9.794820130391810764e+00
0.000000000000000000e+00,8.075034532555686040e-02,-9.794820230808094053e+00
0.000000000000000000e+00,8.032483933610025384e-02,-9.794820330696513366e+00
0.000000000000000000e+00,7.990156695761910233e-02,-9.794820430059822058e+00
0.000000000000000000e+00,7.948051646520690183e-02,-9.794820528900766377e+00
0.000000000000000000e+00,7.906167619550469317e-02,-9.794820627222078357e+00
0.000000000000000000e+00,7.864503454637809809e-02,-9.794820725026474051e+00
0.000000000000000000e+00,7.823057997659579876e-02,-9.794820822316651743e+00
0.000000000000000000e+00,7.781830100551001550e-02,-9.794820919095299061e+00
0.000000000000000000e+00,7.740818621273833078e-02,-9.794821015365096528e+00
0.000000000000000000e+00,7.700022423784752545e-02,-9.794821111128698021e+00
0.000000000000000000e+00,7.659440378003862238e-02,-9.794821206388752088e+00
0.000000000000000000e+00,7.619071359783417818e-02,-9.794821301147893067e+00
0.000000000000000000e+00,7.578914250876649106e-02,-9.794821395408737530e+00
0.000000000000000000e+00,7.538967938906819544e-02,-9.794821489173889617e+00
0.000000000000000000e+00,7.499231317336389757e-02,-9.794821582445944586e+00
0.000000000000000000e+00,7.459703285436374010e-02,-9.794821675227478153e+00
0.000000000000000000e+00,7.420382748255854866e-02,-9.794821767521058931e+00
0.000000000000000000e+00,7.381268616591649123e-02,-9.794821859329230662e+00
0.000000000000000000e+00,7.342359806958118074e-02,-9.794821950654544196e+00
0.000000000000000000e+00,7.303655241557195643e-02,-9.794822041499513077e+00
0.000000000000000000e+00,7.265153848248478985e-02,-9.794822131866652626e+00
0.000000000000000000e+00,7.226854560519575810e-02,-9.794822221758467506e+00
0.000000000000000000e+00,7.188756317456541922e-02,-9.794822311177437513e+00
0.000000000000000000e+00,7.150858063714486679e-02,-9.794822400126038886e+00
0.000000000000000000e+00,7.113158749488361632e-02,-9.794822488606731881e+00
0.000000000000000000e+00,7.075657330483847707e-02,-9.794822576621964316e+00
0.000000000000000000e+00,7.038352767888467199e-02,-9.794822664174168025e+00
0.000000000000000000e+00,7.001244028342766546e-02,-9.794822751265771288e+00
0.000000000000000000e+00,6.964330083911723923e-02,-9.794822837899177514e+00
0.000000000000000000e+00,6.927609912056253982e-02,-9.794822924076788340e+00
0.000000000000000000e+00,6.891082495604895775e-02,-9.794823009800984082e+00
0.000000000000000000e+00,6.854746822725625577e-02,-9.794823095074141506e+00
0.000000000000000000e+00,6.818601886897850128e-02,-9.794823179898619614e+00
0.000000000000000000e+00,6.782646686884503950e-02,-9.794823264276763197e+00
0.000000000000000000e+00,6.746880226704314587e-02,-9.794823348210913494e+00
0.000000000000000000e+00,6.711301515604224666e-02,-9.794823431703386873e+00
0.000000000000000000e+00,6.675909568031936081e-02,-9.794823514756497929e+00
0.000000000000000000e+00,6.640703403608633204e-02,-9.794823597372547042e+00
0.000000000000000000e+00,6.605682047101792131e-02,-9.794823679553822160e+00
0.000000000000000000e+00,6.570844528398189777e-02,-9.794823761302591691e+00
0.000000000000000000e+00,6.536189882477012880e-02,-9.794823842621127596e+00
0.000000000000000000e+00,6.501717149383151595e-02,-9.794823923511680519e+00
0.000000000000000000e+00,6.467425374200586052e-02,-9.794824003976485116e+00
0.000000000000000000e+00,6.433313607025946401e-02,-9.794824084017776045e+00
0.000000000000000000e+00,6.399380902942188032e-02,-9.794824163637768422e+00
0.000000000000000000e+00,6.365626321992436110e-02,-9.794824242838659600e+00
0.000000000000000000e+00,6.332048929153924477e-02,-9.794824321622655816e+00
0.000000000000000000e+00,6.298647794312117743e-02,-9.794824399991931330e+00
0.000000000000000000e+00,6.265421992234926352e-02,-9.794824477948662178e+00
0.000000000000000000e+00,6.232370602547098598e-02,-9.794824555495004859e+00
0.000000000000000000e+00,6.199492709704698679e-02,-9.794824632633110539e+00
0.000000000000000000e+00,6.166787402969774873e-02,-9.794824709365109072e+00
0.000000000000000000e+00,6.134253776385115847e-02,-9.794824785693135638e+00
0.000000000000000000e+00,6.101890928749154758e-02,-9.794824861619300549e+00
0.000000000000000000e+00,6.069697963590994783e-02,-9.794824937145712340e+00
0.000000000000000000e+00,6.037673989145607434e-02,-9.794825012274456455e+00
0.000000000000000000e+00,6.005818118329094707e-02,-9.794825087007623665e+00
0.000000000000000000e+00,5.974129468714144825e-02,-9.794825161347278097e+00
0.000000000000000000e+00,5.942607162505574719e-02,-9.794825235295482102e+00
0.000000000000000000e+00,5.911250326516013370e-02,-9.794825308854289148e+00
0.000000000000000000e+00,5.880058092141716292e-02,-9.794825382025734939e+00
0.000000000000000000e+00,5.849029595338511162e-02,-9.794825454811853405e+00
0.000000000000000000e+00,5.818163976597856557e-02,-9.794825527214653604e+00
0.000000000000000000e+00,5.787460380923029057e-02,-9.794825599236149927e+00
0.000000000000000000e+00,5.756917957805438024e-02,-9.794825670878333668e+00
0.000000000000000000e+00,5.726535861201089567e-02,-9.794825742143197900e+00
0.000000000000000000e+00,5.696313249507127530e-02,-9.794825813032714379e+00
0.000000000000000000e+00,5.666249285538515340e-02,-9.794825883548849532e+00
0.000000000000000000e+00,5.636343136504869122e-02,-9.794825953693560905e+00
0.000000000000000000e+00,5.606593973987369917e-02,-9.794826023468790055e+00
0.000000000000000000e+00,5.577000973915825083e-02,-9.794826092876478540e+00
0.000000000000000000e+00,5.547563316545841422e-02,-9.794826161918546603e+00
0.000000000000000000e+00,5.518280186436103768e-02,-9.794826230596910932e+00
0.000000000000000000e+00,5.489150772425809011e-02,-9.794826298913475782e+00
0.000000000000000000e+00,5.460174267612175752e-02,-9.794826366870138301e+00
0.000000000000000000e+00,5.431349869328107316e-02,-9.794826434468781429e+00
0.000000000000000000e+00,5.402676779119953282e-02,-9.794826501711282773e+00
0.000000000000000000e+00,5.374154202725390378e-02,-9.794826568599507510e+00
0.000000000000000000e+00,5.345781350051421327e-02,-9.794826635135311932e+00
0.000000000000000000e+00,5.317557435152477086e-02,-9.794826701320541673e+00
0.000000000000000000e+00,5.289481676208668964e-02,-9.794826767157031711e+00
0.000000000000000000e+00,5.261553295504117073e-02,-9.794826832646609915e+00
0.000000000000000000e+00,5.233771519405405054e-02,-9.794826897791097053e+00
0.000000000000000000e+00,5.206135578340161107e-02,-9.794826962592299679e+00
0.000000000000000000e+00,5.178644706775734768e-02,-9.794827027052017243e+00
0.000000000000000000e+00,5.151298143197983320e-02,-9.794827091172033207e+00
0.000000000000000000e+00,5.124095130090193517e-02,-9.794827154954136361e+00
0.000000000000000000e+00,5.097034913912079634e-02,-9.794827218400088853e+00
0.000000000000000000e+00,5.070116745078933479e-02,-9.794827281511658157e+00
0.000000000000000000e+00,5.043339877940829913e-02,-9.794827344290592208e+00
0.000000000000000000e+00,5.016703570761992664e-02,-9.794827406738638942e+00
0.000000000000000000e+00,4.990207085700242712e-02,-9.794827468857526753e+00
