gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-2.103210652201468744e-01,-6.755448539417654996e-02,7.398470385169139685e-02
-1.119870177104922843e-01,6.798789715218607477e-02,2.156982165963354514e-02
8.286939422881396677e-02,1.408336477931242392e-01,-4.382497449890031260e-02
3.318168536821106129e-02,1.222585371705425528e-01,2.051442337751477937e-03
1.601255524352355464e-01,2.149798661933187416e-02,1.061732276447247270e-01
-4.503060841430826799e-02,1.061241303652203094e-01,1.662937109896517329e-01
-8.720630345184680887e-02,2.650957035086217717e-01,-1.354432493532462152e-02
-1.061694967721259764e-01,2.117459426857877178e-02,1.013857264951569664e-01
1.578514862643901409e-02,-8.827755150115718097e-02,-1.168996722969908343e-02
1.218026848729188150e-02,-2.101153212922960700e-01,-5.862196289328768656e-02
-1.258539807851236092e-01,2.028402876602321270e-01,-1.034703833829133703e-02
-1.221653415010659771e-01,1.479057153184891275e-02,1.750872038614322557e-01
6.152232754146320926e-02,-3.019555527985123486e-02,-7.196484218048752879e-02
1.318918684678672959e-01,-1.799394985819703086e-01,1.704246790185696414e-01
-6.618842332118420047e-02,-1.414845926767305251e-01,2.660890175106831457e-01
6.224184688326348837e-03,8.799614927547332044e-02,-7.496230219885467901e-03
-5.559524774029125926e-02,1.578619083097442810e-01,-5.250858586987377716e-03
7.760639553510839672e-02,-1.719139101799434799e-01,2.166270435596829788e-02
1.364122040115444134e-01,-1.518517910068767629e-01,8.715532190551598599e-03
-3.061178477444612689e-01,1.062705941145724864e-01,-3.180018798806758754e-03
1.017448170233044985e-01,-3.853496150116955676e-02,-1.479422868652213174e-01
-1.583397186510398791e-01,-4.114614297392895845e-03,-1.079298459327267812e-01
-5.119862775617056022e-03,-1.939273934042257119e-01,-1.806127193813746035e-01
-5.886293303713939495e-02,-1.135570747539043357e-01,-3.901463329372890920e-02
-1.307671419512192457e-01,-8.516752265648863673e-02,-6.161243486546133519e-02
-1.218978470159140376e-01,2.866368147218332704e-02,-4.598129638745637737e-02
-6.468699308977793327e-02,-8.747590165678201246e-02,6.455856638693899252e-02
2.963161451288856205e-02,-1.066704701741636591e-01,3.300234862518608425e-02
4.716239677266724495e-02,-8.407694364602504022e-02,2.727868433368444423e-01
-1.593990036437519520e-01,-1.005017581384975572e-01,1.344398137154935169e-01
-4.979656433040538510e-02,-6.529555142967242987e-02,1.004579695777302051e-01
2.022915748999647156e-01,-1.116325234386540133e-01,-7.943352988729880659e-02
-5.141420884981919709e-02,-8.495501547586879754e-02,1.935110589192359787e-01
-8.893360400946754424e-03,7.708575181772038543e-02,-2.082045590354691667e-01
-5.041410924457460224e-02,-4.283245847729851702e-02,-2.487535217737990231e-02
7.639781716480041618e-02,1.664794061326130559e-01,-9.506562984770583480e-02
-7.688200088882275740e-02,1.425937579859710633e-02,-7.133364096986401226e-02
1.310691244980702053e-01,-6.230166979166344710e-02,5.965424885323387938e-02
-5.270024960678353076e-02,-3.144676647574555506e-02,-1.384850991739248194e-01
3.458181196076146741e-02,-7.797341679170612105e-02,-8.316143108999157763e-02
-7.052967891426160929e-02,-5.528296454743102106e-02,-2.511497457145522305e-01
-9.754890904136079288e-02,-8.261862103295831983e-02,2.491326515539199205e-01
6.306585722350940837e-02,2.142092198566365457e-01,-1.177983011539725372e-01
4.288778514504174022e-02,2.649102535544625367e-02,1.023296827827424177e-01
-9.321586124971990850e-03,9.186037861253081027e-02,2.204426939014321810e-02
2.092638978657575255e-02,-1.592118758072880724e-01,-5.676204455890078741e-04
-4.780892964081669139e-02,-9.286750735092032250e-02,-4.035371058428476043e-02
6.899202947508351058e-02,6.771447260693780335e-02,6.187684122539831993e-02
1.055258724220530138e-02,1.158130977167831643e-01,1.214215924316317530e-01
4.747240929519779690e-02,-8.681809391823204491e-02,-1.058276599657854630e-02
1.128256956437245911e-01,7.025663973716942713e-03,-1.449852515786573537e-01
-1.143436816573267373e-01,4.605224707744831614e-02,-2.645223429887906819e-01
1.840233685774318034e-02,1.254448747926495134e-01,3.878682454713665295e-02
4.855409939701441774e-02,-1.589779950914826934e-01,-2.433736518765781259e-02
-4.166751827004196032e-04,4.087358346822621558e-01,1.613404913474059954e-01
-5.867518844837171094e-02,-2.148047723330556991e-01,-3.024906117734948996e-02
-8.748187426079220841e-02,1.026692060211381735e-01,1.248624467414213152e-02
4.323134182464242331e-02,9.843486340202296792e-02,-5.779425686158394526e-02
4.078561170232504474e-02,4.665130120145544179e-02,2.701717653078091613e-02
-1.473704353427564007e-01,-1.311828331736684949e-01,-7.913341095689763183e-02
-8.394077810191889061e-04,-6.789177590003311891e-02,1.269214928087612770e-01
3.483606371766889004e-02,6.669897979258680720e-02,-6.093329276412837864e-02
-1.266230241043005411e-01,2.813629432197500835e-01,-1.052175628082662046e-01
1.863527853758576991e-01,1.469089230338093410e-01,-1.213039247433803786e-01
8.070994397113166741e-02,-2.012317358465298689e-01,1.567789198912567794e-01
-6.807881013832042284e-03,-4.830835537309844524e-02,-1.850816141513665081e-01
-1.030198105463427938e-01,-4.345235792964774468e-02,-2.492537883263408471e-01
1.146231988119345846e-01,4.290077996497621698e-02,-2.963836659039533750e-01
9.379570630203712400e-02,-9.214455118684057588e-02,1.222648924738370807e-01
1.099130387438995021e-01,-2.467987256689382902e-02,1.464768021605178105e-01
-1.039145663444043625e-02,9.804614040267213559e-02,2.336126448362320709e-02
7.321976451168399347e-02,-6.690603558740429446e-02,-2.310694254861456465e-01
5.709172002912468041e-02,-6.222256086349847032e-02,8.836438461137205436e-02
4.445600274283786207e-02,-1.099483645219340583e-01,-3.207154545436562421e-01
-9.791210382288728642e-02,2.300059812321075814e-01,-1.345224244200722286e-01
-1.941407601866202218e-02,1.754179060487320585e-01,-4.325779126023993754e-02
-8.769866712039510459e-02,1.757731417230374016e-01,-4.313422121173250690e-02
-1.165287929917490153e-02,3.416204196951402872e-02,-4.543789126568986009e-02
2.651334307516401978e-01,1.439166967896671895e-02,-1.338372508973740549e-01
1.545429163860504163e-01,-1.770383917991392719e-01,-1.635945503681029145e-01
-1.198871718542101651e-02,1.224640167208453645e-01,-1.076703820763279806e-01
-1.231446826483850315e-01,1.579197250040012546e-01,6.540842812517562443e-02
-2.826220551169050244e-01,1.454390900778840812e-01,-2.017995808162469096e-01
3.054646980473946574e-02,-9.408724026832537835e-02,1.420254775166598094e-01
9.821083096249183519e-02,1.033582610152271493e-02,1.883995322127116068e-01
-1.365997679086962402e-01,9.779161714529677196e-02,-1.183683245871965245e-01
3.122270254258078803e-01,1.246905471109255965e-03,-2.124919099441790430e-04
7.691367422421548083e-02,-2.178366762054164962e-01,-5.569055274731040533e-02
2.075581768807528982e-01,-3.877221101738387299e-02,6.332777969110058025e-02
-2.896374494967606794e-01,-1.313831492399114564e-01,7.498839122532093004e-02
-1.667234011404516714e-01,-1.298289523004341750e-01,-1.989240511318058624e-01
2.795601775124176291e-02,1.517988396446574503e-02,-1.358427657925770082e-01
-1.616002865667934621e-02,-4.605491031335170321e-02,6.207588501445666929e-02
-1.207857493095100404e-01,7.340177057620832224e-02,-4.192868099159755002e-02
2.668165519231919802e-01,9.409526955969428272e-03,-5.281285695337493979e-02
2.939523165687294992e-01,2.764398429375275121e-02,5.265080846243411217e-02
6.212088728056803372e-03,5.926188787388274315e-02,-3.544231693220697976e-01
2.033901979624140044e-01,1.905103200319465673e-01,2.962663465176082131e-02
-4.978035196523402511e-02,-1.306528786387813612e-01,1.573747195194488135e-01
-3.252311821663299296e-02,4.790935259244477606e-02,-4.663722383946668215e-03
-3.939010761534059851e-02,2.081212302777885742e-02,-2.762898292408888165e-02
-1.005291902941579246e-01,6.387486464513819628e-02,-2.257168477164235854e-01
5.983333793724853605e-02,-5.093785139798179262e-02,-6.981128394814883897e-02
-2.135972594208267183e-01,-8.793120652105829160e-02,1.504389790395613789e-02
2.834885706381843895e-01,1.407474861235517849e-01,2.622705104252836747e-02
6.045116096229346397e-02,-5.262354421769846469e-02,-2.348859800551511279e-01
1.593500641912547547e-02,-7.432504646305378160e-02,7.208435546218977530e-02
-3.563495360681979279e-02,1.040096468976048488e-01,-8.395703093603471001e-02
-9.907610055572980967e-02,-4.186089982180164065e-02,-1.142735754258134978e-01
2.059010047035378030e-02,-1.700930363536573564e-01,4.909473314602447874e-02
3.172534662147653145e-02,3.111401026979276896e-02,4.110423733899170456e-02
1.578658062549517516e-01,-1.429331598207052023e-01,2.090503985321466862e-01
-3.138824268995378530e-02,1.340436248766814671e-02,-8.667551665244230263e-02
-8.777343958985281760e-03,-1.446539667662176953e-01,-9.648166256294528342e-02
1.845998976318364085e-02,-3.282837932037156042e-02,1.366012347803742810e-01
-8.765982445764312903e-02,3.175896903037832980e-02,5.607621427905506994e-02
1.561028464676365302e-01,3.232362705039099615e-01,-6.895337508983991059e-02
-1.471451749686029931e-02,-4.945280162794891965e-02,-6.260208695164219683e-02
5.879673976853572182e-03,-1.677959219699219906e-01,-1.394136846941084751e-01
1.332856324933625047e-01,-2.224054616310724639e-02,-1.689932083334832469e-01
2.217972818934879631e-01,-6.181612758408082386e-03,-4.883662427773492049e-02
7.401646585565405112e-02,-3.523105332911932730e-02,-6.161596111397523584e-02
1.966456102157095598e-01,-9.702992700143638072e-02,-4.391643598702466705e-02
-1.339740637634855569e-01,-2.208147666855530579e-03,5.172319143174569644e-02
-1.272519012969696717e-01,4.222525564751204025e-02,1.153726381910414739e-01
1.555274703586169427e-02,-8.398928538077085615e-02,3.847257278119412677e-02
-1.775335630103868911e-01,-9.146196326036716562e-02,1.541677362170672805e-01
-4.314925252485238283e-02,-1.330746076516378940e-01,-1.561425238469524579e-01
3.254537406842544778e-02,9.778583948931179881e-02,6.917445390156269636e-02
4.944814343815926751e-03,-1.004008825933597471e-01,-9.414590689986622116e-03
1.618765655492974687e-01,-1.310793155177399638e-01,2.479557120175590879e-01
-1.043645388526625029e-01,1.025701700779878406e-01,1.033101523068847144e-01
-6.881629438333126958e-02,-7.685294149184727919e-02,-6.268728655641944703e-02
-1.149838279670209046e-01,-1.377064206738442265e-01,-2.825541733617903048e-02
2.271676269342271515e-01,-2.843861847992688596e-01,-8.509651088234018723e-02
-2.871099691706204826e-01,5.501612560625052106e-02,-1.821714431253487476e-01
-2.063196596725398041e-03,6.813208721197935858e-02,2.408633979194997957e-02
9.434137796985619939e-02,2.248335569944368284e-01,3.680561821015963520e-01
8.468189525885373714e-02,3.376148833780066860e-02,7.930813105014918873e-01
1.636189153999978441e-01,-1.002727058816688666e-01,8.182046321977509695e-01
3.931738422752282386e-02,-8.459189177251469349e-02,1.148729808754687776e+00
-1.865371493108205769e-01,-3.482970591878001287e-02,1.629888134244723785e+00
2.446879783024826643e-02,-2.066185537634421601e-02,1.757684997368885060e+00
-1.518019115376686989e-01,7.873684850300313731e-02,2.159992456267247896e+00
-9.444114736344188729e-03,-1.551183068649128194e-01,2.261029736828742642e+00
5.585927683979118735e-02,-6.862262467098387275e-02,2.522325664607102613e+00
8.202493471346321285e-02,-1.080830797835997670e-01,2.793424890684203632e+00
-1.384521046616440654e-01,-1.400085204855430476e-01,3.282567157540566605e+00
-1.018117235174038904e-01,5.925437000102105195e-02,3.688207044724529204e+00
4.648475139040161852e-02,4.024724767820148097e-03,3.766694990580672364e+00
1.326822918444874322e-01,-1.065811262983023741e-02,4.172643473098061939e+00
-1.255229665546893358e-01,2.379300163822157047e-02,4.363107833934146029e+00
2.285750872213835119e-02,8.550949522230594235e-02,4.597872282370230934e+00
9.075607969465271374e-02,-3.210900624364487060e-02,4.881521834652580161e+00
1.617947222295282872e-01,1.563755816607925730e-01,5.477636167534497780e+00
-1.083481386192358953e-01,-6.635149810878165910e-02,5.597466236483679580e+00
-4.827675377657119488e-02,7.967028915753371354e-02,5.749730255975993742e+00
-1.095252292772140867e-01,-2.123098711183733500e-01,5.950990942642453874e+00
-1.338888366193619235e-02,1.454624603566197771e-01,6.275702052120542440e+00
-2.808902381299342998e-01,-4.465512426854952727e-02,6.731272941051105185e+00
-2.013522889588433840e-01,-4.803541416175357431e-02,6.900959461087299296e+00
-3.713710673060705708e-02,-6.741682144518962305e-02,7.151969212751134286e+00
-7.415503832822435692e-02,3.211478577623430586e-01,7.427964748016192331e+00
-4.438130663483140503e-02,-4.427851047513130245e-02,7.802310815103524533e+00
-1.024333174089697568e-01,9.123719431195234653e-02,8.196354042598446910e+00
2.066230282707231525e-01,-1.580762427612009968e-01,8.206761057927122849e+00
4.484963786437336231e-02,-1.277416330253585697e-01,8.506807648769649788e+00
6.688866379243760263e-02,-1.009191850123803830e-01,8.942502062763871606e+00
1.046482245962458424e-01,-1.191311554646414389e-01,9.115967537895540929e+00
6.180818595623863848e-03,-5.899895276699587687e-02,9.371659188312980504e+00
-3.639485991365257883e-02,1.466188837006844881e-01,9.501472744127898551e+00
-9.299439742448704915e-02,-1.966587764562991447e-01,1.007286346242881159e+01
-8.617329098682181832e-02,-1.824418223327515798e-01,1.002909020242669769e+01
3.645880617389146705e-02,4.351490313722331492e-03,1.036658572560509661e+01
5.219316347301414943e-02,-1.873657473156238595e-01,1.087304182726337842e+01
-7.785374439363931809e-02,6.336390103271945240e-02,1.122259223488749136e+01
-5.084917816797138862e-02,7.857520599010489604e-02,1.150057185922569936e+01
9.063516375981198192e-02,9.031952136710878765e-02,1.167566133345354196e+01
-4.403492873379411671e-02,-5.604052921695473755e-02,1.190918187226717606e+01
-1.422092402901436181e-01,-8.705311351913333842e-03,1.245199162448011521e+01
2.114136411269482152e-01,1.332560801905676440e-01,1.243825213171104060e+01
-5.021440627720010624e-02,-7.539597558536982602e-02,1.294047348884777371e+01
-2.869675219992068316e-02,1.374024603552412571e-01,1.313615293045761234e+01
-3.055052914923144652e-02,-2.418071457079580891e-02,1.341884473228711627e+01
-1.384946114456197530e-01,-2.507942431366382285e-01,1.380156432025892599e+01
1.487108447116538279e-01,5.740153489739129034e-02,1.419427397616544795e+01
-1.454360760741452430e-01,-3.508420160340051941e-02,1.422609971526891925e+01
-8.495711505604040814e-02,-8.654519535443869205e-02,1.468606951017452289e+01
1.188138979432274839e-01,6.433349605296653784e-02,1.485750116953155064e+01
7.586659619871151394e-02,5.922469539468615263e-03,1.508013383709355892e+01
9.228755133771004981e-02,2.104903735605915815e-01,1.539938905774927491e+01
4.851929307602315805e-02,-1.149702866267008489e-01,1.560024346605955614e+01
1.088438685154237279e-01,-2.262340387439080169e-01,1.598753300715522130e+01
1.959376803371470077e-01,2.978367381599694372e-02,1.626639631605476310e+01
1.036580735143741022e-01,1.856063075214014757e-01,1.667447563863781923e+01
-1.981618944885033679e-02,-2.861079981770314751e-01,1.692125219410846171e+01
1.106942921767927746e-01,-7.036192003322033761e-02,1.732197707259923902e+01
-7.779405448659594546e-02,6.253775145838383343e-02,1.746213031577239150e+01
-1.486840474222740627e-01,-1.302544825509874549e-01,1.756088643649817982e+01
5.883769702287548753e-02,9.033382981672642698e-02,1.795673929138374447e+01
2.023817997146873660e-01,6.481182354844887417e-02,1.809267996545239043e+01
-1.188570411091821738e-01,7.053954098354230096e-02,1.876469128025327038e+01
-3.853373165225815883e-02,-2.270879932339514573e-01,1.896476306460226269e+01
-1.662848720739707464e-01,8.013465422596134646e-02,1.923187715210003290e+01
-1.367344453233909907e-01,6.647079646078196680e-02,1.962670318332376951e+01
1.272739354815091706e-01,-3.281072883718229999e-02,2.005699684039821662e+01
1.524501094752497010e-01,7.186858586349258171e-02,2.000092064417245652e+01
9.412151216590550207e-02,4.653804501100144292e-02,2.025256119266475707e+01
-7.291812912188104512e-02,-2.552462146388715380e-01,2.062027495641367381e+01
-5.099491385430811319e-02,1.043941670430175439e-01,2.088727192388103049e+01
-4.293926897184071473e-02,-1.258018676606133812e-01,2.148385939299569003e+01
3.402338177278684678e-02,2.386552240135000336e-01,2.149037190436573042e+01
1.544855567919206467e-02,4.409988714678444999e-02,2.169508329958472004e+01
8.932323633080962999e-02,-1.977386011257148413e-01,2.200594753615215993e+01
-2.394887877851112692e-02,-3.169370839816190721e-01,2.218829767397762964e+01
7.525984383549035733e-03,-8.975438828089286891e-03,2.236901636975445840e+01
2.264840543852785215e-01,-5.706354366457246780e-02,2.300770456817383192e+01
-2.662629361023126362e-02,7.089362768300860873e-02,2.339462491149488699e+01
1.096522399749613047e-01,1.646067783816610938e-02,2.361054325610971816e+01
7.379300341801361962e-02,-1.679445946636571596e-01,2.377173346370639706e+01
6.332381576510491897e-03,1.509503922561436784e-01,2.418392680557597529e+01
6.072762081994600297e-02,8.778969293435667787e-02,2.434894934487338602e+01
1.369819832894163536e-01,2.371163781003095550e-01,2.437398837699448961e+01
-1.165999615307739129e-01,2.706899622773185216e-02,2.489967765944976463e+01
-2.916702681557774984e-02,-2.654828456141971604e-01,2.529695120572367983e+01
7.364207197366491597e-02,3.669238710188217623e-02,2.560585879769562823e+01
-6.790330022886660599e-02,2.422783781581364926e-01,2.551098706510775216e+01
-1.286897753690152135e-01,4.795891553654852563e-02,2.593494027308093308e+01
-1.799196473006526575e-01,-1.634231669272543930e-01,2.638561465695017816e+01
1.122621602391719355e-02,-8.428072490645426018e-02,2.654261819616509044e+01
1.225844544076179904e-01,-5.858879976265141815e-02,2.691703986514658453e+01
1.001315520372489526e-01,-1.183502799432661033e-02,2.729615271506817464e+01
2.069015537584587838e-01,-8.791656945625642150e-02,2.733498307398840055e+01
4.302909364363443658e-03,-3.367754702523666557e-03,2.773401363161676869e+01
-1.896292677324947981e-02,-7.004474767731008744e-02,2.815681351646578534e+01
1.694454649446434924e-01,1.501587080608759173e-01,2.834304886627202080e+01
1.533038607084082905e-01,-1.572933031487135647e-01,2.853439342625887321e+01
5.995188324981441663e-02,-2.011383613728698339e-02,2.890798801585981437e+01
-5.720856210393852198e-02,-2.346565799614586945e-01,2.923136327348470331e+01
-1.963196400646475270e-01,-1.712349240556724772e-01,2.926437049242411348e+01
2.051581641297123004e-01,-7.159445508991496912e-03,2.975352885320875629e+01
-3.561341238126647379e-02,-7.072204690406824756e-02,3.000017047101821888e+01
-3.702854060631876471e-02,-2.775107477731886610e-02,3.030736238463108023e+01
-9.918258580726115048e-02,-9.837235544125928766e-02,3.061254972767623883e+01
3.937811335292587533e-02,2.507475631199160629e-02,3.118672127571846175e+01
2.596890477812838216e-01,2.089361198712563206e-01,3.142409383206138074e+01
5.932822938963661086e-02,1.820677657795183868e-01,3.153129353836950344e+01
-1.166166083265548076e-01,-1.577497556159859204e-01,3.160110458975469072e+01
1.980706528812229417e-01,2.640345312073353809e-02,3.205913361238146564e+01
-2.353417926621011874e-02,2.271781092944975544e-01,3.222583825114211464e+01
4.055493476210429021e-02,-1.296695894537692739e-01,3.254879021426150132e+01
-9.712209167409664723e-02,-7.828352383345041354e-02,3.306577724533202201e+01
1.983191216780902932e-01,1.351393393699566181e-01,3.348588120956235059e+01
-1.161740820930488027e-01,9.997083015912522352e-02,3.339390244688241438e+01
5.164777852882462134e-02,-6.477471262947238906e-02,3.339960021358488973e+01
-2.797093276092008085e-02,-4.033161887952327329e-02,3.377801515938031685e+01
-5.413276411055339965e-02,-4.643967191780248860e-02,3.375998308147654825e+01
2.274593508163489375e-01,-3.104275668806801697e-02,3.400730631984396268e+01
-4.293337326611827362e-03,8.981624927664431934e-02,3.383797057869014679e+01
-2.186470074415223716e-02,5.989192398079457025e-02,3.401757443360849464e+01
-8.540751059187269567e-02,-2.134662769478805899e-01,3.393805528679195049e+01
-1.739266717177283261e-01,-1.823033401106347318e-01,3.393235837306760772e+01
-1.160510799622820333e-01,-1.584156748174712637e-01,3.390230828336798652e+01
2.265066139970254300e-01,-6.696887474997001433e-02,3.385686888182638654e+01
4.739610573394332366e-02,-5.360490034902808121e-02,3.396990753414392827e+01
3.126313573967926668e-02,1.439331224440554800e-02,3.395381995412643050e+01
2.204690686197290431e-02,-1.188592733802722352e-02,3.369827489974068158e+01
1.258717863781825541e-01,1.543782103368476488e-01,3.373468354736354513e+01
1.779680608030434485e-02,-3.169386257647967969e-02,3.351685784666206303e+01
-1.369421296921412290e-01,2.270266960608666520e-02,3.331443353901448745e+01
6.954372890834136824e-03,1.577627816343070977e-01,3.301449974952018351e+01
-8.745855342227533413e-02,6.214968525229882385e-02,3.340393330295994900e+01
-2.713297363269293050e-01,-1.232503880259610135e-01,3.316755884752331696e+01
-1.253217289039392779e-01,2.303975262217235979e-03,3.313911845401921141e+01
1.351830987566662312e-01,1.011785895930847378e-03,3.289483043383673788e+01
-7.592279016530276668e-03,-7.246226622387372251e-02,3.284313424661361580e+01
-6.092406460433673690e-03,-1.049873824507133596e-01,3.253542712505229417e+01
-2.347398590176089095e-02,1.625423489297057600e-01,3.221245421436282896e+01
-1.356989155403136582e-01,-1.543109920671850988e-01,3.253124148996206344e+01
-3.782621874042967069e-02,-3.223598871057164472e-01,3.223767709400868853e+01
-1.087631648449691874e-01,-7.048350815509853151e-02,3.224382655711290369e+01
-6.942323365787810008e-02,9.901162636627262870e-02,3.175232394926316104e+01
1.828767895257825751e-02,4.318450483441579890e-02,3.182955392413647644e+01
7.414064586410057389e-02,-1.545553876400298232e-01,3.156303692167841035e+01
7.847601044011191795e-02,-1.132654680101666117e-01,3.151123341958539825e+01
-1.345238118965384200e-01,-3.518976707290260436e-02,3.127180991176215485e+01
-3.151901412506269429e-02,4.156544875350487271e-03,3.111374383151333589e+01
2.470374531814377717e-01,-6.317151629789807821e-02,3.115821321610706107e+01
-5.969029038522929292e-02,1.080552859973583912e-02,3.087981362267444752e+01
-1.275945247540579974e-01,1.441948332647812782e-02,3.049914925718693937e+01
1.639234157318412155e-01,7.033038519383871985e-04,3.068696382589777016e+01
4.523578603769097539e-02,1.839995477256548689e-02,3.051575911853864653e+01
3.177179828215474788e-02,1.001632612003788142e-01,3.001022162466398058e+01
2.154099970522493912e-01,1.816864342526009479e-01,3.019549143503978073e+01
1.206209438430582426e-01,-1.621998347858978340e-01,3.003932858410822959e+01
6.881718049750407129e-02,-8.643835034813003582e-02,2.973213465743703665e+01
-7.986706073794130889e-02,-1.177804548686096908e-01,2.982083685408651874e+01
2.677328343001516078e-02,-1.251291108793085027e-01,2.944457142221712331e+01
-1.953538981302658517e-01,5.644619261244974290e-02,2.945661056183698534e+01
-1.493613401728765833e-01,-8.150188086365860174e-02,2.913641236605115026e+01
-2.823321532927127592e-02,2.415989793760622006e-01,2.886888170990440017e+01
-1.209402787101627151e-02,8.177910107249689855e-04,2.889191544884043594e+01
-1.014184842003888753e-01,4.698743531136395646e-02,2.870455912526081832e+01
-9.064729683748513206e-03,-2.821787631059297780e-02,2.859592736999877971e+01
1.246948513080781834e-01,1.960446851708437799e-01,2.850568708192021106e+01
-1.612293019606616806e-01,1.115987504953842024e-01,2.827921867013898449e+01
1.157246449111902636e-01,5.638188496116040838e-02,2.818244665833294604e+01
1.454881805193727548e-02,8.091849302553358325e-02,2.811288315683368566e+01
-2.068170650295464083e-02,6.402784948636676410e-02,2.781766606483059334e+01
8.809437708624204277e-03,4.613093393172591761e-02,2.769465035825803056e+01
2.433608107539362020e-01,1.015789703710153341e-01,2.769303895900056389e+01
2.477857238229345949e-02,-1.586637353534638140e-01,2.738990088609701345e+01
1.464618083374003565e-01,1.659866748271223158e-01,2.730443028598566002e+01
1.854329029320337663e-01,-3.638526364816053321e-02,2.706604513559800651e+01
9.035961770652833902e-02,-5.749698423777691025e-03,2.694476996665094148e+01
3.853715912992259490e-02,-1.787750040959638353e-01,2.672838718283598070e+01
-7.236453443011148234e-02,-6.960514852149833620e-02,2.683281005083612314e+01
-8.043708234661871292e-02,-1.400304798292583142e-01,2.669797868183595213e+01
-3.494004830525911931e-01,-1.600060262948546988e-02,2.626402936621455808e+01
-9.020207781466449415e-02,-3.415755821653522484e-02,2.637694768076133656e+01
-2.253245748448564900e-01,1.211643156743163058e-01,2.633024435521397422e+01
-3.832629987915281422e-02,-2.868635328257827105e-02,2.601181125159223839e+01
-6.207307171132741413e-02,-1.191459990041928013e-01,2.584679070191486616e+01
1.794773161632113451e-02,2.162750356080294922e-01,2.586746902546485671e+01
-9.902290563828153314e-02,-7.930971149069941661e-02,2.551961778378628409e+01
-3.385770338776881300e-02,1.458757807331488021e-01,2.556786347093829903e+01
-6.899079189846780980e-02,-1.659905219806138699e-01,2.537682040606930656e+01
5.954697391272596903e-03,-2.109824523780070779e-02,2.524727538209569033e+01
-2.247213271107174060e-01,8.713092332770745740e-02,2.504074123288798859e+01
-9.023159198004940262e-02,4.176159403423498201e-02,2.506162355960742261e+01
-1.136211928419376960e-02,2.212235390601125229e-01,2.497975337152788455e+01
-3.762036306153630771e-02,6.530295757624832859e-03,2.459410364501040291e+01
1.496952804030615147e-01,7.477266057224921103e-02,2.471817315566506323e+01
-4.138766546994915307e-02,4.425707155671655679e-02,2.432638248673819703e+01
-1.553252372083318428e-02,-3.344069127394323770e-02,2.452122971256673623e+01
-7.720947937000909034e-02,-2.315159837750924154e-02,2.428866175390411897e+01
-2.027969128548529898e-01,-1.260970274073223152e-01,2.412558206936982685e+01
4.556301534455120539e-02,2.106175903020936491e-01,2.392750037250868189e+01
1.534456034904883165e-02,-9.202190354947256679e-02,2.375237316794094511e+01
-6.504664971930214368e-02,2.906216452351069110e-02,2.369546266093990283e+01
-1.302997991619617157e-01,2.155537080551916118e-01,2.355757835579097303e+01
4.546937387597514008e-02,-2.450016252144043005e-01,2.345650005687340922e+01
-1.014716318702721387e-01,-1.286263444664225430e-01,2.333643012195400246e+01
4.926180002188983859e-03,-9.141020686522441244e-04,2.309321343817835270e+01
-2.318439749126343253e-03,-1.697973977537694246e-01,2.303741803868970095e+01
-1.042699756119356974e-01,-7.410233529069179537e-02,2.299109733676752754e+01
-7.937118998175020368e-02,-3.339429518520464074e-02,2.279486350475792378e+01
2.462354707949104132e-02,-2.548457936296049525e-02,2.269145960963414410e+01
8.483957398103725289e-02,-1.070663273011791677e-01,2.258407365058566185e+01
4.912500954594959529e-02,-6.684417323565747769e-03,2.244708202067143432e+01
-7.872868364318870091e-03,6.981715201636187751e-02,2.210150572819856407e+01
1.035965329996893919e-01,-9.159506116721999325e-02,2.222097686760472612e+01
4.015879384437828076e-02,-1.039606738416058718e-01,2.214583805901964553e+01
1.099135693088091996e-02,6.362072233418590746e-03,2.211230006036103646e+01
-2.072135142259833029e-01,7.914115588710177174e-02,2.189118376708580627e+01
2.624604581054353347e-01,-9.958154269022498339e-02,2.154773013342637356e+01
2.150507012815112418e-01,3.006417147675092827e-01,2.151730175765033692e+01
-1.658236263897593377e-01,3.007591242954442690e-01,2.154854097094164800e+01
-1.931895185745882981e-01,-1.597083461610946109e-01,2.145642550389517211e+01
4.622837873264713793e-02,-1.136654262573057184e-01,2.119798027015077579e+01
1.946003917872952127e-01,-1.246626642316743250e-01,2.121561057301173392e+01
-8.650340344076782109e-03,1.318881341245238710e-02,2.092682133234522013e+01
6.097619476009392969e-02,-1.103688905071345538e-01,2.099052981301520404e+01
1.164269551168768159e-02,4.449521518004721093e-02,2.089016580326994799e+01
2.644034062281069158e-02,5.624625577044241320e-02,2.063602177304051111e+01
2.750947598227534638e-02,-1.704251175922948461e-02,2.081772575313192419e+01
-1.098427546607906868e-01,2.290017773249729965e-03,2.049257713217927090e+01
-8.807248986831826831e-02,-1.063904863552110752e-01,2.014930783733626285e+01
-2.526621583611327396e-02,-7.117014826079798295e-02,2.036680201246041477e+01
2.004436756185111815e-02,2.891073280963983860e-01,2.010162647857842799e+01
-1.744569070918398357e-01,1.191500019987244419e-01,2.012957967477817434e+01
1.562960010514399117e-02,1.189445083707870859e-01,1.983400317846339433e+01
7.300528002043606135e-02,1.520378679757851403e-01,1.992640026967006861e+01
1.847593249213443306e-03,-7.014754160338963762e-02,1.969100044332391519e+01
