mag_x (uT),mag_y (uT),mag_z (uT)
-3.256659185420174651e+01,3.503958321411786425e+00,3.775497128399769053e+01
-3.262965248406582219e+01,3.416808652932747048e+00,3.793409146377784680e+01
-3.254164979489448939e+01,3.503547834650600379e+00,3.768180775946584049e+01
-3.241238289218081547e+01,3.485004498574597154e+00,3.755049036730591894e+01
-3.258116386962253586e+01,3.621834200293832406e+00,3.765807103542351086e+01
-3.253654961645423782e+01,3.503823517519266684e+00,3.784288160721420269e+01
-3.245771787732734026e+01,3.514003455716403934e+00,3.765956019764133345e+01
-3.267871229340784112e+01,3.560448029054907870e+00,3.749401089203409043e+01
-3.249283876954510220e+01,3.514086531344105868e+00,3.770896628885078172e+01
-3.257768140331443618e+01,3.395160858301230267e+00,3.775554474647790215e+01
-3.248162932057235253e+01,3.458157361122357276e+00,3.764550340248780458e+01
-3.271898414069472238e+01,3.472977179676408177e+00,3.773584661952350672e+01
-3.255079077034017132e+01,3.551325472450800991e+00,3.786709793593919926e+01
-3.274722830395057827e+01,3.459042930286202022e+00,3.753095015906933440e+01
-3.244143015098316596e+01,3.382897011660117137e+00,3.765011676213894276e+01
-3.259023099634418941e+01,3.628737063957506503e+00,3.772404890201496386e+01
-3.259877162892796321e+01,3.639186499265544050e+00,3.761388083004309379e+01
-3.257351294215879278e+01,3.533273907464952845e+00,3.772819588182744610e+01
-3.251240059623305001e+01,3.525041203747854901e+00,3.761397718826746228e+01
-3.251058781541718901e+01,3.434461758572488588e+00,3.766070356659575680e+01
-3.268245329695591295e+01,3.534371136888346143e+00,3.769358175557800905e+01
-3.266565272744128379e+01,3.624977758395972138e+00,3.782498235936154884e+01
-3.234100841147265726e+01,3.480616728979982089e+00,3.780527129250205576e+01
-3.251735008971703422e+01,3.661240729657252668e+00,3.765979367461194727e+01
-3.258120622415979994e+01,3.372174134801590561e+00,3.781058520424380731e+01
-3.249090349026931079e+01,3.483184167174596890e+00,3.765082491333964754e+01
-3.236432005666256373e+01,3.664786095712231351e+00,3.762140345256930374e+01
-3.229745251549583429e+01,3.470632773523516068e+00,3.777749885843795141e+01
-3.259157082239297409e+01,3.521324826102447236e+00,3.754104237917054832e+01
-3.247085420940902623e+01,3.529730333747425508e+00,3.775406365453275015e+01
-3.239260836157882295e+01,3.582497996431627474e+00,3.756897363092049602e+01
-3.261339921117088636e+01,3.425163792697128340e+00,3.779592191220703512e+01
-3.247721932586155447e+01,3.384202979972658287e+00,3.788700030208634928e+01
-3.242267706902286761e+01,3.450891692340285033e+00,3.786957865788019717e+01
-3.261748422417998938e+01,3.478554597912684176e+00,3.760897346618369852e+01
-3.269572117941499556e+01,3.390818959004159083e+00,3.789195352911916359e+01
-3.257079945156448275e+01,3.413816663455452982e+00,3.766893217810848427e+01
-3.234680023240629509e+01,3.548575014079568657e+00,3.752677191201807716e+01
-3.276009039652109323e+01,3.436235900217187833e+00,3.778225168168535220e+01
-3.245419247826427522e+01,3.556112108406396910e+00,3.773569369017352670e+01
-3.238187484084019019e+01,3.529970793909960047e+00,3.753356738516353630e+01
-3.257459008150136981e+01,3.648371982274114078e+00,3.766589751016951482e+01
-3.259696454006775923e+01,3.483272221362454513e+00,3.773978411934393762e+01
-3.254054467966541608e+01,3.569394959456624772e+00,3.763163262188800218e+01
-3.250440439269070936e+01,3.441153083977348537e+00,3.776142993650906732e+01
-3.253703539493225350e+01,3.545810791701240028e+00,3.775421005981439038e+01
-3.246935972442134499e+01,3.478916202457338791e+00,3.770547747766471502e+01
-3.276601644707712069e+01,3.640263173628711435e+00,3.766566754832459907e+01
-3.254952461552271359e+01,3.544350175833937744e+00,3.776082572607311505e+01
-3.255040263723887506e+01,3.620425382363133604e+00,3.771196046636806187e+01
-3.261507942538484883e+01,3.571171685961777253e+00,3.768225097029147719e+01
-3.267914943396979055e+01,3.353075004599932463e+00,3.762677455599752818e+01
-3.241942588880452547e+01,3.646871155046313984e+00,3.768219010352959231e+01
-3.249691758287722365e+01,3.656887156448334508e+00,3.759001100379662574e+01
-3.249625776604818839e+01,3.589413582246846257e+00,3.766465441420086790e+01
-3.258790012220316612e+01,3.513876028302338916e+00,3.773821844525105718e+01
-3.266811327682452060e+01,3.632197190099493156e+00,3.759162476398515196e+01
-3.256317553686839261e+01,3.401256495971353377e+00,3.770337338992638365e+01
-3.257927578917514921e+01,3.327221699111132303e+00,3.787414831086027789e+01
-3.265093258747575788e+01,3.550588356606942941e+00,3.756220657233736659e+01
-3.232864615351676463e+01,3.469309332662038337e+00,3.761461913141577895e+01
-3.244773464077579916e+01,3.527998639528269642e+00,3.756233865826792595e+01
-3.259114252950238466e+01,3.581816107118980685e+00,3.767721832542726901e+01
-3.240560207803264348e+01,3.561575357372409822e+00,3.762669165319863396e+01
-3.260330505107580734e+01,3.368926224301290961e+00,3.767929543253928415e+01
-3.261652848106344749e+01,3.609715402285845531e+00,3.764078957291529548e+01
-3.243128789808092449e+01,3.556882064618001493e+00,3.778992012113173615e+01
-3.262850087217149309e+01,3.699150330193399672e+00,3.784804458407336369e+01
-3.246476832357765829e+01,3.638126599773450653e+00,3.772457719228791717e+01
-3.249746771514561061e+01,3.417788189510328589e+00,3.759371119335385458e+01
-3.250876905852114618e+01,3.454206707115847763e+00,3.760462846235560619e+01
-3.276151837396000133e+01,3.599385125844916100e+00,3.770512101891549150e+01
-3.263695141763366081e+01,3.412085677469085088e+00,3.775928093488144555e+01
-3.243625394510031157e+01,3.577661761760400072e+00,3.771518552836067073e+01
-3.261638142102649596e+01,3.605095969997103467e+00,3.773849995191591233e+01
-3.282413856902078919e+01,3.670131295722884435e+00,3.765894490211302070e+01
-3.261463312072872611e+01,3.491142049201641395e+00,3.761803453415373610e+01
-3.229169221268512757e+01,3.612880405202699485e+00,3.751638634417264484e+01
-3.252344922369454139e+01,3.569479560565808729e+00,3.749909305060688780e+01
-3.271289836179879273e+01,3.586222791508368868e+00,3.769386669014293290e+01
-3.231817814273264844e+01,3.656036029852860469e+00,3.773505168874661564e+01
-3.252700546476926036e+01,3.655333138756964750e+00,3.754233557096188179e+01
-3.262636132671476474e+01,3.646765741220414192e+00,3.763678242345827840e+01
-3.250728800069453683e+01,3.565285869107607031e+00,3.785454108073388824e+01
-3.260889746710195425e+01,3.522414282509066741e+00,3.772726825683739804e+01
-3.242813940773321235e+01,3.564240805539994561e+00,3.782402612495398841e+01
-3.255307065719579640e+01,3.525258142002357431e+00,3.768246085434170567e+01
-3.252128538282123316e+01,3.615512890648278077e+00,3.759139581972736721e+01
-3.251090211349529824e+01,3.640418533880735108e+00,3.752515732797865411e+01
-3.267230863092019888e+01,3.644628089594649456e+00,3.771336596953059228e+01
-3.228027905827605082e+01,3.735325896027766657e+00,3.757656902586765568e+01
-3.257312164126862797e+01,3.425629321745315536e+00,3.770063244308187222e+01
-3.255495875109575366e+01,3.415741448751931308e+00,3.767596605101580565e+01
-3.291559282369820494e+01,3.496533094946263631e+00,3.764613994219555337e+01
-3.260016729627229637e+01,3.627303674913327836e+00,3.748390669118376906e+01
-3.248149782875672287e+01,3.746275185934226037e+00,3.769429686084122721e+01
-3.252470150277880379e+01,3.605337188223920464e+00,3.791675582427880187e+01
-3.243640497220236796e+01,3.548853770758200188e+00,3.764080044952088855e+01
-3.244458066284539655e+01,3.510558324586896539e+00,3.768526615969993543e+01
-3.248475201127405398e+01,3.478973690248162498e+00,3.759453607536664776e+01
-3.251419162530272899e+01,3.553572760919995854e+00,3.772799972887092679e+01
-3.262321848560073079e+01,3.670156991389039725e+00,3.766933158737015930e+01
-3.246358667468079773e+01,3.681545512877190340e+00,3.768152307200429618e+01
-3.274717698024413437e+01,3.710276260017894234e+00,3.733403298745604815e+01
-3.241641518853396775e+01,3.559594530854621741e+00,3.767166732562057518e+01
-3.245711312553325456e+01,3.620518410717433522e+00,3.757381024787283508e+01
-3.245086043928155561e+01,3.514057163032120901e+00,3.768769748971120492e+01
-3.249273231880572155e+01,3.740134478253792860e+00,3.771211564172565289e+01
-3.263244941331936388e+01,3.521616381319836453e+00,3.754771856793922780e+01
-3.247727297825639425e+01,3.437810426572085021e+00,3.765338815264991013e+01
-3.247713627220385746e+01,3.666234479739748586e+00,3.781967476107745796e+01
-3.257256101392074754e+01,3.600098175997480165e+00,3.767915405614142799e+01
-3.254561720627519605e+01,3.559018685445288543e+00,3.768662584978071806e+01
-3.259747552236151336e+01,3.629168330234295414e+00,3.771025675681412537e+01
-3.228439452864354564e+01,3.613968585530976441e+00,3.762880728201507452e+01
-3.264662411828312827e+01,3.710072011530814340e+00,3.781421272557474822e+01
-3.253064232761511221e+01,3.409470733871426962e+00,3.774444857170580292e+01
-3.249173476820733697e+01,3.631167867569092600e+00,3.753604026388764225e+01
-3.247170753529159271e+01,3.704753411929202933e+00,3.770704937954938174e+01
-3.236573402406256861e+01,3.559180728556234907e+00,3.752492816666309494e+01
-3.241943674739153636e+01,3.626630928080839311e+00,3.757564993744357906e+01
-3.257381782044766538e+01,3.478966683165432006e+00,3.776712019592103786e+01
-3.251891389786514708e+01,3.443777596634291616e+00,3.776366617548855942e+01
-3.274158240415920318e+01,3.529819174711707586e+00,3.728214334662449403e+01
-3.228824114438276638e+01,3.496974534282370595e+00,3.773233698829258032e+01
-3.254314127944383728e+01,3.541953109970537472e+00,3.740868042500871837e+01
-3.245381037839767657e+01,3.476713417703710896e+00,3.772755252104787616e+01
-3.237759807181001293e+01,3.588964969969351770e+00,3.776084328829256265e+01
-3.236178800847347503e+01,3.698113255975747027e+00,3.766285233453616854e+01
-3.263416098078540273e+01,3.533706115740439913e+00,3.772916044500357202e+01
-3.267660382974207067e+01,3.663870121418539849e+00,3.767254396921854465e+01
-3.264429719522167517e+01,3.450316524715446143e+00,3.783627299331279659e+01
-3.252599372944331435e+01,3.735421072220184158e+00,3.784070636487217598e+01
-3.255410343681937491e+01,3.451185091092867641e+00,3.770126427694805216e+01
-3.257549129585780179e+01,3.565007926499279112e+00,3.762756084645388910e+01
-3.241030259763562071e+01,3.533933376903677370e+00,3.764904054669184319e+01
-3.260814862019410754e+01,3.481366815515764657e+00,3.772143821957212140e+01
-3.253195694104462632e+01,3.512064102908228236e+00,3.764858903270803836e+01
-3.262923930658398319e+01,3.571776698813263984e+00,3.764456083209405080e+01
-3.256565256294420863e+01,3.625715590471622729e+00,3.763615089034388461e+01
-3.248091631202171214e+01,3.429332027866677013e+00,3.748398291046338215e+01
-3.248894849574534049e+01,3.427339657701984343e+00,3.771628640162307278e+01
-3.257836164350397468e+01,3.549028903438752547e+00,3.752636629239309229e+01
-3.261074261836729704e+01,3.601799912321630437e+00,3.775951306276932939e+01
-3.241836924107072093e+01,3.600780530364492638e+00,3.747230536650607036e+01
-3.237581762779846883e+01,3.633948573487176148e+00,3.760708407024045385e+01
-3.242245096474491817e+01,3.459724789438470172e+00,3.775072259273348152e+01
-3.241052400417309798e+01,3.527950985530145633e+00,3.754871941285300352e+01
-3.240746193680987375e+01,3.566800323645927140e+00,3.776510583850293301e+01
-3.233130223374414669e+01,3.512946423715006539e+00,3.772649671997751142e+01
-3.253810053227014265e+01,3.455197124750588600e+00,3.764489139346181190e+01
-3.268272144526198275e+01,3.668755322853001655e+00,3.765406146035059720e+01
-3.268989382436204494e+01,3.534442243994542654e+00,3.757509083374733905e+01
-3.253041120618167525e+01,3.326884505840133066e+00,3.778794795160530384e+01
-3.266862589920581428e+01,3.438797106102603696e+00,3.761730991826667037e+01
-3.258185310585783867e+01,3.830108905061435642e+00,3.779614911169614544e+01
-3.256412437942697835e+01,3.575259230776033803e+00,3.775015810672510241e+01
-3.241922184019776410e+01,3.648183398187987425e+00,3.774015418190422366e+01
-3.261721367905099811e+01,3.552252015482654013e+00,3.774795583582045566e+01
-3.243402152642125458e+01,3.317551373621494548e+00,3.761920475302840572e+01
-3.243898768602051064e+01,3.636442806127514249e+00,3.757411759043787924e+01
-3.253261586413933770e+01,3.534365733546569022e+00,3.760293494609786791e+01
-3.262980362342748464e+01,3.578249354089469758e+00,3.756092921200695400e+01
-3.232661630548205522e+01,3.663578332555871064e+00,3.760926803010453767e+01
-3.256083395563828731e+01,3.345736558180750997e+00,3.776577149620441531e+01
-3.251581768800241434e+01,3.481331433166903633e+00,3.772606486180537644e+01
-3.243511987448104605e+01,3.677638835822452101e+00,3.767722691305981897e+01
-3.246072006688157785e+01,3.619731130118136075e+00,3.757398784826339266e+01
-3.263685470561400592e+01,3.549261834377516855e+00,3.777671598319107460e+01
-3.242868344415352055e+01,3.406828859027342116e+00,3.784306387475889721e+01
-3.256397206104095687e+01,3.595683005089321149e+00,3.777279371796191754e+01
-3.255499665964746470e+01,3.541220862894325805e+00,3.774674612865328527e+01
-3.254335796237720047e+01,3.567067281624718422e+00,3.769636942934106116e+01
-3.269360857974922396e+01,3.650573679453206211e+00,3.756850171674788896e+01
-3.254296190796891608e+01,3.445570873426253566e+00,3.755921681638552201e+01
-3.244147453795697800e+01,3.547494727493289535e+00,3.753424835431656703e+01
-3.285863430096409843e+01,3.631390921304346708e+00,3.782138998667031160e+01
-3.244541388660213954e+01,3.732224616725166477e+00,3.757638260521103035e+01
-3.245809659976405470e+01,3.473320166086752980e+00,3.753176418506317447e+01
-3.257054152410932346e+01,3.532896613294036481e+00,3.754261961905856282e+01
-3.252277767995454383e+01,3.479537531631538894e+00,3.754087930641044579e+01
-3.272196519333191134e+01,3.481915736396193228e+00,3.765949452110811535e+01
-3.261216967945269829e+01,3.476963096071032489e+00,3.774418552826497120e+01
-3.258555983703189440e+01,3.546793882219211103e+00,3.756998384429258664e+01
-3.259971634239902727e+01,3.428955406004704720e+00,3.773687179768261046e+01
-3.242647639951653815e+01,3.529563174115075253e+00,3.769168429438733625e+01
-3.250781301379542043e+01,3.483466210694634135e+00,3.778343247567106289e+01
-3.256831291796721928e+01,3.634364311595150276e+00,3.760929424406322141e+01
-3.266988126506319645e+01,3.679872190034595647e+00,3.765776129949215800e+01
-3.233127324227044852e+01,3.577727780906908350e+00,3.760137666817740865e+01
-3.245496808447013848e+01,3.449898991105858848e+00,3.758224776859589156e+01
-3.268618025193595145e+01,3.478826161567506681e+00,3.770106922078460343e+01
-3.254417057778132971e+01,3.551425150295245192e+00,3.775766411005333367e+01
-3.264777262923566781e+01,3.469211806902645634e+00,3.783116285183930216e+01
-3.257145234986511184e+01,3.633067459169369240e+00,3.785648211767686178e+01
-3.249484644829746571e+01,3.624112078655760794e+00,3.755371555575803910e+01
-3.260865418197506216e+01,3.564259562664076952e+00,3.751245282502689093e+01
-3.257393839997130414e+01,3.648114302568360667e+00,3.777270185379984468e+01
-3.256232487777403151e+01,3.498610259282166179e+00,3.761420531633346087e+01
-3.251193439083084513e+01,3.438972912645564151e+00,3.770843525295429544e+01
-3.254878417741862506e+01,3.562768737826918386e+00,3.765883833400800995e+01
-3.281618804612136131e+01,3.525729009893662447e+00,3.768399019198850652e+01
-3.251803442502194486e+01,3.490737252311645555e+00,3.765014148958881179e+01
-3.272334743481633268e+01,3.477787803696502422e+00,3.775730959163673361e+01
-3.258839333164008423e+01,3.669149476819465239e+00,3.779527840202155176e+01
-3.232106769381022104e+01,3.575362907331947060e+00,3.760377434733118207e+01
-3.251538433536016726e+01,3.507205655369770358e+00,3.760973995097908329e+01
-3.252586439743743796e+01,3.464264466003184051e+00,3.771677565034593727e+01
-3.282341717535374670e+01,3.583145820255032810e+00,3.775505749714862702e+01
-3.255532451123812621e+01,3.560406490326574858e+00,3.763132009290919200e+01
-3.244394773710910584e+01,3.673710386354875457e+00,3.765844031519571189e+01
-3.246810090770440382e+01,3.544483409634356263e+00,3.744580682828652130e+01
-3.261261163314026135e+01,3.620097851444588510e+00,3.766645058807370816e+01
-3.265957420559613666e+01,3.561134764470401670e+00,3.751677867756114182e+01
-3.249123882509603334e+01,3.564359240620134539e+00,3.758870886683966717e+01
-3.258478074886716058e+01,3.581494471249772271e+00,3.754949977497621205e+01
-3.256965689268872666e+01,3.604851041117523192e+00,3.775765145388068333e+01
-3.268284534103421635e+01,3.694811136876903657e+00,3.766698183668049182e+01
-3.246542575493838712e+01,3.516080149050055059e+00,3.775345964183754432e+01
-3.257526233147800099e+01,3.541889286790272262e+00,3.761945445435605251e+01
-3.250566448508921269e+01,3.733463290655854916e+00,3.775661869301259799e+01
-3.253360963902561309e+01,3.654009039411778570e+00,3.758952909774826878e+01
-3.256524204825024782e+01,3.645721002283305534e+00,3.756887968269523270e+01
-3.278028358795917541e+01,3.680316986010184088e+00,3.761500828175135069e+01
-3.256358624475161179e+01,3.506919915750190686e+00,3.769938371584859738e+01
-3.263859274701420077e+01,3.650702354806923289e+00,3.760777613331273983e+01
-3.266026564883807026e+01,3.625786988082418727e+00,3.751575654152475181e+01
-3.250432906097469044e+01,3.670335129125341656e+00,3.769511680778344953e+01
-3.257423992792980272e+01,3.728294723128934063e+00,3.771468405348357322e+01
-3.258947993139287291e+01,3.689803147160037433e+00,3.773776957457160108e+01
-3.263167409406261044e+01,3.386776694677350541e+00,3.771966560182242034e+01
-3.257729026923546201e+01,3.527287672991857637e+00,3.768768846639066794e+01
-3.245841091056296790e+01,3.659717189721423125e+00,3.775577658091839339e+01
-3.246686389343233969e+01,3.458376570942074846e+00,3.780653130223921465e+01
-3.247541895478175888e+01,3.552141161547501369e+00,3.749935529224406139e+01
-3.248988650745481976e+01,3.601428411201793356e+00,3.777476569002897122e+01
-3.252803827947406035e+01,3.555463812415907032e+00,3.765608390816407791e+01
-3.256921938667645122e+01,3.754755201492053995e+00,3.780162905757060088e+01
-3.243439119315363683e+01,3.563548620946956902e+00,3.776451637741892853e+01
-3.266545766826777708e+01,3.503196829836549231e+00,3.775413757016971772e+01
-3.228988135750719835e+01,3.657600767433162758e+00,3.767525809754702948e+01
-3.258713427494088677e+01,3.618605448983366113e+00,3.754687733381639703e+01
-3.262367173855560765e+01,3.586221654104450707e+00,3.780302267641918945e+01
-3.254407552709901097e+01,3.566599835970549304e+00,3.753731279321738867e+01
-3.230529803185213211e+01,3.482524106703039468e+00,3.779166367955701844e+01
-3.246439396616732154e+01,3.737879991240292910e+00,3.764675110459288021e+01
-3.243905553063766689e+01,3.437514927617681071e+00,3.776636543171161264e+01
-3.252375074776725228e+01,3.572446163995429025e+00,3.772727560820335668e+01
-3.269787112415141905e+01,3.632378385222020167e+00,3.777325816930080293e+01
-3.249790380673618984e+01,3.471744771307748945e+00,3.761384046656586833e+01
-3.262541687113311895e+01,3.610610884557190925e+00,3.760246812240907843e+01
-3.251005694540753410e+01,3.416810387063102805e+00,3.773431250313883112e+01
-3.258200081024101991e+01,3.560965292779135538e+00,3.758866147687629677e+01
-3.246735744110812760e+01,3.450416235963575495e+00,3.759635722494181920e+01
-3.242277168241777474e+01,3.508255966102483026e+00,3.758831483207120527e+01
-3.262674542334471539e+01,3.645443313366113713e+00,3.776275397780564447e+01
-3.262009348139273612e+01,3.405567151424123029e+00,3.780918367222601262e+01
-3.263486727050458569e+01,3.536069697613515750e+00,3.771016918125378936e+01
-3.254937765587047238e+01,3.618081243709973194e+00,3.753658591616255080e+01
-3.258188223904444669e+01,3.667985550255768334e+00,3.755517148020336293e+01
-3.261771037551594787e+01,3.520681814901152951e+00,3.767675945342583077e+01
-3.252059014758030742e+01,3.471877783028672670e+00,3.780087651931636117e+01
-3.245813054036874945e+01,3.531617070302671468e+00,3.781188581598820520e+01
-3.247214264308910714e+01,3.624302087502283332e+00,3.773910506308985902e+01
-3.244201523630873396e+01,3.763981515454071669e+00,3.781321041752578083e+01
-3.261474791999583545e+01,3.576064992003070042e+00,3.760779424759841305e+01
-3.232662767324627850e+01,3.522654326281622339e+00,3.758156637281243206e+01
-3.262609506143969895e+01,3.575200715098685311e+00,3.779802044175554698e+01
-3.261808350231687825e+01,3.615501278872522484e+00,3.772953880271479932e+01
-3.245045268141372219e+01,3.589883947516012697e+00,3.780239845214235572e+01
-3.255078951485597116e+01,3.623615410835749007e+00,3.783440456643106842e+01
-3.255417331182770369e+01,3.747340543856327866e+00,3.763524949787991858e+01
-3.240012725027985852e+01,3.577471145050846957e+00,3.765793997298796825e+01
-3.262788761987845731e+01,3.576161675029015719e+00,3.782152633452490420e+01
-3.262289641235903304e+01,3.539305854257660755e+00,3.777689359346176445e+01
-3.258440673844872748e+01,3.527921162157095836e+00,3.788709603373094836e+01
-3.255514834702265858e+01,3.692136971683281477e+00,3.785842344732113673e+01
-3.245238564955091931e+01,3.751538626307259428e+00,3.757758648031327198e+01
-3.242883667529480363e+01,3.694787876317473518e+00,3.766695377476135320e+01
-3.255519619586931412e+01,3.557386778435901675e+00,3.765324646365458250e+01
-3.234191907843987934e+01,3.497649466268017093e+00,3.754437778919356106e+01
-3.242377523932686501e+01,3.618883740387943693e+00,3.768451912168736584e+01
-3.244559120513674344e+01,3.486407916744482804e+00,3.776706243676265728e+01
-3.264031206541604746e+01,3.394768555143439226e+00,3.767033552513475314e+01
-3.245297867439973771e+01,3.739034977467249110e+00,3.776308705080974448e+01
-3.250078211551497276e+01,3.486495257352474120e+00,3.780465167548921812e+01
-3.259887053965331205e+01,3.577398348095283787e+00,3.762499123519801003e+01
-3.253509557875824498e+01,3.540533753890358071e+00,3.786817355058902024e+01
-3.253281013305279856e+01,3.740430119455016911e+00,3.762460245730498087e+01
-3.254659641804252601e+01,3.696057924432277542e+00,3.767257002230374496e+01
-3.246443741886362488e+01,3.627333483974236827e+00,3.773379158151804802e+01
-3.237485288769074288e+01,3.478981643449241545e+00,3.765541525534999323e+01
-3.235914866615380703e+01,3.641518659300365890e+00,3.771926472894590887e+01
-3.259325376184380474e+01,3.497975846902624308e+00,3.777196546383768805e+01
-3.258010886382341198e+01,3.788854383601357512e+00,3.779392353332037402e+01
-3.226626823778876485e+01,3.604659066637326159e+00,3.786676663526774433e+01
-3.249062673487971864e+01,3.691893692637536084e+00,3.769758708819183823e+01
-3.255031404433768927e+01,3.452572576830618800e+00,3.765593036149262218e+01
-3.250022309315181701e+01,3.622866902317295690e+00,3.765188702081093908e+01
-3.244393241712799636e+01,3.613169877049362544e+00,3.774473342342754734e+01
-3.248240470299604254e+01,3.652685078988908707e+00,3.764615548819958235e+01
-3.257055353919104590e+01,3.737442732625930297e+00,3.769635519929270373e+01
-3.263415511007181635e+01,3.437070311663375843e+00,3.763548861725184480e+01
-3.253669756476208619e+01,3.690749238813141542e+00,3.781582326208378220e+01
-3.265868822501330726e+01,3.404853571124438538e+00,3.773366656875508340e+01
-3.274956690436337681e+01,3.486227021199282738e+00,3.776868493131241422e+01
-3.246701405816227748e+01,3.598649230068968308e+00,3.772235173677685083e+01
-3.261007273929558892e+01,3.537503126310216572e+00,3.785940496686116319e+01
-3.244180157464591474e+01,3.589979266430899152e+00,3.782338379623603686e+01
-3.250852889843726956e+01,3.559149873469299230e+00,3.775870743441382160e+01
-3.249880715370077411e+01,3.609641506524660759e+00,3.792424833459082123e+01
-3.268908118494340442e+01,3.437251305747709207e+00,3.754655860101362919e+01
-3.235192387299871086e+01,3.639011209044439088e+00,3.752635585801824902e+01
-3.261876484026031164e+01,3.303374621141586864e+00,3.761848571132336616e+01
-3.241649245327651130e+01,3.497913575130791930e+00,3.763511976198498843e+01
-3.248311297193827585e+01,3.775502961458006901e+00,3.775968462763015054e+01
-3.260170115302982197e+01,3.418504963593718582e+00,3.756580050486492439e+01
-3.266176129949577245e+01,3.732001094084318904e+00,3.757917620650707846e+01
-3.246114154832199716e+01,3.457199512111893913e+00,3.781817784428169915e+01
-3.249393272910997865e+01,3.651233079876702536e+00,3.775641299100627890e+01
-3.258329483895915502e+01,3.485638141805960544e+00,3.774920026849792976e+01
-3.225788853382936594e+01,3.227474197262578670e+00,3.792633578746726641e+01
-3.260385803401036497e+01,3.553789907357669531e+00,3.763350330009753719e+01
-3.250600348113012927e+01,3.655737212630298938e+00,3.762456325525182876e+01
-3.246880663597168848e+01,3.611261334600423201e+00,3.768766168281280926e+01
-3.251671220212659819e+01,3.567019975730617354e+00,3.776322741052010201e+01
-3.250311719418716194e+01,3.507327838140790188e+00,3.773612906124738231e+01
-3.262905955803819325e+01,3.587801058776667773e+00,3.767281503642175977e+01
-3.258117246795068667e+01,3.745252342043542182e+00,3.758434887946995673e+01
-3.265399236773743041e+01,3.588842710452377904e+00,3.748361432641473101e+01
-3.250437931672396275e+01,3.512333799529654410e+00,3.771344693929253111e+01
-3.262446970833013893e+01,3.558265554811996356e+00,3.761797723809603156e+01
-3.245400876130423740e+01,3.548120482080300953e+00,3.769797817055327016e+01
-3.253769479331948844e+01,3.535574463268135403e+00,3.754276575176603359e+01
-3.257181677244031448e+01,3.494902751052096246e+00,3.773032056861603678e+01
-3.258787072431339737e+01,3.684322509082881947e+00,3.754512095739358557e+01
-3.248171194750905499e+01,3.582880909811704040e+00,3.771811832660402786e+01
-3.257498969843926773e+01,3.576720948375147646e+00,3.794561631976939253e+01
-3.238657167795368963e+01,3.611437561940569640e+00,3.778010942765101277e+01
-3.247309432794722284e+01,3.704015013291919622e+00,3.772407814256263947e+01
-3.274817548220347874e+01,3.655712285972120057e+00,3.769775101185105370e+01
-3.262288865625020406e+01,3.638793962447189223e+00,3.778710481511748753e+01
-3.258535772984362922e+01,3.575793738907962815e+00,3.768423510251237474e+01
-3.229528310590416140e+01,3.442625961676141433e+00,3.765419777033161353e+01
-3.269214482978856040e+01,3.604116950750686499e+00,3.758936771508287933e+01
-3.242024914892778042e+01,3.724394024373992362e+00,3.778167422361000405e+01
-3.245537848196268982e+01,3.701456189680031983e+00,3.789534035195207906e+01
-3.255556027755861948e+01,3.431979745525970849e+00,3.786281336045701096e+01
-3.251683352283839668e+01,3.531501126930736589e+00,3.771331584069397280e+01
-3.266552715708373000e+01,3.428547139113115705e+00,3.772867441683492018e+01
-3.253779085939925153e+01,3.560205314191279058e+00,3.777659846045643377e+01
-3.245436010139462724e+01,3.442092725509640072e+00,3.765762595330980389e+01
-3.257168441237680412e+01,3.622577140526163308e+00,3.760826291732590221e+01
-3.253133383056027128e+01,3.646963480390285728e+00,3.777406319971581183e+01
-3.251873807336602340e+01,3.480292475196951507e+00,3.750592925881275619e+01
-3.253458312407909148e+01,3.637337626132786994e+00,3.781764373228920562e+01
-3.267024971683272128e+01,3.536577393544316994e+00,3.767197285607703350e+01
-3.247389946744948475e+01,3.633667154473136485e+00,3.763752740432229871e+01
-3.246827283315833057e+01,3.613250657457984349e+00,3.773035610882026702e+01
-3.253776288629774882e+01,3.637230465026968673e+00,3.767780828467682852e+01
-3.254610115094815370e+01,3.512107882067644127e+00,3.761423120113029483e+01
-3.250522919879654893e+01,3.533909409171766214e+00,3.790239228022005591e+01
-3.241103235909243807e+01,3.580057301831834682e+00,3.764067661446366486e+01
-3.245823346739467041e+01,3.565254970024112957e+00,3.763828453939584762e+01
-3.257148591965929540e+01,3.590468613135584075e+00,3.780346280897276756e+01
-3.264315173126428249e+01,3.524149833967482159e+00,3.770131910412425214e+01
-3.235496455246306624e+01,3.551724901731164064e+00,3.743776647768920185e+01
-3.261435609262761659e+01,3.534288430423331739e+00,3.761581042902250260e+01
-3.259156451466699167e+01,3.522427381350246023e+00,3.765177753798361238e+01
-3.258466604794661237e+01,3.552740075533886266e+00,3.766635281520892420e+01
-3.245446920825676074e+01,3.366719664522101141e+00,3.762041204926190119e+01
-3.252399932629884916e+01,3.674075428625326101e+00,3.745161273906585819e+01
-3.256817728077561469e+01,3.696354082507085526e+00,3.754467042343014072e+01
-3.243116760710273638e+01,3.573793923996300581e+00,3.758799319114053361e+01
-3.252476888132205346e+01,3.443856059037580852e+00,3.772791439761249421e+01
-3.262730635591020700e+01,3.491649055597136009e+00,3.764358511577320598e+01
-3.248635904842341660e+01,3.568490994163881602e+00,3.766447546714359618e+01
