mag_x (uT),mag_y (uT),mag_z (uT)
-3.358165489489171929e+00,-3.266335768364653802e+01,3.760387903597437287e+01
-3.348627378750333339e+00,-3.236459142958985780e+01,3.756975263451121094e+01
-3.211872512473937125e+00,-3.255335840601792796e+01,3.775600064204319750e+01
-3.355247962387603700e+00,-3.232293089634953276e+01,3.765784065423749638e+01
-3.343285846055574773e+00,-3.285488295404659453e+01,3.786811175761309300e+01
-3.402561939850012429e+00,-3.254885479773704304e+01,3.753792831694561016e+01
-3.320882322154855348e+00,-3.261654768382057767e+01,3.775363727410837100e+01
-3.459341517687673395e+00,-3.247998290700603263e+01,3.759220895238207305e+01
-3.393308375381908437e+00,-3.252427979621245413e+01,3.778346028647307264e+01
-3.424901456076110406e+00,-3.260290792053348241e+01,3.789889591515138534e+01
-3.231067841089624970e+00,-3.257703980809582589e+01,3.763565900452859836e+01
-3.430148602573465766e+00,-3.234591712227184956e+01,3.768535482938133896e+01
-3.427973281957766183e+00,-3.274982309671362657e+01,3.761089420935449112e+01
-3.404814820553330179e+00,-3.269595512673274840e+01,3.758616560320137268e+01
-3.525025966277332223e+00,-3.254207463621714425e+01,3.759257984113711615e+01
-3.357107552829950770e+00,-3.266194627919108484e+01,3.771936205491167016e+01
-3.130968044676794904e+00,-3.240019719935545339e+01,3.794642319651614315e+01
-3.425101592340342282e+00,-3.266595713614423602e+01,3.768151266311868852e+01
-3.432461800241817684e+00,-3.255120878716102339e+01,3.769325522587379851e+01
-3.236942728817075121e+00,-3.244797814835088445e+01,3.785387559422589021e+01
-3.398352390176259785e+00,-3.254868625372063207e+01,3.784354089648326180e+01
-3.348210843447798624e+00,-3.262763213946940510e+01,3.752559266843174157e+01
-3.376423755414538430e+00,-3.262094626745987114e+01,3.768663123959691319e+01
-3.348974768278442760e+00,-3.253291552548287768e+01,3.759830435702563989e+01
-3.367523463119836524e+00,-3.245609719517033653e+01,3.778869860784961787e+01
-3.393991639808072502e+00,-3.265785156303368808e+01,3.794396287781844279e+01
-3.316715681402381488e+00,-3.249809474908554563e+01,3.743292845337688135e+01
-3.529752340252899856e+00,-3.245823385719068455e+01,3.768626213090748678e+01
-3.360274449254623708e+00,-3.266900754949087116e+01,3.773887965591912774e+01
-3.330860992542588495e+00,-3.245658070885446733e+01,3.777129744254546750e+01
-3.347393452443986117e+00,-3.251123217794096831e+01,3.759030735373178089e+01
-3.391183671095984842e+00,-3.257539689551347095e+01,3.772103029171123723e+01
-3.433273417548558637e+00,-3.261554176510988867e+01,3.753096936306926068e+01
-3.249018892412562476e+00,-3.252080500352674619e+01,3.768242666945346997e+01
-3.280983449609697900e+00,-3.263232967409406626e+01,3.770334240847386553e+01
-3.442482789647193009e+00,-3.258318312555019958e+01,3.764112405352135937e+01
-3.255243306339359766e+00,-3.267318243721816629e+01,3.765262470660415772e+01
-3.442935164136573079e+00,-3.247485135592327765e+01,3.781384197376736012e+01
-3.286085271691420839e+00,-3.254007682361629605e+01,3.756063088106251513e+01
-3.492747483593516833e+00,-3.261304765101032643e+01,3.754444582609545478e+01
-3.361493720782912309e+00,-3.254159963251262155e+01,3.766515612279882674e+01
-3.437662357825251647e+00,-3.269018419388436314e+01,3.777871217668499781e+01
-3.619721669293492372e+00,-3.249931014979896560e+01,3.760376157242409079e+01
-3.476584190242588690e+00,-3.255433065955153893e+01,3.773577787466376066e+01
-3.423554296626864613e+00,-3.250540964011672429e+01,3.776816528301610276e+01
-3.536342779737858599e+00,-3.267448409344708438e+01,3.761714781916185757e+01
-3.367692020348505899e+00,-3.255508867156123642e+01,3.768631568356138928e+01
-3.381449008262581213e+00,-3.264799032054618522e+01,3.755166408882323026e+01
-3.326464570985872893e+00,-3.254561262026903989e+01,3.769936806387457295e+01
-3.315075379769218067e+00,-3.258170723383051381e+01,3.769318879538805334e+01
-3.369909809724159988e+00,-3.257278999540152142e+01,3.771607864066911020e+01
-3.304227223168413552e+00,-3.259129007535875644e+01,3.786968125669790197e+01
-3.287834562200855792e+00,-3.255366813444785379e+01,3.762111581774237123e+01
-3.266534555857404598e+00,-3.245712175603636496e+01,3.759948402241267473e+01
-3.431669987993906989e+00,-3.251603045296885597e+01,3.776052908601511149e+01
-3.474447452490823096e+00,-3.267470820129825171e+01,3.768619756951922284e+01
-3.427184106911772332e+00,-3.253264274880837803e+01,3.763104845538481413e+01
-3.404419364784367907e+00,-3.249653695954126675e+01,3.768602756017392608e+01
-3.515941000991508858e+00,-3.259518234049178886e+01,3.783976858075201477e+01
-3.435859419949443438e+00,-3.258715852814485459e+01,3.761925748817674275e+01
-3.449507358223134812e+00,-3.252864913384843248e+01,3.744564541939393365e+01
-3.323296676397528238e+00,-3.265989207281854334e+01,3.781392363634402187e+01
-3.421594297900475201e+00,-3.273092647436842384e+01,3.768126069753628826e+01
-3.427526431032181353e+00,-3.269233534896758187e+01,3.761542608879852878e+01
-3.381196721492273571e+00,-3.253109869083128558e+01,3.784164698400589799e+01
-3.545756753857357335e+00,-3.262459617773894394e+01,3.776523024963451292e+01
-3.323811413284111005e+00,-3.251435517669899156e+01,3.765618877032002132e+01
-3.170811781303345622e+00,-3.266429846658391511e+01,3.777167981416368292e+01
-3.391786438483125998e+00,-3.262045428026041094e+01,3.759279110318620809e+01
-3.476121979633765235e+00,-3.263529017950244793e+01,3.800567037755705968e+01
-3.442495803236850893e+00,-3.251133190113036875e+01,3.768104511090449193e+01
-3.494246604303504089e+00,-3.251616567371656430e+01,3.773365712373801983e+01
-3.530764041700297451e+00,-3.241340993063800369e+01,3.784994046916373378e+01
-3.502627783320286792e+00,-3.247037834605326623e+01,3.767953772331200923e+01
-3.466293270056411302e+00,-3.257716346123897466e+01,3.786599067214724812e+01
-3.455700084398266814e+00,-3.257270413345833759e+01,3.742601317351019929e+01
-3.454148912165801999e+00,-3.260268677314582675e+01,3.766967856901390377e+01
-3.476490938012778642e+00,-3.256168536556459969e+01,3.774256565971715816e+01
-3.435727361925977608e+00,-3.267652703436170469e+01,3.780162641535719104e+01
-3.482776005546397435e+00,-3.250748941671020731e+01,3.772380153691349136e+01
-3.517095449682903663e+00,-3.254933287833170397e+01,3.772744980857398645e+01
-3.609855063228023297e+00,-3.253253616880843424e+01,3.769014745058141358e+01
-3.490982617512049746e+00,-3.266113031830907687e+01,3.753425461836015842e+01
-3.571916692896046186e+00,-3.260274623165797436e+01,3.788496141479668466e+01
-3.493515092812740974e+00,-3.248632533175321413e+01,3.781722405215617755e+01
-3.485290548507940400e+00,-3.263560941527573789e+01,3.779582116834642136e+01
-3.429032634529920465e+00,-3.263627860429851069e+01,3.767004046863865341e+01
-3.638623636081383506e+00,-3.254999581916485596e+01,3.771689983688786185e+01
-3.347689514661046584e+00,-3.255166401595155889e+01,3.781622230153529074e+01
-3.388316189341904039e+00,-3.251208409128526000e+01,3.765653996172882501e+01
-3.522995198462137267e+00,-3.251439915851286599e+01,3.744825100052124611e+01
-3.338206682931240898e+00,-3.251345025476688733e+01,3.764586353852174483e+01
-3.312343605465088547e+00,-3.264811250157111289e+01,3.770418311044934256e+01
-3.432871762818549222e+00,-3.244219078848374949e+01,3.771662983716435491e+01
-3.271094600736913272e+00,-3.246146031072389349e+01,3.764403084316496972e+01
-3.406178468070170773e+00,-3.249716131539241104e+01,3.761437840416719069e+01
-3.387612873540738700e+00,-3.271756696421905275e+01,3.764550738860108225e+01
-3.332385400724443780e+00,-3.253033392269189505e+01,3.771374988334460454e+01
-3.469171920110468044e+00,-3.252336307689950701e+01,3.765351434146527509e+01
-3.590204263691940678e+00,-3.259569984646697804e+01,3.780045354964645554e+01
-3.463826116261744748e+00,-3.245631327202036687e+01,3.775639976124593034e+01
-3.406709440099298547e+00,-3.264366570124046518e+01,3.759265996218560701e+01
-3.320340235494420256e+00,-3.258404318663905741e+01,3.759826739811395413e+01
-3.436442619851323155e+00,-3.243900218787298684e+01,3.763719801917041963e+01
-3.373004188119006486e+00,-3.280211035881109183e+01,3.764188451348422149e+01
-3.492418257679980265e+00,-3.258958868847167878e+01,3.774180314233413469e+01
-3.500112654843542170e+00,-3.270147658307891447e+01,3.779588021990576863e+01
-3.543408891264680172e+00,-3.247700503409217987e+01,3.769379640708060464e+01
-3.426185577221374512e+00,-3.254584430708940346e+01,3.778123991095281298e+01
-3.414557811218901229e+00,-3.259844057202681711e+01,3.767691768570679045e+01
-3.342288031243797253e+00,-3.260196359771680363e+01,3.749884836920649889e+01
-3.464589220356234733e+00,-3.260403719804685352e+01,3.769246483049869312e+01
-3.440262960683585280e+00,-3.249328798821564135e+01,3.760578286735337628e+01
-3.356336319092974030e+00,-3.268582881017347574e+01,3.768096632705280769e+01
-3.577004660359623056e+00,-3.276402588454993037e+01,3.786877564839345922e+01
-3.503527527122611840e+00,-3.263452730860350925e+01,3.748421777442429459e+01
-3.545426546650202404e+00,-3.256436548498011518e+01,3.756104690634004584e+01
-3.353311850910581260e+00,-3.252120807001553260e+01,3.761892036728797706e+01
-3.588075626741783708e+00,-3.250593717245099867e+01,3.769555439248031803e+01
-3.614899005578948277e+00,-3.264358598713042170e+01,3.763026837141418213e+01
-3.476541357648342156e+00,-3.262598688255117452e+01,3.762687423661854780e+01
-3.594669731952889524e+00,-3.265199887241994503e+01,3.766018582082311639e+01
-3.432854038611901526e+00,-3.264329984695125120e+01,3.765294342040098030e+01
-3.331270203854543865e+00,-3.265973226808382179e+01,3.757976859724722374e+01
-3.321526660309609635e+00,-3.257920517464844323e+01,3.771626909368715275e+01
-3.573826852020129952e+00,-3.263199396994361479e+01,3.755812472759324550e+01
-3.335813476068529404e+00,-3.245659805912722362e+01,3.774892897839006878e+01
-3.298905283684242740e+00,-3.270762908004269320e+01,3.789585160987360979e+01
-3.505313525350015169e+00,-3.250641879090463959e+01,3.764036286336643400e+01
-3.587505851900572029e+00,-3.236511389859971644e+01,3.768697141375852766e+01
-3.344697589071884636e+00,-3.255460190888496896e+01,3.770800414588997285e+01
-3.451124988549800765e+00,-3.249131729818446956e+01,3.765889653535003134e+01
-3.464423497949954633e+00,-3.247437485952759317e+01,3.778777706168590811e+01
-3.669344004783245961e+00,-3.227117400856698026e+01,3.762622529647484271e+01
-3.624801962353493945e+00,-3.277449268535564642e+01,3.765111939438604338e+01
-3.506713367116848001e+00,-3.250224107447208866e+01,3.768937847080303527e+01
-3.736659975260339106e+00,-3.245265333870090529e+01,3.779787778777843954e+01
-3.544496651914526453e+00,-3.250697359247769924e+01,3.771964978876306418e+01
-3.357100514828805782e+00,-3.246307371841313483e+01,3.772023805933186225e+01
-3.429243626938586864e+00,-3.242791757556310017e+01,3.772448714847182316e+01
-3.427776964752400790e+00,-3.249687641827993900e+01,3.764215551659199122e+01
-3.454366508132752145e+00,-3.244757618890520945e+01,3.766386914039422606e+01
-3.401842166767519160e+00,-3.238364527328828757e+01,3.770311040666620528e+01
-3.493805472736535300e+00,-3.256523863923465711e+01,3.773935754092278216e+01
-3.369801657811199114e+00,-3.257570722343739789e+01,3.759462977300137965e+01
-3.461153738947442271e+00,-3.261137718026971299e+01,3.757951962953935521e+01
-3.403119078546406495e+00,-3.244445947345140269e+01,3.772996510097179623e+01
-3.428255069138006483e+00,-3.240773818251674498e+01,3.776765118283660883e+01
-3.427590534718700788e+00,-3.243574059976833013e+01,3.761857151718140102e+01
-3.472795908418170097e+00,-3.242445249943038021e+01,3.770089398752124765e+01
-3.268868580286378389e+00,-3.258828533472715350e+01,3.771404171704494956e+01
-3.364283553067573873e+00,-3.261503578111232571e+01,3.760430282754765585e+01
-3.448896930568409402e+00,-3.268261092331605511e+01,3.767042308454062294e+01
-3.447120736775052485e+00,-3.254902848261483683e+01,3.794581472164681912e+01
-3.540862159192000203e+00,-3.255584174736140568e+01,3.766428923330062872e+01
-3.307176544950334751e+00,-3.242298338969409599e+01,3.773351053851217785e+01
-3.427845189826317363e+00,-3.244550703076951947e+01,3.762117718583112946e+01
-3.585997214810450195e+00,-3.275822698158373214e+01,3.767874402886398855e+01
-3.674818036433230350e+00,-3.243484822387914335e+01,3.769395268488100470e+01
-3.548438157081158284e+00,-3.256990877220580671e+01,3.774502953359707647e+01
-3.702611437772143521e+00,-3.235428487705635092e+01,3.770561443582062111e+01
-3.565547470555584297e+00,-3.251207168461188957e+01,3.767111516849752917e+01
-3.535146321582210316e+00,-3.248877006238075893e+01,3.760740806341235043e+01
-3.548811149167994117e+00,-3.241751570910318492e+01,3.786369115502190397e+01
-3.497921994062035633e+00,-3.256906813049775451e+01,3.755137829387560799e+01
-3.468331766533095273e+00,-3.252776471534731684e+01,3.779924748412906865e+01
-3.596917584633730236e+00,-3.262916229336103413e+01,3.782084559449011607e+01
-3.367957599619014086e+00,-3.250141287543649327e+01,3.778186562321225495e+01
-3.523116756048062292e+00,-3.256202712464014581e+01,3.781931292277054979e+01
-3.426987322196044961e+00,-3.262778111042483431e+01,3.772853973112847825e+01
-3.606984173897402890e+00,-3.252820389076462249e+01,3.765470830410977499e+01
-3.657741891095402487e+00,-3.257039616671575999e+01,3.747874740922004122e+01
-3.447843719631307646e+00,-3.245462170920935563e+01,3.793141160874909446e+01
-3.554852981679801793e+00,-3.241608741395184978e+01,3.780946363008565925e+01
-3.455616522276336866e+00,-3.253453292910531047e+01,3.787331901200580120e+01
-3.417024767371143579e+00,-3.238762709137635198e+01,3.768169691271932464e+01
-3.766969213186123877e+00,-3.263484616763166457e+01,3.764969616397779362e+01
-3.317872575783642031e+00,-3.249769863849895302e+01,3.759326288597618770e+01
-3.318899305909267738e+00,-3.242845358284267832e+01,3.761554197046449843e+01
-3.554968576654593537e+00,-3.251070203800522762e+01,3.774310283556136625e+01
-3.560289470694007363e+00,-3.246109754892700749e+01,3.765137109335582721e+01
-3.474379575034894696e+00,-3.263007847355323321e+01,3.743646475633671855e+01
-3.481528064822937196e+00,-3.264340244125043711e+01,3.775522197603038421e+01
-3.472551954192557577e+00,-3.242510535016184292e+01,3.755400924025759934e+01
-3.527082116744885365e+00,-3.252658710395734687e+01,3.766562516705802466e+01
-3.632429077221996927e+00,-3.253468495095530244e+01,3.756815251670439437e+01
-3.558574251147336831e+00,-3.254759060471075571e+01,3.757412227864345056e+01
-3.585486742416376327e+00,-3.265235677013316007e+01,3.773983570884296768e+01
-3.462761211118698501e+00,-3.246832987884121025e+01,3.768006638726270552e+01
-3.679718282183140676e+00,-3.237543181914625734e+01,3.751655818852845670e+01
-3.242614258769874525e+00,-3.231768308500168274e+01,3.776851138668057928e+01
-3.481626379219438405e+00,-3.255455833587829062e+01,3.764404073395762396e+01
-3.573561035005299313e+00,-3.249923448492031497e+01,3.772879431347527657e+01
-3.450486840904765096e+00,-3.256458735134568627e+01,3.759251137820137245e+01
-3.573905103185284204e+00,-3.257691193243832117e+01,3.776457179449539581e+01
-3.537789502983124557e+00,-3.258414150848073376e+01,3.745841271610735390e+01
-3.565469237727814544e+00,-3.249792158695824895e+01,3.759660751806943324e+01
-3.333546006167420916e+00,-3.241344303220375167e+01,3.776111109837495405e+01
-3.384253349222126506e+00,-3.252041780533652826e+01,3.772146488418402299e+01
-3.394761228389482355e+00,-3.248571675574920903e+01,3.765610770668812535e+01
-3.603737860290109118e+00,-3.240997539763142754e+01,3.769593348577836167e+01
-3.594267768221056869e+00,-3.263673350010137852e+01,3.764573270626306112e+01
-3.515484059628564584e+00,-3.252173614626904907e+01,3.766377942844724203e+01
-3.546843898729961975e+00,-3.263998657142628446e+01,3.765287440057028334e+01
-3.520678015522824555e+00,-3.243790305787413786e+01,3.769611428474014048e+01
-3.526462290432324842e+00,-3.252913795270523423e+01,3.773871261649479436e+01
-3.588811111060964620e+00,-3.240141260812163893e+01,3.772852167721804761e+01
-3.750432756876457052e+00,-3.235566709761517501e+01,3.759157714375204051e+01
-3.407791660846271053e+00,-3.252144542693870477e+01,3.774153004802405320e+01
-3.357326304853914145e+00,-3.256079193532725213e+01,3.759059859637419265e+01
-3.564117630711383988e+00,-3.255426625756575021e+01,3.769052008247898300e+01
-3.326540448500259650e+00,-3.241067342674936214e+01,3.782484098707115550e+01
-3.612267675557842228e+00,-3.252577853045380607e+01,3.770671574788834590e+01
-3.427403019613878055e+00,-3.257756625819796170e+01,3.774668249820976484e+01
-3.596862311315581540e+00,-3.265824635461544290e+01,3.768001861872279790e+01
-3.615741937617948931e+00,-3.256571533127355167e+01,3.760844368953760863e+01
-3.615383321486967283e+00,-3.257444200625856467e+01,3.765553220818664926e+01
-3.568509158997217767e+00,-3.251160307975622032e+01,3.778976070517863661e+01
-3.432811505231327942e+00,-3.259643360737651818e+01,3.783026295481534618e+01
-3.523860958113549380e+00,-3.251351181751315522e+01,3.780051122547539677e+01
-3.549075516240215222e+00,-3.266564768888749626e+01,3.771826888744971740e+01
-3.341879824104902141e+00,-3.268866972724914888e+01,3.761521460330253319e+01
-3.483984960991606261e+00,-3.261312011078453565e+01,3.769195040335375069e+01
-3.446771427970119817e+00,-3.255053642481303910e+01,3.769564292459212140e+01
-3.486926372140248809e+00,-3.255072815540034270e+01,3.789363488980536232e+01
-3.590195436901677528e+00,-3.255710906405363403e+01,3.768807194817751594e+01
-3.452655664032305616e+00,-3.262667792106182674e+01,3.769218220946224562e+01
-3.524194176796124900e+00,-3.256559377191135241e+01,3.745297544035034321e+01
-3.531845382312459147e+00,-3.240390101633320086e+01,3.765539585044439264e+01
-3.555532662267142818e+00,-3.254056040506855396e+01,3.791866092057659188e+01
-3.517885083577013905e+00,-3.251673179197055674e+01,3.771848391955714419e+01
-3.565304802163209441e+00,-3.263536401978598889e+01,3.759193596876363586e+01
-3.615663959961314511e+00,-3.238715848922954166e+01,3.777072578355191723e+01
-3.525789862299911981e+00,-3.258215728350428719e+01,3.790000590363899136e+01
-3.458385978742530398e+00,-3.257098399899567909e+01,3.756417070601906261e+01
-3.515916222789515100e+00,-3.255279604695836326e+01,3.763885736402588122e+01
-3.449163270423045269e+00,-3.248289324373448039e+01,3.793141974845709541e+01
-3.430137215998301681e+00,-3.240220450962202392e+01,3.762874699285509905e+01
-3.539044700428481516e+00,-3.261913507940781187e+01,3.777142998440620403e+01
-3.471618810318170656e+00,-3.257915181531551241e+01,3.781798220811826639e+01
-3.585673402384438990e+00,-3.250478327391773092e+01,3.750370375270327372e+01
-3.416599063200651543e+00,-3.266916656074752012e+01,3.785492501403349763e+01
-3.535494488208371422e+00,-3.258438277448419029e+01,3.762773528314462368e+01
-3.649900091862626095e+00,-3.261797448853452153e+01,3.763033555592612345e+01
-3.487418382087431379e+00,-3.236107227772929917e+01,3.759701456401316477e+01
-3.453292001692617408e+00,-3.240580597922394190e+01,3.770822819901610501e+01
-3.645633108960771196e+00,-3.242704276743586433e+01,3.777241294436875307e+01
-3.441235000599443428e+00,-3.266116106563424637e+01,3.765102220488429907e+01
-3.615610303411132875e+00,-3.241316347032423550e+01,3.780276262527714692e+01
-3.674593801593519782e+00,-3.260875625151398083e+01,3.774391014156290680e+01
-3.518758957506369356e+00,-3.242690870290768146e+01,3.766493197093138434e+01
-3.489253398918415350e+00,-3.241930935170910288e+01,3.755757413013674295e+01
-3.565787426180988540e+00,-3.248633474064606474e+01,3.763629350716286837e+01
-3.446301088563334059e+00,-3.270625070419583125e+01,3.755260890210778513e+01
-3.497560232001266645e+00,-3.263112593499199932e+01,3.747212707281159538e+01
-3.398870378980848983e+00,-3.255209196348300082e+01,3.778227041244985429e+01
-3.555074049058330576e+00,-3.267616523282805474e+01,3.773811685006149474e+01
-3.497211791344107645e+00,-3.255872031111680087e+01,3.755492178313497931e+01
-3.624944329605137128e+00,-3.234241542370457267e+01,3.771381964563969547e+01
-3.419735851930370885e+00,-3.251851559273653436e+01,3.773588993012909043e+01
-3.517573947886753150e+00,-3.241820788957994637e+01,3.777968679342439628e+01
-3.434396798847068499e+00,-3.261917886444332026e+01,3.769501084528048551e+01
-3.400436105953931865e+00,-3.254869507492723812e+01,3.757796262046528568e+01
-3.675532029301744164e+00,-3.248092589428204491e+01,3.771499206421189854e+01
-3.570979617782376714e+00,-3.264641412584619928e+01,3.773594633209992821e+01
-3.536200749755363137e+00,-3.246113230176225528e+01,3.763743968951714436e+01
-3.507842689127766533e+00,-3.266157507710873631e+01,3.785067811209204081e+01
-3.498839999719129068e+00,-3.268950338937174394e+01,3.763245337686574743e+01
-3.459155105924768048e+00,-3.263700629586880098e+01,3.778340045347587761e+01
-3.450908219422051726e+00,-3.262028778062283152e+01,3.775098280965531927e+01
-3.327047234008188248e+00,-3.261743952289691606e+01,3.758452506004793037e+01
-3.447828137066176968e+00,-3.265361959606651254e+01,3.762958320583339855e+01
-3.361833845286592570e+00,-3.239813101363714054e+01,3.793168365560931932e+01
-3.580456702760259180e+00,-3.237955088960445238e+01,3.783601525251612685e+01
-3.565000814352096814e+00,-3.255648808034437280e+01,3.756609410526354509e+01
-3.519022155845519695e+00,-3.253269611606537381e+01,3.775849891236423872e+01
-3.642511694291265645e+00,-3.235324131308755824e+01,3.769782809868138429e+01
-3.570896046922977796e+00,-3.256856800847387490e+01,3.775132423569009887e+01
-3.416057151411981962e+00,-3.272506620127580845e+01,3.750085427049752695e+01
-3.650014465722987822e+00,-3.254042228316007623e+01,3.760029723154223547e+01
-3.733208350601103120e+00,-3.260239541356941828e+01,3.763504592344972366e+01
-3.583801034440840638e+00,-3.264860896951208957e+01,3.761007377084887082e+01
-3.737765838173369382e+00,-3.253584605671106544e+01,3.751966607755020533e+01
-3.398084075018105832e+00,-3.254686938802841212e+01,3.767720212004542901e+01
-3.421694137073803432e+00,-3.265743742567031660e+01,3.772648654160743575e+01
-3.590312160912811912e+00,-3.274348209543831700e+01,3.777941418211474200e+01
-3.402285836601975699e+00,-3.243774365580372177e+01,3.774241498881124102e+01
-3.755061162884043569e+00,-3.268223014643739788e+01,3.774839698350467643e+01
-3.478338816555441859e+00,-3.254203470019622557e+01,3.765327914914829677e+01
-3.735646216601557601e+00,-3.246381560625935947e+01,3.760004455451461780e+01
-3.675297686327843483e+00,-3.248405883609998313e+01,3.775984225827917129e+01
-3.702504632610902124e+00,-3.259712501531022610e+01,3.774508513066506055e+01
-3.492854941750625386e+00,-3.255682030678251238e+01,3.749274442308636424e+01
-3.503371002120690303e+00,-3.248867152947121184e+01,3.765855455595639256e+01
-3.525696424530888162e+00,-3.258194141053822790e+01,3.769159418995808153e+01
-3.425540486813544394e+00,-3.251177976995244023e+01,3.774830055326476952e+01
-3.410923293057726013e+00,-3.264776559296715419e+01,3.762262353124422276e+01
-3.546401090303395787e+00,-3.256163458055266346e+01,3.760856313671418860e+01
-3.393112676085666468e+00,-3.246685787891259878e+01,3.785434688756558330e+01
-3.689085973888572401e+00,-3.268545989150089781e+01,3.774931005383459848e+01
-3.573542154929737702e+00,-3.265250365096203922e+01,3.759808616801633718e+01
-3.519164081351776385e+00,-3.250272513281741738e+01,3.755570218390011661e+01
-3.540083516414656462e+00,-3.233532445139312017e+01,3.783519507644453483e+01
-3.429862782832701740e+00,-3.248398585108329684e+01,3.764133489819086975e+01
-3.492638117267778064e+00,-3.238379414803704748e+01,3.759605675368973721e+01
-3.525972872982798823e+00,-3.248507364987970902e+01,3.762787000465331744e+01
-3.479687092541061677e+00,-3.254254326784487716e+01,3.774390365904162792e+01
-3.492045929766575796e+00,-3.246657550437991091e+01,3.774547654411585285e+01
-3.612677838433592470e+00,-3.268516829877068375e+01,3.742479912805583098e+01
-3.592997961145909969e+00,-3.249905271406024809e+01,3.770014889232376731e+01
-3.550436811145542215e+00,-3.258224641586482306e+01,3.779993405857414501e+01
-3.475776113232726949e+00,-3.238423180226077136e+01,3.767977651970456066e+01
-3.659328923305479986e+00,-3.259704267969146940e+01,3.770852625101095867e+01
-3.476795518316410760e+00,-3.248993780229820771e+01,3.762127840696310699e+01
-3.647570849714437013e+00,-3.238634961033102400e+01,3.767260146373189400e+01
-3.497020548673628326e+00,-3.254604135881984917e+01,3.762930780930057750e+01
-3.692535479467629056e+00,-3.256213160207067148e+01,3.769018011264662960e+01
-3.623761560971877405e+00,-3.238619140866448731e+01,3.759728702441820758e+01
-3.508582005601842191e+00,-3.243756572049738907e+01,3.771867650144846351e+01
-3.662869989751161626e+00,-3.249681687921463435e+01,3.770809418458202344e+01
-3.523916744937623857e+00,-3.253653082425918797e+01,3.772739796046190008e+01
-3.562836162086586267e+00,-3.247783773114637995e+01,3.757676306545771894e+01
-3.501064378082370254e+00,-3.241177718331456958e+01,3.768570090830697694e+01
-3.660273108766879613e+00,-3.267524021990895733e+01,3.767310917423224481e+01
-3.773425078185693060e+00,-3.239770745934831808e+01,3.760994160120800700e+01
-3.584826419542222808e+00,-3.252420255697034435e+01,3.756234919268474215e+01
-3.659320642479294339e+00,-3.238193281727635764e+01,3.759948874189559831e+01
-3.544313005646296588e+00,-3.242368947292071368e+01,3.773143873768947998e+01
-3.375916670843390754e+00,-3.252154456021143858e+01,3.767621370461760222e+01
-3.574357119539225192e+00,-3.268677716364567942e+01,3.782995813813897712e+01
-3.490735458414404135e+00,-3.261202118697988794e+01,3.783256930479707592e+01
-3.678267310138562785e+00,-3.253460178613872955e+01,3.783938619456460373e+01
-3.608843912318476121e+00,-3.252108062679033651e+01,3.744862701967620922e+01
-3.593063875671115959e+00,-3.254481098411375939e+01,3.781876043382972341e+01
-3.528798052777943894e+00,-3.247407096424363715e+01,3.775480551493641457e+01
-3.436155216777486920e+00,-3.254371772874799973e+01,3.778655438953789059e+01
-3.362343426740209029e+00,-3.241159643407124236e+01,3.772190621951942546e+01
-3.702151830713655389e+00,-3.245300277339364925e+01,3.764836712793031381e+01
-3.649008702541979066e+00,-3.261909968953735728e+01,3.760979856303664093e+01
-3.512978522928944969e+00,-3.253115318169599135e+01,3.766693538317516499e+01
-3.317581819859276138e+00,-3.254978252139102324e+01,3.766168342703914362e+01
-3.633022872078411680e+00,-3.266934961863996989e+01,3.769694586663264602e+01
-3.525364203980972722e+00,-3.252679005612794327e+01,3.769830109944900443e+01
-3.578418826535449515e+00,-3.260114988623702459e+01,3.794372486396100896e+01
-3.574826195947335084e+00,-3.241517010778805741e+01,3.762580595928067595e+01
-3.584806617654371141e+00,-3.254963515401757235e+01,3.775240023132097633e+01
-3.439020490113206652e+00,-3.258023885215379778e+01,3.757381365988926802e+01
-3.709450728003313102e+00,-3.252050860832567025e+01,3.778179670982135008e+01
-3.514001584301877479e+00,-3.254805416288535724e+01,3.784681507785317933e+01
-3.474113796968000489e+00,-3.256841953471675311e+01,3.759076026800467929e+01
-3.555786836895620695e+00,-3.256871415803887260e+01,3.764552695627803303e+01
-3.757330140965831067e+00,-3.251280858594539325e+01,3.774040444175943065e+01
-3.688311579906605076e+00,-3.254923569185930887e+01,3.777574635619880183e+01
-3.605818447507907809e+00,-3.247167993145622944e+01,3.773281898342374063e+01
-3.569344642147082691e+00,-3.254163853691595421e+01,3.771448430420466025e+01
-3.566723596025108467e+00,-3.259460352340345679e+01,3.765680688056640690e+01
-3.510678350532876468e+00,-3.242328060084563646e+01,3.780587014212186148e+01
-3.535725540841586412e+00,-3.256235068494919460e+01,3.772075333205764025e+01
-3.703727611211750759e+00,-3.251701537043266654e+01,3.759728332088150893e+01
-3.479818058403461478e+00,-3.247679479520321166e+01,3.763434747416617654e+01
-3.563369845417152515e+00,-3.264482325317614908e+01,3.762674781045672034e+01
-3.606726088038898492e+00,-3.297475298435877278e+01,3.766882245814446861e+01
-3.671897250592968120e+00,-3.257230472747242800e+01,3.774870192978879402e+01
-3.593440167901023496e+00,-3.242003525883737325e+01,3.774636507788511608e+01
-3.539762834576237527e+00,-3.243296857304877534e+01,3.763886082135896771e+01
-3.480756619217492354e+00,-3.271162650512663106e+01,3.772156508851904277e+01
-3.570871459585345686e+00,-3.261524828540934351e+01,3.770074429042740860e+01
