ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
-3.597895830242864079e+00,-3.252804040713861156e+01,3.768088012852683732e+01
-3.601148616288677218e+00,-3.252768045491598059e+01,3.768088012852683732e+01
-3.606027727825698914e+00,-3.252713991668915838e+01,3.768088012852683732e+01
-3.612533083645112164e+00,-3.252641806060561436e+01,3.768088012852683732e+01
-3.620664575183903722e+00,-3.252551391089355093e+01,3.768088012852683732e+01
-3.630422066280901472e+00,-3.252442624788916703e+01,3.768088012852683732e+01
-3.641805392871901415e+00,-3.252315360807082101e+01,3.768088012852683732e+01
-3.654814362623787005e+00,-3.252169428410026342e+01,3.768088012852683732e+01
-3.669448754507762978e+00,-3.252004632487110314e+01,3.768088012852683732e+01
-3.685708318311611276e+00,-3.251820753556459209e+01,3.768088012852683732e+01
-3.703592774091101436e+00,-3.251617547771296302e+01,3.768088012852683732e+01
-3.723101811560465269e+00,-3.251394746927041979e+01,3.768088012852683732e+01
-3.744235089422071727e+00,-3.251152058469215689e+01,3.768088012852683732e+01
-3.766992234635219372e+00,-3.250889165502138667e+01,3.768088012852683732e+01
-3.791372841624188528e+00,-3.250605726798492867e+01,3.768088012852683732e+01
-3.817376471425478979e+00,-3.250301376809738230e+01,3.768088012852683732e+01
-3.845002650774376196e+00,-3.249975725677438732e+01,3.768088012852683732e+01
-3.874250871130781260e+00,-3.249628359245505749e+01,3.768088012852683732e+01
-3.905120587644456354e+00,-3.249258839073422678e+01,3.768088012852683732e+01
-3.937611218059624996e+00,-3.248866702450459343e+01,3.768088012852683732e+01
-3.971722141559087760e+00,-3.248451462410928769e+01,3.768088012852683732e+01
-4.007452697547810416e+00,-3.248012607750527536e+01,3.768088012852683732e+01
-4.044802184376102616e+00,-3.247549603043789546e+01,3.768088012852683732e+01
-4.083769858002464836e+00,-3.247061888662720719e+01,3.768088012852683732e+01
-4.124354930596100033e+00,-3.246548880796635927e+01,3.768088012852683732e+01
-4.166556569079253869e+00,-3.246009971473260691e+01,3.768088012852683732e+01
-4.210373893609376417e+00,-3.245444528581152355e+01,3.768088012852683732e+01
-4.255805976001274971e+00,-3.244851895893482663e+01,3.768088012852683732e+01
-4.302851838089254422e+00,-3.244231393093244264e+01,3.768088012852683732e+01
-4.351510450029445032e+00,-3.243582315799933724e+01,3.768088012852683732e+01
-4.401780728542305177e+00,-3.242903935597776410e+01,3.768088012852683732e+01
-4.453661535095518431e+00,-3.242195500065552238e+01,3.768088012852683732e+01
-4.507151674027300103e+00,-3.241456232808078397e+01,3.768088012852683732e+01
-4.562249890610317493e+00,-3.240685333489426512e+01,3.768088012852683732e+01
-4.618954869056275392e+00,-3.239881977867932505e+01,3.768088012852683732e+01
-4.677265230461383538e+00,-3.239045317833078030e+01,3.768088012852683732e+01
-4.737179530692754881e+00,-3.238174481444301023e+01,3.768088012852683732e+01
-4.798696258215992216e+00,-3.237268572971827751e+01,3.768088012852683732e+01
-4.861813831864007618e+00,-3.236326672939579652e+01,3.768088012852683732e+01
-4.926530598547362416e+00,-3.235347838170260815e+01,3.768088012852683732e+01
-4.992844830906195241e+00,-3.234331101832671607e+01,3.768088012852683732e+01
-5.060754724903985036e+00,-3.233275473491368501e+01,3.768088012852683732e+01
-5.130258397363371969e+00,-3.232179939158714888e+01,3.768088012852683732e+01
-5.201353883444143733e+00,-3.231043461349447199e+01,3.768088012852683732e+01
-5.274039134063720269e+00,-3.229864979137805392e+01,3.768088012852683732e+01
-5.348312013260267506e+00,-3.228643408217353539e+01,3.768088012852683732e+01
-5.424170295498761618e+00,-3.227377640963558036e+01,3.768088012852683732e+01
-5.501611662920174339e+00,-3.226066546499222198e+01,3.768088012852683732e+01
-5.580633702534123941e+00,-3.224708970762883808e+01,3.768088012852683732e+01
-5.661233903355186392e+00,-3.223303736580254508e+01,3.768088012852683732e+01
-5.743409653483245947e+00,-3.221849643738820390e+01,3.768088012852683732e+01
-5.827158237128077012e+00,-3.220345469065689770e+01,3.768088012852683732e+01
-5.912476831578598713e+00,-3.218789966508792588e+01,3.768088012852683732e+01
-5.999362504117008221e+00,-3.217181867221553659e+01,3.768088012852683732e+01
-6.087812208878256470e+00,-3.215519879651118629e+01,3.768088012852683732e+01
-6.177822783655109617e+00,-3.213802689630266229e+01,3.768088012852683732e+01
-6.269390946649291863e+00,-3.212028960473104178e+01,3.768088012852683732e+01
-6.362513293168984951e+00,-3.210197333074665238e+01,3.768088012852683732e+01
-6.457186292273208394e+00,-3.208306426014510748e+01,3.768088012852683732e+01
-6.553406283363393925e+00,-3.206354835664472347e+01,3.768088012852683732e+01
-6.651169472722712861e+00,-3.204341136300632087e+01,3.768088012852683732e+01
-6.750471930003511645e+00,-3.202263880219673098e+01,3.768088012852683732e+01
-6.851309584663410668e+00,-3.200121597859713063e+01,3.768088012852683732e+01
-6.953678222350566429e+00,-3.197912797925748052e+01,3.768088012852683732e+01
-7.057573481238545554e+00,-3.195635967519829634e+01,3.768088012852683732e+01
-7.162990848311458159e+00,-3.193289572276099619e+01,3.768088012852683732e+01
-7.269925655599812409e+00,-3.190872056500813159e+01,3.768088012852683732e+01
-7.378373076367760852e+00,-3.188381843317472786e+01,3.768088012852683732e+01
-7.488328121252264324e+00,-3.185817334817211233e+01,3.768088012852683732e+01
-7.599785634354889297e+00,-3.183176912214548082e+01,3.768088012852683732e+01
-7.712740289286794670e+00,-3.180458936008659521e+01,3.768088012852683732e+01
-7.827186585167684285e+00,-3.177661746150291933e+01,3.768088012852683732e+01
-7.943118842579324657e+00,-3.174783662214454694e+01,3.768088012852683732e+01
-8.060531199474466391e+00,-3.171822983579033206e+01,3.768088012852683732e+01
-8.179417607041790106e+00,-3.168777989609458245e+01,3.768088012852683732e+01
-8.299771825527789915e+00,-3.165646939849573016e+01,3.768088012852683732e+01
-8.421587420016278358e+00,-3.162428074218834340e+01,3.768088012852683732e+01
-8.544857756166448937e+00,-3.159119613216003586e+01,3.768088012852683732e+01
-8.669575995910255628e+00,-3.155719758129447428e+01,3.768088012852683732e+01
-8.795735093110103264e+00,-3.152226691254219659e+01,3.768088012852683732e+01
-8.923327789177669445e+00,-3.148638576116050558e+01,3.768088012852683732e+01
-9.052346608654861626e+00,-3.144953557702396907e+01,3.768088012852683732e+01
-9.182783854757904152e+00,-3.141169762700702606e+01,3.768088012852683732e+01
-9.314631604885493132e+00,-3.137285299744015532e+01,3.768088012852683732e+01
-9.447881706092140064e+00,-3.133298259664104535e+01,3.768088012852683732e+01
-9.582525770527716702e+00,-3.129206715752242474e+01,3.768088012852683732e+01
-9.718555170844364710e+00,-3.125008724027783202e+01,3.768088012852683732e+01
-9.855961035571830564e+00,-3.120702323514710130e+01,3.768088012852683732e+01
-9.994734244462526007e+00,-3.116285536526281419e+01,3.768088012852683732e+01
-1.013486542380736566e+01,-3.111756368957948027e+01,3.768088012852683732e+01
-1.027634494172377977e+01,-3.107112810588681384e+01,3.768088012852683732e+01
-1.041916290341706919e+01,-3.102352835390873054e+01,3.768088012852683732e+01
-1.056330914641650232e+01,-3.097474401848956305e+01,3.768088012852683732e+01
-1.070877323578743479e+01,-3.092475453286903431e+01,3.768088012852683732e+01
-1.085554445932094403e+01,-3.087353918204758685e+01,3.768088012852683732e+01
-1.100361182270228788e+01,-3.082107710624350716e+01,3.768088012852683732e+01
-1.115296404465978952e+01,-3.076734730444350774e+01,3.768088012852683732e+01
-1.130358955209554672e+01,-3.071232863804823410e+01,3.768088012852683732e+01
-1.145547647519962453e+01,-3.065599983461425637e+01,3.768088012852683732e+01
-1.160861264254920755e+01,-3.059833949169411937e+01,3.768088012852683732e+01
-1.176298557619447926e+01,-3.053932608077594679e+01,3.768088012852683732e+01
-1.191858248673278808e+01,-3.047893795132415562e+01,3.768088012852683732e+01
-1.207539026837289065e+01,-3.041715333492282269e+01,3.768088012852683732e+01
-1.223339549399105586e+01,-3.035395034952321325e+01,3.768088012852683732e+01
-1.239258441018072965e+01,-3.028930700379701335e+01,3.768088012852683732e+01
-1.255294293229777658e+01,-3.022320120159670509e+01,3.768088012852683732e+01
-1.271445663950302318e+01,-3.015561074652474716e+01,3.768088012852683732e+01
-1.287711076980422753e+01,-3.008651334661285404e+01,3.768088012852683732e+01
-1.304089021509927626e+01,-3.001588661911304001e+01,3.768088012852683732e+01
-1.320577951622285084e+01,-2.994370809540178158e+01,3.768088012852683732e+01
-1.337176285799844422e+01,-2.986995522599882236e+01,3.768088012852683732e+01
-1.353882406429805663e+01,-2.979460538570204164e+01,3.768088012852683732e+01
-1.370694659311157437e+01,-2.971763587883982893e+01,3.768088012852683732e+01
-1.387611353162823491e+01,-2.963902394464239265e+01,3.768088012852683732e+01
-1.404630759133228679e+01,-2.955874676273339929e+01,3.768088012852683732e+01
-1.421732533432892787e+01,-2.947687105972358879e+01,3.768088012852683732e+01
-1.438893669520759744e+01,-2.939348172495101963e+01,3.768088012852683732e+01
-1.456093451549640783e+01,-2.930865833109981367e+01,3.768088012852683732e+01
-1.473313236904300005e+01,-2.922247555786433537e+01,3.768088012852683732e+01
-1.490536259116310092e+01,-2.913500357232991433e+01,3.768088012852683732e+01
-1.507747449289644948e+01,-2.904630837214564565e+01,3.768088012852683732e+01
-1.524933274334524569e+01,-2.895645209649240925e+01,3.768088012852683732e+01
-1.542081590457565277e+01,-2.886549330898240129e+01,3.768088012852683732e+01
-1.559181510494564904e+01,-2.877348725592554857e+01,3.768088012852683732e+01
-1.576223283799069463e+01,-2.868048610283112154e+01,3.768088012852683732e+01
-1.593198187515979569e+01,-2.858653915155349878e+01,3.768088012852683732e+01
-1.610098428175718510e+01,-2.849169304011836346e+01,3.768088012852683732e+01
-1.626917052641520911e+01,-2.839599192696292818e+01,3.768088012852683732e+01
-1.643647867531031892e+01,-2.829947766107689944e+01,3.768088012852683732e+01
-1.660285366314221633e+01,-2.820218993932929052e+01,3.768088012852683732e+01
-1.676824663363287371e+01,-2.810416645210067799e+01,3.768088012852683732e+01
-1.693261434297317081e+01,-2.800544301820380966e+01,3.768088012852683732e+01
-1.709591862025554221e+01,-2.790605370996266643e+01,3.768088012852683732e+01
-1.725812587948691146e+01,-2.780603096922510176e+01,3.768088012852683732e+01
-1.741920667828106417e+01,-2.770540571500531968e+01,3.768088012852683732e+01
-1.757913531878923408e+01,-2.760420744338475174e+01,3.768088012852683732e+01
-1.773788948684448741e+01,-2.750246432024252385e+01,3.768088012852683732e+01
-1.789544992567461534e+01,-2.740020326733715450e+01,3.768088012852683732e+01
-1.805180014088186624e+01,-2.729745004221783944e+01,3.768088012852683732e+01
-1.820692613370015422e+01,-2.719422931240573860e+01,3.768088012852683732e+01
-1.836081615982326198e+01,-2.709056472425213613e+01,3.768088012852683732e+01
-1.851346051135447723e+01,-2.698647896685004355e+01,3.768088012852683732e+01
-1.866485131966063449e+01,-2.688199383134896436e+01,3.768088012852683732e+01
-1.881498237712472132e+01,-2.677713026599764845e+01,3.768088012852683732e+01
-1.896384897598220221e+01,-2.667190842721720401e+01,3.768088012852683732e+01
-1.911144776259940414e+01,-2.656634772698640035e+01,3.768088012852683732e+01
-1.925777660570931005e+01,-2.646046687680163600e+01,3.768088012852683732e+01
-1.940283447726196897e+01,-2.635428392845640388e+01,3.768088012852683732e+01
-1.954662134467534074e+01,-2.624781631186875686e+01,3.768088012852683732e+01
-1.968913807338903865e+01,-2.614108087016953164e+01,3.768088012852683732e+01
-1.983038633872838119e+01,-2.603409389225014081e+01,3.768088012852683732e+01
-1.997036854618182034e+01,-2.592687114295500805e+01,3.768088012852683732e+01
-2.010908775928103509e+01,-2.581942789109113789e+01,3.768088012852683732e+01
-2.024654763435068006e+01,-2.571177893541577220e+01,3.768088012852683732e+01
-2.038275236146589009e+01,-2.560393862875158888e+01,3.768088012852683732e+01
-2.051770661101895499e+01,-2.549592090036895087e+01,3.768088012852683732e+01
-2.065141548535451577e+01,-2.538773927676470166e+01,3.768088012852683732e+01
-2.078388447498490876e+01,-2.527940690095799425e+01,3.768088012852683732e+01
-2.091511941894421511e+01,-2.517093655041512079e+01,3.768088012852683732e+01
-2.104512646888242955e+01,-2.506234065370721353e+01,3.768088012852683732e+01
-2.117391205653952468e+01,-2.495363130599735868e+01,3.768088012852683732e+01
-2.130148286427413140e+01,-2.484482028344654481e+01,3.768088012852683732e+01
-2.142784579835307213e+01,-2.473591905662135915e+01,3.768088012852683732e+01
-2.155300796473624203e+01,-2.462693880298030891e+01,3.768088012852683732e+01
-2.167697664711718986e+01,-2.451789041850985384e+01,3.768088012852683732e+01
-2.179975928700294219e+01,-2.440878452857597836e+01,3.768088012852683732e+01
-2.192136346563752625e+01,-2.429963149805225697e+01,3.768088012852683732e+01
-2.204179688759262845e+01,-2.419044144078054970e+01,3.768088012852683732e+01
-2.216106736586593229e+01,-2.408122422841648458e+01,3.768088012852683732e+01
-2.227918280834319376e+01,-2.397198949870757900e+01,3.768088012852683732e+01
-2.239615120549390426e+01,-2.386274666324845484e+01,3.768088012852683732e+01
-2.251198061918321258e+01,-2.375350491475396453e+01,3.768088012852683732e+01
-2.262667917249397931e+01,-2.364427323388791180e+01,3.768088012852683732e+01
-2.274025504046324642e+01,-2.353506039568216934e+01,3.768088012852683732e+01
-2.285271644164654603e+01,-2.342587497557815368e+01,3.768088012852683732e+01
-2.296407163043203070e+01,-2.331672535512025846e+01,3.768088012852683732e+01
-2.307432889003377241e+01,-2.320761972732822542e+01,3.768088012852683732e+01
-2.318349652610061895e+01,-2.309856610177354597e+01,3.768088012852683732e+01
-2.329158286088294005e+01,-2.298957230938290763e+01,3.768088012852683732e+01
-2.339859622790541493e+01,-2.288064600698965734e+01,3.768088012852683732e+01
-2.350454496709866703e+01,-2.277179468165295617e+01,3.768088012852683732e+01
-2.360943742034761783e+01,-2.266302565476222952e+01,3.768088012852683732e+01
-2.371328192741796315e+01,-2.255434608594347523e+01,3.768088012852683732e+01
-2.381608682222631046e+01,-2.244576297678248622e+01,3.768088012852683732e+01
-2.391786042942255719e+01,-2.233728317437874367e+01,3.768088012852683732e+01
-2.401861106125628353e+01,-2.222891337474278473e+01,3.768088012852683732e+01
-2.411834701470159814e+01,-2.212066012604858400e+01,3.768088012852683732e+01
-2.421707656881723736e+01,-2.201252983175183786e+01,3.768088012852683732e+01
-2.431480798232109564e+01,-2.190452875358370832e+01,3.768088012852683732e+01
-2.441154949136028662e+01,-2.179666301442926013e+01,3.768088012852683732e+01
-2.450730930745948655e+01,-2.168893860109873373e+01,3.768088012852683732e+01
-2.460209561563229386e+01,-2.158136136699924279e+01,3.768088012852683732e+01
-2.469591657264144047e+01,-2.147393703471385251e+01,3.768088012852683732e+01
-2.478878030539523536e+01,-2.136667119849441221e+01,3.768088012852683732e+01
-2.488069490946879014e+01,-2.125956932667392962e+01,3.768088012852683732e+01
-2.497166844773952832e+01,-2.115263676400394388e+01,3.768088012852683732e+01
-2.506170894912767722e+01,-2.104587873392163289e+01,3.768088012852683732e+01
-2.515082440743309178e+01,-2.093930034075133406e+01,3.768088012852683732e+01
-2.523902278026072565e+01,-2.083290657184448946e+01,3.768088012852683732e+01
-2.532631198802767614e+01,-2.072670229966183086e+01,3.768088012852683732e+01
-2.541269991304548626e+01,-2.062069228380121899e+01,3.768088012852683732e+01
-2.549819439867184201e+01,-2.051488117297443736e+01,3.768088012852683732e+01
-2.558280324852642451e+01,-2.040927350693569409e+01,3.768088012852683732e+01
-2.566653422576608889e+01,-2.030387371836465604e+01,3.768088012852683732e+01
-2.574939505241514937e+01,-2.019868613470637086e+01,3.768088012852683732e+01
-2.583139340874658885e+01,-2.009371497997034339e+01,3.768088012852683732e+01
-2.591253693271074710e+01,-1.998896437649091240e+01,3.768088012852683732e+01
-2.599283321940813707e+01,-1.988443834665072885e+01,3.768088012852683732e+01
-2.607228982060338396e+01,-1.978014081456910134e+01,3.768088012852683732e+01
-2.615091424427748379e+01,-1.967607560775690345e+01,3.768088012852683732e+01
-2.622871395421598351e+01,-1.957224645873940005e+01,3.768088012852683732e+01
-2.630569636963065960e+01,-1.946865700664844923e+01,3.768088012852683732e+01
-2.638186886481268090e+01,-1.936531079878524864e+01,3.768088012852683732e+01
-2.645723876881528014e+01,-1.926221129215487693e+01,3.768088012852683732e+01
-2.653181336516416522e+01,-1.915936185497359645e+01,3.768088012852683732e+01
-2.660559989159400018e+01,-1.905676576815002221e+01,3.768088012852683732e+01
-2.667860553980954919e+01,-1.895442622674092803e+01,3.768088012852683732e+01
-2.675083745527001966e+01,-1.885234634138264909e+01,3.768088012852683732e+01
-2.682230273699532930e+01,-1.875052913969880564e+01,3.768088012852683732e+01
-2.689300843739313862e+01,-1.864897756768511883e+01,3.768088012852683732e+01
-2.696296156210557982e+01,-1.854769449107188350e+01,3.768088012852683732e+01
-2.703216906987456980e+01,-1.844668269666493998e+01,3.768088012852683732e+01
-2.710063787242494371e+01,-1.834594489366541836e+01,3.768088012852683732e+01
-2.716837483436427902e+01,-1.824548371496910804e+01,3.768088012852683732e+01
-2.723538677309887390e+01,-1.814530171844580764e+01,3.768088012852683732e+01
-2.730168045876485294e+01,-1.804540138819911732e+01,3.768088012852683732e+01
-2.736726261417396699e+01,-1.794578513580715651e+01,3.768088012852683732e+01
-2.743213991477311353e+01,-1.784645530154469384e+01,3.768088012852683732e+01
-2.749631898861723300e+01,-1.774741415558696644e+01,3.768088012852683732e+01
-2.755980641635478534e+01,-1.764866389919561840e+01,3.768088012852683732e+01
-2.762260873122543003e+01,-1.755020666588715272e+01,3.768088012852683732e+01
-2.768473241906919213e+01,-1.745204452258418115e+01,3.768088012852683732e+01
-2.774618391834684061e+01,-1.735417947074975942e+01,3.768088012852683732e+01
-2.780696962017082541e+01,-1.725661344750522375e+01,3.768088012852683732e+01
-2.786709586834646046e+01,-1.715934832673167065e+01,3.768088012852683732e+01
-2.792656895942286255e+01,-1.706238592015549926e+01,3.768088012852683732e+01
-2.798539514275331186e+01,-1.696572797841815827e+01,3.768088012852683732e+01
-2.804358062056456546e+01,-1.686937619213043149e+01,3.768088012852683732e+01
-2.810113154803487134e+01,-1.677333219291147870e+01,3.768088012852683732e+01
-2.815805403338029222e+01,-1.667759755441284497e+01,3.768088012852683732e+01
-2.821435413794894842e+01,-1.658217379332770847e+01,3.768088012852683732e+01
-2.827003787632303045e+01,-1.648706237038552658e+01,3.768088012852683732e+01
-2.832511121642808050e+01,-1.639226469133235398e+01,3.768088012852683732e+01
-2.837958007964942198e+01,-1.629778210789697468e+01,3.768088012852683732e+01
-2.843345034095536761e+01,-1.620361591874314655e+01,3.768088012852683732e+01
-2.848672782902696454e+01,-1.610976737040799023e+01,3.768088012852683732e+01
-2.853941832639405618e+01,-1.601623765822685996e+01,3.768088012852683732e+01
-2.859152756957736585e+01,-1.592302792724482963e+01,3.768088012852683732e+01
-2.864306124923635011e+01,-1.583013927311494840e+01,3.768088012852683732e+01
-2.869402501032271147e+01,-1.573757274298345443e+01,3.768088012852683732e+01
-2.874442445223921183e+01,-1.564532933636214018e+01,3.768088012852683732e+01
-2.879426512900359825e+01,-1.555341000598802559e+01,3.768088012852683732e+01
-2.884355254941758417e+01,-1.546181565867047603e+01,3.768088012852683732e+01
-2.889229217724043863e+01,-1.537054715612597633e+01,3.768088012852683732e+01
-2.894048943136720453e+01,-1.527960531580067993e+01,3.768088012852683732e+01
-2.898814968601128683e+01,-1.518899091168089832e+01,3.768088012852683732e+01
-2.903527827089117253e+01,-1.509870467509170844e+01,3.768088012852683732e+01
-2.908188047142119004e+01,-1.500874729548378994e+01,3.768088012852683732e+01
-2.912796152890611623e+01,-1.491911942120869838e+01,3.768088012852683732e+01
-2.917352664073942847e+01,-1.482982166028263826e+01,3.768088012852683732e+01
-2.921858096060511301e+01,-1.474085458113896330e+01,3.768088012852683732e+01
-2.926312959868280927e+01,-1.465221871336949988e+01,3.768088012852683732e+01
-2.930717762185615882e+01,-1.456391454845485178e+01,3.768088012852683732e+01
-2.935073005392424861e+01,-1.447594254048381757e+01,3.768088012852683732e+01
-2.939379187581595687e+01,-1.438830310686207881e+01,3.768088012852683732e+01
-2.943636802580710210e+01,-1.430099662901025148e+01,3.768088012852683732e+01
-2.947846339974022101e+01,-1.421402345305147641e+01,3.768088012852683732e+01
-2.952008285124690445e+01,-1.412738389048870680e+01,3.768088012852683732e+01
-2.956123119197250659e+01,-1.404107821887169472e+01,3.768088012852683732e+01
-2.960191319180313130e+01,-1.395510668245402464e+01,3.768088012852683732e+01
-2.964213357909480706e+01,-1.386946949284006969e+01,3.768088012852683732e+01
-2.968189704090463721e+01,-1.378416682962222950e+01,3.768088012852683732e+01
-2.972120822322396805e+01,-1.369919884100837848e+01,3.768088012852683732e+01
-2.976007173121327654e+01,-1.361456564443984263e+01,3.768088012852683732e+01
-2.979849212943886627e+01,-1.353026732719982483e+01,3.768088012852683732e+01
-2.983647394211109116e+01,-1.344630394701261267e+01,3.768088012852683732e+01
-2.987402165332414583e+01,-1.336267553263347452e+01,3.768088012852683732e+01
-2.991113970729723093e+01,-1.327938208442953538e+01,3.768088012852683732e+01
-2.994783250861705781e+01,-1.319642357495168739e+01,3.768088012852683732e+01
-2.998410442248155405e+01,-1.311379994949759720e+01,3.768088012852683732e+01
-3.001995977494473422e+01,-1.303151112666605194e+01,3.768088012852683732e+01
-3.005540285316257965e+01,-1.294955699890262757e+01,3.768088012852683732e+01
-3.009043790563988807e+01,-1.286793743303686810e+01,3.768088012852683732e+01
-3.012506914247804346e+01,-1.278665227081108569e+01,3.768088012852683732e+01
-3.015930073562352831e+01,-1.270570132940088470e+01,3.768088012852683732e+01
-3.019313681911717140e+01,-1.262508440192747372e+01,3.768088012852683732e+01
-3.022658148934407762e+01,-1.254480125796193057e+01,3.768088012852683732e+01
-3.025963880528407657e+01,-1.246485164402156798e+01,3.768088012852683732e+01
-3.029231278876271460e+01,-1.238523528405835172e+01,3.768088012852683732e+01
-3.032460742470264137e+01,-1.230595187993966277e+01,3.768088012852683732e+01
-3.035652666137539413e+01,-1.222700111192135886e+01,3.768088012852683732e+01
-3.038807441065343795e+01,-1.214838263911335758e+01,3.768088012852683732e+01
-3.041925454826250075e+01,-1.207009609993774113e+01,3.768088012852683732e+01
-3.045007091403402200e+01,-1.199214111257954229e+01,3.768088012852683732e+01
-3.048052731215774003e+01,-1.191451727543030792e+01,3.768088012852683732e+01
-3.051062751143434326e+01,-1.183722416752453555e+01,3.768088012852683732e+01
-3.054037524552811078e+01,-1.176026134896904374e+01,3.768088012852683732e+01
-3.056977421321948185e+01,-1.168362836136542882e+01,3.768088012852683732e+01
-3.059882807865755439e+01,-1.160732472822567196e+01,3.768088012852683732e+01
-3.062754047161239512e+01,-1.153134995538103169e+01,3.768088012852683732e+01
-3.065591498772712953e+01,-1.145570353138420394e+01,3.768088012852683732e+01
-3.068395518876981143e+01,-1.138038492790500733e+01,3.768088012852683732e+01
-3.071166460288496225e+01,-1.130539360011955097e+01,3.768088012852683732e+01
-3.073904672484476563e+01,-1.123072898709302514e+01,3.768088012852683732e+01
-3.076610501629987127e+01,-1.115639051215620725e+01,3.768088012852683732e+01
-3.079284290602976881e+01,-1.108237758327578248e+01,3.768088012852683732e+01
-3.081926379019265028e+01,-1.100868959341852360e+01,3.768088012852683732e+01
-3.084537103257483537e+01,-1.093532592090946487e+01,3.768088012852683732e+01
-3.087116796483953607e+01,-1.086228592978413232e+01,3.768088012852683732e+01
-3.089665788677513092e+01,-1.078956897013488359e+01,3.768088012852683732e+01
-3.092184406654272522e+01,-1.071717437845152077e+01,3.768088012852683732e+01
-3.094672974092312856e+01,-1.064510147795619588e+01,3.768088012852683732e+01
-3.097131811556306857e+01,-1.057334957893268523e+01,3.768088012852683732e+01
-3.099561236522073315e+01,-1.050191797905015179e+01,3.768088012852683732e+01
-3.101961563401049560e+01,-1.043080596368146296e+01,3.768088012852683732e+01
-3.104333103564691854e+01,-1.036001280621612075e+01,3.768088012852683732e+01
-3.106676165368787323e+01,-1.028953776836792322e+01,3.768088012852683732e+01
-3.108991054177687019e+01,-1.021938010047736967e+01,3.768088012852683732e+01
-3.111278072388447313e+01,-1.014953904180895528e+01,3.768088012852683732e+01
-3.113537519454883906e+01,-1.008001382084340491e+01,3.768088012852683732e+01
-3.115769691911535233e+01,-1.001080365556486562e+01,3.768088012852683732e+01
-3.117974883397524977e+01,-9.941907753743260301e+00,3.768088012852683732e+01
-3.120153384680334341e+01,-9.873325313211685383e+00,3.768088012852683732e+01
-3.122305483679470939e+01,-9.805055522139168644e+00,3.768088012852683732e+01
-3.124431465490038562e+01,-9.737097559298575788e+00,3.768088012852683732e+01
-3.126531612406201788e+01,-9.669450594330006865e+00,3.768088012852683732e+01
-3.128606203944546138e+01,-9.602113787999531525e+00,3.768088012852683732e+01
-3.130655516867333077e+01,-9.535086292453481605e+00,3.768088012852683732e+01
-3.132679825205640967e+01,-9.468367251468277956e+00,3.768088012852683732e+01
-3.134679400282399087e+01,-9.401955800695901644e+00,3.768088012852683732e+01
-3.136654510735309742e+01,-9.335851067905091227e+00,3.768088012852683732e+01
-3.138605422539656331e+01,-9.270052173218218172e+00,3.768088012852683732e+01
-3.140532399030991328e+01,-9.204558229344078413e+00,3.768088012852683732e+01
-3.142435700927713782e+01,-9.139368341806562768e+00,3.768088012852683732e+01
-3.144315586353525660e+01,-9.074481609169176011e+00,3.768088012852683732e+01
-3.146172310859768473e+01,-9.009897123255715456e+00,3.768088012852683732e+01
-3.148006127447640168e+01,-8.945613969366901230e+00,3.768088012852683732e+01
-3.149817286590290166e+01,-8.881631226493215792e+00,3.768088012852683732e+01
-3.151606036254790411e+01,-8.817947967523858566e+00,3.768088012852683732e+01
-3.153372621923983488e+01,-8.754563259452030621e+00,3.768088012852683732e+01
-3.155117286618207117e+01,-8.691476163576441039e+00,3.768088012852683732e+01
-3.156840270916888613e+01,-8.628685735699255233e+00,3.768088012852683732e+01
-3.158541812980017482e+01,-8.566191026320382207e+00,3.768088012852683732e+01
-3.160222148569486578e+01,-8.503991080828281923e+00,3.768088012852683732e+01
-3.161881511070308548e+01,-8.442084939687317657e+00,3.768088012852683732e+01
-3.163520131511700129e+01,-8.380471638621589392e+00,3.768088012852683732e+01
-3.165138238588038533e+01,-8.319150208795502266e+00,3.768088012852683732e+01
-3.166736058679686394e+01,-8.258119676990988367e+00,3.768088012852683732e+01
-3.168313815873688810e+01,-8.197379065781433383e+00,3.768088012852683732e+01
-3.169871731984334673e+01,-8.136927393702416467e+00,3.768088012852683732e+01
-3.171410026573589036e+01,-8.076763675419266875e+00,3.768088012852683732e+01
-3.172928916971393321e+01,-8.016886921891519080e+00,3.768088012852683732e+01
-3.174428618295833004e+01,-7.957296140534302786e+00,3.768088012852683732e+01
-3.175909343473168889e+01,-7.897990335376706028e+00,3.768088012852683732e+01
-3.177371303257740109e+01,-7.838968507217140669e+00,3.768088012852683732e+01
-3.178814706251731081e+01,-7.780229653775864840e+00,3.768088012852683732e+01
-3.180239758924803795e+01,-7.721772769844495343e+00,3.768088012852683732e+01
-3.181646665633597948e+01,-7.663596847432797787e+00,3.768088012852683732e+01
-3.183035628641097148e+01,-7.605700875912663861e+00,3.768088012852683732e+01
-3.184406848135858681e+01,-7.548083842159278412e+00,3.768088012852683732e+01
-3.185760522251108640e+01,-7.490744730689685049e+00,3.768088012852683732e+01
-3.187096847083710927e+01,-7.433682523798557540e+00,3.768088012852683732e+01
-3.188416016712985979e+01,-7.376896201691520716e+00,3.768088012852683732e+01
-3.189718223219410831e+01,-7.320384742615758888e+00,3.768088012852683732e+01
-3.191003656703176361e+01,-7.264147122988143579e+00,3.768088012852683732e+01
-3.192272505302611307e+01,-7.208182317520852145e+00,3.768088012852683732e+01
-3.193524955212472705e+01,-7.152489299344560791e+00,3.768088012852683732e+01
