ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.199943818991855338e+01,1.200008420164345040e+02,0.000000000000000000e+00,-3.999999976668031199e+00,4.320367241781489882e-04,0.000000000000000000e+00
3.199943458263617657e+01,1.200008420168810801e+02,0.000000000000000000e+00,-3.999999978999172257e+00,4.098860846530090886e-04,0.000000000000000000e+00
3.199943097535383174e+01,1.200008420175177122e+02,0.000000000000000000e+00,-3.999999281712229404e+00,2.397144474383732741e-03,0.000000000000000000e+00
3.199942736808425181e+01,1.200008420273565974e+02,0.000000000000000000e+00,-3.999942770411741400e+00,2.139704257195846129e-02,0.000000000000000000e+00
3.199942376097214947e+01,1.200008420668263653e+02,0.000000000000000000e+00,-3.999544031778304642e+00,6.039484966887720407e-02,0.000000000000000000e+00
3.199942015454120892e+01,1.200008421570862538e+02,0.000000000000000000e+00,-3.998218172535731529e+00,1.193794153320359153e-01,0.000000000000000000e+00
3.199941654996418094e+01,1.200008423192739428e+02,0.000000000000000000e+00,-3.995080830216356294e+00,1.983158088448086498e-01,0.000000000000000000e+00
3.199941294933248059e+01,1.200008425744705534e+02,0.000000000000000000e+00,-3.988949459150601395e+00,2.971232275371709086e-01,0.000000000000000000e+00
3.199940935592411151e+01,1.200008429436387303e+02,0.000000000000000000e+00,-3.978346242380684128e+00,4.156454928607705712e-01,0.000000000000000000e+00
3.199940577446790257e+01,1.200008434475258952e+02,0.000000000000000000e+00,-3.961503659111485831e+00,5.536142690053177384e-01,0.000000000000000000e+00
3.199940221140127505e+01,1.200008441065253919e+02,0.000000000000000000e+00,-3.936373987032910193e+00,7.106052590648437306e-01,0.000000000000000000e+00
3.199939867511732317e+01,1.200008449404879229e+02,0.000000000000000000e+00,-3.900644254304418634e+00,8.859878110684756836e-01,0.000000000000000000e+00
3.199939517619564455e+01,1.200008459684768667e+02,0.000000000000000000e+00,-3.851758367430805130e+00,1.078868610594802213e+00,0.000000000000000000e+00
3.199939172760969086e+01,1.200008472084614510e+02,0.000000000000000000e+00,-3.786948315308422686e+00,1.288030456620758768e+00,0.000000000000000000e+00
3.199938834490158612e+01,1.200008486769435478e+02,0.000000000000000000e+00,-3.703276469004178839e+00,1.511867518706556668e+00,0.000000000000000000e+00
3.199938504631368374e+01,1.200008503885146780e+02,0.000000000000000000e+00,-3.597691039750270825e+00,1.748318959029100839e+00,0.000000000000000000e+00
3.199938185286402259e+01,1.200008523553431701e+02,0.000000000000000000e+00,-3.467096698440452762e+00,1.994803369674138294e+00,0.000000000000000000e+00
3.199937878835138250e+01,1.200008545865933485e+02,0.000000000000000000e+00,-3.308442169103919195e+00,2.248157114993285965e+00,0.000000000000000000e+00
3.199937587927393778e+01,1.200008570877828760e+02,0.000000000000000000e+00,-3.118826254074674953e+00,2.504580363433067447e+00,0.000000000000000000e+00
3.199937315464451970e+01,1.200008598600882692e+02,0.000000000000000000e+00,-2.895623196188691573e+00,2.759595315566028439e+00,0.000000000000000000e+00
3.199937064568482370e+01,1.200008628996140061e+02,0.000000000000000000e+00,-2.636627500528521129e+00,3.008021845575045816e+00,0.000000000000000000e+00
3.199936838538149075e+01,1.200008661966466263e+02,0.000000000000000000e+00,-2.340217296130109759e+00,3.243976418979253484e+00,0.000000000000000000e+00
3.199936640788791919e+01,1.200008697349208830e+02,0.000000000000000000e+00,-2.005533995706115569e+00,3.460900661976163306e+00,0.000000000000000000e+00
3.199936474775873307e+01,1.200008734909331025e+02,0.000000000000000000e+00,-1.632674400664433367e+00,3.651626254344085165e+00,0.000000000000000000e+00
3.199936343900771973e+01,1.200008774333430637e+02,0.000000000000000000e+00,-1.222889509929561136e+00,3.808482801130158801e+00,0.000000000000000000e+00
3.199936251398633047e+01,1.200008815225128131e+02,0.000000000000000000e+00,-7.787821597742575763e-01,3.923454899398911788e+00,0.000000000000000000e+00
3.199936200208768255e+01,1.200008857102374549e+02,0.000000000000000000e+00,-3.044933153820607030e-01,3.988393639159457660e+00,0.000000000000000000e+00
3.199936192829125048e+01,1.200008899397269886e+02,0.000000000000000000e+00,1.941355409290721479e-01,3.995286146416569206e+00,0.000000000000000000e+00
3.199936231157561295e+01,1.200008941459017251e+02,0.000000000000000000e+00,7.094387747958478263e-01,3.936584385583033363e+00,0.000000000000000000e+00
3.199936316324102137e+01,1.200008982560632802e+02,0.000000000000000000e+00,1.231858583819533060e+00,3.805591206300292573e+00,0.000000000000000000e+00
3.199936448381181009e+01,1.200009021917181542e+02,0.000000000000000000e+00,1.743269233177197952e+00,3.600140605678862293e+00,0.000000000000000000e+00
3.199936625042964167e+01,1.200009058787358640e+02,0.000000000000000000e+00,2.213072693681457093e+00,3.332012792964859305e+00,0.000000000000000000e+00
3.199936841877672222e+01,1.200009092579618368e+02,0.000000000000000000e+00,2.627786726693943198e+00,3.015748152450916209e+00,0.000000000000000000e+00
3.199937093769971597e+01,1.200009122842161275e+02,0.000000000000000000e+00,2.984548084072094376e+00,2.663169678008063812e+00,0.000000000000000000e+00
3.199937375465265887e+01,1.200009149243227711e+02,0.000000000000000000e+00,3.282994537332961205e+00,2.285157952492982147e+00,0.000000000000000000e+00
3.199937681746348872e+01,1.200009171561939638e+02,0.000000000000000000e+00,3.524430913502211826e+00,1.891662426531210528e+00,0.000000000000000000e+00
3.199938007570676035e+01,1.200009189677635391e+02,0.000000000000000000e+00,3.711508312036681190e+00,1.491544853392819281e+00,0.000000000000000000e+00
3.199938348179133740e+01,1.200009203557893755e+02,0.000000000000000000e+00,3.847916009295843764e+00,1.092493654629046684e+00,0.000000000000000000e+00
3.199938699177891621e+01,1.200009213245946853e+02,0.000000000000000000e+00,3.938096226110638476e+00,7.009979414328753045e-01,0.000000000000000000e+00
3.199939056595690090e+01,1.200009218848054928e+02,0.000000000000000000e+00,3.986988556550585372e+00,3.223697410345151004e-01,0.000000000000000000e+00
3.199939416919431068e+01,1.200009220521307611e+02,0.000000000000000000e+00,3.999807948950993453e+00,-3.919657521302308961e-02,0.000000000000000000e+00
3.199939777111157113e+01,1.200009218462186311e+02,0.000000000000000000e+00,3.981857732121335314e+00,-3.805377788676430617e-01,0.000000000000000000e+00
3.199940134609589037e+01,1.200009212896138422e+02,0.000000000000000000e+00,3.938377288532668885e+00,-6.994171381729538117e-01,0.000000000000000000e+00
3.199940487319275562e+01,1.200009204068315540e+02,0.000000000000000000e+00,3.874422561327730552e+00,-9.944092800626160855e-01,0.000000000000000000e+00
3.199940833590205003e+01,1.200009192235553428e+02,0.000000000000000000e+00,3.794776593427579225e+00,-1.264780852944160650e+00,0.000000000000000000e+00
3.199941172189991079e+01,1.200009177659474915e+02,0.000000000000000000e+00,3.703826209302402805e+00,-1.510520245241544490e+00,0.000000000000000000e+00
3.199941502231751045e+01,1.200009160590716988e+02,0.000000000000000000e+00,3.604442309230488029e+00,-1.734357413980512019e+00,0.000000000000000000e+00
3.199941823025616827e+01,1.200009141244195519e+02,0.000000000000000000e+00,3.498337889463519090e+00,-1.939492720054374342e+00,0.000000000000000000e+00
3.199942134033024743e+01,1.200009119808601383e+02,0.000000000000000000e+00,3.387161348346236611e+00,-2.127707216763925047e+00,0.000000000000000000e+00
3.199942434859600837e+01,1.200009096456796982e+02,0.000000000000000000e+00,3.272437096973682902e+00,-2.300251170274767443e+00,0.000000000000000000e+00
3.199942725241574593e+01,1.200009071349434180e+02,0.000000000000000000e+00,3.155515282285828338e+00,-2.458195131241735165e+00,0.000000000000000000e+00
3.199943005029372145e+01,1.200009044636201025e+02,0.000000000000000000e+00,3.037559751157445476e+00,-2.602543132812269011e+00,0.000000000000000000e+00
3.199943274171024399e+01,1.200009016456341726e+02,0.000000000000000000e+00,2.919555570168683722e+00,-2.734263204722068519e+00,0.000000000000000000e+00
3.199943532696649129e+01,1.200008986939009645e+02,0.000000000000000000e+00,2.802324728628736494e+00,-2.854290825286704969e+00,0.000000000000000000e+00
3.199943780704473895e+01,1.200008956203627548e+02,0.000000000000000000e+00,2.686544324529972716e+00,-2.963524859409108370e+00,0.000000000000000000e+00
3.199944018348513808e+01,1.200008924360300142e+02,0.000000000000000000e+00,2.572764645096669689e+00,-3.062822567655623995e+00,0.000000000000000000e+00
3.199944245827827061e+01,1.200008891510273941e+02,0.000000000000000000e+00,2.461426064482704401e+00,-3.152995675399058673e+00,0.000000000000000000e+00
3.199944463377241277e+01,1.200008857746432511e+02,0.000000000000000000e+00,2.352874373003441377e+00,-3.234807905403912276e+00,0.000000000000000000e+00
3.199944671259387974e+01,1.200008823153810482e+02,0.000000000000000000e+00,2.247374459294684268e+00,-3.308973865069034570e+00,0.000000000000000000e+00
3.199944869757910482e+01,1.200008787810114086e+02,0.000000000000000000e+00,2.145122399966703952e+00,-3.376159043819036309e+00,0.000000000000000000e+00
3.199945059171698603e+01,1.200008751786238292e+02,0.000000000000000000e+00,2.046256066859832856e+00,-3.436980667510265430e+00,0.000000000000000000e+00
3.199945239810026010e+01,1.200008715146770015e+02,0.000000000000000000e+00,1.950864382492370375e+00,-3.492009186861146475e+00,0.000000000000000000e+00
3.199945411988469601e+01,1.200008677950474549e+02,0.000000000000000000e+00,1.858995358491811078e+00,-3.541770215175723102e+00,0.000000000000000000e+00
3.199945576025508487e+01,1.200008640250760550e+02,0.000000000000000000e+00,1.770663048165713960e+00,-3.586746766899008065e+00,0.000000000000000000e+00
3.199945732239714502e+01,1.200008602096117158e+02,0.000000000000000000e+00,1.685853536885586257e+00,-3.627381679968395556e+00,0.000000000000000000e+00
3.199945880947442944e+01,1.200008563530529671e+02,0.000000000000000000e+00,1.604530084641983878e+00,-3.664080131148713004e+00,0.000000000000000000e+00
3.199946022460956740e+01,1.200008524593864649e+02,0.000000000000000000e+00,1.526637525082205293e+00,-3.697212175005764934e+00,0.000000000000000000e+00
3.199946157086922938e+01,1.200008485322230172e+02,0.000000000000000000e+00,1.452106015203332490e+00,-3.727115254538056366e+00,0.000000000000000000e+00
3.199946285125222900e+01,1.200008445748308787e+02,0.000000000000000000e+00,1.380854220028342239e+00,-3.754096645403511623e+00,0.000000000000000000e+00
3.199946406868026116e+01,1.200008405901666038e+02,0.000000000000000000e+00,1.312792007272312045e+00,-3.778435806738274394e+00,0.000000000000000000e+00
3.199946522599094578e+01,1.200008365809033108e+02,0.000000000000000000e+00,1.247822718340508175e+00,-3.800386620278690231e+00,0.000000000000000000e+00
3.199946632593271545e+01,1.200008325494568311e+02,0.000000000000000000e+00,1.185845074054349135e+00,-3.820179506298233552e+00,0.000000000000000000e+00
3.199946737116135509e+01,1.200008284980095823e+02,0.000000000000000000e+00,1.126754766293792009e+00,-3.838023410120658063e+00,0.000000000000000000e+00
3.199946836423776730e+01,1.200008244285322832e+02,0.000000000000000000e+00,1.070445780263639346e+00,-3.854107656970125362e+00,0.000000000000000000e+00
3.199946930762695629e+01,1.200008203428040332e+02,0.000000000000000000e+00,1.016811486305504442e+00,-3.868603675916825413e+00,0.000000000000000000e+00
3.199947020369779693e+01,1.200008162424303322e+02,0.000000000000000000e+00,9.657455350428917340e-01,-3.881666595876660519e+00,0.000000000000000000e+00
3.199947105472363162e+01,1.200008121288597920e+02,0.000000000000000000e+00,9.171425851139197727e-01,-3.893436718192622603e+00,0.000000000000000000e+00
3.199947186288340717e+01,1.200008080033990012e+02,0.000000000000000000e+00,8.708988887617401531e-01,-3.904040871398959833e+00,0.000000000000000000e+00
3.199947263026330901e+01,1.200008038672262813e+02,0.000000000000000000e+00,8.269127570632641699e-01,-3.913593654456989146e+00,0.000000000000000000e+00
3.199947335885876853e+01,1.200007997214040927e+02,0.000000000000000000e+00,7.850849235312019614e-01,-3.922198575141751853e+00,0.000000000000000000e+00
3.199947405057680783e+01,1.200007955668901332e+02,0.000000000000000000e+00,7.453188221736097852e-01,-3.929949090422638847e+00,0.000000000000000000e+00
3.199947470723849108e+01,1.200007914045477122e+02,0.000000000000000000e+00,7.075207937939529401e-01,-3.936929555675229064e+00,0.000000000000000000e+00
3.199947533058166727e+01,1.200007872351547888e+02,0.000000000000000000e+00,6.716002323215793934e-01,-3.943216089430755744e+00,0.000000000000000000e+00
3.199947592226375548e+01,1.200007830594124698e+02,0.000000000000000000e+00,6.374696812396625223e-01,-3.948877360149360971e+00,0.000000000000000000e+00
3.199947648386457999e+01,1.200007788779523139e+02,0.000000000000000000e+00,6.050448886913104563e-01,-3.953975301221354766e+00,0.000000000000000000e+00
3.199947701688932256e+01,1.200007746913434517e+02,0.000000000000000000e+00,5.742448285643652062e-01,-3.958565760078650797e+00,0.000000000000000000e+00
3.199947752277137525e+01,1.200007705000984970e+02,0.000000000000000000e+00,5.449916937544952988e-01,-3.962699086953056504e+00,0.000000000000000000e+00
3.199947800287527500e+01,1.200007663046791464e+02,0.000000000000000000e+00,5.172108668609419757e-01,-3.966420668461797749e+00,0.000000000000000000e+00
3.199947845849953509e+01,1.200007621055013374e+02,0.000000000000000000e+00,4.908308727587054054e-01,-3.969771410843061510e+00,0.000000000000000000e+00
3.199947889087949093e+01,1.200007579029396112e+02,0.000000000000000000e+00,4.657833167968817301e-01,-3.972788177312462476e+00,0.000000000000000000e+00
3.199947930118998229e+01,1.200007536973312909e+02,0.000000000000000000e+00,4.420028117792796918e-01,-3.975504183670190983e+00,0.000000000000000000e+00
3.199947969054811026e+01,1.200007494889801052e+02,0.000000000000000000e+00,4.194268963764726244e-01,-3.977949355961684752e+00,0.000000000000000000e+00
3.199948006001579870e+01,1.200007452781596413e+02,0.000000000000000000e+00,3.979959471859415010e-01,-3.980150653684298323e+00,0.000000000000000000e+00
3.199948041060231319e+01,1.200007410651161734e+02,0.000000000000000000e+00,3.776530862886189333e-01,-3.982132361739958881e+00,0.000000000000000000e+00
3.199948074326671588e+01,1.200007368500714620e+02,0.000000000000000000e+00,3.583440858366577775e-01,-3.983916354059893195e+00,0.000000000000000000e+00
3.199948105892020322e+01,1.200007326332251978e+02,0.000000000000000000e+00,3.400172709409871041e-01,-3.985522331572340704e+00,0.000000000000000000e+00
3.199948135842839037e+01,1.200007284147571482e+02,0.000000000000000000e+00,3.226234219013259796e-01,-3.986968036947457161e+00,0.000000000000000000e+00
3.199948164261343564e+01,1.200007241948291750e+02,0.000000000000000000e+00,3.061156766300056620e-01,-3.988269448334870848e+00,0.000000000000000000e+00
3.199948191225619354e+01,1.200007199735870103e+02,0.000000000000000000e+00,2.904494339591732199e-01,-3.989440954107827952e+00,0.000000000000000000e+00
3.199948216809816159e+01,1.200007157511618203e+02,0.000000000000000000e+00,2.755822583844244056e-01,-3.990495510442747307e+00,0.000000000000000000e+00
3.199948241084343792e+01,1.200007115276717116e+02,0.000000000000000000e+00,2.614737866829495716e-01,-3.991444783393309326e+00,0.000000000000000000e+00
3.199948264116050112e+01,1.200007073032230238e+02,0.000000000000000000e+00,2.480856367476432789e-01,-3.992299276963025889e+00,0.000000000000000000e+00
3.199948285968402217e+01,1.200007030779114530e+02,0.000000000000000000e+00,2.353813188976880688e-01,-3.993068448538537929e+00,0.000000000000000000e+00
3.199948306701647383e+01,1.200006988518231594e+02,0.000000000000000000e+00,2.233261498584639959e-01,-3.993760812916739678e+00,0.000000000000000000e+00
3.199948326372977903e+01,1.200006946250356776e+02,0.000000000000000000e+00,2.118871695472995254e-01,-3.994384036041253694e+00,0.000000000000000000e+00
3.199948345036679598e+01,1.200006903976188966e+02,0.000000000000000000e+00,2.010330607548646287e-01,-3.994945019456902724e+00,0.000000000000000000e+00
3.199948362744279251e+01,1.200006861696355998e+02,0.000000000000000000e+00,1.907340717734259672e-01,-3.995449976393736780e+00,0.000000000000000000e+00
3.199948379544680677e+01,1.200006819411424317e+02,0.000000000000000000e+00,1.809619419915394489e-01,-3.995904500304109153e+00,0.000000000000000000e+00
3.199948395484297592e+01,1.200006777121902530e+02,0.000000000000000000e+00,1.716898304488755633e-01,-3.996313626596443402e+00,0.000000000000000000e+00
3.199948410607177962e+01,1.200006734828249506e+02,0.000000000000000000e+00,1.628922473240165536e-01,-3.996681888237005431e+00,0.000000000000000000e+00
3.199948424955125148e+01,1.200006692530877501e+02,0.000000000000000000e+00,1.545449883112957334e-01,-3.997013365825519138e+00,0.000000000000000000e+00
3.199948438567808395e+01,1.200006650230158414e+02,0.000000000000000000e+00,1.466250718294840605e-01,-3.997311732691231967e+00,0.000000000000000000e+00
3.199948451482872258e+01,1.200006607926426483e+02,0.000000000000000000e+00,1.391106789948478029e-01,-3.997580295502464853e+00,0.000000000000000000e+00
3.199948463736039272e+01,1.200006565619982553e+02,0.000000000000000000e+00,1.319810962831961532e-01,-3.997822030834272677e+00,0.000000000000000000e+00
3.199948475361206590e+01,1.200006523311097340e+02,0.000000000000000000e+00,1.252166607997563519e-01,-3.998039618095115877e+00,0.000000000000000000e+00
3.199948486390539415e+01,1.200006481000015128e+02,0.000000000000000000e+00,1.187987080716009364e-01,-3.998235469173933243e+00,0.000000000000000000e+00
3.199948496854558044e+01,1.200006438686955192e+02,0.000000000000000000e+00,1.127095222746617165e-01,-3.998411755133355339e+00,0.000000000000000000e+00
3.199948506782223134e+01,1.200006396372115063e+02,0.000000000000000000e+00,1.069322888058374110e-01,-3.998570430242629481e+00,0.000000000000000000e+00
3.199948516201013504e+01,1.200006354055672659e+02,0.000000000000000000e+00,1.014510491101507234e-01,-3.998713253614771368e+00,0.000000000000000000e+00
3.199948525137000388e+01,1.200006311737788138e+02,0.000000000000000000e+00,9.625065767309512466e-02,-3.998841808686294907e+00,0.000000000000000000e+00
3.199948533614924884e+01,1.200006269418605029e+02,0.000000000000000000e+00,9.131674108920607991e-02,-3.998957520754231609e+00,0.000000000000000000e+00
3.199948541658256929e+01,1.200006227098253930e+02,0.000000000000000000e+00,8.663565911918363893e-02,-3.999061672763870590e+00,0.000000000000000000e+00
3.199948549289268840e+01,1.200006184776850802e+02,0.000000000000000000e+00,8.219446764968608987e-02,-3.999155419521447818e+00,0.000000000000000000e+00
3.199948556529090382e+01,1.200006142454501230e+02,0.000000000000000000e+00,7.798088347196013848e-02,-3.999239800488702201e+00,0.000000000000000000e+00
3.199948563397770585e+01,1.200006100131299291e+02,0.000000000000000000e+00,7.398325079775561197e-02,-3.999315751300636990e+00,0.000000000000000000e+00
3.199948569914331387e+01,1.200006057807330677e+02,0.000000000000000000e+00,7.019050943348602301e-02,-3.999384114133756274e+00,0.000000000000000000e+00
3.199948576096819508e+01,1.200006015482671415e+02,0.000000000000000000e+00,6.659216453611825626e-02,-3.999445647039396423e+00,0.000000000000000000e+00
3.199948581962359029e+01,1.200005973157390997e+02,0.000000000000000000e+00,6.317825787702870122e-02,-3.999501032345360585e+00,0.000000000000000000e+00
3.199948587527195087e+01,1.200005930831551098e+02,0.000000000000000000e+00,5.993934054272120199e-02,-3.999550884218787683e+00,0.000000000000000000e+00
3.199948592806741487e+01,1.200005888505207992e+02,0.000000000000000000e+00,5.686644700407993136e-02,-3.999595755473934755e+00,0.000000000000000000e+00
3.199948597815621554e+01,1.200005846178411844e+02,0.000000000000000000e+00,5.395107048850714127e-02,-3.999636143700215030e+00,0.000000000000000000e+00
3.199948602567710410e+01,1.200005803851207702e+02,0.000000000000000000e+00,5.118513959205139852e-02,-3.999672496778320596e+00,0.000000000000000000e+00
3.199948607076171569e+01,1.200005761523636352e+02,0.000000000000000000e+00,4.856099607125924367e-02,-3.999705217845503924e+00,0.000000000000000000e+00
3.199948611353494243e+01,1.200005719195734599e+02,0.000000000000000000e+00,4.607137375710145671e-02,-3.999734669764997808e+00,0.000000000000000000e+00
3.199948615411526376e+01,1.200005676867535556e+02,0.000000000000000000e+00,4.370937853583359983e-02,-3.999761179149074142e+00,0.000000000000000000e+00
3.199948619261510174e+01,1.200005634539068637e+02,0.000000000000000000e+00,4.146846934419721326e-02,-3.999785039980302770e+00,0.000000000000000000e+00
3.199948622914111240e+01,1.200005592210360987e+02,0.000000000000000000e+00,3.934244012868480522e-02,-3.999806516871122763e+00,0.000000000000000000e+00
3.199948626379449124e+01,1.200005549881436338e+02,0.000000000000000000e+00,3.732540272095773853e-02,-3.999825847997847461e+00,0.000000000000000000e+00
3.199948629667122191e+01,1.200005507552316431e+02,0.000000000000000000e+00,3.541177058373473630e-02,-3.999843247741604380e+00,0.000000000000000000e+00
3.199948632786239955e+01,1.200005465223020735e+02,0.000000000000000000e+00,3.359624338360830270e-02,-3.999858909065479917e+00,0.000000000000000000e+00
3.199948635745444037e+01,1.200005422893567157e+02,0.000000000000000000e+00,3.187379234934155370e-02,-3.999873005654211333e+00,0.000000000000000000e+00
3.199948638552931612e+01,1.200005380563970903e+02,0.000000000000000000e+00,3.023964637616220058e-02,-3.999885693840141254e+00,0.000000000000000000e+00
3.199948641216480993e+01,1.200005338234246750e+02,0.000000000000000000e+00,2.868927883851030494e-02,-3.999897114336781190e+00,0.000000000000000000e+00
3.199948643743472232e+01,1.200005295904407063e+02,0.000000000000000000e+00,2.721839507546992831e-02,-3.999907393799198463e+00,0.000000000000000000e+00
3.199948646140905595e+01,1.200005253574463637e+02,0.000000000000000000e+00,2.582292051492237131e-02,-3.999916646228526496e+00,0.000000000000000000e+00
3.199948648415423946e+01,1.200005211244426988e+02,0.000000000000000000e+00,2.449898940408646794e-02,-3.999924974236162001e+00,0.000000000000000000e+00
3.199948650573328024e+01,1.200005168914305926e+02,0.000000000000000000e+00,2.324293411571901752e-02,-3.999932470181674748e+00,0.000000000000000000e+00
3.199948652620597755e+01,1.200005126584109263e+02,0.000000000000000000e+00,2.205127500077703681e-02,-3.999939217197034047e+00,0.000000000000000000e+00
3.199948654562903982e+01,1.200005084253844672e+02,0.000000000000000000e+00,2.092071075978879646e-02,-3.999945290108514406e+00,0.000000000000000000e+00
3.199948656405628000e+01,1.200005041923518547e+02,0.000000000000000000e+00,1.984810930655625527e-02,-3.999950756266498875e+00,0.000000000000000000e+00
3.199948658153876480e+01,1.200004999593137143e+02,0.000000000000000000e+00,1.883049909915417500e-02,-3.999955676292383355e+00,0.000000000000000000e+00
3.199948659812492835e+01,1.200004957262706142e+02,0.000000000000000000e+00,1.786506091442390323e-02,-3.999960104750859280e+00,0.000000000000000000e+00
3.199948661386070725e+01,1.200004914932230378e+02,0.000000000000000000e+00,1.694912004336975725e-02,-3.999964090755033119e+00,0.000000000000000000e+00
3.199948662878972172e+01,1.200004872601714396e+02,0.000000000000000000e+00,1.608013888599325175e-02,-3.999967678511088920e+00,0.000000000000000000e+00
3.199948664295332534e+01,1.200004830271162319e+02,0.000000000000000000e+00,1.525570992519063168e-02,-3.999970907808537923e+00,0.000000000000000000e+00
3.199948665639076140e+01,1.200004787940577700e+02,0.000000000000000000e+00,1.447354906036589853e-02,-3.999973814461486921e+00,0.000000000000000000e+00
3.199948666913925877e+01,1.200004745609963379e+02,0.000000000000000000e+00,1.373148928239808879e-02,-3.999976430705819652e+00,0.000000000000000000e+00
3.199948668123413853e+01,1.200004703279322769e+02,0.000000000000000000e+00,1.302747467251805409e-02,-3.999978785556698391e+00,0.000000000000000000e+00
3.199948669270891699e+01,1.200004660948658426e+02,0.000000000000000000e+00,1.235955470854172185e-02,-3.999980905130346986e+00,0.000000000000000000e+00
3.199948670359537672e+01,1.200004618617972483e+02,0.000000000000000000e+00,1.172587886275937644e-02,-3.999982812933685405e+00,0.000000000000000000e+00
3.199948671392368738e+01,1.200004576287267497e+02,0.000000000000000000e+00,1.112469147654912734e-02,-3.999984530125026971e+00,0.000000000000000000e+00
3.199948672372246605e+01,1.200004533956545174e+02,0.000000000000000000e+00,1.055432689758098626e-02,-3.999986075748729775e+00,0.000000000000000000e+00
3.199948673301885904e+01,1.200004491625807077e+02,0.000000000000000000e+00,1.001320486615867901e-02,-3.999987466946401504e+00,0.000000000000000000e+00
3.199948674183861996e+01,1.200004449295054911e+02,0.000000000000000000e+00,9.499826137966385989e-03,-3.999988719147009153e+00,0.000000000000000000e+00
3.199948675020619504e+01,1.200004406964290382e+02,0.000000000000000000e+00,9.012768331115136172e-03,-3.999989846237986590e+00,0.000000000000000000e+00
3.199948675814476573e+01,1.200004364633514058e+02,0.000000000000000000e+00,8.550681986003364973e-03,-3.999990860719253583e+00,0.000000000000000000e+00
3.199948676567631978e+01,1.200004322302727928e+02,0.000000000000000000e+00,8.112286827098802444e-03,-3.999991773841843568e+00,0.000000000000000000e+00
3.199948677282173293e+01,1.200004279971932277e+02,0.000000000000000000e+00,7.696368216304119020e-03,-3.999992595732679845e+00,0.000000000000000000e+00
3.199948677960079380e+01,1.200004237641128242e+02,0.000000000000000000e+00,7.301773788092430842e-03,-3.999993335506889292e+00,0.000000000000000000e+00
3.199948678603229268e+01,1.200004195310317101e+02,0.000000000000000000e+00,6.927410257104311964e-03,-3.999994001368891272e+00,0.000000000000000000e+00
3.199948679213405001e+01,1.200004152979498855e+02,0.000000000000000000e+00,6.572240389377122585e-03,-3.999994600703386638e+00,0.000000000000000000e+00
3.199948679792296957e+01,1.200004110648674782e+02,0.000000000000000000e+00,6.235280128804684963e-03,-3.999995140157259765e+00,0.000000000000000000e+00
3.199948680341508833e+01,1.200004068317845309e+02,0.000000000000000000e+00,5.915595870913070882e-03,-3.999995625713292480e+00,0.000000000000000000e+00
3.199948680862562611e+01,1.200004025987010721e+02,0.000000000000000000e+00,5.612301876355817003e-03,-3.999996062756516313e+00,0.000000000000000000e+00
3.199948681356901403e+01,1.200003983656171869e+02,0.000000000000000000e+00,5.324557817007670446e-03,-3.999996456133934508e+00,0.000000000000000000e+00
3.199948681825895136e+01,1.200003941325328896e+02,0.000000000000000000e+00,5.051566447849391642e-03,-3.999996810208279019e+00,0.000000000000000000e+00
3.199948682270844103e+01,1.200003898994482512e+02,0.000000000000000000e+00,4.792571398192368645e-03,-3.999997128906391364e+00,0.000000000000000000e+00
3.199948682692980739e+01,1.200003856663632860e+02,0.000000000000000000e+00,4.546855076132999898e-03,-3.999997415762777564e+00,0.000000000000000000e+00
3.199948683093473534e+01,1.200003814332780365e+02,0.000000000000000000e+00,4.313736680434419185e-03,-3.999997673958803013e+00,0.000000000000000000e+00
3.199948683473433420e+01,1.200003772001925171e+02,0.000000000000000000e+00,4.092570314323912620e-03,-3.999997906357977584e+00,0.000000000000000000e+00
3.199948683833912355e+01,1.200003729671067418e+02,0.000000000000000000e+00,3.882743195995035437e-03,-3.999998115537713339e+00,0.000000000000000000e+00
3.199948684175909364e+01,1.200003687340207961e+02,0.000000000000000000e+00,3.683673960843738496e-03,-3.999998303817906997e+00,0.000000000000000000e+00
3.199948684500372309e+01,1.200003645009346513e+02,0.000000000000000000e+00,3.494811050734859901e-03,-3.999998473286671352e+00,0.000000000000000000e+00
3.199948684808200383e+01,1.200003602678483219e+02,0.000000000000000000e+00,3.315631185857024956e-03,-3.999998625823491860e+00,0.000000000000000000e+00
3.199948685100245171e+01,1.200003560347618361e+02,0.000000000000000000e+00,3.145637914917432786e-03,-3.999998763120069967e+00,0.000000000000000000e+00
3.199948685377317403e+01,1.200003518016751940e+02,0.000000000000000000e+00,2.984360239662242446e-03,-3.999998886699087652e+00,0.000000000000000000e+00
3.199948685640183754e+01,1.200003475685884666e+02,0.000000000000000000e+00,2.831351309911522406e-03,-3.999998997931092148e+00,0.000000000000000000e+00
3.199948685889572886e+01,1.200003433355015972e+02,0.000000000000000000e+00,2.686187185508947216e-03,-3.999999098049696666e+00,0.000000000000000000e+00
3.199948686126175801e+01,1.200003391024146566e+02,0.000000000000000000e+00,2.548465661718637976e-03,-3.999999188165261899e+00,0.000000000000000000e+00
3.199948686350648330e+01,1.200003348693275882e+02,0.000000000000000000e+00,2.417805154876791814e-03,-3.999999269277210168e+00,0.000000000000000000e+00
