ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.200005873102681164e+01,1.200006983848648474e+02,0.000000000000000000e+00,4.141886731545107157e-04,3.999999978555965452e+00,0.000000000000000000e+00
3.200005873137378387e+01,1.200007026179789875e+02,0.000000000000000000e+00,-2.028887168126432858e-04,3.999999994854519070e+00,0.000000000000000000e+00
3.200005872659153283e+01,1.200007068510872017e+02,0.000000000000000000e+00,-1.520285211473280246e-02,3.999971109056609020e+00,0.000000000000000000e+00
3.200005870016590137e+01,1.200007110840750642e+02,0.000000000000000000e+00,-5.020157072886016758e-02,3.999684962880993844e+00,0.000000000000000000e+00
3.200005863406406093e+01,1.200007153164465308e+02,0.000000000000000000e+00,-1.051907605059696910e-01,3.998616623771796164e+00,0.000000000000000000e+00
3.200005851026757142e+01,1.200007195470072787e+02,0.000000000000000000e+00,-1.801419392458221136e-01,3.995941551339901476e+00,0.000000000000000000e+00
3.200005831079845109e+01,1.200007237735480459e+02,0.000000000000000000e+00,-2.749858261454582453e-01,3.990536655065215932e+00,0.000000000000000000e+00
3.200005801776674730e+01,1.200007279925298178e+02,0.000000000000000000e+00,-3.895843120062962850e-01,3.980982801248777569e+00,0.000000000000000000e+00
3.200005761344644384e+01,1.200007321987724396e+02,0.000000000000000000e+00,-5.236951165626718696e-01,3.965569747827970115e+00,0.000000000000000000e+00
3.200005708038612795e+01,1.200007363851504465e+02,0.000000000000000000e+00,-6.769293594261276414e-01,3.942304737377225532e+00,0.000000000000000000e+00
3.200005640156056330e+01,1.200007405422999085e+02,0.000000000000000000e+00,-8.487024361414204909e-01,3.908926217631588873e+00,0.000000000000000000e+00
3.200005556056928668e+01,1.200007446583432795e+02,0.000000000000000000e+00,-1.038178821056115586e+00,3.862924376105558277e+00,0.000000000000000000e+00
3.200005454188696774e+01,1.200007487186395565e+02,0.000000000000000000e+00,-1.244211722924098540e+00,3.801570358225430546e+00,0.000000000000000000e+00
3.200005333144779485e+01,1.200007527056942820e+02,0.000000000000000000e+00,-1.463278476871656908e+00,3.722743087982857801e+00,0.000000000000000000e+00
3.200005192302335644e+01,1.200007566021565566e+02,0.000000000000000000e+00,-1.680554731233326882e+00,3.629839637687767073e+00,0.000000000000000000e+00
3.200005032294831153e+01,1.200007603953990412e+02,0.000000000000000000e+00,-1.886300269691219889e+00,3.527303685899870977e+00,0.000000000000000000e+00
3.200004854312080482e+01,1.200007640767642982e+02,0.000000000000000000e+00,-2.077535708559434369e+00,3.418164036388603666e+00,0.000000000000000000e+00
3.200004659692399400e+01,1.200007676403609480e+02,0.000000000000000000e+00,-2.253790946854355770e+00,3.304606840136558255e+00,0.000000000000000000e+00
3.200004449772305293e+01,1.200007710823452385e+02,0.000000000000000000e+00,-2.415517762687743542e+00,3.188302673545907684e+00,0.000000000000000000e+00
3.200004225831530391e+01,1.200007744004678329e+02,0.000000000000000000e+00,-2.563500685069515672e+00,3.070580439859556421e+00,0.000000000000000000e+00
3.200003989073626087e+01,1.200007775937614269e+02,0.000000000000000000e+00,-2.698633764310081951e+00,2.952520246522550185e+00,0.000000000000000000e+00
3.200003740620252302e+01,1.200007806623049333e+02,0.000000000000000000e+00,-2.821832307739132961e+00,2.835006600874082405e+00,0.000000000000000000e+00
3.200003481510999848e+01,1.200007836070340659e+02,0.000000000000000000e+00,-2.933995459490216451e+00,2.718762704557125875e+00,0.000000000000000000e+00
3.200003212705643563e+01,1.200007864295830444e+02,0.000000000000000000e+00,-3.035988863690188388e+00,2.604375475915318372e+00,0.000000000000000000e+00
3.200002935087560729e+01,1.200007891321502456e+02,0.000000000000000000e+00,-3.128635986079450593e+00,2.492315563207967433e+00,0.000000000000000000e+00
3.200002649467733562e+01,1.200007917173834642e+02,0.000000000000000000e+00,-3.212713684834322958e+00,2.382954212585346454e+00,0.000000000000000000e+00
3.200002356589052965e+01,1.200007941882816880e+02,0.000000000000000000e+00,-3.288950191441365689e+00,2.276577834869211170e+00,0.000000000000000000e+00
3.200002057130728872e+01,1.200007965481117367e+02,0.000000000000000000e+00,-3.358024629312815534e+00,2.173400696817894939e+00,0.000000000000000000e+00
3.200001751712704845e+01,1.200007988003371366e+02,0.000000000000000000e+00,-3.420567583778447940e+00,2.073575994460789662e+00,0.000000000000000000e+00
3.200001440899982441e+01,1.200008009485582647e+02,0.000000000000000000e+00,-3.477162409147325661e+00,1.977205497770211373e+00,0.000000000000000000e+00
3.200001125206817676e+01,1.200008029964620420e+02,0.000000000000000000e+00,-3.528347048611783165e+00,1.884347925557406489e+00,0.000000000000000000e+00
3.200000805100721379e+01,1.200008049477798409e+02,0.000000000000000000e+00,-3.574616198662763367e+00,1.795026192638358387e+00,0.000000000000000000e+00
3.200000481006270547e+01,1.200008068062527684e+02,0.000000000000000000e+00,-3.616423689137360231e+00,1.709233658879354856e+00,0.000000000000000000e+00
3.200000153308692319e+01,1.200008085756029175e+02,0.000000000000000000e+00,-3.654184979991425219e+00,1.626939498569337728e+00,0.000000000000000000e+00
3.199999822357215962e+01,1.200008102595100752e+02,0.000000000000000000e+00,-3.688279699443239856e+00,1.548093297794052470e+00,0.000000000000000000e+00
3.199999488468208853e+01,1.200008118615928652e+02,0.000000000000000000e+00,-3.719054166867116873e+00,1.472628977002801376e+00,0.000000000000000000e+00
3.199999151928074426e+01,1.200008133853938972e+02,0.000000000000000000e+00,-3.746823858736157309e+00,1.400468125879868797e+00,0.000000000000000000e+00
3.199998812995939090e+01,1.200008148343679721e+02,0.000000000000000000e+00,-3.771875787753761866e+00,1.331522828102063905e+00,0.000000000000000000e+00
3.199998471906124564e+01,1.200008162118733424e+02,0.000000000000000000e+00,-3.794470774649710609e+00,1.265698044688861046e+00,0.000000000000000000e+00
3.199998128870423741e+01,1.200008175211650752e+02,0.000000000000000000e+00,-3.814845599417764355e+00,1.202893616494367546e+00,0.000000000000000000e+00
3.199997784080182228e+01,1.200008187653904059e+02,0.000000000000000000e+00,-3.833215024424063255e+00,1.143005938973901348e+00,0.000000000000000000e+00
3.199997437708210413e+01,1.200008199475858817e+02,0.000000000000000000e+00,-3.849773686138270978e+00,1.085929355675281593e+00,0.000000000000000000e+00
3.199997089910521808e+01,1.200008210706757410e+02,0.000000000000000000e+00,-3.864697855495391909e+00,1.031557310928142845e+00,0.000000000000000000e+00
3.199996740827925379e+01,1.200008221374713884e+02,0.000000000000000000e+00,-3.878147069301252081e+00,9.797832968927837616e-01,0.000000000000000000e+00
3.199996390587471495e+01,1.200008231506717920e+02,0.000000000000000000e+00,-3.890265636825408269e+00,9.305016254340349180e-01,0.000000000000000000e+00
3.199996039303768214e+01,1.200008241128647768e+02,0.000000000000000000e+00,-3.901184026925335058e+00,8.836080511531156922e-01,0.000000000000000000e+00
3.199995687080176054e+01,1.200008250265287018e+02,0.000000000000000000e+00,-3.911020141831692332e+00,8.390002682876744888e-01,0.000000000000000000e+00
3.199995334009893710e+01,1.200008258940347332e+02,0.000000000000000000e+00,-3.919880484190216396e+00,7.965783010254897656e-01,0.000000000000000000e+00
3.199994980176942860e+01,1.200008267176494883e+02,0.000000000000000000e+00,-3.927861224176790511e+00,7.562448040207528921e-01,0.000000000000000000e+00
3.199994625657058478e+01,1.200008274995379196e+02,0.000000000000000000e+00,-3.935049173538914591e+00,7.179052875071239015e-01,0.000000000000000000e+00
3.199994270518497075e+01,1.200008282417663423e+02,0.000000000000000000e+00,-3.941522673316980807e+00,6.814682793264442706e-01,0.000000000000000000e+00
3.199993914822766428e+01,1.200008289463057878e+02,0.000000000000000000e+00,-3.947352401800432009e+00,6.468454343970779785e-01,0.000000000000000000e+00
3.199993558625287093e+01,1.200008296150353146e+02,0.000000000000000000e+00,-3.952602109006796205e+00,6.139516005965036660e-01,0.000000000000000000e+00
3.199993201975989621e+01,1.200008302497454622e+02,0.000000000000000000e+00,-3.957329283658877372e+00,5.827048486977749464e-01,0.000000000000000000e+00
3.199992844919853852e+01,1.200008308521414762e+02,0.000000000000000000e+00,-3.961585758295040893e+00,5.530264728508830219e-01,0.000000000000000000e+00
3.199992487497394933e+01,1.200008314238469183e+02,0.000000000000000000e+00,-3.965418257793161594e+00,5.248409671134958154e-01,0.000000000000000000e+00
3.199992129745107761e+01,1.200008319664069347e+02,0.000000000000000000e+00,-3.968868896230785204e+00,4.980759826891997255e-01,0.000000000000000000e+00
3.199991771695858489e+01,1.200008324812915816e+02,0.000000000000000000e+00,-3.971975626649970614e+00,4.726622698064189554e-01,0.000000000000000000e+00
3.199991413379247973e+01,1.200008329698991076e+02,0.000000000000000000e+00,-3.974772647950733262e+00,4.485336075509833154e-01,0.000000000000000000e+00
3.199991054821931868e+01,1.200008334335590376e+02,0.000000000000000000e+00,-3.977290772805835317e+00,4.256267244353235668e-01,0.000000000000000000e+00
3.199990696047913374e+01,1.200008338735353561e+02,0.000000000000000000e+00,-3.979557760174486702e+00,4.038812120351767954e-01,0.000000000000000000e+00
3.199990337078806490e+01,1.200008342910294061e+02,0.000000000000000000e+00,-3.981598615694940779e+00,3.832394336392246359e-01,0.000000000000000000e+00
3.199989977934072272e+01,1.200008346871828593e+02,0.000000000000000000e+00,-3.983435862956834494e+00,3.636464295291799154e-01,0.000000000000000000e+00
3.199989618631234123e+01,1.200008350630804870e+02,0.000000000000000000e+00,-3.985089788393717747e+00,3.450498202290451233e-01,0.000000000000000000e+00
3.199989259186067869e+01,1.200008354197526899e+02,0.000000000000000000e+00,-3.986578662294376851e+00,3.273997088257077359e-01,0.000000000000000000e+00
3.199988899612779036e+01,1.200008357581783685e+02,0.000000000000000000e+00,-3.987918938207862585e+00,3.106485832625924259e-01,0.000000000000000000e+00
3.199988539924154196e+01,1.200008360792871400e+02,0.000000000000000000e+00,-3.989125432810864069e+00,2.947512193384763668e-01,0.000000000000000000e+00
3.199988180131706983e+01,1.200008363839618681e+02,0.000000000000000000e+00,-3.990211488116452543e+00,2.796645850004382261e-01,0.000000000000000000e+00
3.199987820245801728e+01,1.200008366730408085e+02,0.000000000000000000e+00,-3.991189117729309288e+00,2.653477463991757990e-01,0.000000000000000000e+00
3.199987460275769280e+01,1.200008369473199537e+02,0.000000000000000000e+00,-3.992069138693401964e+00,2.517617760735361143e-01,0.000000000000000000e+00
3.199987100230008608e+01,1.200008372075549516e+02,0.000000000000000000e+00,-3.992861290332714308e+00,2.388696635459483797e-01,0.000000000000000000e+00
3.199986740116082018e+01,1.200008374544631664e+02,0.000000000000000000e+00,-3.993574341353048673e+00,2.266362285393587195e-01,0.000000000000000000e+00
3.199986379940796510e+01,1.200008376887256532e+02,0.000000000000000000e+00,-3.994216186352228970e+00,2.150280369669009539e-01,0.000000000000000000e+00
3.199986019710279095e+01,1.200008379109887642e+02,0.000000000000000000e+00,-3.994793932776218970e+00,2.040133197962653577e-01,0.000000000000000000e+00
3.199985659430046070e+01,1.200008381218661100e+02,0.000000000000000000e+00,-3.995313979258954706e+00,1.935618948500936465e-01,0.000000000000000000e+00
3.199985299105061642e+01,1.200008383219399661e+02,0.000000000000000000e+00,-3.995782086193161664e+00,1.836450915701468289e-01,0.000000000000000000e+00
3.199984938739796902e+01,1.200008385117630212e+02,0.000000000000000000e+00,-3.996203439297355775e+00,1.742356787456780520e-01,0.000000000000000000e+00
3.199984578338274233e+01,1.200008386918598688e+02,0.000000000000000000e+00,-3.996582706869871160e+00,1.653077951842472082e-01,0.000000000000000000e+00
3.199984217904115269e+01,1.200008388627282301e+02,0.000000000000000000e+00,-3.996924091353416308e+00,1.568368832853144490e-01,0.000000000000000000e+00
3.199983857440579271e+01,1.200008390248405448e+02,0.000000000000000000e+00,-3.997231375772747342e+00,1.487996254628803361e-01,0.000000000000000000e+00
3.199983496950601491e+01,1.200008391786450659e+02,0.000000000000000000e+00,-3.997507965552943077e+00,1.411738833522384329e-01,0.000000000000000000e+00
3.199983136436823017e+01,1.200008393245671812e+02,0.000000000000000000e+00,-3.997756926175968673e+00,1.339386397274928142e-01,0.000000000000000000e+00
3.199982775901621679e+01,1.200008394630105784e+02,0.000000000000000000e+00,-3.997981017088210631e+00,1.270739430501015566e-01,0.000000000000000000e+00
3.199982415347136566e+01,1.200008395943582684e+02,0.000000000000000000e+00,-3.998182722231031772e+00,1.205608545641493334e-01,0.000000000000000000e+00
3.199982054775294671e+01,1.200008397189737224e+02,0.000000000000000000e+00,-3.998364277529703248e+00,1.143813978510293261e-01,0.000000000000000000e+00
3.199981694187829717e+01,1.200008398372018092e+02,0.000000000000000000e+00,-3.998527695642939417e+00,1.085185107543742838e-01,0.000000000000000000e+00
3.199981333586303123e+01,1.200008399493697908e+02,0.000000000000000000e+00,-3.998674788245399903e+00,1.029559995852063758e-01,0.000000000000000000e+00
3.199980972972118209e+01,1.200008400557881032e+02,0.000000000000000000e+00,-3.998807186088551457e+00,9.767849551740059866e-02,0.000000000000000000e+00
3.199980612346540809e+01,1.200008401567514085e+02,0.000000000000000000e+00,-3.998926357060976322e+00,9.267141308413659462e-02,0.000000000000000000e+00
3.199980251710708501e+01,1.200008402525391773e+02,0.000000000000000000e+00,-3.999033622447290881e+00,8.792091068727117542e-02,0.000000000000000000e+00
3.199979891065645887e+01,1.200008403434166553e+02,0.000000000000000000e+00,-3.999130171565078662e+00,8.341385303321394162e-02,0.000000000000000000e+00
3.199979530412274897e+01,1.200008404296354882e+02,0.000000000000000000e+00,-3.999217074941418204e+00,7.913777541090924461e-02,0.000000000000000000e+00
3.199979169751425445e+01,1.200008405114344185e+02,0.000000000000000000e+00,-3.999295296174546710e+00,7.508084972964282344e-02,0.000000000000000000e+00
3.199978809083845732e+01,1.200008405890399814e+02,0.000000000000000000e+00,-3.999365702611711537e+00,7.123185223698502710e-02,0.000000000000000000e+00
3.199978448410206866e+01,1.200008406626670734e+02,0.000000000000000000e+00,-3.999429074961245778e+00,6.758013283958121120e-02,0.000000000000000000e+00
3.199978087731114584e+01,1.200008407325196629e+02,0.000000000000000000e+00,-3.999486115945144249e+00,6.411558595231101054e-02,0.000000000000000000e+00
3.199977727047113518e+01,1.200008407987911738e+02,0.000000000000000000e+00,-3.999537458087842889e+00,6.082862280390922971e-02,0.000000000000000000e+00
3.199977366358694653e+01,1.200008408616651678e+02,0.000000000000000000e+00,-3.999583670727374862e+00,5.771014512996559126e-02,0.000000000000000000e+00
3.199977005666299590e+01,1.200008409213158274e+02,0.000000000000000000e+00,-3.999625266326484407e+00,5.475152018692507755e-02,0.000000000000000000e+00
3.199976644970324102e+01,1.200008409779083536e+02,0.000000000000000000e+00,-3.999662706153560787e+00,5.194455702339510761e-02,0.000000000000000000e+00
3.199976284271127014e+01,1.200008410315995633e+02,0.000000000000000000e+00,-3.999696405396275356e+00,4.928148394778090330e-02,0.000000000000000000e+00
3.199975923569029845e+01,1.200008410825381020e+02,0.000000000000000000e+00,-3.999726737764555118e+00,4.675492713386185384e-02,0.000000000000000000e+00
3.199975562864322853e+01,1.200008411308651546e+02,0.000000000000000000e+00,-3.999754039633857339e+00,4.435789030849837666e-02,0.000000000000000000e+00
3.199975202157265741e+01,1.200008411767145304e+02,0.000000000000000000e+00,-3.999778613774646274e+00,4.208373546813833771e-02,0.000000000000000000e+00
3.199974841448094054e+01,1.200008412202132888e+02,0.000000000000000000e+00,-3.999800732709375417e+00,3.992616457321267881e-02,0.000000000000000000e+00
3.199974480737019178e+01,1.200008412614819377e+02,0.000000000000000000e+00,-3.999820641734177062e+00,3.787920217188633920e-02,0.000000000000000000e+00
3.199974120024230473e+01,1.200008413006347894e+02,0.000000000000000000e+00,-3.999838561638731971e+00,3.593717890681798199e-02,0.000000000000000000e+00
3.199973759309899535e+01,1.200008413377803151e+02,0.000000000000000000e+00,-3.999854691154461239e+00,3.409471586083809291e-02,0.000000000000000000e+00
3.199973398594180551e+01,1.200008413730214158e+02,0.000000000000000000e+00,-3.999869209158169348e+00,3.234670969948998109e-02,0.000000000000000000e+00
3.199973037877212434e+01,1.200008414064557343e+02,0.000000000000000000e+00,-3.999882276655564617e+00,3.068831857043666234e-02,0.000000000000000000e+00
3.199972677159119527e+01,1.200008414381759110e+02,0.000000000000000000e+00,-3.999894038566636834e+00,2.911494872162684669e-02,0.000000000000000000e+00
3.199972316440014097e+01,1.200008414682697975e+02,0.000000000000000000e+00,-3.999904625332685981e+00,2.762224180197215759e-02,0.000000000000000000e+00
3.199971955719997752e+01,1.200008414968207973e+02,0.000000000000000000e+00,-3.999914154362812724e+00,2.620606281010064847e-02,0.000000000000000000e+00
3.199971594999161439e+01,1.200008415239079937e+02,0.000000000000000000e+00,-3.999922731335906256e+00,2.486248865835431407e-02,0.000000000000000000e+00
3.199971234277586518e+01,1.200008415496064487e+02,0.000000000000000000e+00,-3.999930451372564644e+00,2.358779732090076492e-02,0.000000000000000000e+00
3.199970873555346884e+01,1.200008415739873300e+02,0.000000000000000000e+00,-3.999937400089940809e+00,2.237845753634630855e-02,0.000000000000000000e+00
3.199970512832509328e+01,1.200008415971182103e+02,0.000000000000000000e+00,-3.999943654551203043e+00,2.123111903664422206e-02,0.000000000000000000e+00
3.199970152109133537e+01,1.200008416190631948e+02,0.000000000000000000e+00,-3.999949284120145165e+00,2.014260327561416195e-02,0.000000000000000000e+00
3.199969791385272444e+01,1.200008416398830633e+02,0.000000000000000000e+00,-3.999954351230417426e+00,1.910989463161805527e-02,0.000000000000000000e+00
3.199969430660975789e+01,1.200008416596354692e+02,0.000000000000000000e+00,-3.999958912077905104e+00,1.813013206027594762e-02,0.000000000000000000e+00
3.199969069936286559e+01,1.200008416783751954e+02,0.000000000000000000e+00,-3.999963017243937546e+00,1.720060117428164059e-02,0.000000000000000000e+00
3.199968709211243478e+01,1.200008416961541116e+02,0.000000000000000000e+00,-3.999966712256233237e+00,1.631872672855441339e-02,0.000000000000000000e+00
3.199968348485882430e+01,1.200008417130215435e+02,0.000000000000000000e+00,-3.999970038093803471e+00,1.548206549005572662e-02,0.000000000000000000e+00
3.199967987760235388e+01,1.200008417290241312e+02,0.000000000000000000e+00,-3.999973031641411492e+00,1.468829947262718580e-02,0.000000000000000000e+00
3.199967627034329709e+01,1.200008417442062978e+02,0.000000000000000000e+00,-3.999975726098629281e+00,1.393522951823349988e-02,0.000000000000000000e+00
3.199967266308192748e+01,1.200008417586100649e+02,0.000000000000000000e+00,-3.999978151348024369e+00,1.322076920689486262e-02,0.000000000000000000e+00
3.199966905581846177e+01,1.200008417722753506e+02,0.000000000000000000e+00,-3.999980334286564077e+00,1.254293907852853732e-02,0.000000000000000000e+00
3.199966544855312378e+01,1.200008417852400271e+02,0.000000000000000000e+00,-3.999982299123906682e+00,1.189986115076091533e-02,0.000000000000000000e+00
3.199966184128608404e+01,1.200008417975399766e+02,0.000000000000000000e+00,-3.999984067650892428e+00,1.128975371754202539e-02,0.000000000000000000e+00
3.199965823401752729e+01,1.200008418092093194e+02,0.000000000000000000e+00,-3.999985659481209765e+00,1.071092641428565001e-02,0.000000000000000000e+00
3.199965462674759209e+01,1.200008418202803853e+02,0.000000000000000000e+00,-3.999987092268916911e+00,1.016177553575999849e-02,0.000000000000000000e+00
3.199965101947643120e+01,1.200008418307838127e+02,0.000000000000000000e+00,-3.999988381904227897e+00,9.640779593973877390e-03,0.000000000000000000e+00
3.199964741220415121e+01,1.200008418407487198e+02,0.000000000000000000e+00,-3.999989542689743161e+00,9.146495103583320019e-03,0.000000000000000000e+00
3.199964380493087290e+01,1.200008418502027610e+02,0.000000000000000000e+00,-3.999990587499068884e+00,8.677552583365492900e-03,0.000000000000000000e+00
3.199964019765669221e+01,1.200008418591720698e+02,0.000000000000000000e+00,-3.999991527919587231e+00,8.232652762535106264e-03,0.000000000000000000e+00
3.199963659038170150e+01,1.200008418676815012e+02,0.000000000000000000e+00,-3.999992374380967775e+00,7.810562981516886057e-03,0.000000000000000000e+00
3.199963298310598248e+01,1.200008418757547020e+02,0.000000000000000000e+00,-3.999993136270834970e+00,7.410113777166515460e-03,0.000000000000000000e+00
3.199962937582960620e+01,1.200008418834139547e+02,0.000000000000000000e+00,-3.999993822038879543e+00,7.030195643028432952e-03,0.000000000000000000e+00
3.199962576855262952e+01,1.200008418906805048e+02,0.000000000000000000e+00,-3.999994439290569304e+00,6.669755955616245291e-03,0.000000000000000000e+00
3.199962216127512704e+01,1.200008418975745172e+02,0.000000000000000000e+00,-3.999994994871496790e+00,6.327796058273414855e-03,0.000000000000000000e+00
3.199961855399714139e+01,1.200008419041150631e+02,0.000000000000000000e+00,-3.999995494943300756e+00,6.003368494489904998e-03,0.000000000000000000e+00
3.199961494671872231e+01,1.200008419103202755e+02,0.000000000000000000e+00,-3.999995945051998181e+00,5.695574383037601759e-03,0.000000000000000000e+00
3.199961133943991598e+01,1.200008419162073352e+02,0.000000000000000000e+00,-3.999996350189495065e+00,5.403560927652035877e-03,0.000000000000000000e+00
3.199960773216076149e+01,1.200008419217925848e+02,0.000000000000000000e+00,-3.999996714848947033e+00,5.126519054395467685e-03,0.000000000000000000e+00
3.199960412488129080e+01,1.200008419270914715e+02,0.000000000000000000e+00,-3.999997043074589254e+00,4.863681170096650214e-03,0.000000000000000000e+00
3.199960051760153235e+01,1.200008419321186750e+02,0.000000000000000000e+00,-3.999997338506592115e+00,4.614319035725438639e-03,0.000000000000000000e+00
3.199959691032151810e+01,1.200008419368881363e+02,0.000000000000000000e+00,-3.999997604421428044e+00,4.377741748776540001e-03,0.000000000000000000e+00
3.199959330304127292e+01,1.200008419414130572e+02,0.000000000000000000e+00,-3.999997843768212658e+00,4.153293829094916595e-03,0.000000000000000000e+00
3.199958969576082524e+01,1.200008419457059858e+02,0.000000000000000000e+00,-3.999998059201409717e+00,3.940353402811186054e-03,0.000000000000000000e+00
3.199958608848017860e+01,1.200008419497788310e+02,0.000000000000000000e+00,-3.999998253110269797e+00,3.738330479401345656e-03,0.000000000000000000e+00
3.199958248119937565e+01,1.200008419536428477e+02,0.000000000000000000e+00,-3.999998427645329979e+00,3.546665317042872485e-03,0.000000000000000000e+00
3.199957887391841282e+01,1.200008419573087508e+02,0.000000000000000000e+00,-3.999998584742262775e+00,3.364826871820934470e-03,0.000000000000000000e+00
3.199957526663731500e+01,1.200008419607867012e+02,0.000000000000000000e+00,-3.999998726143344285e+00,3.192311326394977212e-03,0.000000000000000000e+00
3.199957165935609282e+01,1.200008419640863622e+02,0.000000000000000000e+00,-3.999998853416776523e+00,3.028640694108831587e-03,0.000000000000000000e+00
3.199956805207476052e+01,1.200008419672168145e+02,0.000000000000000000e+00,-3.999998967974079722e+00,2.873361494678258049e-03,0.000000000000000000e+00
3.199956444479332873e+01,1.200008419701867837e+02,0.000000000000000000e+00,-3.999999071085746039e+00,2.726043497758460360e-03,0.000000000000000000e+00
3.199956083751179747e+01,1.200008419730044835e+02,0.000000000000000000e+00,-3.999999163895330501e+00,2.586278530931995431e-03,0.000000000000000000e+00
3.199955723023019161e+01,1.200008419756777300e+02,0.000000000000000000e+00,-3.999999247432133753e+00,2.453679348804838588e-03,0.000000000000000000e+00
3.199955362294851113e+01,1.200008419782138986e+02,0.000000000000000000e+00,-3.999999322622616482e+00,2.327878560084772203e-03,0.000000000000000000e+00
3.199955001566676671e+01,1.200008419806200237e+02,0.000000000000000000e+00,-3.999999390300676083e+00,2.208527609668959907e-03,0.000000000000000000e+00
3.199954640838495834e+01,1.200008419829028270e+02,0.000000000000000000e+00,-3.999999451216892155e+00,2.095295812914932474e-03,0.000000000000000000e+00
3.199954280110309668e+01,1.200008419850685613e+02,0.000000000000000000e+00,-3.999999506046853615e+00,1.987869439429025033e-03,0.000000000000000000e+00
3.199953919382118173e+01,1.200008419871232661e+02,0.000000000000000000e+00,-3.999999555398650042e+00,1.885950843816387810e-03,0.000000000000000000e+00
3.199953558653922414e+01,1.200008419890726259e+02,0.000000000000000000e+00,-3.999999599819614726e+00,1.789257641008951474e-03,0.000000000000000000e+00
3.199953197925723103e+01,1.200008419909220265e+02,0.000000000000000000e+00,-3.999999639802396256e+00,1.697521923872965122e-03,0.000000000000000000e+00
3.199952837197519884e+01,1.200008419926766265e+02,0.000000000000000000e+00,-3.999999675790422593e+00,1.610489520920249749e-03,0.000000000000000000e+00
3.199952476469313112e+01,1.200008419943412719e+02,0.000000000000000000e+00,-3.999999708182816693e+00,1.527919292078746801e-03,0.000000000000000000e+00
3.199952115741103498e+01,1.200008419959205526e+02,0.000000000000000000e+00,-3.999999737338825412e+00,1.449582460584486390e-03,0.000000000000000000e+00
3.199951755012891397e+01,1.200008419974188740e+02,0.000000000000000000e+00,-3.999999763581802092e+00,1.375261979097943581e-03,0.000000000000000000e+00
3.199951394284676809e+01,1.200008419988403574e+02,0.000000000000000000e+00,-3.999999787202792589e+00,1.304751928341358691e-03,0.000000000000000000e+00
3.199951033556459734e+01,1.200008420001889817e+02,0.000000000000000000e+00,-3.999999808463765572e+00,1.237856946564233097e-03,0.000000000000000000e+00
3.199950672828240528e+01,1.200008420014684560e+02,0.000000000000000000e+00,-3.999999827600514202e+00,1.174391688261449893e-03,0.000000000000000000e+00
3.199950312100019545e+01,1.200008420026823330e+02,0.000000000000000000e+00,-3.999999844825274042e+00,1.114180310628844249e-03,0.000000000000000000e+00
3.199949951371797496e+01,1.200008420038339807e+02,0.000000000000000000e+00,-3.999999860329075396e+00,1.057055986368942357e-03,0.000000000000000000e+00
3.199949590643573316e+01,1.200008420049265681e+02,0.000000000000000000e+00,-3.999999874283862500e+00,1.002860441450699512e-03,0.000000000000000000e+00
3.199949229915347360e+01,1.200008420059631504e+02,0.000000000000000000e+00,-3.999999886844400443e+00,9.514435165940357281e-04,0.000000000000000000e+00
3.199948869187120337e+01,1.200008420069465700e+02,0.000000000000000000e+00,-3.999999898149991129e+00,9.026627512268676438e-04,0.000000000000000000e+00
3.199948508458892604e+01,1.200008420078795979e+02,0.000000000000000000e+00,-3.999999908326018705e+00,8.563829887582620481e-04,0.000000000000000000e+00
3.199948147730663806e+01,1.200008420087647494e+02,0.000000000000000000e+00,-3.999999917485340006e+00,8.124760021107960400e-04,0.000000000000000000e+00
3.199947787002433586e+01,1.200008420096045541e+02,0.000000000000000000e+00,-3.999999925729536443e+00,7.708201384445597130e-04,0.000000000000000000e+00
3.199947426274203011e+01,1.200008420104012856e+02,0.000000000000000000e+00,-3.999999933150039322e+00,7.312999820904885016e-04,0.000000000000000000e+00
3.199947065545971014e+01,1.200008420111571752e+02,0.000000000000000000e+00,-3.999999939829145479e+00,6.938060347657856730e-04,0.000000000000000000e+00
3.199946704817737952e+01,1.200008420118743260e+02,0.000000000000000000e+00,-3.999999945840929882e+00,6.582344121939254222e-04,0.000000000000000000e+00
3.199946344089504890e+01,1.200008420125546849e+02,0.000000000000000000e+00,-3.999999951252064978e+00,6.244865562801487323e-04,0.000000000000000000e+00
3.199945983361270763e+01,1.200008420132001561e+02,0.000000000000000000e+00,-3.999999956122563649e+00,5.924689620164569131e-04,0.000000000000000000e+00
3.199945622633036280e+01,1.200008420138125445e+02,0.000000000000000000e+00,-3.999999960506441354e+00,5.620929184304351497e-04,0.000000000000000000e+00
3.199945261904801441e+01,1.200008420143935268e+02,0.000000000000000000e+00,-3.999999964452317869e+00,5.332742627767771484e-04,0.000000000000000000e+00
3.199944901176565182e+01,1.200008420149447232e+02,0.000000000000000000e+00,-3.999999968003953743e+00,5.059331473586728672e-04,0.000000000000000000e+00
3.199944540448328922e+01,1.200008420154676827e+02,0.000000000000000000e+00,-3.999999971200739690e+00,4.799938182987203527e-04,0.000000000000000000e+00
3.199944179720092663e+01,1.200008420159637978e+02,0.000000000000000000e+00,-3.999999974078128240e+00,4.553844056287577715e-04,0.000000000000000000e+00
