q0 (),q1,q2,q3
7.122695767016551383e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.019060123016791497e-01
7.122425752363884532e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.019334113864630353e-01
7.122157144643789239e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.019606656145301882e-01
7.121889936580735325e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.019877757570287535e-01
7.121624120936219660e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.020147425809475372e-01
7.121359690508597406e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.020415668491382100e-01
7.121096638132891066e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.020682493203380670e-01
7.120834956680615058e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.020947907491934536e-01
7.120574639059596977e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.021211918862817480e-01
7.120315678213793298e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.021474534781340093e-01
7.120058067123116174e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.021735762672577374e-01
7.119801798803253590e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.021995609921580783e-01
7.119546866305493937e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.022254083873611386e-01
7.119293262716551718e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.022511191834350797e-01
7.119040981158387682e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.022766941070123226e-01
7.118790014788041187e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.023021338808111969e-01
7.118540356797452562e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.023274392236572572e-01
7.118292000413293241e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.023526108505051546e-01
7.118044938896791463e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.023776494724599528e-01
7.117799165543563511e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.024025557967977784e-01
7.117554673683440525e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.024273305269876921e-01
7.117311456680306403e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.024519743627122281e-01
7.117069507931921279e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.024764879998880440e-01
7.116828820869754990e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.025008721306871262e-01
7.116589388958827200e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.025251274435572180e-01
7.116351205697530879e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.025492546232420255e-01
7.116114264617473539e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.025732543508022010e-01
7.115878559283312921e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.025971273036351050e-01
7.115644083292589350e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.026208741554947901e-01
7.115410830275562537e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.026444955765128730e-01
7.115178793895055032e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.026679922332176309e-01
7.114947967846282362e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.026913647885539849e-01
7.114718345856698711e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.027146139019034843e-01
7.114489921685833718e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.027377402291035136e-01
7.114262689125133710e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.027607444224670541e-01
7.114036641997804056e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.027836271308020022e-01
7.113811774158645962e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.028063889994300428e-01
7.113588079493907701e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.028290306702063006e-01
7.113365551921122520e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.028515527815378805e-01
7.113144185388955432e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.028739559684032967e-01
7.112923973877044448e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.028962408623707914e-01
7.112704911395850704e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.029184080916173194e-01
7.112486991986503027e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.029404582809470892e-01
7.112270209720645830e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.029623920518098812e-01
7.112054558700284801e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.029842100223198109e-01
7.111840033057635901e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.030059128072733143e-01
7.111626626954982155e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.030275010181672446e-01
7.111414334584508223e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.030489752632171907e-01
7.111203150168168285e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.030703361473752411e-01
7.110993067957523950e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.030915842723481912e-01
7.110784082233604364e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.031127202366147522e-01
7.110576187306755225e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.031337446354436471e-01
7.110369377516495559e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.031546580609110420e-01
7.110163647231367845e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.031754611019181977e-01
7.109958990848797011e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.031961543442082352e-01
7.109755402794940560e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.032167383703843422e-01
7.109552877524550896e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.032372137599258721e-01
7.109351409520829890e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.032575810892065515e-01
7.109150993295284549e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.032778409315102452e-01
7.108951623387588237e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.032979938570490530e-01
7.108753294365437458e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.033180404329789637e-01
7.108556000824411969e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.033379812234175077e-01
7.108359737387835997e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.033578167894598554e-01
7.108164498706639467e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.033775476891951373e-01
7.107970279459217000e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.033971744777232082e-01
7.107777074351293578e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.034166977071710791e-01
7.107584878115785765e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.034361179267085706e-01
7.107393685512662929e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.034554356825649668e-01
7.107203491328817346e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.034746515180448911e-01
7.107014290377924315e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.034937659735441828e-01
7.106826077500306704e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.035127795865658840e-01
7.106638847562807282e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.035316928917358936e-01
7.106452595458649935e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.035505064208185111e-01
7.106267316107307552e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.035692207027326450e-01
7.106083004454373242e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.035878362635663574e-01
7.105899655471424881e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.036063536265934060e-01
7.105717264155899660e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.036247733122874548e-01
7.105535825530959748e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.036430958383380618e-01
7.105355334645362397e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.036613217196656667e-01
7.105175786573335595e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.036794514684365787e-01
7.104997176414445947e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.036974855940779650e-01
7.104819499293472118e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.037154246032927274e-01
7.104642750360278258e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.037332690000746016e-01
7.104466924789689664e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.037510192857224789e-01
7.104292017781359547e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.037686759588555052e-01
7.104118024559654687e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.037862395154271811e-01
7.103944940373523309e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.038037104487402384e-01
7.103772760496372962e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.038210892494607407e-01
7.103601480225947284e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.038383764056328484e-01
7.103431094884203878e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.038555724026925864e-01
7.103261599817193295e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.038726777234821652e-01
7.103092990394932471e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.038896928482643034e-01
7.102925262011288154e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.039066182547359940e-01
7.102758410083859220e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.039234544180426045e-01
7.102592430053848993e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.039402018107913106e-01
7.102427317385952010e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.039568609030655288e-01
7.102263067568230781e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.039734321624382396e-01
7.102099676112004767e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.039899160539855316e-01
7.101937138551726036e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.040063130403003688e-01
7.101775450444863802e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.040226235815058020e-01
7.101614607371792287e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.040388481352687355e-01
7.101454604935667492e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.040549871568129170e-01
7.101295438762320611e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.040710410989324819e-01
7.101137104500135910e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.040870104120046102e-01
7.100979597819939704e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.041028955440032933e-01
7.100822914414888221e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.041186969405119900e-01
7.100667050000349922e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.041344150447365058e-01
7.100512000313800032e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.041500502975179820e-01
7.100357761114701738e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.041656031373459967e-01
7.100204328184398506e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.041810740003705549e-01
7.100051697326003053e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.041964633204157442e-01
7.099899864364284108e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.042117715289912816e-01
7.099748825145560938e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.042269990553062797e-01
7.099598575537592327e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.042421463262802384e-01
7.099449111429466663e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.042572137665567000e-01
7.099300428731495360e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.042722017985150185e-01
7.099152523375102941e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.042871108422822379e-01
7.099005391312723789e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.043019413157461939e-01
7.098859028517692238e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.043166936345669482e-01
7.098713430984138206e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.043313682121888908e-01
7.098568594726879510e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.043459654598530628e-01
7.098424515781318611e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.043604857866088143e-01
7.098281190203339364e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.043749295993253501e-01
7.098138614069200436e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.043892973027043869e-01
7.097996783475433169e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.044035892992908110e-01
7.097855694538736104e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.044178059894854460e-01
7.097715343395878396e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.044319477715553779e-01
7.097575726203589896e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.044460150416467226e-01
7.097436839138466791e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.044600081937950620e-01
7.097298678396865013e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.044739276199375455e-01
7.097161240194806986e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.044877737099241033e-01
7.097024520767869493e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.045015468515282153e-01
7.096888516371098188e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.045152474304585688e-01
7.096753223278899902e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.045288758303703824e-01
7.096618637784943839e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.045424324328759536e-01
7.096484756202070532e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.045559176175560934e-01
7.096351574862184153e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.045693317619706741e-01
7.096219090116165917e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.045826752416702865e-01
7.096087298333768612e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.045959484302061204e-01
7.095956195903525554e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.046091516991414005e-01
7.095825779232654007e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.046222854180620443e-01
7.095696044746960807e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.046353499545870980e-01
7.095566988890743554e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.046483456743792839e-01
7.095438608126700686e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.046612729411559917e-01
7.095310898935835997e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.046741321166992700e-01
7.095183857817366491e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.046869235608665960e-01
7.095057481288629120e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.046996476316009783e-01
7.094931765884984198e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.047123046849415040e-01
7.094806708159731023e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.047248950750334417e-01
7.094682304684009067e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.047374191541385668e-01
7.094558552046714706e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.047498772726450422e-01
7.094435446854401306e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.047622697790779656e-01
7.094312985731198173e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.047745970201090282e-01
7.094191165318711745e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.047868593405665072e-01
7.094069982275946762e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.047990570834452573e-01
7.093949433279209682e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.048111905899167029e-01
7.093829515022020971e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.048232601993384971e-01
7.093710224215029614e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.048352662492645138e-01
7.093591557585925411e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.048472090754540620e-01
7.093473511879352378e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.048590890118818786e-01
7.093356083856818817e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.048709063907478978e-01
7.093239270296614052e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.048826615424864661e-01
7.093123067993721831e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.048943547957760014e-01
7.093007473759733728e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.049059864775483186e-01
7.092892484422769206e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.049175569129980667e-01
7.092778096827384582e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.049290664255921657e-01
7.092664307834491977e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.049405153370790211e-01
7.092551114321276051e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.049519039674978504e-01
7.092438513181108517e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.049632326351874534e-01
7.092326501323469312e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.049745016567960931e-01
7.092215075673861113e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.049857113472897119e-01
7.092104233173726069e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.049968620199618119e-01
7.091993970780369194e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.050079539864417821e-01
7.091884285466872884e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.050189875567042241e-01
7.091775174222015865e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.050299630390775008e-01
7.091666634050196594e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.050408807402529510e-01
7.091558661971347766e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.050517409652935497e-01
7.091451255020864153e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.050625440176425673e-01
7.091344410249516006e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.050732901991320078e-01
7.091238124723374670e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.050839798099919342e-01
7.091132395523732646e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.050946131488584623e-01
7.091027219747026988e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.051051905127826425e-01
7.090922594504757148e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.051157121972387865e-01
7.090818516923415027e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.051261784961329049e-01
7.090714984144401711e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.051365897018113671e-01
7.090611993323954199e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.051469461050690057e-01
7.090509541633068791e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.051572479951574435e-01
7.090407626257426710e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.051674956597937527e-01
7.090306244397314162e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.051776893851680050e-01
7.090205393267554612e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.051878294559519311e-01
7.090105070097426632e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.051979161553072473e-01
7.090005272130592839e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.052079497648930939e-01
7.089905996625029960e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.052179305648746954e-01
7.089807240852948889e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.052278588339311316e-01
7.089709002100724744e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.052377348492631093e-01
7.089611277668825817e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.052475588866011780e-01
7.089514064871738075e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.052573312202136124e-01
7.089417361037892995e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.052670521229140732e-01
7.089321163509600954e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.052767218660692672e-01
7.089225469642973509e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.052863407196070522e-01
7.089130276807854569e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.052959089520240976e-01
7.089035582387755996e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053054268303931007e-01
7.088941383779774341e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053148946203710024e-01
7.088847678394533114e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053243125862062035e-01
7.088754463656109506e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053336809907462257e-01
7.088661737001963337e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053430000954451495e-01
7.088569495882867111e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053522701603710532e-01
7.088477737762844955e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053614914442136730e-01
7.088386460119093790e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053706642042911756e-01
7.088295660441927826e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053797886965584851e-01
7.088205336234696397e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053888651756134998e-01
7.088115485013731787e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.053978938947050858e-01
7.088026104308271513e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054068751057399611e-01
7.087937191660400593e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054158090592901331e-01
7.087848744624974939e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054246960045995607e-01
7.087760760769565849e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054335361895918144e-01
7.087673237674390059e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054423298608769599e-01
7.087586172932242023e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054510772637582194e-01
7.087499564148436182e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054597786422392991e-01
7.087413408940735904e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054684342390313834e-01
7.087327704939291317e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054770442955600185e-01
7.087242449786578247e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054856090519716627e-01
7.087157641137330488e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.054941287471410138e-01
7.087073276658479859e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055026036186772265e-01
7.086989354029091803e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055110339029313504e-01
7.086905870940304331e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055194198350024370e-01
7.086822825095262512e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055277616487447556e-01
7.086740214209061861e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055360595767737886e-01
7.086658036008682826e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055443138504736700e-01
7.086576288232927512e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055525247000028477e-01
7.086494968632366387e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055606923543016329e-01
7.086414074969271670e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055688170410977511e-01
7.086333605017556270e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055768989869133367e-01
7.086253556562716049e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055849384170714833e-01
7.086173927401773209e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.055929355557021276e-01
7.086094715343210781e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056008906257490443e-01
7.086015918206916009e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056088038489753966e-01
7.085937533824123724e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056166754459710644e-01
7.085859560037354177e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056245056361579726e-01
7.085781994700356412e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056322946377967531e-01
7.085704835678050539e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056400426679929616e-01
7.085628080846473331e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056477499427028510e-01
7.085551728092711610e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056554166767402547e-01
7.085475775314855618e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056630430837820267e-01
7.085400220421935735e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056706293763740367e-01
7.085325061333869190e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056781757659379428e-01
7.085250295981402324e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056856824627764091e-01
7.085175922306053975e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.056931496760795453e-01
7.085101938260063292e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057005776139303466e-01
7.085028341806328678e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057079664833114663e-01
7.084955130918358934e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057153164901101006e-01
7.084882303580213314e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057226278391243168e-01
7.084809857786452669e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057299007340690489e-01
7.084737791542078389e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057371353775814260e-01
7.084666102862483550e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057443319712267682e-01
7.084594789773398515e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057514907155041373e-01
7.084523850310833204e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057586118098522210e-01
7.084453282521031570e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057656954526549953e-01
7.084383084460411650e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057727418412471643e-01
7.084313254195518939e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057797511719198225e-01
7.084243789802967539e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057867236399257838e-01
7.084174689369392430e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.057936594394856877e-01
7.084105950991399503e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058005587637929956e-01
7.084037572775507829e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058074218050196524e-01
7.083969552838103034e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058142487543215271e-01
7.083901889305387334e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058210398018436305e-01
7.083834580313322915e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058277951367257774e-01
7.083767624007587527e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058345149471078050e-01
7.083701018543521188e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058411994201350126e-01
7.083634762086077341e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058478487419630465e-01
7.083568852809771776e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058544630977638956e-01
7.083503288898636008e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058610426717302211e-01
7.083438068546161759e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058675876470814625e-01
7.083373189955262106e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058740982060682789e-01
7.083308651338212636e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058805745299783219e-01
7.083244450916608148e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058870167991410094e-01
7.083180586921316024e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058934251929324111e-01
7.083117057592421828e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058997998897809101e-01
7.083053861179189337e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059061410671717551e-01
7.082990995940007251e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059124489016523896e-01
7.082928460142342564e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059187235688371143e-01
7.082866252062699486e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059249652434123057e-01
7.082804369986565041e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059311740991414119e-01
7.082742812208363548e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059373503088695045e-01
7.082681577031418874e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059434940445286077e-01
7.082620662767895592e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059496054771421392e-01
7.082560067738762344e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059556847768301280e-01
7.082499790273741880e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059617321128136558e-01
7.082439828711271090e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059677476534198526e-01
7.082380181398447716e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059737315660866708e-01
7.082320846690990379e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.059796840173675481e-01
