ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.200004156097323005e+01,1.200007753715777739e+02,0.000000000000000000e+00
3.200004132601758755e+01,1.200007756927815592e+02,0.000000000000000000e+00
3.200004108982677309e+01,1.200007760127354572e+02,0.000000000000000000e+00
3.200004085241204876e+01,1.200007763314394822e+02,0.000000000000000000e+00
3.200004061378458431e+01,1.200007766488937904e+02,0.000000000000000000e+00
3.200004037395547130e+01,1.200007769650986660e+02,0.000000000000000000e+00
3.200004013293572314e+01,1.200007772800543933e+02,0.000000000000000000e+00
3.200003989073626087e+01,1.200007775937614269e+02,0.000000000000000000e+00
3.200003964736793449e+01,1.200007779062202360e+02,0.000000000000000000e+00
3.200003940284150161e+01,1.200007782174314315e+02,0.000000000000000000e+00
3.200003915716764169e+01,1.200007785273956955e+02,0.000000000000000000e+00
3.200003891035694892e+01,1.200007788361137955e+02,0.000000000000000000e+00
3.200003866241993933e+01,1.200007791435865414e+02,0.000000000000000000e+00
3.200003841336705079e+01,1.200007794498148712e+02,0.000000000000000000e+00
3.200003816320863592e+01,1.200007797547997654e+02,0.000000000000000000e+00
3.200003791195496916e+01,1.200007800585423041e+02,0.000000000000000000e+00
3.200003765961621838e+01,1.200007803610436099e+02,0.000000000000000000e+00
3.200003740620252302e+01,1.200007806623049333e+02,0.000000000000000000e+00
3.200003715172390173e+01,1.200007809623275250e+02,0.000000000000000000e+00
3.200003689619029501e+01,1.200007812611127491e+02,0.000000000000000000e+00
3.200003663961157940e+01,1.200007815586620410e+02,0.000000000000000000e+00
3.200003638199754619e+01,1.200007818549768928e+02,0.000000000000000000e+00
3.200003612335790848e+01,1.200007821500588534e+02,0.000000000000000000e+00
3.200003586370229414e+01,1.200007824439095430e+02,0.000000000000000000e+00
3.200003560304025996e+01,1.200007827365306241e+02,0.000000000000000000e+00
3.200003534138127037e+01,1.200007830279238590e+02,0.000000000000000000e+00
3.200003507873475428e+01,1.200007833180910524e+02,0.000000000000000000e+00
3.200003481510999848e+01,1.200007836070340659e+02,0.000000000000000000e+00
3.200003455051626844e+01,1.200007838947548180e+02,0.000000000000000000e+00
3.200003428496273017e+01,1.200007841812552698e+02,0.000000000000000000e+00
3.200003401845847151e+01,1.200007844665374677e+02,0.000000000000000000e+00
3.200003375101250214e+01,1.200007847506034864e+02,0.000000000000000000e+00
3.200003348263378200e+01,1.200007850334554576e+02,0.000000000000000000e+00
3.200003321333115736e+01,1.200007853150955839e+02,0.000000000000000000e+00
3.200003294311343893e+01,1.200007855955261107e+02,0.000000000000000000e+00
3.200003267198932377e+01,1.200007858747492975e+02,0.000000000000000000e+00
3.200003239996746629e+01,1.200007861527674748e+02,0.000000000000000000e+00
3.200003212705643563e+01,1.200007864295830444e+02,0.000000000000000000e+00
3.200003185326473698e+01,1.200007867051984363e+02,0.000000000000000000e+00
3.200003157860077607e+01,1.200007869796161089e+02,0.000000000000000000e+00
3.200003130307293020e+01,1.200007872528385775e+02,0.000000000000000000e+00
3.200003102668946298e+01,1.200007875248684144e+02,0.000000000000000000e+00
3.200003074945859538e+01,1.200007877957081917e+02,0.000000000000000000e+00
3.200003047138845602e+01,1.200007880653605810e+02,0.000000000000000000e+00
3.200003019248712377e+01,1.200007883338282539e+02,0.000000000000000000e+00
3.200002991276259934e+01,1.200007886011138964e+02,0.000000000000000000e+00
3.200002963222280528e+01,1.200007888672202938e+02,0.000000000000000000e+00
3.200002935087560729e+01,1.200007891321502456e+02,0.000000000000000000e+00
3.200002906872879294e+01,1.200007893959065797e+02,0.000000000000000000e+00
3.200002878579009291e+01,1.200007896584921241e+02,0.000000000000000000e+00
3.200002850206715976e+01,1.200007899199098205e+02,0.000000000000000000e+00
3.200002821756758919e+01,1.200007901801625820e+02,0.000000000000000000e+00
3.200002793229889875e+01,1.200007904392533362e+02,0.000000000000000000e+00
3.200002764626854912e+01,1.200007906971851526e+02,0.000000000000000000e+00
3.200002735948392285e+01,1.200007909539609727e+02,0.000000000000000000e+00
3.200002707195234564e+01,1.200007912095839089e+02,0.000000000000000000e+00
3.200002678368108633e+01,1.200007914640570448e+02,0.000000000000000000e+00
3.200002649467733562e+01,1.200007917173834642e+02,0.000000000000000000e+00
3.200002620494822736e+01,1.200007919695662792e+02,0.000000000000000000e+00
3.200002591450081724e+01,1.200007922206087301e+02,0.000000000000000000e+00
3.200002562334213252e+01,1.200007924705139573e+02,0.000000000000000000e+00
3.200002533147909389e+01,1.200007927192851866e+02,0.000000000000000000e+00
3.200002503891858652e+01,1.200007929669256583e+02,0.000000000000000000e+00
3.200002474566743160e+01,1.200007932134386266e+02,0.000000000000000000e+00
3.200002445173238641e+01,1.200007934588274026e+02,0.000000000000000000e+00
3.200002415712013715e+01,1.200007937030952689e+02,0.000000000000000000e+00
3.200002386183733449e+01,1.200007939462455937e+02,0.000000000000000000e+00
3.200002356589052965e+01,1.200007941882816880e+02,0.000000000000000000e+00
3.200002326928625962e+01,1.200007944292069482e+02,0.000000000000000000e+00
3.200002297203096191e+01,1.200007946690247422e+02,0.000000000000000000e+00
3.200002267413103851e+01,1.200007949077384950e+02,0.000000000000000000e+00
3.200002237559283458e+01,1.200007951453516597e+02,0.000000000000000000e+00
3.200002207642262420e+01,1.200007953818676327e+02,0.000000000000000000e+00
3.200002177662662461e+01,1.200007956172898957e+02,0.000000000000000000e+00
3.200002147621101756e+01,1.200007958516219446e+02,0.000000000000000000e+00
3.200002117518189948e+01,1.200007960848672610e+02,0.000000000000000000e+00
3.200002087354532421e+01,1.200007963170293550e+02,0.000000000000000000e+00
3.200002057130728872e+01,1.200007965481117367e+02,0.000000000000000000e+00
3.200002026847374026e+01,1.200007967781179730e+02,0.000000000000000000e+00
3.200001996505056212e+01,1.200007970070516023e+02,0.000000000000000000e+00
3.200001966104358075e+01,1.200007972349161918e+02,0.000000000000000000e+00
3.200001935645858708e+01,1.200007974617153081e+02,0.000000000000000000e+00
3.200001905130129387e+01,1.200007976874525752e+02,0.000000000000000000e+00
3.200001874557737125e+01,1.200007979121315458e+02,0.000000000000000000e+00
3.200001843929245382e+01,1.200007981357558577e+02,0.000000000000000000e+00
3.200001813245208382e+01,1.200007983583291491e+02,0.000000000000000000e+00
3.200001782506179637e+01,1.200007985798550294e+02,0.000000000000000000e+00
3.200001751712704845e+01,1.200007988003371366e+02,0.000000000000000000e+00
3.200001720865324017e+01,1.200007990197791230e+02,0.000000000000000000e+00
3.200001689964575036e+01,1.200007992381846833e+02,0.000000000000000000e+00
3.200001659010987254e+01,1.200007994555574271e+02,0.000000000000000000e+00
3.200001628005088605e+01,1.200007996719010777e+02,0.000000000000000000e+00
3.200001596947398497e+01,1.200007998872193156e+02,0.000000000000000000e+00
3.200001565838433493e+01,1.200008001015157788e+02,0.000000000000000000e+00
3.200001534678705895e+01,1.200008003147942048e+02,0.000000000000000000e+00
3.200001503468720898e+01,1.200008005270582885e+02,0.000000000000000000e+00
3.200001472208980857e+01,1.200008007383117530e+02,0.000000000000000000e+00
3.200001440899982441e+01,1.200008009485582647e+02,0.000000000000000000e+00
3.200001409542218767e+01,1.200008011578015896e+02,0.000000000000000000e+00
3.200001378136175845e+01,1.200008013660454083e+02,0.000000000000000000e+00
3.200001346682338976e+01,1.200008015732934581e+02,0.000000000000000000e+00
3.200001315181184225e+01,1.200008017795495050e+02,0.000000000000000000e+00
3.200001283633186233e+01,1.200008019848172154e+02,0.000000000000000000e+00
3.200001252038814670e+01,1.200008021891003693e+02,0.000000000000000000e+00
3.200001220398532809e+01,1.200008023924026759e+02,0.000000000000000000e+00
3.200001188712803213e+01,1.200008025947279009e+02,0.000000000000000000e+00
3.200001156982081341e+01,1.200008027960797676e+02,0.000000000000000000e+00
3.200001125206817676e+01,1.200008029964620420e+02,0.000000000000000000e+00
3.200001093387459150e+01,1.200008031958784471e+02,0.000000000000000000e+00
3.200001061524450563e+01,1.200008033943327064e+02,0.000000000000000000e+00
3.200001029618230319e+01,1.200008035918285998e+02,0.000000000000000000e+00
3.200000997669231850e+01,1.200008037883698506e+02,0.000000000000000000e+00
3.200000965677886455e+01,1.200008039839602247e+02,0.000000000000000000e+00
3.200000933644619749e+01,1.200008041786034454e+02,0.000000000000000000e+00
3.200000901569853795e+01,1.200008043723033069e+02,0.000000000000000000e+00
3.200000869454006391e+01,1.200008045650634898e+02,0.000000000000000000e+00
3.200000837297491785e+01,1.200008047568877600e+02,0.000000000000000000e+00
3.200000805100721379e+01,1.200008049477798409e+02,0.000000000000000000e+00
3.200000772864098764e+01,1.200008051377435123e+02,0.000000000000000000e+00
3.200000740588027526e+01,1.200008053267824693e+02,0.000000000000000000e+00
3.200000708272905570e+01,1.200008055149005060e+02,0.000000000000000000e+00
3.200000675919126536e+01,1.200008057021012604e+02,0.000000000000000000e+00
3.200000643527081223e+01,1.200008058883885553e+02,0.000000000000000000e+00
3.200000611097157588e+01,1.200008060737660713e+02,0.000000000000000000e+00
3.200000578629737191e+01,1.200008062582375317e+02,0.000000000000000000e+00
3.200000546125199463e+01,1.200008064418066454e+02,0.000000000000000000e+00
3.200000513583920281e+01,1.200008066244771499e+02,0.000000000000000000e+00
3.200000481006270547e+01,1.200008068062527684e+02,0.000000000000000000e+00
3.200000448392620456e+01,1.200008069871371958e+02,0.000000000000000000e+00
3.200000415743331672e+01,1.200008071671341270e+02,0.000000000000000000e+00
3.200000383058767994e+01,1.200008073462472709e+02,0.000000000000000000e+00
3.200000350339286825e+01,1.200008075244803365e+02,0.000000000000000000e+00
3.200000317585239884e+01,1.200008077018369761e+02,0.000000000000000000e+00
3.200000284796979599e+01,1.200008078783209129e+02,0.000000000000000000e+00
3.200000251974852716e+01,1.200008080539357991e+02,0.000000000000000000e+00
3.200000219119202427e+01,1.200008082286853153e+02,0.000000000000000000e+00
3.200000186230369792e+01,1.200008084025731421e+02,0.000000000000000000e+00
3.200000153308692319e+01,1.200008085756029175e+02,0.000000000000000000e+00
3.200000120354501831e+01,1.200008087477783363e+02,0.000000000000000000e+00
3.200000087368130153e+01,1.200008089191030081e+02,0.000000000000000000e+00
3.200000054349904843e+01,1.200008090895806134e+02,0.000000000000000000e+00
3.200000021300148489e+01,1.200008092592147619e+02,0.000000000000000000e+00
3.199999988219182967e+01,1.200008094280090916e+02,0.000000000000000000e+00
3.199999955107325533e+01,1.200008095959672261e+02,0.000000000000000000e+00
3.199999921964889893e+01,1.200008097630927892e+02,0.000000000000000000e+00
3.199999888792187974e+01,1.200008099293893906e+02,0.000000000000000000e+00
3.199999855589528508e+01,1.200008100948606113e+02,0.000000000000000000e+00
3.199999822357215962e+01,1.200008102595100752e+02,0.000000000000000000e+00
3.199999789095552671e+01,1.200008104233413633e+02,0.000000000000000000e+00
3.199999755804838486e+01,1.200008105863580425e+02,0.000000000000000000e+00
3.199999722485368636e+01,1.200008107485636799e+02,0.000000000000000000e+00
3.199999689137436931e+01,1.200008109099618707e+02,0.000000000000000000e+00
3.199999655761333628e+01,1.200008110705561677e+02,0.000000000000000000e+00
3.199999622357346851e+01,1.200008112303500809e+02,0.000000000000000000e+00
3.199999588925760108e+01,1.200008113893471915e+02,0.000000000000000000e+00
3.199999555466856549e+01,1.200008115475510095e+02,0.000000000000000000e+00
3.199999521980913997e+01,1.200008117049650735e+02,0.000000000000000000e+00
3.199999488468208853e+01,1.200008118615928652e+02,0.000000000000000000e+00
3.199999454929015386e+01,1.200008120174379087e+02,0.000000000000000000e+00
3.199999421363603602e+01,1.200008121725037427e+02,0.000000000000000000e+00
3.199999387772242088e+01,1.200008123267937776e+02,0.000000000000000000e+00
3.199999354155195519e+01,1.200008124803115379e+02,0.000000000000000000e+00
3.199999320512727863e+01,1.200008126330605052e+02,0.000000000000000000e+00
3.199999286845098467e+01,1.200008127850440900e+02,0.000000000000000000e+00
3.199999253152564194e+01,1.200008129362658025e+02,0.000000000000000000e+00
3.199999219435381193e+01,1.200008130867290390e+02,0.000000000000000000e+00
3.199999185693801351e+01,1.200008132364372671e+02,0.000000000000000000e+00
3.199999151928074426e+01,1.200008133853938972e+02,0.000000000000000000e+00
3.199999118138448040e+01,1.200008135336023258e+02,0.000000000000000000e+00
3.199999084325166976e+01,1.200008136810659636e+02,0.000000000000000000e+00
3.199999050488473529e+01,1.200008138277882068e+02,0.000000000000000000e+00
3.199999016628608217e+01,1.200008139737724377e+02,0.000000000000000000e+00
3.199998982745808362e+01,1.200008141190220528e+02,0.000000000000000000e+00
3.199998948840308444e+01,1.200008142635403772e+02,0.000000000000000000e+00
3.199998914912342585e+01,1.200008144073308216e+02,0.000000000000000000e+00
3.199998880962140646e+01,1.200008145503966688e+02,0.000000000000000000e+00
3.199998846989930712e+01,1.200008146927412724e+02,0.000000000000000000e+00
3.199998812995939090e+01,1.200008148343679721e+02,0.000000000000000000e+00
3.199998778980389602e+01,1.200008149752800790e+02,0.000000000000000000e+00
3.199998744943502871e+01,1.200008151154808616e+02,0.000000000000000000e+00
3.199998710885498099e+01,1.200008152549736451e+02,0.000000000000000000e+00
3.199998676806593068e+01,1.200008153937617124e+02,0.000000000000000000e+00
3.199998642707002716e+01,1.200008155318483176e+02,0.000000000000000000e+00
3.199998608586938076e+01,1.200008156692367578e+02,0.000000000000000000e+00
3.199998574446610888e+01,1.200008158059302303e+02,0.000000000000000000e+00
3.199998540286229343e+01,1.200008159419319895e+02,0.000000000000000000e+00
3.199998506105998786e+01,1.200008160772453039e+02,0.000000000000000000e+00
3.199998471906124564e+01,1.200008162118733424e+02,0.000000000000000000e+00
3.199998437686809183e+01,1.200008163458193593e+02,0.000000000000000000e+00
3.199998403448250528e+01,1.200008164790865095e+02,0.000000000000000000e+00
3.199998369190648972e+01,1.200008166116779762e+02,0.000000000000000000e+00
3.199998334914199205e+01,1.200008167435969852e+02,0.000000000000000000e+00
3.199998300619095204e+01,1.200008168748466346e+02,0.000000000000000000e+00
3.199998266305529881e+01,1.200008170054301360e+02,0.000000000000000000e+00
3.199998231973692597e+01,1.200008171353506015e+02,0.000000000000000000e+00
3.199998197623772000e+01,1.200008172646111717e+02,0.000000000000000000e+00
3.199998163255954253e+01,1.200008173932149447e+02,0.000000000000000000e+00
3.199998128870423741e+01,1.200008175211650752e+02,0.000000000000000000e+00
3.199998094467363430e+01,1.200008176484646043e+02,0.000000000000000000e+00
3.199998060046953796e+01,1.200008177751166585e+02,0.000000000000000000e+00
3.199998025609373187e+01,1.200008179011243072e+02,0.000000000000000000e+00
3.199997991154798882e+01,1.200008180264906059e+02,0.000000000000000000e+00
3.199997956683406741e+01,1.200008181512186241e+02,0.000000000000000000e+00
3.199997922195369782e+01,1.200008182753113744e+02,0.000000000000000000e+00
3.199997887690859599e+01,1.200008183987719406e+02,0.000000000000000000e+00
3.199997853170046724e+01,1.200008185216032786e+02,0.000000000000000000e+00
3.199997818633098490e+01,1.200008186438084294e+02,0.000000000000000000e+00
3.199997784080182228e+01,1.200008187653904059e+02,0.000000000000000000e+00
3.199997749511462430e+01,1.200008188863521639e+02,0.000000000000000000e+00
3.199997714927102521e+01,1.200008190066966876e+02,0.000000000000000000e+00
3.199997680327264149e+01,1.200008191264269470e+02,0.000000000000000000e+00
3.199997645712106120e+01,1.200008192455458982e+02,0.000000000000000000e+00
3.199997611081787241e+01,1.200008193640564684e+02,0.000000000000000000e+00
3.199997576436465252e+01,1.200008194819616136e+02,0.000000000000000000e+00
3.199997541776292920e+01,1.200008195992642044e+02,0.000000000000000000e+00
3.199997507101425853e+01,1.200008197159671823e+02,0.000000000000000000e+00
3.199997472412014687e+01,1.200008198320734607e+02,0.000000000000000000e+00
3.199997437708210413e+01,1.200008199475858817e+02,0.000000000000000000e+00
3.199997402990160822e+01,1.200008200625073727e+02,0.000000000000000000e+00
3.199997368258014774e+01,1.200008201768407190e+02,0.000000000000000000e+00
3.199997333511916509e+01,1.200008202905888339e+02,0.000000000000000000e+00
3.199997298752010977e+01,1.200008204037545454e+02,0.000000000000000000e+00
3.199997263978440998e+01,1.200008205163406672e+02,0.000000000000000000e+00
3.199997229191348325e+01,1.200008206283500272e+02,0.000000000000000000e+00
3.199997194390871513e+01,1.200008207397854250e+02,0.000000000000000000e+00
3.199997159577150896e+01,1.200008208506496601e+02,0.000000000000000000e+00
3.199997124750322186e+01,1.200008209609455179e+02,0.000000000000000000e+00
3.199997089910521808e+01,1.200008210706757410e+02,0.000000000000000000e+00
3.199997055057883344e+01,1.200008211798431432e+02,0.000000000000000000e+00
3.199997020192539665e+01,1.200008212884504388e+02,0.000000000000000000e+00
3.199996985314622933e+01,1.200008213965003705e+02,0.000000000000000000e+00
3.199996950424263886e+01,1.200008215039956667e+02,0.000000000000000000e+00
3.199996915521589713e+01,1.200008216109390418e+02,0.000000000000000000e+00
3.199996880606729377e+01,1.200008217173331957e+02,0.000000000000000000e+00
3.199996845679808288e+01,1.200008218231808428e+02,0.000000000000000000e+00
3.199996810740951503e+01,1.200008219284846263e+02,0.000000000000000000e+00
3.199996775790283365e+01,1.200008220332472604e+02,0.000000000000000000e+00
3.199996740827925379e+01,1.200008221374713884e+02,0.000000000000000000e+00
3.199996705853999046e+01,1.200008222411596392e+02,0.000000000000000000e+00
3.199996670868624449e+01,1.200008223443146989e+02,0.000000000000000000e+00
3.199996635871920247e+01,1.200008224469391394e+02,0.000000000000000000e+00
3.199996600864003327e+01,1.200008225490355755e+02,0.000000000000000000e+00
3.199996565844990926e+01,1.200008226506066649e+02,0.000000000000000000e+00
3.199996530814997087e+01,1.200008227516549795e+02,0.000000000000000000e+00
3.199996495774135852e+01,1.200008228521830773e+02,0.000000000000000000e+00
3.199996460722520553e+01,1.200008229521935306e+02,0.000000000000000000e+00
3.199996425660262034e+01,1.200008230516889114e+02,0.000000000000000000e+00
3.199996390587471495e+01,1.200008231506717920e+02,0.000000000000000000e+00
3.199996355504257295e+01,1.200008232491446876e+02,0.000000000000000000e+00
3.199996320410728856e+01,1.200008233471100993e+02,0.000000000000000000e+00
3.199996285306991339e+01,1.200008234445705995e+02,0.000000000000000000e+00
3.199996250193152392e+01,1.200008235415286606e+02,0.000000000000000000e+00
3.199996215069315753e+01,1.200008236379867697e+02,0.000000000000000000e+00
3.199996179935585516e+01,1.200008237339474277e+02,0.000000000000000000e+00
3.199996144792065067e+01,1.200008238294131075e+02,0.000000000000000000e+00
3.199996109638854591e+01,1.200008239243862533e+02,0.000000000000000000e+00
3.199996074476056052e+01,1.200008240188693378e+02,0.000000000000000000e+00
3.199996039303768214e+01,1.200008241128647768e+02,0.000000000000000000e+00
3.199996004122089843e+01,1.200008242063750146e+02,0.000000000000000000e+00
3.199995968931118639e+01,1.200008242994024670e+02,0.000000000000000000e+00
3.199995933730951236e+01,1.200008243919495641e+02,0.000000000000000000e+00
3.199995898521682491e+01,1.200008244840186933e+02,0.000000000000000000e+00
3.199995863303407262e+01,1.200008245756121994e+02,0.000000000000000000e+00
3.199995828076219340e+01,1.200008246667324983e+02,0.000000000000000000e+00
3.199995792840210740e+01,1.200008247573819347e+02,0.000000000000000000e+00
3.199995757595474188e+01,1.200008248475629102e+02,0.000000000000000000e+00
3.199995722342099214e+01,1.200008249372776987e+02,0.000000000000000000e+00
3.199995687080176054e+01,1.200008250265287018e+02,0.000000000000000000e+00
3.199995651809793529e+01,1.200008251153182073e+02,0.000000000000000000e+00
3.199995616531039744e+01,1.200008252036485175e+02,0.000000000000000000e+00
3.199995581244001741e+01,1.200008252915219487e+02,0.000000000000000000e+00
3.199995545948765496e+01,1.200008253789408172e+02,0.000000000000000000e+00
3.199995510645415919e+01,1.200008254659073685e+02,0.000000000000000000e+00
3.199995475334037565e+01,1.200008255524239047e+02,0.000000000000000000e+00
3.199995440014713921e+01,1.200008256384926568e+02,0.000000000000000000e+00
3.199995404687527767e+01,1.200008257241158844e+02,0.000000000000000000e+00
3.199995369352560814e+01,1.200008258092958187e+02,0.000000000000000000e+00
3.199995334009893710e+01,1.200008258940347332e+02,0.000000000000000000e+00
3.199995298659607457e+01,1.200008259783348308e+02,0.000000000000000000e+00
3.199995263301779858e+01,1.200008260621982714e+02,0.000000000000000000e+00
3.199995227936490139e+01,1.200008261456273146e+02,0.000000000000000000e+00
3.199995192563816104e+01,1.200008262286241205e+02,0.000000000000000000e+00
3.199995157183834138e+01,1.200008263111908633e+02,0.000000000000000000e+00
3.199995121796620978e+01,1.200008263933297599e+02,0.000000000000000000e+00
3.199995086402250521e+01,1.200008264750429134e+02,0.000000000000000000e+00
3.199995051000798796e+01,1.200008265563324983e+02,0.000000000000000000e+00
3.199995015592338632e+01,1.200008266372006460e+02,0.000000000000000000e+00
3.199994980176942860e+01,1.200008267176494883e+02,0.000000000000000000e+00
3.199994944754684312e+01,1.200008267976811851e+02,0.000000000000000000e+00
3.199994909325634040e+01,1.200008268772977686e+02,0.000000000000000000e+00
3.199994873889862390e+01,1.200008269565013848e+02,0.000000000000000000e+00
3.199994838447439705e+01,1.200008270352941366e+02,0.000000000000000000e+00
3.199994802998435262e+01,1.200008271136780849e+02,0.000000000000000000e+00
3.199994767542917629e+01,1.200008271916552900e+02,0.000000000000000000e+00
3.199994732080954307e+01,1.200008272692278268e+02,0.000000000000000000e+00
3.199994696612612799e+01,1.200008273463977559e+02,0.000000000000000000e+00
3.199994661137958829e+01,1.200008274231671095e+02,0.000000000000000000e+00
3.199994625657058478e+01,1.200008274995379196e+02,0.000000000000000000e+00
3.199994590169977826e+01,1.200008275755121900e+02,0.000000000000000000e+00
3.199994554676779401e+01,1.200008276510919671e+02,0.000000000000000000e+00
3.199994519177528574e+01,1.200008277262792262e+02,0.000000000000000000e+00
3.199994483672287160e+01,1.200008278010760137e+02,0.000000000000000000e+00
3.199994448161118044e+01,1.200008278754842479e+02,0.000000000000000000e+00
3.199994412644083397e+01,1.200008279495059043e+02,0.000000000000000000e+00
3.199994377121243616e+01,1.200008280231430149e+02,0.000000000000000000e+00
3.199994341592659808e+01,1.200008280963974840e+02,0.000000000000000000e+00
3.199994306058390947e+01,1.200008281692712586e+02,0.000000000000000000e+00
3.199994270518497075e+01,1.200008282417663423e+02,0.000000000000000000e+00
3.199994234973036455e+01,1.200008283138845542e+02,0.000000000000000000e+00
3.199994199422066998e+01,1.200008283856278837e+02,0.000000000000000000e+00
3.199994163865646968e+01,1.200008284569982635e+02,0.000000000000000000e+00
3.199994128303832142e+01,1.200008285279975269e+02,0.000000000000000000e+00
3.199994092736679008e+01,1.200008285986276206e+02,0.000000000000000000e+00
3.199994057164242633e+01,1.200008286688904064e+02,0.000000000000000000e+00
3.199994021586579862e+01,1.200008287387877459e+02,0.000000000000000000e+00
3.199993986003743274e+01,1.200008288083215149e+02,0.000000000000000000e+00
3.199993950415787936e+01,1.200008288774935750e+02,0.000000000000000000e+00
3.199993914822766428e+01,1.200008289463057878e+02,0.000000000000000000e+00
3.199993879224732041e+01,1.200008290147599439e+02,0.000000000000000000e+00
3.199993843621737355e+01,1.200008290828579334e+02,0.000000000000000000e+00
3.199993808013833529e+01,1.200008291506015468e+02,0.000000000000000000e+00
3.199993772401071723e+01,1.200008292179925888e+02,0.000000000000000000e+00
3.199993736783502740e+01,1.200008292850328502e+02,0.000000000000000000e+00
3.199993701161176674e+01,1.200008293517241640e+02,0.000000000000000000e+00
3.199993665534143616e+01,1.200008294180683066e+02,0.000000000000000000e+00
3.199993629902451886e+01,1.200008294840670260e+02,0.000000000000000000e+00
3.199993594266150154e+01,1.200008295497221269e+02,0.000000000000000000e+00
3.199993558625287093e+01,1.200008296150353146e+02,0.000000000000000000e+00
3.199993522979909955e+01,1.200008296800084366e+02,0.000000000000000000e+00
3.199993487330065634e+01,1.200008297446431271e+02,0.000000000000000000e+00
3.199993451675801381e+01,1.200008298089411909e+02,0.000000000000000000e+00
3.199993416017161962e+01,1.200008298729043332e+02,0.000000000000000000e+00
3.199993380354194628e+01,1.200008299365342879e+02,0.000000000000000000e+00
3.199993344686943075e+01,1.200008299998327459e+02,0.000000000000000000e+00
3.199993309015453136e+01,1.200008300628013842e+02,0.000000000000000000e+00
3.199993273339768507e+01,1.200008301254419365e+02,0.000000000000000000e+00
3.199993237659932532e+01,1.200008301877560655e+02,0.000000000000000000e+00
3.199993201975989621e+01,1.200008302497454622e+02,0.000000000000000000e+00
3.199993166287982049e+01,1.200008303114117894e+02,0.000000000000000000e+00
3.199993130595951385e+01,1.200008303727566954e+02,0.000000000000000000e+00
3.199993094899941326e+01,1.200008304337818288e+02,0.000000000000000000e+00
3.199993059199991663e+01,1.200008304944888380e+02,0.000000000000000000e+00
3.199993023496145028e+01,1.200008305548793857e+02,0.000000000000000000e+00
3.199992987788440857e+01,1.200008306149550776e+02,0.000000000000000000e+00
3.199992952076920361e+01,1.200008306747175197e+02,0.000000000000000000e+00
3.199992916361622619e+01,1.200008307341683178e+02,0.000000000000000000e+00
3.199992880642587068e+01,1.200008307933091061e+02,0.000000000000000000e+00
3.199992844919853852e+01,1.200008308521414762e+02,0.000000000000000000e+00
3.199992809193459564e+01,1.200008309106669913e+02,0.000000000000000000e+00
3.199992773463444351e+01,1.200008309688872430e+02,0.000000000000000000e+00
3.199992737729844805e+01,1.200008310268038230e+02,0.000000000000000000e+00
3.199992701992699295e+01,1.200008310844182802e+02,0.000000000000000000e+00
3.199992666252044415e+01,1.200008311417321494e+02,0.000000000000000000e+00
3.199992630507916047e+01,1.200008311987470080e+02,0.000000000000000000e+00
3.199992594760351849e+01,1.200008312554643908e+02,0.000000000000000000e+00
3.199992559009385928e+01,1.200008313118858183e+02,0.000000000000000000e+00
3.199992523255055943e+01,1.200008313680128111e+02,0.000000000000000000e+00
3.199992487497394933e+01,1.200008314238469183e+02,0.000000000000000000e+00
3.199992451736439136e+01,1.200008314793896318e+02,0.000000000000000000e+00
3.199992415972221949e+01,1.200008315346424581e+02,0.000000000000000000e+00
3.199992380204778541e+01,1.200008315896068893e+02,0.000000000000000000e+00
3.199992344434141600e+01,1.200008316442844176e+02,0.000000000000000000e+00
3.199992308660345230e+01,1.200008316986765067e+02,0.000000000000000000e+00
3.199992272883421762e+01,1.200008317527846629e+02,0.000000000000000000e+00
3.199992237103404236e+01,1.200008318066103215e+02,0.000000000000000000e+00
3.199992201320324270e+01,1.200008318601549462e+02,0.000000000000000000e+00
3.199992165534215260e+01,1.200008319134200008e+02,0.000000000000000000e+00
3.199992129745107761e+01,1.200008319664069347e+02,0.000000000000000000e+00
3.199992093953033390e+01,1.200008320191171691e+02,0.000000000000000000e+00
3.199992058158022701e+01,1.200008320715521535e+02,0.000000000000000000e+00
3.199992022360106958e+01,1.200008321237132662e+02,0.000000000000000000e+00
3.199991986559316359e+01,1.200008321756019569e+02,0.000000000000000000e+00
3.199991950755680747e+01,1.200008322272196608e+02,0.000000000000000000e+00
3.199991914949230321e+01,1.200008322785677137e+02,0.000000000000000000e+00
3.199991879139993500e+01,1.200008323296475652e+02,0.000000000000000000e+00
3.199991843328000130e+01,1.200008323804605652e+02,0.000000000000000000e+00
3.199991807513279340e+01,1.200008324310081349e+02,0.000000000000000000e+00
3.199991771695858489e+01,1.200008324812915816e+02,0.000000000000000000e+00
3.199991735875767063e+01,1.200008325313123407e+02,0.000000000000000000e+00
3.199991700053032417e+01,1.200008325810717480e+02,0.000000000000000000e+00
3.199991664227681554e+01,1.200008326305711392e+02,0.000000000000000000e+00
3.199991628399742538e+01,1.200008326798118787e+02,0.000000000000000000e+00
3.199991592569242016e+01,1.200008327287953307e+02,0.000000000000000000e+00
3.199991556736207343e+01,1.200008327775227741e+02,0.000000000000000000e+00
3.199991520900664810e+01,1.200008328259955448e+02,0.000000000000000000e+00
3.199991485062639640e+01,1.200008328742149928e+02,0.000000000000000000e+00
3.199991449222159190e+01,1.200008329221824113e+02,0.000000000000000000e+00
