ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
-3.712578810821150821e+00,1.488878293696899391e+00,0.000000000000000000e+00
-3.703276469004178839e+00,1.511867518706556668e+00,0.000000000000000000e+00
-3.693755029147101965e+00,1.534983317385069324e+00,0.000000000000000000e+00
-3.684011395891006124e+00,1.558223358490426147e+00,0.000000000000000000e+00
-3.674042470035908892e+00,1.581585258015645756e+00,0.000000000000000000e+00
-3.663845149352029207e+00,1.605066578547316603e+00,0.000000000000000000e+00
-3.653416329408446295e+00,1.628664828628559436e+00,0.000000000000000000e+00
-3.642752904419323201e+00,1.652377462126788599e+00,0.000000000000000000e+00
-3.631851768107835277e+00,1.676201877606624091e+00,0.000000000000000000e+00
-3.620709814587975028e+00,1.700135417708334540e+00,0.000000000000000000e+00
-3.609323939264371450e+00,1.724175368532186337e+00,0.000000000000000000e+00
-3.597691039750270825e+00,1.748318959029100839e+00,0.000000000000000000e+00
-3.585808016803817555e+00,1.772563360398001553e+00,0.000000000000000000e+00
-3.573671775282777574e+00,1.796905685490261417e+00,0.000000000000000000e+00
-3.561279225117823355e+00,1.821342988221652748e+00,0.000000000000000000e+00
-3.548627282304512409e+00,1.845872262992234392e+00,0.000000000000000000e+00
-3.535712869914074741e+00,1.870490444114580875e+00,0.000000000000000000e+00
-3.522532919123118944e+00,1.895194405250801850e+00,0.000000000000000000e+00
-3.509084370262378183e+00,1.919980958858777509e+00,0.000000000000000000e+00
-3.495364173884572434e+00,1.944846855648074690e+00,0.000000000000000000e+00
-3.481369291851502012e+00,1.969788784045983565e+00,0.000000000000000000e+00
-3.467096698440452762e+00,1.994803369674138294e+00,0.000000000000000000e+00
-3.452543381469986628e+00,2.019887174836202171e+00,0.000000000000000000e+00
-3.437706343445200652e+00,2.045036698017081989e+00,0.000000000000000000e+00
-3.422582602722512579e+00,2.070248373394162122e+00,0.000000000000000000e+00
-3.407169194694035230e+00,2.095518570361041277e+00,0.000000000000000000e+00
-3.391463172991586283e+00,2.120843593064284605e+00,0.000000000000000000e+00
-3.375461610710375648e+00,2.146219679953685233e+00,0.000000000000000000e+00
-3.359161601652404627e+00,2.171643003346552359e+00,0.000000000000000000e+00
-3.342560261589602177e+00,2.197109669006541033e+00,0.000000000000000000e+00
-3.325654729546709376e+00,2.222615715737560116e+00,0.000000000000000000e+00
-3.308442169103919195e+00,2.248157114993285965e+00,0.000000000000000000e+00
-3.290919769719274246e+00,2.273729770502823211e+00,0.000000000000000000e+00
-3.273084748070800742e+00,2.299329517913055287e+00,0.000000000000000000e+00
-3.254934349418358686e+00,2.324952124448257607e+00,0.000000000000000000e+00
-3.236465848985175420e+00,2.350593288587511154e+00,0.000000000000000000e+00
-3.217676553359016367e+00,2.376248639760499604e+00,0.000000000000000000e+00
-3.198563801912941873e+00,2.401913738062257941e+00,0.000000000000000000e+00
-3.179124968245577332e+00,2.427584073987457014e+00,0.000000000000000000e+00
-3.159357461640818432e+00,2.453255068184811982e+00,0.000000000000000000e+00
-3.139258728546896027e+00,2.478922071232193769e+00,0.000000000000000000e+00
-3.118826254074674953e+00,2.504580363433067447e+00,0.000000000000000000e+00
-3.098057563515094426e+00,2.530225154634839768e+00,0.000000000000000000e+00
-3.076950223875611901e+00,2.555851584069741111e+00,0.000000000000000000e+00
-3.055501845435514952e+00,2.581454720218843146e+00,0.000000000000000000e+00
-3.033710083319944406e+00,2.607029560699854809e+00,0.000000000000000000e+00
-3.011572639092468417e+00,2.632571032179304105e+00,0.000000000000000000e+00
-2.989087262366020958e+00,2.658073990309748336e+00,0.000000000000000000e+00
-2.966251752432019106e+00,2.683533219692642469e+00,0.000000000000000000e+00
-2.943063959907439298e+00,2.708943433867514905e+00,0.000000000000000000e+00
-2.919521788399642048e+00,2.734299275328093692e+00,0.000000000000000000e+00
-2.895623196188691573e+00,2.759595315566028439e+00,0.000000000000000000e+00
-2.871366197926940256e+00,2.784826055142864742e+00,0.000000000000000000e+00
-2.846748866355579999e+00,2.809985923790935924e+00,0.000000000000000000e+00
-2.821769334037901977e+00,2.835069280543824011e+00,0.000000000000000000e+00
-2.796425795108942403e+00,2.860070413897060515e+00,0.000000000000000000e+00
-2.770716507041221188e+00,2.884983541999724732e+00,0.000000000000000000e+00
-2.744639792426212033e+00,2.909802812877632316e+00,0.000000000000000000e+00
-2.718194040771212627e+00,2.934522304688762961e+00,0.000000000000000000e+00
-2.691377710311242843e+00,2.959136026011611520e+00,0.000000000000000000e+00
-2.664189329835578324e+00,2.983637916167146908e+00,0.000000000000000000e+00
-2.636627500528521129e+00,3.008021845575045816e+00,0.000000000000000000e+00
-2.608690897823984223e+00,3.032281616144891778e+00,0.000000000000000000e+00
-2.580378273273455481e+00,3.056410961703003970e+00,0.000000000000000000e+00
-2.551688456426866924e+00,3.080403548455600493e+00,0.000000000000000000e+00
-2.522620356725905122e+00,3.104252975488957844e+00,0.000000000000000000e+00
-2.493172965409261366e+00,3.127952775307257571e+00,0.000000000000000000e+00
-2.463345357429303828e+00,3.151496414408792912e+00,0.000000000000000000e+00
-2.433136693379634341e+00,3.174877293901230857e+00,0.000000000000000000e+00
-2.402546221432972029e+00,3.198088750156588667e+00,0.000000000000000000e+00
-2.371573279288789582e+00,3.221124055506617623e+00,0.000000000000000000e+00
-2.340217296130109759e+00,3.243976418979253484e+00,0.000000000000000000e+00
-2.308477794588824406e+00,3.266638987076824208e+00,0.000000000000000000e+00
-2.276354392718920483e+00,3.289104844596665966e+00,0.000000000000000000e+00
-2.243846805976933201e+00,3.311367015494823818e+00,0.000000000000000000e+00
-2.210954849208960127e+00,3.333418463793492492e+00,0.000000000000000000e+00
-2.177678438643514180e+00,3.355252094532857665e+00,0.000000000000000000e+00
-2.144017593889503193e+00,3.376860754767990969e+00,0.000000000000000000e+00
-2.109972439938583744e+00,3.398237234611439117e+00,0.000000000000000000e+00
-2.075543209171119230e+00,3.419374268322149302e+00,0.000000000000000000e+00
-2.040730243364942353e+00,3.440264535441373006e+00,0.000000000000000000e+00
-2.005533995706115569e+00,3.460900661976163306e+00,0.000000000000000000e+00
-1.969955032800850381e+00,3.481275221631088268e+00,0.000000000000000000e+00
-1.933994036687707974e+00,3.501380737088779949e+00,0.000000000000000000e+00
-1.897651806849217637e+00,3.521209681339906084e+00,0.000000000000000000e+00
-1.860929262221988845e+00,3.540754479063171090e+00,0.000000000000000000e+00
-1.823827443204394161e+00,3.560007508055917924e+00,0.000000000000000000e+00
-1.786347513660857089e+00,3.578961100715913002e+00,0.000000000000000000e+00
-1.748490762921772301e+00,3.597607545574867505e+00,0.000000000000000000e+00
-1.710258607778055495e+00,3.615939088884248420e+00,0.000000000000000000e+00
-1.671652594469292596e+00,3.633947936253911770e+00,0.000000000000000000e+00
-1.632674400664433367e+00,3.651626254344085165e+00,0.000000000000000000e+00
-1.593325837433956949e+00,3.668966172611211274e+00,0.000000000000000000e+00
-1.553608851212416209e+00,3.685959785108136266e+00,0.000000000000000000e+00
-1.513525525750219591e+00,3.702599152339137945e+00,0.000000000000000000e+00
-1.473078084053521808e+00,3.718876303170244757e+00,0.000000000000000000e+00
-1.432268890311032772e+00,3.734783236795300887e+00,0.000000000000000000e+00
-1.391100451806563720e+00,3.750311924758200188e+00,0.000000000000000000e+00
-1.349575420816073290e+00,3.765454313031709077e+00,0.000000000000000000e+00
-1.307696596487985197e+00,3.780202324153261628e+00,0.000000000000000000e+00
-1.265466926705491657e+00,3.794547859418107016e+00,0.000000000000000000e+00
-1.222889509929561136e+00,3.808482801130158801e+00,0.000000000000000000e+00
-1.179967597021325254e+00,3.821999014910875125e+00,0.000000000000000000e+00
-1.136704593042508371e+00,3.835088352066487349e+00,0.000000000000000000e+00
-1.093104059032531383e+00,3.847742652013851128e+00,0.000000000000000000e+00
-1.049169713760900624e+00,3.859953744765194816e+00,0.000000000000000000e+00
-1.004905435453473883e+00,3.871713453471995248e+00,0.000000000000000000e+00
-9.603152634911610308e-01,3.883013597028200259e+00,0.000000000000000000e+00
-9.154034000796087422e-01,3.893845992732978267e+00,0.000000000000000000e+00
-8.701742118883799559e-01,3.904202459013161874e+00,0.000000000000000000e+00
-8.246322316581319312e-01,3.914074818205512063e+00,0.000000000000000000e+00
-7.787821597742575763e-01,3.923454899398911788e+00,0.000000000000000000e+00
-7.326288658054526115e-01,3.932334541336557798e+00,0.000000000000000000e+00
-6.861773900056271636e-01,3.940705595378199089e+00,0.000000000000000000e+00
-6.394329447775810582e-01,3.948559928522429541e+00,0.000000000000000000e+00
-5.924009160968211063e-01,3.955889426489020089e+00,0.000000000000000000e+00
-5.450868648938972383e-01,3.962685996861235793e+00,0.000000000000000000e+00
-4.974965283935928739e-01,3.968941572288045894e+00,0.000000000000000000e+00
-4.496358214093105210e-01,3.974648113746115818e+00,0.000000000000000000e+00
-4.015108375909454130e-01,3.979797613861413286e+00,0.000000000000000000e+00
-3.531278506245523752e-01,3.984382100290240203e+00,0.000000000000000000e+00
-3.044933153820607030e-01,3.988393639159457660e+00,0.000000000000000000e+00
-2.556138690193062724e-01,3.991824338565634012e+00,0.000000000000000000e+00
-2.064963320206018305e-01,3.994666352132806075e+00,0.000000000000000000e+00
-1.571477091880796872e-01,3.996911882628502610e+00,0.000000000000000000e+00
-1.075751905739967540e-01,3.998553185637643725e+00,0.000000000000000000e+00
-5.778615235420413859e-02,3.999582573293877896e+00,0.000000000000000000e+00
-7.788157640941800047e-03,3.999992418067881861e+00,0.000000000000000000e+00
4.241104276686848140e-02,3.999775156612107363e+00,0.000000000000000000e+00
9.280350969769295133e-02,3.998923293661404088e+00,0.000000000000000000e+00
1.433811149876837721e-01,3.997429405988912610e+00,0.000000000000000000e+00
1.941355409290721479e-01,3.995286146416569206e+00,0.000000000000000000e+00
2.450582797885568764e-01,3.992486247879516004e+00,0.000000000000000000e+00
2.961406333975707406e-01,3.989022527543667263e+00,0.000000000000000000e+00
3.473737128163438270e-01,3.984887890975625790e+00,0.000000000000000000e+00
3.987484380736631140e-01,3.980075336364099048e+00,0.000000000000000000e+00
4.502555379842621552e-01,3.974577958791912558e+00,0.000000000000000000e+00
5.018855500457519714e-01,3.968388954557662274e+00,0.000000000000000000e+00
5.536288204170378702e-01,3.961501625546002714e+00,0.000000000000000000e+00
6.054755039801430483e-01,3.953909383645504594e+00,0.000000000000000000e+00
6.574155644873874715e-01,3.945605755212969967e+00,0.000000000000000000e+00
7.094387747958478263e-01,3.936584385583033363e+00,0.000000000000000000e+00
7.615347171910507029e-01,3.926839043621819680e+00,0.000000000000000000e+00
8.136927838018194192e-01,3.916363626323381641e+00,0.000000000000000000e+00
8.659021771082268115e-01,3.905152163447567215e+00,0.000000000000000000e+00
9.181519105445687945e-01,3.893198822197928788e+00,0.000000000000000000e+00
9.704308091992990271e-01,3.880497911938205924e+00,0.000000000000000000e+00
1.022727510613831159e+00,3.867043888945872698e+00,0.000000000000000000e+00
1.075030465682135006e+00,3.852831361201166427e+00,0.000000000000000000e+00
1.127327939653013811e+00,3.837855093209965318e+00,0.000000000000000000e+00
1.179608013236971287e+00,3.822110010858806639e+00,0.000000000000000000e+00
1.231858583819533060e+00,3.805591206300292573e+00,0.000000000000000000e+00
1.284045659258356453e+00,3.788301300707185515e+00,0.000000000000000000e+00
1.336114484598293517e+00,3.770251726880662790e+00,0.000000000000000000e+00
1.388015180298451945e+00,3.751454899003990207e+00,0.000000000000000000e+00
1.439702324227537966e+00,3.731924063752343645e+00,0.000000000000000000e+00
1.491134570494595968e+00,3.711673166198214524e+00,0.000000000000000000e+00
1.542274301803480574e+00,3.690716729579305966e+00,0.000000000000000000e+00
1.593087312336193717e+00,3.669069747943397353e+00,0.000000000000000000e+00
1.643542518451647894e+00,3.646747590667826167e+00,0.000000000000000000e+00
1.693611694737479301e+00,3.623765917860648056e+00,0.000000000000000000e+00
1.743269233177197952e+00,3.600140605678862293e+00,0.000000000000000000e+00
1.792491923396749787e+00,3.575887680640627231e+00,0.000000000000000000e+00
1.841258752136313737e+00,3.551023262058615071e+00,0.000000000000000000e+00
1.889550720257325844e+00,3.525563511777231263e+00,0.000000000000000000e+00
1.937350675743383599e+00,3.499524590454628825e+00,0.000000000000000000e+00
1.984643161288565549e+00,3.472922619689432722e+00,0.000000000000000000e+00
2.031414275189350249e+00,3.445773649350303725e+00,0.000000000000000000e+00
2.077651544367960845e+00,3.418093629522955368e+00,0.000000000000000000e+00
2.123343808456775061e+00,3.389898386543210407e+00,0.000000000000000000e+00
2.168485447753742079e+00,3.361200806688025455e+00,0.000000000000000000e+00
2.213072693681457093e+00,3.332012792964859305e+00,0.000000000000000000e+00
2.257102009883690030e+00,3.302346213978629486e+00,0.000000000000000000e+00
2.300570089368164428e+00,3.272212900149459536e+00,0.000000000000000000e+00
2.343473851609214620e+00,3.241624640026024906e+00,0.000000000000000000e+00
2.385810439612699341e+00,3.210593176694151119e+00,0.000000000000000000e+00
2.427577216945502325e+00,3.179130204280270267e+00,0.000000000000000000e+00
2.468771764731918950e+00,3.147247364549286441e+00,0.000000000000000000e+00
2.509391878619183114e+00,3.114956243596379792e+00,0.000000000000000000e+00
2.549435565714352148e+00,3.082268368632219424e+00,0.000000000000000000e+00
2.588901041494726218e+00,3.049195204861030906e+00,0.000000000000000000e+00
2.627786726693943198e+00,3.015748152450916209e+00,0.000000000000000000e+00
2.666091244165839313e+00,2.981938543595798130e+00,0.000000000000000000e+00
2.703813415728141045e+00,2.947777639668315075e+00,0.000000000000000000e+00
2.740952258987995105e+00,2.913276628462973417e+00,0.000000000000000000e+00
2.777506984151318026e+00,2.878446621528811811e+00,0.000000000000000000e+00
2.813476990817898038e+00,2.843298651590832282e+00,0.000000000000000000e+00
2.848861864764143714e+00,2.807843670059382735e+00,0.000000000000000000e+00
2.883661374715326353e+00,2.772092544626693744e+00,0.000000000000000000e+00
2.917875469109135089e+00,2.736056056949697890e+00,0.000000000000000000e+00
2.951504272852311761e+00,2.699744900418283855e+00,0.000000000000000000e+00
2.984548084072094376e+00,2.663169678008063812e+00,0.000000000000000000e+00
3.017007370864157156e+00,2.626340900216749930e+00,0.000000000000000000e+00
3.048882768038697400e+00,2.589268983083192754e+00,0.000000000000000000e+00
3.080175073866276314e+00,2.551964246288114246e+00,0.000000000000000000e+00
3.110885246824973915e+00,2.514436911335558467e+00,0.000000000000000000e+00
3.141014402350396306e+00,2.476697099814057612e+00,0.000000000000000000e+00
3.170563809590007942e+00,2.438754831736490658e+00,0.000000000000000000e+00
3.199534888163243718e+00,2.400620023957602989e+00,0.000000000000000000e+00
3.227929204928803752e+00,2.362302488668138967e+00,0.000000000000000000e+00
3.255748470760496893e+00,2.323811931964518962e+00,0.000000000000000000e+00
3.282994537332961205e+00,2.285157952492982147e+00,0.000000000000000000e+00
3.309669393918551084e+00,2.246350040167113704e+00,0.000000000000000000e+00
3.335775164196635778e+00,2.207397574957644881e+00,0.000000000000000000e+00
3.361314103076524784e+00,2.168309825753423237e+00,0.000000000000000000e+00
3.386288593535194291e+00,2.129095949292425960e+00,0.000000000000000000e+00
3.410701143470943109e+00,2.089764989161695841e+00,0.000000000000000000e+00
3.434554382574082521e+00,2.050325874865053244e+00,0.000000000000000000e+00
3.457851059215720113e+00,2.010787420957448113e+00,0.000000000000000000e+00
3.480594037355658532e+00,1.971158326244804249e+00,0.000000000000000000e+00
3.502786293470401269e+00,1.931447173048197019e+00,0.000000000000000000e+00
3.524430913502211826e+00,1.891662426531210528e+00,0.000000000000000000e+00
3.545531089830154414e+00,1.851812434089311843e+00,0.000000000000000000e+00
3.566090118263982589e+00,1.811905424800079656e+00,0.000000000000000000e+00
3.586111395061739149e+00,1.771949508933121420e+00,0.000000000000000000e+00
3.605598413971867533e+00,1.731952677518509676e+00,0.000000000000000000e+00
3.624554763300623428e+00,1.691922801972578716e+00,0.000000000000000000e+00
3.642984123005528652e+00,1.651867633779904754e+00,0.000000000000000000e+00
3.660890261815580971e+00,1.611794804230311184e+00,0.000000000000000000e+00
3.678277034378908183e+00,1.571711824209732988e+00,0.000000000000000000e+00
3.695148378438504189e+00,1.531626084043776537e+00,0.000000000000000000e+00
3.711508312036681190e+00,1.491544853392819281e+00,0.000000000000000000e+00
3.727360930748810919e+00,1.451475281197492029e+00,0.000000000000000000e+00
3.742710404946925973e+00,1.411424395673391174e+00,0.000000000000000000e+00
3.757560977093700405e+00,1.371399104353877130e+00,0.000000000000000000e+00
3.771916959067313169e+00,1.331406194179813651e+00,0.000000000000000000e+00
3.785782729517662926e+00,1.291452331635115192e+00,0.000000000000000000e+00
3.799162731254379199e+00,1.251544062926970069e+00,0.000000000000000000e+00
3.812061468667039321e+00,1.211687814209615466e+00,0.000000000000000000e+00
3.824483505177985077e+00,1.171889891850549814e+00,0.000000000000000000e+00
3.836433460728093880e+00,1.132156482738072123e+00,0.000000000000000000e+00
3.847916009295843764e+00,1.092493654629046684e+00,0.000000000000000000e+00
3.858935876449979485e+00,1.052907356535801364e+00,0.000000000000000000e+00
3.869497836936065749e+00,1.013403419151074791e+00,0.000000000000000000e+00
3.879606712297182458e+00,9.739875553099374139e-01,0.000000000000000000e+00
3.889267368529004898e+00,9.346653604876190569e-01,0.000000000000000000e+00
3.898484713769476251e+00,8.954423133321907091e-01,0.000000000000000000e+00
3.907263696023263844e+00,8.563237762310496048e-01,0.000000000000000000e+00
3.915609300921164326e+00,8.173149959101764228e-01,0.000000000000000000e+00
3.923526549514606554e+00,7.784211040651372038e-01,0.000000000000000000e+00
3.931020496105372075e+00,7.396471180228156861e-01,0.000000000000000000e+00
3.938096226110638476e+00,7.009979414328753045e-01,0.000000000000000000e+00
3.944758853963429068e+00,6.624783649879570913e-01,0.000000000000000000e+00
3.951013521048527544e+00,6.240930671716348188e-01,0.000000000000000000e+00
3.956865393673907771e+00,5.858466150331609335e-01,0.000000000000000000e+00
3.962319661077696509e+00,5.477434649880440487e-01,0.000000000000000000e+00
3.967381533470681454e+00,5.097879636435180828e-01,0.000000000000000000e+00
3.972056240114348213e+00,4.719843486479694539e-01,0.000000000000000000e+00
3.976349027434422645e+00,4.343367495634059550e-01,0.000000000000000000e+00
3.980265157169866619e+00,3.968491887600600898e-01,0.000000000000000000e+00
3.983809904557275683e+00,3.595255823322354161e-01,0.000000000000000000e+00
3.986988556550585372e+00,3.223697410345151004e-01,0.000000000000000000e+00
3.989806410076012000e+00,2.853853712374673224e-01,0.000000000000000000e+00
3.992268770322101812e+00,2.485760759019936816e-01,0.000000000000000000e+00
3.994380949064781028e+00,2.119453555714808091e-01,0.000000000000000000e+00
3.996148263027258896e+00,1.754966093809293692e-01,0.000000000000000000e+00
3.997576032274643865e+00,1.392331360822469111e-01,0.000000000000000000e+00
3.998669578643100131e+00,1.031581350849054557e-01,0.000000000000000000e+00
3.999434224203377131e+00,6.727470751117867187e-02,0.000000000000000000e+00
3.999875289758520136e+00,3.158585726518615966e-02,0.000000000000000000e+00
3.999998093375563446e+00,-3.905507885013169856e-03,0.000000000000000000e+00
3.999807948950993453e+00,-3.919657521302308961e-02,0.000000000000000000e+00
3.999310164809763535e+00,-7.428462592813819820e-02,0.000000000000000000e+00
3.998510042337626746e+00,-1.091670340585152443e-01,0.000000000000000000e+00
3.997412874646540271e+00,-1.438412653241905592e-01,0.000000000000000000e+00
3.996023945272898281e+00,-1.783048760006336331e-01,0.000000000000000000e+00
3.994348526908321872e+00,-2.125555117735118682e-01,0.000000000000000000e+00
3.992391880162743600e+00,-2.465909065853288673e-01,0.000000000000000000e+00
3.990159252359503750e+00,-2.804088814745848146e-01,0.000000000000000000e+00
3.987655876362173668e+00,-3.140073434080935533e-01,0.000000000000000000e+00
3.984886969432809067e+00,-3.473842841070765020e-01,0.000000000000000000e+00
3.981857732121335314e+00,-3.805377788676430617e-01,0.000000000000000000e+00
3.978573347185750730e+00,-4.134659853762495674e-01,0.000000000000000000e+00
3.975038978542836610e+00,-4.461671425207185404e-01,0.000000000000000000e+00
3.971259770249048415e+00,-4.786395691973853728e-01,0.000000000000000000e+00
3.967240845511261327e+00,-5.108816631149267762e-01,0.000000000000000000e+00
3.962987305727040610e+00,-5.428918995954111759e-01,0.000000000000000000e+00
3.958504229554086873e+00,-5.746688303730999037e-01,0.000000000000000000e+00
3.953796672008525359e+00,-6.062110823915133340e-01,0.000000000000000000e+00
3.948869663591680013e+00,-6.375173565992638958e-01,0.000000000000000000e+00
3.943728209444984145e+00,-6.685864267451450127e-01,0.000000000000000000e+00
3.938377288532668885e+00,-6.994171381729538117e-01,0.000000000000000000e+00
3.932821852851868805e+00,-7.300084066165087870e-01,0.000000000000000000e+00
3.927066826669779243e+00,-7.603592169953169444e-01,0.000000000000000000e+00
3.921117105787496282e+00,-7.904686222113258554e-01,0.000000000000000000e+00
3.914977556830170791e+00,-8.203357419471917211e-01,0.000000000000000000e+00
3.908653016563101712e+00,-8.499597614664745615e-01,0.000000000000000000e+00
3.902148291233391575e+00,-8.793399304161649832e-01,0.000000000000000000e+00
3.895468155936783639e+00,-9.084755616319334370e-01,0.000000000000000000e+00
3.888617354009308080e+00,-9.373660299464813273e-01,0.000000000000000000e+00
3.881600596443345985e+00,-9.660107710013599025e-01,0.000000000000000000e+00
3.874422561327730552e+00,-9.944092800626160855e-01,0.000000000000000000e+00
3.867087893311503599e+00,-1.022561110840608301e+00,0.000000000000000000e+00
3.859601203090938348e+00,-1.050465874314326697e+00,0.000000000000000000e+00
3.851967066919441240e+00,-1.078123237560539627e+00,0.000000000000000000e+00
3.844190026139945981e+00,-1.105532922588080780e+00,0.000000000000000000e+00
3.836274586739414350e+00,-1.132694705177576422e+00,0.000000000000000000e+00
3.828225218925051188e+00,-1.159608413726903597e+00,0.000000000000000000e+00
3.820046356721848113e+00,-1.186273928102660191e+00,0.000000000000000000e+00
3.811742397591068698e+00,-1.212691178497918632e+00,0.000000000000000000e+00
3.803317702069285211e+00,-1.238860144296519694e+00,0.000000000000000000e+00
3.794776593427579225e+00,-1.264780852944160650e+00,0.000000000000000000e+00
3.786123357350525076e+00,-1.290453378826515340e+00,0.000000000000000000e+00
3.777362241634562245e+00,-1.315877842154619337e+00,0.000000000000000000e+00
3.768497455905378324e+00,-1.341054407857739106e+00,0.000000000000000000e+00
3.759533171353917513e+00,-1.365983284483941684e+00,0.000000000000000000e+00
3.750473520490628321e+00,-1.390664723108562040e+00,0.000000000000000000e+00
3.741321796843534830e+00,-1.415101131532105816e+00,0.000000000000000000e+00
3.732079593377937154e+00,-1.439299103276296732e+00,0.000000000000000000e+00
3.722748514568000378e+00,-1.463264670960700453e+00,0.000000000000000000e+00
3.713330176977896802e+00,-1.487003361376591837e+00,0.000000000000000000e+00
3.703826209302402805e+00,-1.510520245241544490e+00,0.000000000000000000e+00
3.694238251978335885e+00,-1.533819982142633709e+00,0.000000000000000000e+00
3.684567956460086613e+00,-1.556906861128025676e+00,0.000000000000000000e+00
3.674816984237105899e+00,-1.579784837363140237e+00,0.000000000000000000e+00
3.664987005658181474e+00,-1.602457565228064595e+00,0.000000000000000000e+00
3.655079698616276573e+00,-1.624928428197109476e+00,0.000000000000000000e+00
3.645096747138339754e+00,-1.647200565808995432e+00,0.000000000000000000e+00
3.635039839916589077e+00,-1.669276898006786691e+00,0.000000000000000000e+00
3.624910668811061054e+00,-1.691160147100128297e+00,0.000000000000000000e+00
3.614710927347574820e+00,-1.712852857578261112e+00,0.000000000000000000e+00
3.604442309230488029e+00,-1.734357413980512019e+00,0.000000000000000000e+00
3.594106506885609953e+00,-1.755676057011230862e+00,0.000000000000000000e+00
3.583705210045286194e+00,-1.776810898068293065e+00,0.000000000000000000e+00
3.573240104384830307e+00,-1.797763932338134252e+00,0.000000000000000000e+00
3.562712870217137340e+00,-1.818537050595656401e+00,0.000000000000000000e+00
3.552125181250366026e+00,-1.839132049834116156e+00,0.000000000000000000e+00
3.541478703411934603e+00,-1.859550642838130985e+00,0.000000000000000000e+00
3.530775093740774029e+00,-1.879794466802105601e+00,0.000000000000000000e+00
3.520015999348663716e+00,-1.899865091086578417e+00,0.000000000000000000e+00
3.509203056450611591e+00,-1.919764024196116692e+00,0.000000000000000000e+00
3.498337889463519090e+00,-1.939492720054374342e+00,0.000000000000000000e+00
3.487422110171807699e+00,-1.959052583644655510e+00,0.000000000000000000e+00
3.476457316958255550e+00,-1.978444976077775364e+00,0.000000000000000000e+00
3.465445094097935996e+00,-1.997671219143062782e+00,0.000000000000000000e+00
3.454387011112913797e+00,-2.016732599392981218e+00,0.000000000000000000e+00
3.443284622185178723e+00,-2.035630371806987249e+00,0.000000000000000000e+00
3.432139465625161812e+00,-2.054365763075847617e+00,0.000000000000000000e+00
3.420953063393129767e+00,-2.072939974543678066e+00,0.000000000000000000e+00
3.409726920670709038e+00,-2.091354184841349717e+00,0.000000000000000000e+00
3.398462525479810203e+00,-2.109609552241686892e+00,0.000000000000000000e+00
3.387161348346236611e+00,-2.127707216763925047e+00,0.000000000000000000e+00
3.375824842005329174e+00,-2.145648302052244105e+00,0.000000000000000000e+00
3.364454441147061825e+00,-2.163433917050805899e+00,0.000000000000000000e+00
3.353051562198078095e+00,-2.181065157495532425e+00,0.000000000000000000e+00
3.341617603138254289e+00,-2.198543107240913841e+00,0.000000000000000000e+00
3.330153943349477341e+00,-2.215868839438360993e+00,0.000000000000000000e+00
3.318661943494413791e+00,-2.233043417581006995e+00,0.000000000000000000e+00
3.307142945423159119e+00,-2.250067896428419534e+00,0.000000000000000000e+00
3.295598272105765059e+00,-2.266943322823373741e+00,0.000000000000000000e+00
3.284029227588732613e+00,-2.283670736411651525e+00,0.000000000000000000e+00
3.272437096973682902e+00,-2.300251170274767443e+00,0.000000000000000000e+00
3.260823146416499174e+00,-2.316685651484548192e+00,0.000000000000000000e+00
3.249188623145346622e+00,-2.332975201587627279e+00,0.000000000000000000e+00
3.237534755496068062e+00,-2.349120837027120157e+00,0.000000000000000000e+00
3.225862752963543301e+00,-2.365123569508039925e+00,0.000000000000000000e+00
3.214173806267692335e+00,-2.380984406312363078e+00,0.000000000000000000e+00
3.202469087432890493e+00,-2.396704350569075270e+00,0.000000000000000000e+00
3.190749749879631558e+00,-2.412284401484006580e+00,0.000000000000000000e+00
3.179016928527372610e+00,-2.427725554533784802e+00,0.000000000000000000e+00
3.167271739907549843e+00,-2.443028801627804114e+00,0.000000000000000000e+00
3.155515282285828338e+00,-2.458195131241735165e+00,0.000000000000000000e+00
3.143748635792719792e+00,-2.473225528525734074e+00,0.000000000000000000e+00
3.131972862561759552e+00,-2.488120975390200051e+00,0.000000000000000000e+00
3.120189006874488857e+00,-2.502882450571655149e+00,0.000000000000000000e+00
3.108398095311547316e+00,-2.517510929681046505e+00,0.000000000000000000e+00
3.096601136909233443e+00,-2.532007385236549002e+00,0.000000000000000000e+00
3.084799123320927983e+00,-2.546372786682738809e+00,0.000000000000000000e+00
3.072993028982834218e+00,-2.560608100397811171e+00,0.000000000000000000e+00
3.061183811283520573e+00,-2.574714289690349212e+00,0.000000000000000000e+00
3.049372410736790773e+00,-2.588692314787000015e+00,0.000000000000000000e+00
3.037559751157445476e+00,-2.602543132812269011e+00,0.000000000000000000e+00
3.025746739839540123e+00,-2.616267697761522459e+00,0.000000000000000000e+00
3.013934267736752659e+00,-2.629866960468172810e+00,0.000000000000000000e+00
3.002123209644534274e+00,-2.643341868565922237e+00,0.000000000000000000e+00
2.990314424383717196e+00,-2.656693366446843285e+00,0.000000000000000000e+00
2.978508754985293105e+00,-2.669922395215999611e+00,0.000000000000000000e+00
2.966707028876100605e+00,-2.683029892643225889e+00,0.000000000000000000e+00
2.954910058065164602e+00,-2.696016793112629983e+00,0.000000000000000000e+00
2.943118639330474018e+00,-2.708884027570305886e+00,0.000000000000000000e+00
