ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
1.325405412063695651e-03,3.999999780412553552e+00,0.000000000000000000e+00
1.318447954316682037e-03,3.999999782711865848e+00,0.000000000000000000e+00
1.311527018386615629e-03,3.999999784987101847e+00,0.000000000000000000e+00
1.304642412560277995e-03,3.999999787238514237e+00,0.000000000000000000e+00
1.297793946129866720e-03,3.999999789466351263e+00,0.000000000000000000e+00
1.290981429388555601e-03,3.999999791670861171e+00,0.000000000000000000e+00
1.284204673626052669e-03,3.999999793852286878e+00,0.000000000000000000e+00
1.277463491121495851e-03,3.999999796010871300e+00,0.000000000000000000e+00
1.270757695139899165e-03,3.999999798146852914e+00,0.000000000000000000e+00
1.264087099926824737e-03,3.999999800260468419e+00,0.000000000000000000e+00
1.257451520703052866e-03,3.999999802351951850e+00,0.000000000000000000e+00
1.250850773658365852e-03,3.999999804421535909e+00,0.000000000000000000e+00
1.244284675948881735e-03,3.999999806469448860e+00,0.000000000000000000e+00
1.237753045689063067e-03,3.999999808495918074e+00,0.000000000000000000e+00
1.231255701949050211e-03,3.999999810501167818e+00,0.000000000000000000e+00
1.224792464748445395e-03,3.999999812485420581e+00,0.000000000000000000e+00
1.218363155051871601e-03,3.999999814448896185e+00,0.000000000000000000e+00
1.211967594762754664e-03,3.999999816391812235e+00,0.000000000000000000e+00
1.205605606720660042e-03,3.999999818314383671e+00,0.000000000000000000e+00
1.199277014695074263e-03,3.999999820216824098e+00,0.000000000000000000e+00
1.192981643380076721e-03,3.999999822099343572e+00,0.000000000000000000e+00
1.186719318389898355e-03,3.999999823962151257e+00,0.000000000000000000e+00
1.180489866253593223e-03,3.999999825805453657e+00,0.000000000000000000e+00
1.174293114412373103e-03,3.999999827629454163e+00,0.000000000000000000e+00
1.168128891212502499e-03,3.999999829434355725e+00,0.000000000000000000e+00
1.161997025900857964e-03,3.999999831220358182e+00,0.000000000000000000e+00
1.155897348621375388e-03,3.999999832987659154e+00,0.000000000000000000e+00
1.149829690408832100e-03,3.999999834736454929e+00,0.000000000000000000e+00
1.143793883186183412e-03,3.999999836466938685e+00,0.000000000000000000e+00
1.137789759756567933e-03,3.999999838179302269e+00,0.000000000000000000e+00
1.131817153803308653e-03,3.999999839873735752e+00,0.000000000000000000e+00
1.125875899881030075e-03,3.999999841550426982e+00,0.000000000000000000e+00
1.119965833413882937e-03,3.999999843209561146e+00,0.000000000000000000e+00
1.114086790689326105e-03,3.999999844851322539e+00,0.000000000000000000e+00
1.108238608853686540e-03,3.999999846475893239e+00,0.000000000000000000e+00
1.102421125909493682e-03,3.999999848083452658e+00,0.000000000000000000e+00
1.096634180708375107e-03,3.999999849674179320e+00,0.000000000000000000e+00
1.090877612948391341e-03,3.999999851248249083e+00,0.000000000000000000e+00
1.085151263169595185e-03,3.999999852805836920e+00,0.000000000000000000e+00
1.079454972747814897e-03,3.999999854347115136e+00,0.000000000000000000e+00
1.073788583892876973e-03,3.999999855872254706e+00,0.000000000000000000e+00
1.068151939642389544e-03,3.999999857381424384e+00,0.000000000000000000e+00
1.062544883858189447e-03,3.999999858874791592e+00,0.000000000000000000e+00
1.056967261221013372e-03,3.999999860352521530e+00,0.000000000000000000e+00
1.051418917226944715e-03,3.999999861814778068e+00,0.000000000000000000e+00
1.045899698183861944e-03,3.999999863261723299e+00,0.000000000000000000e+00
1.040409451206107585e-03,3.999999864693517093e+00,0.000000000000000000e+00
1.034948024210049708e-03,3.999999866110318880e+00,0.000000000000000000e+00
1.029515265911415661e-03,3.999999867512285423e+00,0.000000000000000000e+00
1.024111025819075035e-03,3.999999868899571265e+00,0.000000000000000000e+00
1.018735154232376650e-03,3.999999870272331393e+00,0.000000000000000000e+00
1.013387502236705057e-03,3.999999871630716797e+00,0.000000000000000000e+00
1.008067921699042470e-03,3.999999872974878912e+00,0.000000000000000000e+00
1.002776265262637521e-03,3.999999874304966063e+00,0.000000000000000000e+00
9.975123863461183866e-04,3.999999875621125689e+00,0.000000000000000000e+00
9.922761391372746705e-04,3.999999876923503894e+00,0.000000000000000000e+00
9.870673785877294177e-04,3.999999878212244564e+00,0.000000000000000000e+00
9.818859604129375959e-04,3.999999879487491139e+00,0.000000000000000000e+00
9.767317410833060466e-04,3.999999880749384396e+00,0.000000000000000000e+00
9.716045778241924006e-04,3.999999881998064222e+00,0.000000000000000000e+00
9.665043286105758991e-04,3.999999883233668729e+00,0.000000000000000000e+00
9.614308521617291907e-04,3.999999884456335586e+00,0.000000000000000000e+00
9.563840079394411069e-04,3.999999885666199795e+00,0.000000000000000000e+00
9.513636561426883510e-04,3.999999886863395471e+00,0.000000000000000000e+00
9.463696577058585985e-04,3.999999888048054952e+00,0.000000000000000000e+00
9.414018742907570006e-04,3.999999889220310134e+00,0.000000000000000000e+00
9.364601682874947952e-04,3.999999890380290246e+00,0.000000000000000000e+00
9.315444028073831218e-04,3.999999891528124518e+00,0.000000000000000000e+00
9.266544416811575311e-04,3.999999892663939516e+00,0.000000000000000000e+00
9.217901494536481560e-04,3.999999893787861360e+00,0.000000000000000000e+00
9.169513913811158266e-04,3.999999894900014841e+00,0.000000000000000000e+00
9.121380334268105279e-04,3.999999896000522526e+00,0.000000000000000000e+00
9.073499422583075147e-04,3.999999897089506540e+00,0.000000000000000000e+00
9.025869852421780247e-04,3.999999898167088119e+00,0.000000000000000000e+00
8.978490304413243089e-04,3.999999899233386280e+00,0.000000000000000000e+00
8.931359466114277860e-04,3.999999900288519150e+00,0.000000000000000000e+00
8.884476031973955693e-04,3.999999901332603525e+00,0.000000000000000000e+00
8.837838703298080785e-04,3.999999902365755311e+00,0.000000000000000000e+00
8.791446188195899689e-04,3.999999903388089084e+00,0.000000000000000000e+00
8.745297201571221703e-04,3.999999904399717643e+00,0.000000000000000000e+00
8.699390465069120571e-04,3.999999905400753786e+00,0.000000000000000000e+00
8.653724707040417108e-04,3.999999906391307647e+00,0.000000000000000000e+00
8.608298662515028420e-04,3.999999907371489360e+00,0.000000000000000000e+00
8.563111073166442943e-04,3.999999908341407728e+00,0.000000000000000000e+00
8.518160687276190050e-04,3.999999909301169776e+00,0.000000000000000000e+00
8.473446259680555851e-04,3.999999910250882529e+00,0.000000000000000000e+00
8.428966551770573435e-04,3.999999911190650348e+00,0.000000000000000000e+00
8.384720331429861223e-04,3.999999912120578038e+00,0.000000000000000000e+00
8.340706373007970029e-04,3.999999913040768185e+00,0.000000000000000000e+00
8.296923457293742038e-04,3.999999913951323371e+00,0.000000000000000000e+00
8.253370371470898637e-04,3.999999914852343963e+00,0.000000000000000000e+00
8.210045909091398314e-04,3.999999915743929435e+00,0.000000000000000000e+00
8.166948870048788053e-04,3.999999916626179708e+00,0.000000000000000000e+00
8.124078060524916964e-04,3.999999917499191593e+00,0.000000000000000000e+00
8.081432292963285514e-04,3.999999918363061902e+00,0.000000000000000000e+00
8.039010386060168071e-04,3.999999919217887001e+00,0.000000000000000000e+00
7.996811164702441509e-04,3.999999920063761039e+00,0.000000000000000000e+00
7.954833459940933342e-04,3.999999920900777717e+00,0.000000000000000000e+00
7.913076108972665751e-04,3.999999921729030294e+00,0.000000000000000000e+00
7.871537955087560537e-04,3.999999922548609810e+00,0.000000000000000000e+00
7.830217847659557339e-04,3.999999923359607745e+00,0.000000000000000000e+00
7.789114642093325101e-04,3.999999924162113363e+00,0.000000000000000000e+00
7.748227199797616711e-04,3.999999924956216368e+00,0.000000000000000000e+00
7.707554388176385057e-04,3.999999925742003803e+00,0.000000000000000000e+00
7.667095080566612699e-04,3.999999926519563598e+00,0.000000000000000000e+00
7.626848156211664355e-04,3.999999927288981016e+00,0.000000000000000000e+00
7.586812500252407276e-04,3.999999928050342213e+00,0.000000000000000000e+00
7.546987003682802337e-04,3.999999928803731120e+00,0.000000000000000000e+00
7.507370563305494019e-04,3.999999929549231226e+00,0.000000000000000000e+00
7.467962081722928636e-04,3.999999930286925132e+00,0.000000000000000000e+00
7.428760467292945405e-04,3.999999931016894550e+00,0.000000000000000000e+00
7.389764634102134353e-04,3.999999931739220305e+00,0.000000000000000000e+00
7.350973501948067325e-04,3.999999932453982776e+00,0.000000000000000000e+00
7.312385996294892311e-04,3.999999933161261012e+00,0.000000000000000000e+00
7.274001048246688103e-04,3.999999933861133172e+00,0.000000000000000000e+00
7.235817594511938233e-04,3.999999934553676972e+00,0.000000000000000000e+00
7.197834577385763075e-04,3.999999935238968796e+00,0.000000000000000000e+00
7.160050944714398125e-04,3.999999935917085470e+00,0.000000000000000000e+00
7.122465649868544310e-04,3.999999936588101157e+00,0.000000000000000000e+00
7.085077651716726981e-04,3.999999937252090465e+00,0.000000000000000000e+00
7.047885914589763342e-04,3.999999937909127556e+00,0.000000000000000000e+00
7.010889408245241832e-04,3.999999938559284374e+00,0.000000000000000000e+00
6.974087107858634909e-04,3.999999939202633747e+00,0.000000000000000000e+00
6.937477993987774087e-04,3.999999939839246288e+00,0.000000000000000000e+00
6.901061052537322800e-04,3.999999940469192605e+00,0.000000000000000000e+00
6.864835274732132130e-04,3.999999941092543310e+00,0.000000000000000000e+00
6.828799657099476157e-04,3.999999941709366347e+00,0.000000000000000000e+00
6.792953201433521567e-04,3.999999942319730994e+00,0.000000000000000000e+00
6.757294914759808110e-04,3.999999942923704310e+00,0.000000000000000000e+00
6.721823809317478519e-04,3.999999943521353352e+00,0.000000000000000000e+00
6.686538902541518201e-04,3.999999944112744288e+00,0.000000000000000000e+00
6.651439217018346312e-04,3.999999944697942844e+00,0.000000000000000000e+00
6.616523780468048935e-04,3.999999945277013857e+00,0.000000000000000000e+00
6.581791625708856286e-04,3.999999945850021277e+00,0.000000000000000000e+00
6.547241790639375886e-04,3.999999946417028607e+00,0.000000000000000000e+00
6.512873318203068682e-04,3.999999946978098908e+00,0.000000000000000000e+00
6.478685256379364005e-04,3.999999947533293909e+00,0.000000000000000000e+00
6.444676658130369957e-04,3.999999948082675783e+00,0.000000000000000000e+00
6.410846581400874485e-04,3.999999948626304924e+00,0.000000000000000000e+00
6.377194089073937554e-04,3.999999949164241730e+00,0.000000000000000000e+00
6.343718248962003934e-04,3.999999949696546153e+00,0.000000000000000000e+00
6.310418133753619005e-04,3.999999950223276368e+00,0.000000000000000000e+00
6.277292821022307286e-04,3.999999950744490995e+00,0.000000000000000000e+00
6.244341393182163517e-04,3.999999951260248210e+00,0.000000000000000000e+00
6.211562937443445903e-04,3.999999951770604856e+00,0.000000000000000000e+00
6.178956545830334261e-04,3.999999952275617332e+00,0.000000000000000000e+00
6.146521315127647994e-04,3.999999952775342038e+00,0.000000000000000000e+00
6.114256346863074926e-04,3.999999953269834041e+00,0.000000000000000000e+00
6.082160747271646338e-04,3.999999953759148408e+00,0.000000000000000000e+00
6.050233627286859522e-04,3.999999954243338873e+00,0.000000000000000000e+00
6.018474102505141964e-04,3.999999954722459172e+00,0.000000000000000000e+00
5.986881293168097541e-04,3.999999955196563040e+00,0.000000000000000000e+00
5.955454324135853574e-04,3.999999955665702434e+00,0.000000000000000000e+00
5.924192324860418730e-04,3.999999956129929313e+00,0.000000000000000000e+00
5.893094429367920538e-04,3.999999956589295191e+00,0.000000000000000000e+00
5.862159776231957867e-04,3.999999957043851140e+00,0.000000000000000000e+00
5.831387508538073789e-04,3.999999957493647340e+00,0.000000000000000000e+00
5.800776773874877050e-04,3.999999957938733530e+00,0.000000000000000000e+00
5.770326724307392376e-04,3.999999958379159448e+00,0.000000000000000000e+00
5.740036516350416210e-04,3.999999958814973500e+00,0.000000000000000000e+00
5.709905310950756391e-04,3.999999959246224090e+00,0.000000000000000000e+00
5.679932273451701770e-04,3.999999959672959182e+00,0.000000000000000000e+00
5.650116573584141504e-04,3.999999960095225848e+00,0.000000000000000000e+00
5.620457385431036840e-04,3.999999960513071162e+00,0.000000000000000000e+00
5.590953887418542581e-04,3.999999960926540865e+00,0.000000000000000000e+00
5.561605262280474530e-04,3.999999961335681142e+00,0.000000000000000000e+00
5.532410697040552423e-04,3.999999961740537291e+00,0.000000000000000000e+00
5.503369382985749160e-04,3.999999962141154608e+00,0.000000000000000000e+00
5.474480515657411187e-04,3.999999962537576614e+00,0.000000000000000000e+00
5.445743294824615310e-04,3.999999962929847719e+00,0.000000000000000000e+00
5.417156924439754358e-04,3.999999963318010998e+00,0.000000000000000000e+00
5.388720612647424383e-04,3.999999963702110417e+00,0.000000000000000000e+00
5.360433571740013574e-04,3.999999964082187720e+00,0.000000000000000000e+00
5.332295018148820471e-04,3.999999964458285096e+00,0.000000000000000000e+00
5.304304172426289312e-04,3.999999964830444288e+00,0.000000000000000000e+00
5.276460259201603284e-04,3.999999965198706597e+00,0.000000000000000000e+00
5.248762507180684518e-04,3.999999965563112880e+00,0.000000000000000000e+00
5.221210149119545488e-04,3.999999965923703549e+00,0.000000000000000000e+00
5.193802421806528692e-04,3.999999966280518127e+00,0.000000000000000000e+00
5.166538566026780601e-04,3.999999966633596582e+00,0.000000000000000000e+00
5.139417826553364455e-04,3.999999966982977995e+00,0.000000000000000000e+00
5.112439452120621413e-04,3.999999967328701000e+00,0.000000000000000000e+00
5.085602695424165133e-04,3.999999967670804235e+00,0.000000000000000000e+00
5.058906813058712537e-04,3.999999968009325002e+00,0.000000000000000000e+00
5.032351065535847377e-04,3.999999968344301049e+00,0.000000000000000000e+00
5.005934717239610230e-04,3.999999968675769679e+00,0.000000000000000000e+00
4.979657036426497416e-04,3.999999969003767308e+00,0.000000000000000000e+00
4.953517295189936026e-04,3.999999969328330796e+00,0.000000000000000000e+00
4.927514769442520358e-04,3.999999969649495224e+00,0.000000000000000000e+00
4.901648738889364393e-04,3.999999969967297009e+00,0.000000000000000000e+00
4.875918487036986289e-04,3.999999970281771233e+00,0.000000000000000000e+00
4.850323301131132642e-04,3.999999970592952536e+00,0.000000000000000000e+00
4.824862472174546932e-04,3.999999970900875113e+00,0.000000000000000000e+00
4.799535294891436421e-04,3.999999971205574045e+00,0.000000000000000000e+00
4.774341067700832225e-04,3.999999971507081753e+00,0.000000000000000000e+00
4.749279092698822490e-04,3.999999971805432875e+00,0.000000000000000000e+00
4.724348675667434721e-04,3.999999972100659829e+00,0.000000000000000000e+00
4.699549126003582048e-04,3.999999972392795033e+00,0.000000000000000000e+00
4.674879756754590906e-04,3.999999972681871796e+00,0.000000000000000000e+00
4.650339884564909246e-04,3.999999972967921202e+00,0.000000000000000000e+00
4.625928829658342966e-04,3.999999973250975671e+00,0.000000000000000000e+00
4.601645915838056995e-04,3.999999973531066289e+00,0.000000000000000000e+00
4.577490470451047073e-04,3.999999973808224141e+00,0.000000000000000000e+00
4.553461824370376725e-04,3.999999974082479426e+00,0.000000000000000000e+00
4.529559311995177257e-04,3.999999974353863230e+00,0.000000000000000000e+00
4.505782271215120626e-04,3.999999974622405308e+00,0.000000000000000000e+00
4.482130043383773538e-04,3.999999974888135412e+00,0.000000000000000000e+00
4.458601973318599082e-04,3.999999975151083298e+00,0.000000000000000000e+00
4.435197409283191529e-04,3.999999975411277831e+00,0.000000000000000000e+00
4.411915702951748112e-04,3.999999975668747432e+00,0.000000000000000000e+00
4.388756209409073908e-04,3.999999975923521411e+00,0.000000000000000000e+00
4.365718287123929436e-04,3.999999976175627303e+00,0.000000000000000000e+00
4.342801297931273051e-04,3.999999976425093973e+00,0.000000000000000000e+00
4.320004607014495753e-04,3.999999976671948065e+00,0.000000000000000000e+00
4.297327582896537769e-04,3.999999976916217115e+00,0.000000000000000000e+00
4.274769597404362510e-04,3.999999977157928654e+00,0.000000000000000000e+00
4.252330025668957106e-04,3.999999977397109330e+00,0.000000000000000000e+00
4.230008246098685971e-04,3.999999977633785342e+00,0.000000000000000000e+00
4.207803640370410105e-04,3.999999977867983336e+00,0.000000000000000000e+00
4.185715593402841738e-04,3.999999978099729070e+00,0.000000000000000000e+00
4.163743493338778598e-04,3.999999978329047856e+00,0.000000000000000000e+00
4.141886731545107157e-04,3.999999978555965452e+00,0.000000000000000000e+00
4.120144702568391548e-04,3.999999978780507170e+00,0.000000000000000000e+00
4.098516804143755889e-04,3.999999979002697881e+00,0.000000000000000000e+00
4.077002437168240011e-04,3.999999979222561564e+00,0.000000000000000000e+00
4.055601005674150860e-04,3.999999979440123532e+00,0.000000000000000000e+00
4.034311916837949696e-04,3.999999979655406879e+00,0.000000000000000000e+00
4.013134580926954885e-04,3.999999979868436473e+00,0.000000000000000000e+00
3.992068411325993757e-04,3.999999980079234962e+00,0.000000000000000000e+00
3.971112824484105937e-04,3.999999980287826329e+00,0.000000000000000000e+00
1.971112830205414685e-04,3.999999995143390663e+00,0.000000000000000000e+00
-2.028887168126432858e-04,3.999999994854519070e+00,0.000000000000000000e+00
-8.028887115087011061e-04,3.999999919421211469e+00,0.000000000000000000e+00
-1.602888674001747872e-03,3.999999678843472406e+00,0.000000000000000000e+00
-2.602888533206013447e-03,3.999999153121318596e+00,0.000000000000000000e+00
-3.802888144012297241e-03,3.999998192254810014e+00,0.000000000000000000e+00
-5.202887249791554418e-03,3.999996616244099634e+00,0.000000000000000000e+00
-6.802885437391413721e-03,3.999994215089530236e+00,0.000000000000000000e+00
-8.602882084639896718e-03,3.999990748791779183e+00,0.000000000000000000e+00
-1.060287630034218928e-02,3.999985947352083127e+00,0.000000000000000000e+00
-1.280286685678476075e-02,3.999979510772552871e+00,0.000000000000000000e+00
-1.520285211473280246e-02,3.999971109056609020e+00,0.000000000000000000e+00
-1.780282994093535312e-02,3.999960382209563292e+00,0.000000000000000000e+00
-2.060279761812418634e-02,3.999946940239369031e+00,0.000000000000000000e+00
-2.360275174752100510e-02,3.999930363157579549e+00,0.000000000000000000e+00
-2.680268814383918174e-02,3.999910200980547614e+00,0.000000000000000000e+00
-3.020260172279474672e-02,3.999885973730895827e+00,0.000000000000000000e+00
-3.380248638111315457e-02,3.999857171439304970e+00,0.000000000000000000e+00
-3.760233486904679401e-02,3.999823254146660290e+00,0.000000000000000000e+00
-4.160213865538997524e-02,3.999783651906597903e+00,0.000000000000000000e+00
-4.580188778500683677e-02,3.999737764788500627e+00,0.000000000000000000e+00
-5.020157072886016758e-02,3.999684962880993844e+00,0.000000000000000000e+00
-5.480117422655152171e-02,3.999624586295990714e+00,0.000000000000000000e+00
-5.960068312137455776e-02,3.999555945173344895e+00,0.000000000000000000e+00
-6.460008018787481709e-02,3.999478319686168959e+00,0.000000000000000000e+00
-6.979934595193156011e-02,3.999390960046874888e+00,0.000000000000000000e+00
-7.519845850335026005e-02,3.999293086514003281e+00,0.000000000000000000e+00
-8.079739330098298367e-02,3.999183889399904768e+00,0.000000000000000000e+00
-8.659612297036603512e-02,3.999062529079344674e+00,0.000000000000000000e+00
-9.259461709389277262e-02,3.998928135999097577e+00,0.000000000000000000e+00
-9.879284199351184848e-02,3.998779810688608993e+00,0.000000000000000000e+00
-1.051907605059696910e-01,3.998616623771796164e+00,0.000000000000000000e+00
-1.117883317505887486e-01,3.998437615980072302e+00,0.000000000000000000e+00
-1.185855108896009952e-01,3.998241798166668470e+00,0.000000000000000000e+00
-1.255822488810294790e-01,3.998028151322344570e+00,0.000000000000000000e+00
-1.327784922241388166e-01,3.997795626592568485e+00,0.000000000000000000e+00
-1.401741826974482741e-01,3.997543145296256206e+00,0.000000000000000000e+00
-1.477692570893303081e-01,3.997269598946167068e+00,0.000000000000000000e+00
-1.555636469211891248e-01,3.996973849271040713e+00,0.000000000000000000e+00
-1.635572781632436690e-01,3.996654728239582788e+00,0.000000000000000000e+00
-1.717500709429127248e-01,3.996311038086385992e+00,0.000000000000000000e+00
-1.801419392458221136e-01,3.995941551339901476e+00,0.000000000000000000e+00
-1.887327906094471708e-01,3.995545010852556089e+00,0.000000000000000000e+00
-1.975225258093948333e-01,3.995120129833126921e+00,0.000000000000000000e+00
-2.065110385383532310e-01,3.994665591881477074e+00,0.000000000000000000e+00
-2.156982150777104756e-01,3.994180051025776113e+00,0.000000000000000000e+00
-2.250839339618731783e-01,3.993662131762303780e+00,0.000000000000000000e+00
-2.346680656352889971e-01,3.993110429097969760e+00,0.000000000000000000e+00
-2.444504721022056626e-01,3.992523508595659187e+00,0.000000000000000000e+00
-2.544310065691737233e-01,3.991899906422526900e+00,0.000000000000000000e+00
-2.646095130803282625e-01,3.991238129401373236e+00,0.000000000000000000e+00
-2.749858261454582453e-01,3.990536655065215932e+00,0.000000000000000000e+00
-2.855597703609034643e-01,3.989793931715197139e+00,0.000000000000000000e+00
-2.963311600232893528e-01,3.989008378481954775e+00,0.000000000000000000e+00
-3.072997987361426042e-01,3.988178385390591885e+00,0.000000000000000000e+00
-3.184654790094023080e-01,3.987302313429381240e+00,0.000000000000000000e+00
-3.298279818518712325e-01,3.986378494622343727e+00,0.000000000000000000e+00
-3.413870763566266286e-01,3.985405232105846629e+00,0.000000000000000000e+00
-3.531425192794379053e-01,3.984380800209356810e+00,0.000000000000000000e+00
-3.650940546102151574e-01,3.983303444540505556e+00,0.000000000000000000e+00
-3.772414131375381730e-01,3.982171382074605859e+00,0.000000000000000000e+00
-3.895843120062962850e-01,3.980982801248777569e+00,0.000000000000000000e+00
-4.021224542684869729e-01,3.979735862060831852e+00,0.000000000000000000e+00
-4.148555284272200661e-01,3.978428696173069934e+00,0.000000000000000000e+00
-4.277832079739638527e-01,3.977059407021158233e+00,0.000000000000000000e+00
-4.409051509190960449e-01,3.975626069928230866e+00,0.000000000000000000e+00
-4.542209993157962367e-01,3.974126732224394054e+00,0.000000000000000000e+00
-4.677303787773480770e-01,3.972559413371785197e+00,0.000000000000000000e+00
-4.814328979878926273e-01,3.970922105095359367e+00,0.000000000000000000e+00
-4.953281482067065089e-01,3.969212771519573746e+00,0.000000000000000000e+00
-5.094157027660510817e-01,3.967429349311132114e+00,0.000000000000000000e+00
-5.236951165626718696e-01,3.965569747827970115e+00,0.000000000000000000e+00
-5.381659255430001343e-01,3.963631849274655838e+00,0.000000000000000000e+00
-5.528276461821409749e-01,3.961613508864373578e+00,0.000000000000000000e+00
-5.676797749567057405e-01,3.959512554987682620e+00,0.000000000000000000e+00
-5.827217878115799055e-01,3.957326789388217581e+00,0.000000000000000000e+00
-5.979531396206893001e-01,3.955053987345525712e+00,0.000000000000000000e+00
-6.133732636418625095e-01,3.952691897865214798e+00,0.000000000000000000e+00
-6.289815709658587162e-01,3.950238243876602162e+00,0.000000000000000000e+00
-6.447774499596656828e-01,3.947690722438054856e+00,0.000000000000000000e+00
-6.607602657041445893e-01,3.945047004950203551e+00,0.000000000000000000e+00
-6.769293594261276414e-01,3.942304737377225532e+00,0.000000000000000000e+00
-6.932840479250661492e-01,3.939461540476390411e+00,0.000000000000000000e+00
-7.098236229943246656e-01,3.936515010036059081e+00,0.000000000000000000e+00
-7.265473508372386480e-01,3.933462717122328645e+00,0.000000000000000000e+00
-7.434544714780338959e-01,3.930302208334532033e+00,0.000000000000000000e+00
-7.605441981677348862e-01,3.927031006069773511e+00,0.000000000000000000e+00
-7.778157167851666998e-01,3.923646608796714563e+00,0.000000000000000000e+00
-7.952681852331868750e-01,3.920146491338798889e+00,0.000000000000000000e+00
-8.129007328302590984e-01,3.916528105167127460e+00,0.000000000000000000e+00
-8.307124596975145048e-01,3.912788878703179929e+00,0.000000000000000000e+00
-8.487024361414204909e-01,3.908926217631588873e+00,0.000000000000000000e+00
-8.668697020322120306e-01,3.904937505223171623e+00,0.000000000000000000e+00
-8.852132661782138312e-01,3.900820102668422162e+00,0.000000000000000000e+00
-9.037321056962173138e-01,3.896571349421676267e+00,0.000000000000000000e+00
-9.224251653780520810e-01,3.892188563556146175e+00,0.000000000000000000e+00
-9.412913570535218488e-01,3.887669042130042385e+00,0.000000000000000000e+00
-9.603295589498560547e-01,3.883010061563986870e+00,0.000000000000000000e+00
-9.795386150478584408e-01,3.878208878029921980e+00,0.000000000000000000e+00
-9.989173344349110417e-01,3.873262727851731313e+00,0.000000000000000000e+00
-1.018464490655025978e+00,3.868168827917775943e+00,0.000000000000000000e+00
-1.038178821056115586e+00,3.862924376105558277e+00,0.000000000000000000e+00
-1.058059026134677394e+00,3.857526551718720054e+00,0.000000000000000000e+00
-1.078103768878088786e+00,3.851972515936587182e+00,0.000000000000000000e+00
-1.098311674104701652e+00,3.846259412276466616e+00,0.000000000000000000e+00
-1.118681327801953840e+00,3.840384367068905735e+00,0.000000000000000000e+00
-1.139211276462696931e+00,3.834344489946125645e+00,0.000000000000000000e+00
-1.159900026419967034e+00,3.828136874343829099e+00,0.000000000000000000e+00
-1.180746043180408877e+00,3.821758598016597563e+00,0.000000000000000000e+00
-1.201747750756595456e+00,3.815206723567079017e+00,0.000000000000000000e+00
-1.222903530998460164e+00,3.808478298989174782e+00,0.000000000000000000e+00
-1.244211722924098540e+00,3.801570358225430546e+00,0.000000000000000000e+00
-1.265670622050170113e+00,3.794479921738830086e+00,0.000000000000000000e+00
-1.287278479722165025e+00,3.787203997099202191e+00,0.000000000000000000e+00
-1.309033502444783004e+00,3.779739579584435738e+00,0.000000000000000000e+00
-1.330910078769378613e+00,3.772092040530038215e+00,0.000000000000000000e+00
-1.352879118266866909e+00,3.764268599789001080e+00,0.000000000000000000e+00
-1.374914384805151490e+00,3.756276139270894099e+00,0.000000000000000000e+00
-1.396992226672522985e+00,3.748121225176225035e+00,0.000000000000000000e+00
-1.419091332037420328e+00,3.739810127711865828e+00,0.000000000000000000e+00
-1.441192507395950173e+00,3.731348838774760868e+00,0.000000000000000000e+00
-1.463278476871656908e+00,3.722743087982857801e+00,0.000000000000000000e+00
-1.485333700426580972e+00,3.713998357347113810e+00,0.000000000000000000e+00
-1.507344209220035314e+00,3.705119894811881309e+00,0.000000000000000000e+00
-1.529297456513219133e+00,3.696112726839128726e+00,0.000000000000000000e+00
-1.551182182665032716e+00,3.686981670171757930e+00,0.000000000000000000e+00
-1.572988292898532814e+00,3.677731342880300680e+00,0.000000000000000000e+00
-1.594706746639457107e+00,3.668366174773529664e+00,0.000000000000000000e+00
-1.616329457339204634e+00,3.658890417235467485e+00,0.000000000000000000e+00
-1.637849201795567256e+00,3.649308152537629191e+00,0.000000000000000000e+00
-1.659259538076219620e+00,3.639623302665135895e+00,0.000000000000000000e+00
-1.680554731233326882e+00,3.629839637687767073e+00,0.000000000000000000e+00
-1.701729686073338854e+00,3.619960783701491547e+00,0.000000000000000000e+00
-1.722779886314838471e+00,3.609990230361990182e+00,0.000000000000000000e+00
-1.743701339529713179e+00,3.599931338028861116e+00,0.000000000000000000e+00
-1.764490527319657831e+00,3.589787344537163527e+00,0.000000000000000000e+00
-1.785144360231436522e+00,3.579561371611594378e+00,0.000000000000000000e+00
-1.805660136961037665e+00,3.569256430937658209e+00,0.000000000000000000e+00
-1.826035507439198513e+00,3.558875429903560317e+00,0.000000000000000000e+00
-1.846268439429217478e+00,3.548421177026141127e+00,0.000000000000000000e+00
-1.866357188302789627e+00,3.537896387073890647e+00,0.000000000000000000e+00
-1.886300269691219889e+00,3.527303685899870977e+00,0.000000000000000000e+00
-1.906096434737986733e+00,3.516645614997211844e+00,0.000000000000000000e+00
-1.925744647704597856e+00,3.505924635789690935e+00,0.000000000000000000e+00
-1.945244065705214798e+00,3.495143133669725621e+00,0.000000000000000000e+00
-1.964594020366811966e+00,3.484303421795947653e+00,0.000000000000000000e+00
-1.983794001230983817e+00,3.473407744662285968e+00,0.000000000000000000e+00
-2.002843640730979313e+00,3.462458281450255804e+00,0.000000000000000000e+00
-2.021742700593395003e+00,3.451457149175882311e+00,0.000000000000000000e+00
-2.040491059528322104e+00,3.440406405642357779e+00,0.000000000000000000e+00
-2.059088702084702405e+00,3.429308052209238067e+00,0.000000000000000000e+00
-2.077535708559434369e+00,3.418164036388603666e+00,0.000000000000000000e+00
-2.095832245859428067e+00,3.406976254278243132e+00,0.000000000000000000e+00
