gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.200004275289433764e+01,1.200006699135646784e+02,6.053569702929436636e-01,-2.563107075488268299e-02,4.022823630959093677e+00,-1.534296320044283013e-02
3.200012243513358356e+01,1.200006843678719832e+02,-1.068767679657311653e+01,7.583846638804079068e-03,4.000161055544512401e+00,2.216153742296772880e-02
3.200001885248848055e+01,1.200006759246837191e+02,4.037204691026519687e-01,1.621270918669129313e-02,4.035487463665038632e+00,-6.630618541441080094e-02
3.200002704642514573e+01,1.200006439281019510e+02,7.499571700071333780e+00,-1.285176891472812307e-03,3.951430160685032167e+00,1.217134469070205172e-02
3.200005666733802201e+01,1.200007981896303306e+02,-8.666130237396203029e+00,-7.785842872130013803e-02,3.874239078198999042e+00,-2.875479174653674044e-02
3.200003889441705240e+01,1.200006510579235481e+02,1.241459086068886108e+01,-1.412374931202488477e-02,3.978474307879165117e+00,-5.623597268677604788e-02
3.200000376043942651e+01,1.200007535751298775e+02,2.240254330299678909e+00,3.186247376810658755e-02,3.922123930817323689e+00,9.027640219189010662e-03
3.200007997699974993e+01,1.200007320012070693e+02,6.986443340165534366e+00,-1.272704525256403429e-01,3.918624840168166479e+00,3.452315851770857563e-02
3.200005232646507380e+01,1.200006880452716018e+02,5.332691162958287379e-01,2.433298181511775807e-02,3.895147899422928717e+00,-1.344880061763750051e-03
3.200005180366382973e+01,1.200006034962885195e+02,-7.824915270959302838e-01,3.970523101600012539e-02,4.023617467672679915e+00,1.845343431475457777e-02
3.200005625253289310e+01,1.200007201626100510e+02,-5.270611047412123717e+00,-7.628579508695462752e-02,4.021113653423705969e+00,2.737398601183940565e-03
3.199996984106000752e+01,1.200006608237891612e+02,1.341518404169041467e+01,3.422444715732172321e-02,4.042327133795746263e+00,-1.449268879290925051e-02
3.200000637337745957e+01,1.200007350509912385e+02,-3.991671031375541467e+00,-3.890335313871542272e-02,4.065007887398195408e+00,-1.861169525165968716e-02
3.200006086229821278e+01,1.200005756797458503e+02,8.912506030300715310e+00,-8.007125569160382372e-02,4.050392918585851376e+00,-2.386527480874669691e-02
3.200002695211534842e+01,1.200007070393891979e+02,-7.068515229303470093e+00,-2.204732701266472195e-01,3.925495752335042443e+00,8.556499853184311444e-02
3.200008581632049953e+01,1.200008744176890758e+02,8.660827236197990331e+00,-3.006643596286668885e-01,4.000126682396984990e+00,5.281149233776914059e-02
3.200010856296741935e+01,1.200006319115031772e+02,-3.226768589201710835e+00,-3.719407597949926925e-01,4.013225041453257980e+00,4.393873009772301247e-02
3.200006793752314849e+01,1.200006748655030577e+02,-4.785583960036992934e+00,-5.484898239421016619e-01,3.950020973385059087e+00,5.570550612528078066e-02
3.200007559354786935e+01,1.200007787948143232e+02,4.359087727184651762e+00,-6.994934464657694972e-01,3.946939745799568744e+00,-7.900640905188369145e-02
3.200004550309841278e+01,1.200007768703068933e+02,3.470944467031459979e+00,-8.839419462275044381e-01,3.918132577037070519e+00,7.046702511698958726e-02
3.200012913023639527e+01,1.200007182560172225e+02,-4.549739930753233352e+00,-1.102168872917287157e+00,3.820755597186171748e+00,-9.711906152615940035e-02
3.200012192576750181e+01,1.200007505700316841e+02,1.294564251726910475e+00,-1.210037467710410874e+00,3.864000479599253079e+00,-9.666146433671658766e-02
3.200009801966415068e+01,1.200007519317814655e+02,1.651606487820003721e+01,-1.418901265947456025e+00,3.766329619354888525e+00,1.594705676886511853e-02
3.200005834722317388e+01,1.200007214587152049e+02,-7.171711170301236393e+00,-1.698621042315016094e+00,3.604695329236712098e+00,-9.203375422491670566e-02
3.199998467375497668e+01,1.200008413616516947e+02,-3.438725929467362441e+00,-1.867728056151272797e+00,3.481960575308932437e+00,3.794664080055058092e-02
3.200004846579845008e+01,1.200007403720900072e+02,8.048292228108085311e+00,-2.085666554457216826e+00,3.427438744400882253e+00,1.119474127963464155e-01
3.200007368748033798e+01,1.200007505022558405e+02,-6.804609095304571476e+00,-2.313431098463524460e+00,3.320597932236543315e+00,-5.144467652378544205e-03
3.200008626535584000e+01,1.200007687455863703e+02,-2.743279991365634163e-01,-2.350335025020947377e+00,3.179167617138902280e+00,3.624383808888066716e-02
3.200021024082757037e+01,1.200007713059897299e+02,-9.848777495889586842e-01,-2.561224282904090988e+00,3.066270877065973899e+00,-1.491498067832473622e-02
3.200003841514198655e+01,1.200006833756686717e+02,-8.329289825269155234e-02,-2.631893900559102661e+00,3.071380366851128585e+00,-1.082339911418161993e-02
3.200000824734570415e+01,1.200008069095757861e+02,6.343836488322679656e+00,-2.714897526184624432e+00,2.909280944240928424e+00,5.601978551260849981e-02
3.199995612788848476e+01,1.200007497011417570e+02,-8.095189175306488849e+00,-2.924525909099408238e+00,2.681513757235997275e+00,1.233770414041335077e-02
3.199998040009427314e+01,1.200008024087131986e+02,6.982568003939734425e+00,-3.008943328688035823e+00,2.583371504366419380e+00,-2.123563356723263615e-02
3.200001461447033790e+01,1.200007438199139500e+02,-2.589380223666870040e-01,-3.121047453358418711e+00,2.471583284212122589e+00,-2.930094009630181476e-02
3.200000325717446259e+01,1.200007861227289965e+02,-1.015447777830656761e+00,-3.173338059659373656e+00,2.458675093402634904e+00,9.078811929808250358e-02
3.200005095397251864e+01,1.200007792459664842e+02,-5.583851091669810529e+00,-3.230268651119382550e+00,2.306962796837982665e+00,-4.526946511984804300e-02
3.200006007855805024e+01,1.200008461649388067e+02,-1.057124350111732980e+01,-3.383015016202510328e+00,2.135969804841344022e+00,1.546013004697841323e-02
3.200000284133248840e+01,1.200007940839856957e+02,9.773609897284981640e-01,-3.307532159416934014e+00,2.023559825779369881e+00,6.236900040605226729e-03
3.200004371813890458e+01,1.200007858591347230e+02,3.870158425631691657e+00,-3.485078793952427922e+00,1.948088952191942225e+00,6.100332436128677420e-03
3.199997202401991103e+01,1.200007850199464912e+02,2.892560977312263581e+00,-3.532121262323346222e+00,1.992121388313206509e+00,4.940213118667209635e-02
3.199999159105488289e+01,1.200008017177730011e+02,5.130587895402299203e+00,-3.558191901718149808e+00,1.752002340273354886e+00,4.992657128738278716e-02
3.200005858526702696e+01,1.200007823615992777e+02,4.416549546091527390e+00,-3.668242849568973618e+00,1.713903258211516789e+00,1.651191163175749592e-03
3.200001225628857071e+01,1.200007953204251123e+02,1.867742912473821448e+01,-3.715342511444592599e+00,1.643206825415561623e+00,-6.909649610133472564e-02
3.199998692338667894e+01,1.200008054531781170e+02,4.847874821877322660e+00,-3.689703117196929671e+00,1.630627499339111885e+00,-6.847106070668719513e-02
3.200007333677312005e+01,1.200009155990179295e+02,-2.786767940577088432e+00,-3.636966177561817393e+00,1.488692627221096298e+00,1.930951490650101299e-02
3.200004019201991667e+01,1.200007344723226907e+02,-1.897867541611444153e+01,-3.816200464081015209e+00,1.475878532791933040e+00,1.297744255451204788e-02
3.199999697809609245e+01,1.200008431835648963e+02,8.067742742831248037e+00,-3.725265093126725269e+00,1.337288116218399603e+00,6.055413602663922701e-02
3.199990397239709594e+01,1.200008477244344363e+02,1.032670166023237535e+01,-3.775843676321090303e+00,1.222206428549529100e+00,-4.355432576811126694e-02
3.200000208728228301e+01,1.200007728958479447e+02,-1.045313217863883537e+01,-3.842960011863230108e+00,1.246666639672750820e+00,3.000838730640672733e-02
3.200001501361034428e+01,1.200007935829298447e+02,2.872287786964566436e+00,-3.879714618839882334e+00,1.173893875703312162e+00,4.933961062143945447e-02
3.199991167171196338e+01,1.200008536390518543e+02,-5.645986546801916361e+00,-3.904068751223259248e+00,1.103670724760146271e+00,2.964276110501902484e-02
3.199994374018400833e+01,1.200008176697253646e+02,8.658590473261851272e-02,-3.910824239902851662e+00,1.072866177505051866e+00,-1.659419431736537318e-02
3.200004996411774272e+01,1.200008369786435338e+02,1.291836157252089778e+00,-3.868876162108100925e+00,1.020967488589777927e+00,2.848246777552194964e-02
3.200000308423391004e+01,1.200007545894583814e+02,-1.316259368012392450e+01,-3.827890618648385423e+00,9.141477889067776141e-01,-7.101528811085558446e-02
3.199997990931372627e+01,1.200008649883252048e+02,5.432972897778604704e+00,-3.946257351970064331e+00,8.172996980821332080e-01,-4.155339017707464916e-02
3.199992855370689426e+01,1.200008134443043559e+02,-1.093020239420444106e+01,-3.956773410826992077e+00,8.555198316462183650e-01,4.561660348820809757e-02
3.199992389758140732e+01,1.200008997052389219e+02,3.194993701317270673e+00,-3.951956527792418239e+00,7.093921538379945879e-01,8.589706530897659939e-03
3.199999204005845854e+01,1.200008754101769881e+02,-1.375898343336660723e+00,-3.997831760901847442e+00,7.790042007304776028e-01,3.265261620025911721e-02
3.199998724392911242e+01,1.200007790345080139e+02,1.463422653544043683e+01,-3.914384414647341437e+00,7.597453138200618294e-01,8.379232634226421728e-03
3.199995698791864029e+01,1.200008707788506683e+02,2.350324090920107878e+01,-3.893595825159843926e+00,6.743283227399453628e-01,-4.330710798489925684e-02
3.199987619856353760e+01,1.200007537683980132e+02,-4.468325836540605778e+00,-3.934860711963844793e+00,6.481805045340719440e-01,1.007464769984210348e-02
3.199996357424658555e+01,1.200009330099758955e+02,-1.059900066878007863e+01,-3.955751839423985672e+00,5.950145732885939731e-01,9.671812780897626194e-03
3.199987908586902208e+01,1.200008783425874697e+02,1.028022147123979479e+01,-3.954359582961918473e+00,5.508830036353011828e-01,-3.033968059893306715e-02
3.199991311998409671e+01,1.200009273415249993e+02,2.810658817674271504e+00,-4.051967225612256307e+00,5.793856915554803644e-01,6.350491301205850314e-02
3.199992397666814981e+01,1.200008337623217329e+02,-4.075243388302799197e+00,-3.999238124931606020e+00,5.337208677278379998e-01,-6.069802003045097344e-02
3.199993439767250791e+01,1.200008318567375909e+02,1.090476278906803032e+01,-4.009089263701863359e+00,5.497752298217966072e-01,2.801102782602069019e-02
3.199993134589098887e+01,1.200007501599834825e+02,-1.963298310041253547e+00,-3.904007732435864853e+00,4.581348666259849600e-01,8.134348421889332076e-03
3.199999587990096828e+01,1.200007512681059154e+02,-2.933833117800830337e+00,-4.038006193510856434e+00,4.067025290475818067e-01,-5.698472098708137583e-03
3.199988179134770405e+01,1.200008538472754509e+02,-4.219713367447092134e-01,-4.024633033423482331e+00,5.039229259399862215e-01,1.483733253012018416e-01
3.199985398737653242e+01,1.200009144684825628e+02,-2.302474978464356781e+00,-4.014516591113037158e+00,4.359743999993689334e-01,-5.824365977849842863e-02
3.199989027962663002e+01,1.200008513660261684e+02,3.871518904831092289e+00,-3.968345498142669570e+00,4.357722769401466412e-01,-8.530911916709030480e-04
3.199984178677012991e+01,1.200008053682928306e+02,-1.234796511859257429e+01,-3.927223878017281233e+00,3.556429531905919705e-01,-1.745816840541803208e-02
3.199986558377947787e+01,1.200009209728156208e+02,-2.727633529975538318e-01,-3.933834189238233581e+00,3.736847669733586730e-01,2.231968862704639123e-02
3.199990730315603571e+01,1.200008406411615027e+02,-3.418954776537040718e+00,-4.019563836983276239e+00,3.422892503328464064e-01,3.987667860254148072e-02
3.199984867835904367e+01,1.200008241403607201e+02,1.700511570818391105e+00,-4.080473929813796197e+00,3.333211960304835464e-01,7.895679921369065310e-03
3.199989702652771584e+01,1.200008064482999117e+02,1.995068524039113056e+00,-3.979672525800691307e+00,2.851156525602586700e-01,4.377709150898345669e-02
3.199992100329202671e+01,1.200007940060320095e+02,-4.710129863967656982e-01,-4.010485882196255680e+00,2.498015713234558455e-01,3.475839764105988910e-02
3.199982147494136342e+01,1.200009073042809575e+02,-5.447598696781251526e+00,-4.046470425839576279e+00,2.256268973156346225e-01,1.037946518669486395e-01
3.199988526101990161e+01,1.200009009629415146e+02,5.195371797124227697e+00,-4.035185948506334164e+00,1.740940271756843960e-01,-1.526859043325714572e-02
3.199981191679648873e+01,1.200008580074445774e+02,2.015954169036794141e+00,-3.966769383994409370e+00,3.277354255970111874e-01,-4.605132277591316575e-02
3.199983546715163740e+01,1.200007509120773364e+02,3.557236742259083595e+00,-3.973332921351993896e+00,2.384181725740679714e-01,-1.855348487180035963e-02
3.199982897056948161e+01,1.200009549461022687e+02,-1.438092243129519687e+01,-4.021159710070453919e+00,2.323055493286503848e-01,2.898104291280513903e-03
3.199992904921699832e+01,1.200008496482081597e+02,-2.354332411450730689e+00,-4.050953215278041419e+00,1.772962379947068401e-01,-3.856526081181434196e-02
3.199987635406512254e+01,1.200007666947045095e+02,3.012241900852848264e+00,-3.971043028739869918e+00,3.019942145599159855e-01,4.385844915268561316e-03
3.199974557250441975e+01,1.200007227969813499e+02,-1.364382401550015089e+01,-4.012989069261696962e+00,1.358718195252093253e-01,1.385443739790238708e-02
3.199980651206674409e+01,1.200008013710236412e+02,-3.030231443477240383e+00,-3.970953267958404975e+00,1.505944638677391145e-01,-1.298962497055561049e-01
3.199981403702302174e+01,1.200009361187767212e+02,4.402702068284913839e-01,-3.987243256640134792e+00,1.542611589523383009e-01,3.808707651127291038e-02
3.199992220221857053e+01,1.200008618860461098e+02,-1.007990814559412307e+00,-4.008478492149428085e+00,1.685986697165968162e-01,6.478158756928144649e-03
3.199983288291180017e+01,1.200008573984675735e+02,4.091909720990608790e+00,-3.991918811853972571e+00,2.549687225099379062e-01,-4.025121595599353425e-02
3.199982417137496427e+01,1.200008012454073310e+02,-1.469251845441720228e+01,-3.927097418707344634e+00,1.821757350813719423e-01,-9.197658811117245467e-03
3.199978244954681728e+01,1.200008317861999103e+02,5.083675443637753588e+00,-4.073218472730157025e+00,2.084553257709400309e-01,-9.267272053213359076e-03
3.199985150927134825e+01,1.200008215658482413e+02,-6.019847350390320706e+00,-4.034510540385091382e+00,1.645017449024037681e-01,6.842607455013052960e-03
3.199976778789413956e+01,1.200008293342267933e+02,-4.440280126951655082e-01,-4.030098981736925268e+00,1.741125900437156260e-01,1.143556642292140740e-02
3.199985544029204831e+01,1.200007864842768441e+02,-1.858453838163075300e+00,-3.932948966396979884e+00,1.632368988642870222e-01,-4.694220434750230597e-02
3.199983250310397409e+01,1.200009133295877461e+02,5.367127181536859304e+00,-4.029351423177284452e+00,2.007927881286224459e-01,-5.136130837335713128e-02
3.199990423267183814e+01,1.200008546814076169e+02,-8.897946073412830614e+00,-4.006033405501363553e+00,1.430401729877047723e-01,2.774758400046459239e-02
3.199980687300008952e+01,1.200009615196482571e+02,-8.298384764802053226e+00,-4.011901476331860117e+00,1.510471192245249061e-01,1.287700910102915555e-02
3.199975392945480834e+01,1.200009093058691008e+02,-1.054483743695198816e+00,-3.935265878133371587e+00,8.841957154960994325e-02,5.819331275362991246e-02
3.199976837191287515e+01,1.200008929272948137e+02,-2.538540492534752113e-01,-3.937332465481061305e+00,7.552664649021073595e-02,5.584382661101219836e-02
3.199984374733297798e+01,1.200007665042575979e+02,-1.199514403372544891e+01,-3.993920386359676389e+00,3.170399784218772693e-02,5.670006659919635261e-02
3.199976319194999164e+01,1.200008316948025993e+02,3.050076167406264194e+00,-4.031048405874657625e+00,4.490102799205174244e-02,-3.778357346889282906e-03
3.199976956893429048e+01,1.200008222954597272e+02,6.853417450096420005e+00,-3.883031681256467582e+00,4.197576769864368867e-02,1.630203838111780879e-02
3.199974498091205888e+01,1.200008623198034456e+02,-2.434845469841525833e+00,-4.066476961816353430e+00,9.875450999553940512e-02,3.395482060966451693e-02
3.199978964312926166e+01,1.200008052174510595e+02,-3.961606541109521817e+00,-3.939745506821462850e+00,6.275999871286115639e-02,-9.407136997274219772e-03
3.199983123444579292e+01,1.200009147999076617e+02,-6.559812280663258832e+00,-3.940728304108692459e+00,7.956515957730152244e-02,1.514644553639288987e-02
3.199983593890711830e+01,1.200007207516914605e+02,9.293958483529140224e+00,-3.976914658076610820e+00,1.491466763907143278e-01,-1.390330155381541179e-02
3.199976454818265381e+01,1.200008120333997113e+02,3.720431756425369940e+00,-3.990958622379102039e+00,1.281190785742173377e-01,-2.401990490254213989e-02
3.199978988330503071e+01,1.200007774896297690e+02,-7.266318965556898490e+00,-4.009432705573942712e+00,3.671971305416060760e-02,5.284100737091312200e-02
3.199982398806966089e+01,1.200008739921547232e+02,1.716129408115662969e+01,-3.987731583501664012e+00,8.983052106965955241e-02,-6.572360393233608877e-02
3.199971185432775300e+01,1.200008289851078871e+02,-2.331007184692671930e-01,-4.059666064279486619e+00,1.432839661621556071e-01,4.127313464223492101e-02
3.199969017408922056e+01,1.200008522528961805e+02,-8.181291698424189462e+00,-3.990533939608237990e+00,2.942658445659508681e-02,-7.032538170533185473e-02
3.199975535948770045e+01,1.200008643710665126e+02,8.746564068184209617e+00,-4.021844852158841910e+00,5.119211734674437853e-03,6.147906353733278290e-02
3.199971948909223585e+01,1.200008106905229823e+02,3.524136287994820371e+00,-4.003413329114197339e+00,9.780849943235821187e-02,-3.204360802754484955e-02
3.199978612928191524e+01,1.200007994977614629e+02,-7.009807047683079162e+00,-3.946661026887158030e+00,-3.105205653619472900e-02,-8.877489811124993080e-02
3.199973553263663106e+01,1.200008625733265433e+02,4.140504914613506671e+00,-4.113695788392976560e+00,6.594036097994672441e-03,1.614156153500526797e-02
3.199979793997494681e+01,1.200009310971763909e+02,-4.145634629014961270e+00,-4.051622213502053427e+00,2.128764183022850698e-02,3.555864929472959263e-02
3.199964685164196254e+01,1.200007308842765354e+02,-8.766543168426768062e+00,-4.074175028374931173e+00,6.334091052214560480e-02,6.331622379767670727e-02
3.199973103267192798e+01,1.200007687140185766e+02,-1.105087951778700983e+01,-4.011370032419834253e+00,3.503556943069648100e-02,1.245558534705095213e-02
3.199969293852182517e+01,1.200008289936118615e+02,3.996345837625607356e+00,-4.046212158550557270e+00,5.937099487270763865e-02,-2.524350836038281864e-02
3.199976542367790344e+01,1.200008324193055529e+02,-4.457393673308391452e-02,-3.962204987269723144e+00,5.295000362027008078e-02,5.956782213948740717e-02
3.199977013883207633e+01,1.200008232392796259e+02,-2.846770344147433462e+00,-3.971909048028023914e+00,7.265802340689621330e-02,4.334579290972406102e-02
3.199975841189320747e+01,1.200008570160337626e+02,-3.605594052272974026e-01,-4.073828580789352394e+00,3.734630762182770958e-02,-5.741156392697862806e-03
3.199965198739355898e+01,1.200008815855098021e+02,9.905394441429546504e+00,-4.045740363377166915e+00,-5.110507315620411994e-03,-3.981570663114147868e-02
3.199971365827135372e+01,1.200007957574354123e+02,-2.992592913966255708e+00,-4.059700949304879458e+00,3.731766460942579494e-02,-5.367489572407992127e-02
3.199969392891446773e+01,1.200008533783958597e+02,3.592398669060975713e+00,-3.984164339836503199e+00,2.538887607703842544e-02,2.300171117402475401e-02
3.199971221821133582e+01,1.200008821733434843e+02,-3.291759484945197212e+00,-3.989804505649290789e+00,2.570130930813861042e-02,8.939324791119529490e-03
3.199971313534712181e+01,1.200009457384196168e+02,1.052317509334157641e+01,-4.002252241708346148e+00,-7.761344700381753170e-02,-1.998525017640705170e-02
3.199973694783582800e+01,1.200007953146584327e+02,-5.853243736332557567e+00,-4.052902414930017905e+00,-1.104285116174387113e-02,5.021560362731008337e-02
3.199967345886144088e+01,1.200008859966957715e+02,1.049042236809065998e-01,-4.036871294495772311e+00,1.003116626990379900e-01,-9.002693225418323397e-02
3.199965186761360769e+01,1.200008386646804297e+02,-1.024466365163591242e+01,-4.003455628272788225e+00,-2.035528204390596452e-03,9.495580771536828169e-02
3.199961916619731639e+01,1.200008179798674206e+02,-3.944650517569294301e+00,-4.070094405971990348e+00,3.531346575979228686e-02,-1.360247406828954397e-01
3.199965762372693234e+01,1.200008554002892112e+02,4.767967470694522092e+00,-4.000737728431499995e+00,8.401982623870674072e-02,4.546491705100465242e-02
3.199970943377113386e+01,1.200007806387294238e+02,4.941211349365911332e+00,-4.032750208134911141e+00,-3.428438806401047645e-02,7.913782762785818992e-02
3.199965733195119100e+01,1.200008240897381739e+02,1.374811437146425952e+00,-4.050859996316315659e+00,8.479754115867366160e-02,-3.355843609300140917e-02
3.199971752025377469e+01,1.200008285967942498e+02,1.836071703963768342e-01,-4.009158009788020394e+00,7.513483533048287422e-02,1.661707987386257593e-02
3.199961412404982752e+01,1.200008833858315285e+02,-3.673860088904188803e+00,-3.974682034525936380e+00,2.137925005002402207e-02,1.283833993805719165e-02
3.199970647691798575e+01,1.200008559772528685e+02,-4.499364979971264944e+00,-4.002845792301285677e+00,-4.054548634131578677e-03,3.274570911467177686e-02
3.199966787788454781e+01,1.200009527000437402e+02,8.490556023000879193e+00,-4.044458775253966465e+00,-3.884270603157161106e-02,7.224623940909406794e-02
3.199969792469990537e+01,1.200007470835997481e+02,6.922139339217114440e+00,-3.986238303812468686e+00,3.822568432761674212e-02,-9.584435950190726972e-02
3.199969419710534524e+01,1.200009088497324541e+02,1.038881346685872842e+01,-3.956627225514487645e+00,-1.259856291966954776e-02,-5.406683780696702052e-02
3.199963098387760141e+01,1.200007985030473066e+02,-9.124707492244112927e+00,-3.997699486494215471e+00,-2.660305511289459690e-02,-4.235621004577622833e-02
3.199970981955944893e+01,1.200008693711326373e+02,-1.087625356398395304e+01,-3.920025708393477082e+00,7.434291297353090577e-02,-1.791707730239646985e-03
3.199963111277362415e+01,1.200008061773336294e+02,-6.435780715049832956e+00,-3.983125355109903509e+00,7.422293799270035519e-04,4.509011673805283366e-02
3.199961839434961419e+01,1.200008395735449938e+02,3.328932541190909866e+00,-4.030253675197869256e+00,-2.671543710592132193e-02,4.809914162401251331e-02
3.199968683566402561e+01,1.200007677179353891e+02,-1.751556621577256667e+00,-4.009861968601532212e+00,2.959302500525512122e-02,-6.533963519237763473e-02
3.199966233004711924e+01,1.200007609593816937e+02,-8.846660871061873266e-01,-3.988739934900796591e+00,1.588824953961348596e-02,3.816956543166897392e-02
3.199964934960403085e+01,1.200008047563200364e+02,3.215172691741944089e+00,-3.969447466277708614e+00,-6.195664189320580079e-02,1.219842153896727455e-01
3.199970276825645499e+01,1.200008229336840202e+02,2.805134695645981502e+00,-4.022027424451075639e+00,-5.297824287176450958e-02,6.260737737779895062e-02
3.199967440213783476e+01,1.200008692775328001e+02,-1.529744247744850405e+00,-4.069267502065747166e+00,-2.158788886880936078e-02,-1.034603314598365152e-02
3.199969706413814663e+01,1.200008139374599949e+02,1.455981160666895668e+01,-3.932731789918519016e+00,1.677709724393842972e-02,2.498980840101624676e-02
3.199958301471803424e+01,1.200008319029315800e+02,7.646836554529137686e+00,-3.965252444626294004e+00,-4.248436879040066311e-02,1.517343082279583658e-02
3.199967314924595740e+01,1.200008321860989042e+02,4.957278349937426221e+00,-3.948392630312394402e+00,-6.415365683189335096e-03,4.302496142607729196e-02
3.199962492231647104e+01,1.200007745634230787e+02,1.470379228874173627e+01,-4.012453486508475109e+00,7.956126279523198508e-02,3.008977152585450010e-02
3.199958345789023184e+01,1.200009111192765374e+02,-1.166850224733287256e+01,-4.059492911655882885e+00,-1.452798534936580385e-02,3.056121167568776054e-02
3.199963477482545215e+01,1.200008767519720010e+02,7.968898411716038854e-01,-4.046850861519704523e+00,9.030914013622926700e-03,-1.121557092674053679e-01
3.199957473362077920e+01,1.200008668059380881e+02,-1.764479892049497955e+00,-3.958557703810368977e+00,6.159592283488777437e-02,4.087826078376724515e-02
3.199962556735432884e+01,1.200008171840728295e+02,-1.582901010896416993e+00,-3.935014412076641488e+00,1.149545911779558532e-01,1.144670393468082137e-02
3.199953830018976930e+01,1.200008433347817203e+02,-9.955730262842168443e+00,-3.922284339932748942e+00,7.743110508022675587e-02,-4.191120541654991261e-02
3.199955648775585360e+01,1.200009436095748896e+02,-1.041068410318360810e-01,-3.960697079994765168e+00,-2.829833270748306415e-02,-7.520450233468939372e-02
3.199951816554457906e+01,1.200008444728138244e+02,1.012198839214590684e+01,-4.002438793853118959e+00,-1.125143293351113169e-02,-8.635464987188409824e-02
3.199956014821349015e+01,1.200008835978389072e+02,-3.945833312000113224e+00,-4.035023925810853562e+00,-2.947825150388101029e-02,-2.560310793595257754e-03
3.199956938802530004e+01,1.200008700083888016e+02,-9.466385918552426837e-01,-4.080159924232531488e+00,-2.140303998029888938e-02,-4.615029573388956113e-02
3.199965359561787892e+01,1.200008088095973449e+02,2.400654385902026178e+01,-4.000742646826877191e+00,2.481137390138818399e-02,9.673732803153452242e-02
3.199962368221373055e+01,1.200007626263814444e+02,4.994620309212614018e+00,-3.932732928400710648e+00,6.001772256878082357e-02,1.048832672700613505e-02
3.199952603567746223e+01,1.200008386577240174e+02,-2.936324817008790777e+00,-4.028961358879507237e+00,3.302038090316397612e-02,-2.723363087616872957e-02
3.199953396269144790e+01,1.200008211022659026e+02,1.332223566243412982e+00,-3.952436265663976211e+00,-7.616439255185322721e-02,1.757598459438611260e-02
3.199952433808518393e+01,1.200008657678041004e+02,4.927484565219419466e+00,-3.980305512952943658e+00,4.181808437098585157e-02,-1.498480751752311046e-01
3.199960667088772581e+01,1.200008374939975084e+02,-7.249948964372121551e+00,-3.933108931836395428e+00,-1.132325083483222070e-03,6.770432122355746207e-02
3.199955164624269344e+01,1.200008885303797541e+02,1.680876973378974348e+00,-4.036830103735155717e+00,-1.052394652531390418e-01,9.503771622041939926e-02
3.199957596733699816e+01,1.200008200048699365e+02,-6.008611455294555981e+00,-4.015788438560827345e+00,-1.562935257201563191e-02,-1.285920148651958639e-01
3.199955834096316210e+01,1.200008201845006255e+02,-9.377685208517656079e+00,-4.089430072357973067e+00,5.477021572531073218e-03,-5.352788445802574707e-02
3.199948649545965651e+01,1.200008398252019930e+02,3.247528204374551475e+00,-4.066822527059147596e+00,2.061400240302522710e-02,-1.168456337471657780e-01
3.199941829343307731e+01,1.200008232672619926e+02,3.853407015200011720e+00,-3.990504814077380669e+00,-5.758295218808726773e-02,-1.277058410168945696e-02
3.199953001539136466e+01,1.200007673188185890e+02,-6.870063435970366506e+00,-3.987194761219329031e+00,9.617536184056182935e-03,-4.162588340547493382e-02
3.199949533909953203e+01,1.200008163480793542e+02,3.383793253726413930e+00,-4.018375500701346859e+00,-4.255684875533927852e-02,1.450793064644844733e-02
3.199951970831634185e+01,1.200008261227153383e+02,-8.102735104855240067e+00,-4.047849154434532082e+00,9.590449206481878319e-02,3.391942933248048939e-03
3.199955831621929292e+01,1.200008388170364242e+02,-1.145666291830369232e+01,-4.089215807384866785e+00,1.155471330128848562e-01,-4.627822694074647768e-03
3.199945096525822308e+01,1.200008391203019045e+02,3.106778819004552883e+00,-4.098800401281193828e+00,3.743723593209192374e-02,-8.113017710852718500e-02
3.199952086468115198e+01,1.200007667391999604e+02,3.431590821909106248e-01,-3.964278326176904343e+00,4.379623052767893376e-03,-1.156516469384102734e-02
3.199951670213985722e+01,1.200008382476491846e+02,-3.355340833074786033e+00,-3.994969608339731693e+00,1.712959511116364866e-02,-9.186379574350587648e-03
3.199946362283005641e+01,1.200008757211485744e+02,1.805415765591012800e+00,-4.036247860985793245e+00,4.029893208998972659e-02,1.484422979228872813e-02
3.199943709477593856e+01,1.200007653246084658e+02,2.538867981595943846e+00,-3.974015543610167178e+00,-3.877003226409649062e-02,9.083831492175675759e-02
3.199951692008347948e+01,1.200007910012218275e+02,5.391375720375335412e+00,-4.019609844460926062e+00,-2.016334185957940894e-02,9.288028500979111923e-02
3.199944465091299151e+01,1.200007634805637338e+02,2.153210729125710765e-01,-3.968180328166230453e+00,-3.791872457295319271e-02,-7.656628864326558981e-02
3.199944299936287706e+01,1.200008434477656039e+02,1.225555383117036712e+00,-4.049296881041989593e+00,3.590907985786823131e-02,-4.327854155456998392e-02
3.199953160099075333e+01,1.200008870220322450e+02,3.778956805590194090e+00,-4.016997753179492925e+00,6.344694631271294294e-02,-4.358769618195276752e-02
3.199947754976762226e+01,1.200008307781111938e+02,-4.732911979190280727e-01,-3.992031368249123080e+00,1.137804146006345801e-01,1.260692894398819132e-02
3.199951733900984507e+01,1.200007772346711050e+02,-7.894757815113257138e+00,-3.949161417942445684e+00,4.876157869022804819e-02,8.823521220704189094e-02
