gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.199946404652697751e+01,1.200008509893701500e+02,-5.722208055187913978e-01,-4.023930829058907754e+00,-1.991056805715169659e-03,9.995947454397545451e-03
3.199943455085250577e+01,1.200008574010424951e+02,5.484238193517509075e+00,-4.019845690644584302e+00,-6.243862177013535103e-02,-5.673782626646974026e-02
3.199938899064300202e+01,1.200009086673054526e+02,-1.807701009310829221e+01,-3.954823566069637142e+00,-1.088566877222303386e-01,2.281502290598711249e-02
3.199942295427475258e+01,1.200008043871308274e+02,-5.058412203840433108e+00,-4.027349206204144494e+00,4.450103186402348809e-02,2.002490596722722449e-02
3.199942991245775659e+01,1.200008878625950359e+02,-8.253053912218780042e+00,-3.980885749785714189e+00,3.524248923862455946e-02,4.529654990085640875e-02
3.199945738478728785e+01,1.200008653505919369e+02,-1.810252582709301672e+00,-3.990350999611512517e+00,7.539472186452615687e-02,-3.848764962058673356e-02
3.199944768759763036e+01,1.200008062499387762e+02,-7.770132075353620493e+00,-3.949550396104753780e+00,-1.631078641283932595e-02,1.018745684423747327e-01
3.199950201242049630e+01,1.200008749118199063e+02,4.980232354388349769e+00,-3.999219263281752479e+00,1.065455990862145402e-01,-6.173996198956227532e-02
3.199941151925479943e+01,1.200009421564219423e+02,-2.121343397417362109e+00,-4.062142052932165015e+00,-3.429361153267338619e-02,-4.336401207546664721e-02
3.199944410200097522e+01,1.200008743313459973e+02,1.279501803299764706e+00,-4.016426614842562692e+00,2.674337613082350754e-02,6.531504694422526902e-02
3.199947260137966154e+01,1.200008576704171901e+02,5.250241740157159498e+00,-4.003864703952054072e+00,-1.948113705067701373e-02,1.305630524320647579e-01
3.199944176137001151e+01,1.200008783981455025e+02,-4.451789213724827832e+00,-3.957902700630448134e+00,1.221182096498779623e-02,-1.989456649806294747e-02
3.199944749958749313e+01,1.200008284464614974e+02,6.178405137284541659e+00,-3.971305908349441971e+00,-5.317492311787004600e-02,-1.685647522298769005e-02
3.199939358672260070e+01,1.200008597950813538e+02,-7.694858172631245274e+00,-3.984462549336052373e+00,-5.975175237178792509e-02,5.855468510718728897e-02
3.199939683858138650e+01,1.200009128701137229e+02,3.716767302514159876e+00,-3.940309875715323873e+00,5.354780468310871289e-02,3.468262724510862149e-02
3.199940299236608254e+01,1.200008062343373609e+02,2.255046723803451947e+00,-3.972266643547799347e+00,1.195802895217900619e-01,8.543705501781521938e-02
3.199949645053895253e+01,1.200008508069917781e+02,-2.587780746454335201e+00,-3.994593731841145967e+00,1.442797475611395930e-01,-9.339859731376000396e-02
3.199941588608579579e+01,1.200009123259045083e+02,-8.125156989939206653e+00,-3.910461359452888974e+00,2.301947974562133514e-01,-4.802977284842122052e-03
3.199944483111615412e+01,1.200008276281711517e+02,4.523975107868473344e+00,-4.037086027908080688e+00,3.114713598864680133e-01,-1.247164413662566890e-01
3.199938851536811413e+01,1.200008277114056909e+02,3.070114852113383086e-01,-4.086525235046586602e+00,4.270359274297877428e-01,8.104655758221931960e-03
3.199936147505595585e+01,1.200008632112359948e+02,4.129435331597863801e+00,-3.965094969633715216e+00,5.806373235656161480e-01,6.717948748318522401e-02
3.199941279987479348e+01,1.200008539777389274e+02,2.826536371684296167e+00,-3.919502877519346118e+00,7.726152891151775171e-01,1.381005765315879499e-02
3.199947211277321202e+01,1.200008968356891899e+02,3.955482777979199227e+00,-3.942129510119439573e+00,9.027111062846874256e-01,7.236171587669203153e-02
3.199940758652477513e+01,1.200008868281070136e+02,-6.535250696717559649e+00,-3.756342682491403906e+00,1.048509255079079105e+00,-1.763475515694325592e-03
3.199935401688226833e+01,1.200009416209791482e+02,6.611585008337680369e-01,-3.723749476080405518e+00,1.355217316588410936e+00,-1.521500254578150337e-02
3.199946357239866401e+01,1.200008733367336049e+02,-3.499999800016210472e+00,-3.729040357986225462e+00,1.480843298526939966e+00,-1.469547134983638197e-02
3.199942186495472285e+01,1.200009337069255650e+02,-8.791916610167827884e+00,-3.579535600282573782e+00,1.725492035599968776e+00,-5.142065797394908266e-02
3.199939996790436680e+01,1.200008312653998814e+02,1.034549087927654831e+01,-3.556160550191526326e+00,2.003862989008016626e+00,7.411150044332169562e-02
3.199935915887127535e+01,1.200008480445501675e+02,-2.680056789952692142e+00,-3.321789553914663351e+00,2.275538483442565152e+00,5.869756266179199100e-02
3.199936591196702196e+01,1.200009423309277565e+02,-4.655519304496039013e+00,-3.070411936497896122e+00,2.537613442220689741e+00,5.664647980054530324e-02
3.199942337271862769e+01,1.200008198828552679e+02,5.780196031833591874e+00,-2.770624225504427329e+00,2.671761976495863777e+00,3.220996481545239376e-02
3.199931735238723718e+01,1.200008316168935067e+02,3.567549494175816349e+00,-2.662889079179957541e+00,2.977558588466287848e+00,4.580937173227224435e-02
3.199934311740794612e+01,1.200009250243875130e+02,-5.463139631690345333e+00,-2.407759038447948363e+00,3.187773038578092688e+00,5.370650922207054895e-03
3.199929253846333310e+01,1.200008329139918288e+02,1.155150139463694536e+01,-1.887064987655798554e+00,3.328902645576721664e+00,-5.698957484749814228e-02
3.199939866466301197e+01,1.200008368737524478e+02,-4.601716097886718870e+00,-1.603083907250335782e+00,3.639828072394300396e+00,-4.500238665846143654e-02
3.199937242568000428e+01,1.200009200368425155e+02,3.320047670132110440e+00,-1.213822976752763072e+00,3.842918696214713492e+00,-8.828028604946874802e-02
3.199938586138388530e+01,1.200009504854281488e+02,-2.799661113019852987e+00,-7.466802303034333343e-01,3.950777799833780080e+00,1.647723795134148350e-02
3.199938679210714554e+01,1.200009163866582469e+02,-1.568701871528006830e-01,-3.219283890072303644e-01,3.984818827670968844e+00,-2.264083746206720094e-02
3.199949367691548829e+01,1.200008567166464957e+02,6.643274435619297869e+00,2.279651924833424048e-01,3.959244284028838656e+00,-3.578285030733315691e-02
3.199928167346699226e+01,1.200008491478979380e+02,8.123007070893226711e+00,6.530220271288558198e-01,3.869726700677114550e+00,5.829968215459200437e-03
3.199934979481948005e+01,1.200009673367284790e+02,4.579849052751728600e+00,1.313700326850145927e+00,3.900121314736317402e+00,-9.342876643328229536e-02
3.199935639829145373e+01,1.200008691924844868e+02,5.290650055192933188e+00,1.791582709231363646e+00,3.512322042882796147e+00,4.447661186601040151e-02
3.199933417717243600e+01,1.200008219539550680e+02,2.040128452320511265e-01,2.186065966294914897e+00,3.306915194570084093e+00,4.774324483840307332e-02
3.199936801914029161e+01,1.200009002462402918e+02,-2.646171208189869173e+00,2.616380700307309848e+00,3.037501804145738671e+00,-1.849277802856800004e-02
3.199935280993942044e+01,1.200009685501504464e+02,-3.730760996824904890e-02,3.053086953899955880e+00,2.693913569947092856e+00,5.094011396391371488e-02
3.199936987788459675e+01,1.200008686413392951e+02,4.181540092963906274e-01,3.288111135554262265e+00,2.260227540050098405e+00,8.898971376252989840e-02
3.199937643415391975e+01,1.200009382816734416e+02,-5.727343106467536415e+00,3.392218954658721142e+00,1.883215268774318663e+00,4.377937955548398367e-03
3.199940433121036065e+01,1.200009484437066334e+02,9.226202575888029500e+00,3.659839640968078900e+00,1.439974932100138272e+00,2.613052836999390019e-02
3.199927815617767379e+01,1.200008521379637330e+02,1.190920582630824498e+01,3.746550322195984606e+00,1.198688225618018688e+00,4.205500560015155292e-02
3.199939008943835006e+01,1.200009518586424235e+02,-1.372981639570490353e+00,3.971056965476190914e+00,7.003214798128868379e-01,1.893060439467289524e-02
3.199940814492711993e+01,1.200009491356603348e+02,1.859599660001506338e+00,4.017308694942018477e+00,3.261357688529128440e-01,1.424608936888996716e-02
3.199932849901648169e+01,1.200011236184932670e+02,-7.309610733353119727e+00,3.928494365270640998e+00,-6.823867094494069641e-03,4.823485500613785421e-03
3.199953280740081141e+01,1.200009457624693709e+02,3.345338211531555750e+00,4.002291716542056399e+00,-4.302798470982573398e-01,3.560983402484968474e-02
3.199938534924714162e+01,1.200008916874260052e+02,-9.540252944799505030e+00,3.956337438217615965e+00,-7.228229320186565499e-01,-1.893846932390765014e-02
3.199940849115534292e+01,1.200008624634001961e+02,-6.947379509893647054e+00,3.895195803166908721e+00,-9.223631323347585287e-01,3.638983827698871049e-02
3.199941387294257567e+01,1.200008190474639207e+02,-2.229393562958368324e+00,3.772499140860514188e+00,-1.304427276517494683e+00,-4.711433191380875671e-03
3.199940185081614175e+01,1.200008731657767527e+02,-3.338566843968825193e+00,3.689533207307763796e+00,-1.500951718631318599e+00,3.656984742787385695e-02
3.199943872202322481e+01,1.200009329711859181e+02,-8.777753942590061698e+00,3.521056052228503042e+00,-1.775723184702673985e+00,5.408327393862441893e-03
3.199948370232488770e+01,1.200009098210963998e+02,2.755863645935451522e+00,3.530066486397057002e+00,-1.919211009664226530e+00,5.304466122816529211e-02
3.199949817933653051e+01,1.200009967673665585e+02,5.330339465867126592e+00,3.490589469151256896e+00,-2.157584496150845688e+00,1.518698501586264286e-02
3.199937323201855222e+01,1.200008820549712993e+02,-1.085581023492255071e+01,3.216063600977386638e+00,-2.208330975523102868e+00,-3.635330938035842129e-03
3.199942652056803283e+01,1.200008850502643440e+02,8.328082867965797220e+00,3.200534185661874531e+00,-2.491338939270835162e+00,7.542580311171687146e-02
3.199940910991076848e+01,1.200008852735989251e+02,-5.978206445844474359e+00,3.038123248482846872e+00,-2.584053403105523561e+00,-8.301008355610964631e-03
3.199943131254540774e+01,1.200008856710017824e+02,-9.809484808052696181e+00,2.967751641307558419e+00,-2.743028388974658505e+00,-8.798199161279935190e-03
3.199946177680929793e+01,1.200009005386910701e+02,-8.935012587876965950e-01,2.860276089548988931e+00,-2.863134213512283477e+00,7.829115255361829284e-02
3.199937775156792696e+01,1.200009303112684194e+02,7.409638362882879470e+00,2.704533411107646668e+00,-2.866580294983582800e+00,-2.106176894669360266e-03
3.199939049522712864e+01,1.200008357895795257e+02,6.978242482378119504e+00,2.638641040165770058e+00,-3.092448567477765753e+00,-2.537679161149412194e-02
3.199938709714134077e+01,1.200007912371962675e+02,-2.487346213109454141e+00,2.509058961950627165e+00,-3.093327333518898659e+00,-3.772349365510166419e-02
3.199944833026031787e+01,1.200009014895118895e+02,6.590885451179321342e-01,2.392358340490949420e+00,-3.216244366750451888e+00,5.638376589439612202e-02
3.199944983691745293e+01,1.200008772567075539e+02,5.999590374473628529e+00,2.213317100947814531e+00,-3.313072037716446872e+00,-4.158906598244022090e-02
3.199946374699609919e+01,1.200009853147778927e+02,2.944378941200185729e+00,2.129539821559809365e+00,-3.376310980044198828e+00,2.657009153007456465e-02
3.199952419198968911e+01,1.200007698006094330e+02,-5.774214115877511766e+00,1.998548991300424627e+00,-3.406179174602752990e+00,-5.410069797219224652e-02
3.199948425678805108e+01,1.200008052653612083e+02,-2.418840582713870369e+00,2.008562467892138326e+00,-3.561317551989918950e+00,9.356023125259070594e-02
3.199939679789714475e+01,1.200008202305495075e+02,-1.394301597377789470e+00,1.862372072826190772e+00,-3.523543231597511038e+00,-9.537456632030800671e-03
3.199950782866076082e+01,1.200009584592488778e+02,-2.396185946807361411e+00,1.754581462242472023e+00,-3.468808086822113168e+00,-1.307082930162638268e-01
3.199947966406366717e+01,1.200009165373767530e+02,4.026980245801985880e+00,1.629238833471859937e+00,-3.595942091104860516e+00,-6.804437923643073816e-02
3.199947165648549330e+01,1.200008770632377519e+02,-1.054935595439515517e+01,1.636638326482636074e+00,-3.681022668993211067e+00,-4.136887766096380981e-02
3.199952415642270864e+01,1.200007715344850254e+02,-2.666247854880642532e+00,1.495595777305277929e+00,-3.616105892912919284e+00,3.277116068242010710e-02
3.199941891289348206e+01,1.200008007168222690e+02,-2.776500029532169123e+00,1.475557714247164531e+00,-3.803013316492571239e+00,8.127616332478602643e-03
3.199951412866749578e+01,1.200007931921018809e+02,1.634077840850241436e+00,1.382743617328531904e+00,-3.812864172754292458e+00,2.952116791470126012e-02
3.199946637356227441e+01,1.200008485269428604e+02,-2.325344033386782527e-01,1.320621305597522444e+00,-3.711981251467908915e+00,-5.796259304561027920e-02
3.199940630908869466e+01,1.200008039009122029e+02,-3.554146734415969622e+00,1.220559982453914616e+00,-3.812660361468323877e+00,9.839121230918668887e-03
3.199954146381937292e+01,1.200008397153275155e+02,9.430540583103276475e+00,1.189149507299743558e+00,-3.845607870531008388e+00,1.161232626852676079e-02
3.199949725304352910e+01,1.200008645247322789e+02,-1.520075853262971011e+00,1.055161056710849365e+00,-3.832871799808804880e+00,6.137490416307703894e-02
3.199947639766535801e+01,1.200008268758214314e+02,1.768516334714316685e+00,1.063428657269940514e+00,-3.760612772995516995e+00,-1.008669201320367900e-02
3.199947103011810512e+01,1.200008736275533465e+02,5.554840878418272343e-01,1.027064252037561687e+00,-3.864064772624727251e+00,-1.859463133988950231e-02
3.199952600285715221e+01,1.200009061232460681e+02,-4.134246638428368037e+00,9.085399268654102967e-01,-3.813279750181465921e+00,-4.755646226750879363e-02
3.199941980261232644e+01,1.200007579275022920e+02,9.615568081900496278e-01,9.576743075834721619e-01,-3.841465477480029200e+00,-2.730499646553079598e-02
3.199950273959058578e+01,1.200008481937169620e+02,-3.024940888683954832e+00,8.811117648296441507e-01,-3.910468567985512234e+00,-2.431426198414879045e-02
3.199947589731710451e+01,1.200008141840149705e+02,-8.787171145339411904e-01,7.996818089541108954e-01,-4.001700722435914237e+00,-3.282730126502799578e-02
3.199947586906754537e+01,1.200008339509862623e+02,9.770212640610639321e-01,7.701906253832472293e-01,-3.982601839260218934e+00,-1.237022353396950436e-01
3.199951800241191791e+01,1.200009126750541100e+02,4.695556299188898386e+00,7.027267753066736011e-01,-3.962268076247845716e+00,-4.639223538665657696e-03
3.199950803825081636e+01,1.200008163960748391e+02,7.858997322069270375e+00,6.644377892672136410e-01,-3.961713969080059350e+00,1.928862704360094146e-02
3.199947541357273906e+01,1.200007404057836879e+02,-2.190797889065672965e+00,7.150417426123530928e-01,-3.951833995746616868e+00,-3.751518104448084423e-02
3.199956019547597919e+01,1.200007147901791598e+02,-1.330498524545968841e+01,6.714604980937807222e-01,-3.934017810870996446e+00,3.528215830197424518e-02
3.199945624149768975e+01,1.200008011242764354e+02,3.483795029185531078e+00,6.458741370630023404e-01,-3.911271069265731981e+00,-5.690726008647357947e-02
3.199942796361922959e+01,1.200008077343668020e+02,6.164265172951242100e+00,6.796865481907599094e-01,-4.040985384756606180e+00,-5.529113608939067309e-02
3.199951000189251005e+01,1.200008095452464119e+02,-2.013186753322575850e-01,4.878023330726828921e-01,-3.952199494502895760e+00,3.647751058913930450e-02
3.199944352310624751e+01,1.200007725405240677e+02,-1.191671712713745945e+00,5.246560439651066776e-01,-3.950035387774291529e+00,3.215430233310230534e-03
3.199946122129533777e+01,1.200007089668091567e+02,5.497121857157027947e-01,4.485647657633857754e-01,-4.111208855447214816e+00,-1.739288316484782770e-02
3.199949380689870893e+01,1.200007769583475721e+02,-1.059658060394883705e+01,4.847057750515932906e-01,-4.006638336481031182e+00,-2.616996161631189935e-02
3.199943157122181603e+01,1.200007847419982738e+02,2.231474465931054141e+00,5.043236273020090810e-01,-3.999117552217686278e+00,6.944403385383646210e-02
3.199945846033764596e+01,1.200007649548307143e+02,4.796629768366521274e-02,4.505481955669005112e-01,-3.915135916773873959e+00,-1.017439304650850779e-01
3.199943278965277926e+01,1.200007560627878433e+02,-3.369950503300281230e+00,4.226675189296961732e-01,-3.945686753959331217e+00,1.301528118037060533e-01
3.199950917599652200e+01,1.200007273767188565e+02,-8.434339836799495060e+00,3.508980137284521961e-01,-3.890075712584784462e+00,-4.943053405534910544e-03
3.199953843727060843e+01,1.200007660666972953e+02,7.984688062645819429e+00,3.742868834258497035e-01,-3.976136095495002021e+00,5.841475852092484211e-02
3.199949602437045115e+01,1.200007835788563284e+02,3.290516433663207341e+00,3.321178724558938034e-01,-4.005867221062339389e+00,-7.196276279259188058e-02
3.199946712690653428e+01,1.200007165687116668e+02,7.985051876234311230e+00,2.727801783195298868e-01,-3.958155382140583267e+00,1.176547469476608857e-03
3.199951605121907505e+01,1.200007474889356160e+02,1.417858098793353250e+01,3.456930915405245219e-01,-3.947350355006721045e+00,9.319764505908772687e-03
3.199954073712982705e+01,1.200006856541341023e+02,6.451989835028179243e+00,2.612672807290411514e-01,-4.017545836064728704e+00,4.640205880005181249e-02
3.199948206449069588e+01,1.200006962774639305e+02,3.399432859940584972e+00,2.616616864900726536e-01,-4.036988947154888763e+00,3.939966796514063341e-02
3.199944540826278683e+01,1.200005882269500006e+02,-2.896629286165298467e+00,3.196993235714536974e-01,-3.969056451223202053e+00,1.416004751560341092e-02
3.199947409318307123e+01,1.200007926130573281e+02,-1.125683634185217841e+01,2.568843943983477596e-01,-4.023191476668990241e+00,3.228303698725795007e-02
3.199947252317702251e+01,1.200006704324656113e+02,5.637908696369569483e+00,2.048920633364065824e-01,-4.017427207709713066e+00,4.227291611937020188e-02
3.199957558709134275e+01,1.200006908152699197e+02,1.003528880703748527e+01,2.443284913921385249e-01,-3.980281852849250068e+00,-1.584278444332143029e-02
3.199950536801439682e+01,1.200006917757104503e+02,-3.492466756752974799e+00,1.808613982654414531e-01,-3.985168134941696305e+00,-2.761008020372470242e-02
3.199940700833272089e+01,1.200006592348004801e+02,2.838137031194165605e+00,3.762835580508649969e-02,-3.891809762686598173e+00,-3.099489765572019037e-02
3.199946688893538393e+01,1.200007178232608567e+02,2.349209360896523879e+00,1.165973581076419907e-01,-4.051802955739884027e+00,-3.506460248009992536e-02
3.199955961363865597e+01,1.200007047258421693e+02,-1.153517436550756514e+01,1.513582122918228356e-01,-3.943145628449860052e+00,-7.805248118293367510e-02
3.199951950193056049e+01,1.200007615676544077e+02,-2.242902810493814680e+00,1.466544087519962847e-01,-4.076870306510208763e+00,-7.765403520317082364e-02
3.199949172282792276e+01,1.200006237628298749e+02,1.437340789809281150e+00,1.473513260570139538e-01,-4.048615602374696643e+00,2.578362602267016135e-02
3.199954349771488182e+01,1.200007114169241618e+02,-2.638170966388179828e+00,1.140406712963428770e-01,-4.064912340534130308e+00,6.995332841666747348e-02
3.199944500985306561e+01,1.200007119958965376e+02,-6.290194537771606420e+00,8.234801855054822706e-02,-4.000707235390654759e+00,2.888513205736010364e-02
3.199947110987772803e+01,1.200006421511644277e+02,-3.109200014119872235e-01,1.531567495203631779e-01,-3.920118943580397364e+00,7.343260456607213216e-02
3.199949121652931083e+01,1.200005266592381901e+02,-5.263305507691398155e+00,1.388833866867017763e-01,-4.015789716325977921e+00,1.191365324578441270e-01
3.199954089661381573e+01,1.200006247310707579e+02,7.760404343780919589e+00,2.290797781748291628e-01,-3.972094680067807637e+00,-3.631468624895403674e-02
3.199940902969741074e+01,1.200007310191413978e+02,-1.555483545855336880e+00,1.783510114488270903e-01,-3.950095662070431501e+00,3.853027052593431534e-02
3.199945732723565328e+01,1.200006520438149096e+02,4.211755767517711746e+00,1.410650434501331540e-01,-4.055831027654763332e+00,-4.320198608789674322e-02
3.199945589656718425e+01,1.200006226851070892e+02,7.131578024043654374e+00,1.251831018382700556e-01,-3.983178033101764104e+00,-5.727028290051505710e-02
3.199947250423448963e+01,1.200006068823546457e+02,3.595347856797619812e+00,1.560279172515537660e-01,-4.034411271574128044e+00,-1.301577970589274519e-02
3.199946712482281441e+01,1.200006797139002543e+02,9.090413732298259220e+00,5.976410460044981332e-02,-3.972505997193828353e+00,-2.206739090875204506e-02
3.199953834434815292e+01,1.200006215930773266e+02,-1.322731154522678310e+01,1.201895433727948048e-01,-4.055045069397254842e+00,1.464418222554521136e-02
3.199944984329788866e+01,1.200005757176957957e+02,-8.662537378484483241e+00,6.038826556816194457e-02,-4.039665964466298220e+00,-8.962645365784759066e-02
3.199953701138599271e+01,1.200005639152599031e+02,-1.693171664382531105e+01,7.182033713483028381e-02,-4.028210618637208640e+00,-1.991380749363008337e-02
3.199953956297475344e+01,1.200006158981023106e+02,1.003065769288747155e+01,3.266932365852740633e-02,-4.008112721565759706e+00,-3.926514528082598182e-02
3.199945661228728966e+01,1.200006273130023544e+02,7.659886203078394296e-01,5.313733756263583352e-02,-4.018113643381787448e+00,1.543990077807111394e-01
3.199946520472143163e+01,1.200006133553841039e+02,4.005189343373920963e+00,6.926529352429007524e-02,-4.012266110843088818e+00,6.323585262224540315e-02
3.199947282087857303e+01,1.200006216989151113e+02,8.494840872785674790e+00,7.113985305067369036e-02,-3.976891785038511706e+00,-2.080370700389447269e-02
3.199941634839079896e+01,1.200006649927717746e+02,-2.410958850116009966e+00,8.374573200292613484e-02,-3.923599563096344944e+00,-4.070556789304119460e-02
3.199947758313221513e+01,1.200005879687328303e+02,1.152822553420898843e-01,7.645766748995813655e-02,-3.969747747727576659e+00,5.812630565657832954e-02
3.199945265692674212e+01,1.200005231943790847e+02,-5.143406555863805352e+00,8.885447670780211027e-02,-3.929048527574529270e+00,6.124467646111388976e-03
3.199950274602077727e+01,1.200005776939014481e+02,1.040524653743377748e+01,-1.953207733106560040e-03,-4.021156364242474801e+00,-7.847570366274370102e-02
3.199957030452374696e+01,1.200005918209058535e+02,7.397221480941381877e+00,1.485953957575431583e-01,-4.028151537316070119e+00,-6.348541176961351729e-02
3.199947794833478909e+01,1.200004463511085788e+02,-1.598797564837576290e+00,1.023675164129661114e-01,-4.022283980153404492e+00,-8.682887691868676483e-02
3.199950314228737369e+01,1.200005598982292412e+02,-1.247831210047261941e+00,4.840842546558711545e-02,-4.005838990129711341e+00,4.540973852655458970e-02
3.199949853811297018e+01,1.200005541956017652e+02,-1.170163878166121840e+01,1.153393488066738193e-02,-3.954435965112903517e+00,6.558851369777658671e-04
3.199954329678509524e+01,1.200005537860333931e+02,9.179383814531833607e+00,2.224180841898495270e-02,-4.029161497111743984e+00,5.783304372399664800e-02
3.199942965034150077e+01,1.200006689929501249e+02,1.288188873758596564e+01,3.501560022499192876e-02,-3.904013981635087394e+00,6.554093622710245766e-03
3.199950036098384842e+01,1.200006200641569762e+02,-5.942996532611127813e-01,1.055977184303990013e-01,-3.986434264854055165e+00,-3.268456625590485110e-02
3.199943411121696357e+01,1.200005782312451714e+02,2.947939113306592862e+00,-4.901089342425005158e-02,-3.966808768930910389e+00,2.066632356100622098e-02
3.199952847677696965e+01,1.200004837517246301e+02,1.037475536927390962e+01,-7.105158117399446027e-02,-4.001853662543636503e+00,3.338252151534804989e-03
3.199949049500310139e+01,1.200005295553048512e+02,-2.007142631078885842e+01,-5.792193765500740221e-03,-3.895567348516760564e+00,3.108126399894484398e-03
3.199948310958117403e+01,1.200005298831633382e+02,4.158983492245408087e+00,7.691992738179667666e-02,-4.059643445271068352e+00,-5.537769680928192328e-02
3.199950180290570501e+01,1.200004517727172555e+02,-4.590846911146107878e+00,6.656971524859764400e-02,-3.949727768758394930e+00,1.905742203827051617e-02
3.199951794768638536e+01,1.200005340759992976e+02,1.536345392196105841e+01,4.476194855826611668e-02,-4.057189797737979831e+00,-3.816718101220444026e-02
3.199951293479330161e+01,1.200005036881382381e+02,-2.012041598228557326e+00,1.930313367426867988e-01,-3.977593965318100722e+00,-3.458989654071408654e-02
3.199946355805419174e+01,1.200004704958346196e+02,-9.873571682954461748e-01,1.580824655449810517e-02,-3.950253226249218041e+00,-5.893499767116078258e-02
3.199949552942121400e+01,1.200005723697073137e+02,1.537068064150615321e+01,6.992465808829227691e-02,-3.987909395199385365e+00,-2.439909123828237769e-02
3.199950450245416889e+01,1.200005972363157127e+02,1.905838953406211247e-02,-1.201391564769799941e-03,-4.015113158107631364e+00,6.451508153256685363e-02
3.199942483930193760e+01,1.200004297491242653e+02,1.267720320585803417e+00,6.504197567750336084e-02,-3.963164625616757419e+00,-4.337389028539231917e-02
3.199942944343251483e+01,1.200004820566386172e+02,2.568843341811902103e+00,6.648792794417629493e-02,-4.059031617233362255e+00,2.919106738529254896e-02
3.199948995489709702e+01,1.200005128308477111e+02,2.101187074986728298e+00,-2.107803968160794003e-02,-3.935382459447779979e+00,5.455545691785358697e-02
3.199953904153906592e+01,1.200005299614414298e+02,3.683163715495862967e+00,-3.957188707097648861e-02,-4.024638468220148368e+00,4.387691103113972729e-02
3.199948994910452882e+01,1.200005284031604873e+02,-1.080116876713074348e+01,3.061591677475174883e-02,-4.021961286662469881e+00,-3.239448892428890142e-02
3.199957173370140495e+01,1.200005205659272747e+02,1.745802720541396624e+00,7.228531333082549581e-02,-4.016320345577900852e+00,1.342613252333008378e-01
3.199948736605385591e+01,1.200005580833511516e+02,6.260121051915234602e+00,1.838471542769799794e-02,-3.982501843039350398e+00,4.125964019045394449e-02
3.199950208951194952e+01,1.200004902920536836e+02,-6.881419056440311044e-01,8.505369744027468579e-03,-3.981170519027931842e+00,-5.585231756718605362e-02
3.199945778548014985e+01,1.200004964619293730e+02,-1.029266259100570124e+01,-4.075361093659364553e-02,-3.952708168427070845e+00,1.175200097354535816e-01
3.199948927851458791e+01,1.200005331069660883e+02,3.366578223377960644e+00,3.456758012438736552e-03,-3.985233594750479114e+00,1.282828705389018886e-01
3.199943503412612955e+01,1.200004939581137791e+02,-2.884440791949981708e+00,-2.050182346921536336e-02,-3.988730496191017050e+00,1.341569497059870268e-02
3.199951096960048247e+01,1.200004848197981460e+02,7.176883452311355605e+00,4.241707238274289304e-02,-3.978860782265819740e+00,-2.906407445885389115e-02
3.199951922891572309e+01,1.200003762543213526e+02,1.904025931970149577e+00,1.698194225195633414e-02,-4.001700126494756482e+00,2.061543492787747123e-02
3.199947787418449252e+01,1.200004182293270389e+02,-8.002010068581677515e+00,-5.242733941475169815e-03,-4.020203832156464152e+00,-5.547851003183397467e-02
3.199942837930820971e+01,1.200005081770331685e+02,4.131931223416468235e+00,-1.863898797912196675e-02,-4.081541999891794781e+00,5.583213010522244946e-02
3.199950294823436892e+01,1.200004172073468141e+02,3.921442573917728769e+00,2.741767770969229245e-02,-4.023855445768339756e+00,-4.323923085171797048e-02
3.199947416952238299e+01,1.200004223511274404e+02,5.070207724379137693e-01,8.853423898862798624e-02,-4.063735812558210370e+00,3.756438892266855678e-02
3.199947851834250656e+01,1.200002997099805242e+02,-1.558918568898674528e-01,-6.626841633223991973e-04,-3.969081039814146283e+00,6.895080901061849746e-03
3.199945605033783025e+01,1.200005131820693549e+02,-1.915003009942525480e+00,6.404587914279918914e-02,-4.024976999530444743e+00,5.363178922654363717e-02
3.199948061878128414e+01,1.200004285455873969e+02,4.773734099945672882e-01,5.026339642650257122e-02,-3.944781820515357751e+00,3.886732590300823187e-02
3.199948605125056389e+01,1.200004842137647927e+02,-2.616698627820181589e+00,-1.327645466691777798e-03,-3.909302933162958293e+00,-1.711229829569531694e-02
3.199947418030441781e+01,1.200005169699761751e+02,7.491686958072072855e+00,1.166196514876153278e-01,-4.024326322166909442e+00,4.747776972747860119e-02
3.199954585179313682e+01,1.200004048640344081e+02,-8.703697902120154595e+00,-7.488090110589813719e-02,-3.957056842533113183e+00,7.493992359830410621e-02
3.199946220715793288e+01,1.200004877656829478e+02,1.395575151030413519e+00,1.885153758143872857e-03,-3.974733241930523242e+00,4.594166290320590706e-02
3.199954664956818107e+01,1.200004200225073276e+02,-8.470385461148879358e+00,5.884693574618694162e-02,-4.064265721173696555e+00,-6.262943035671685033e-02
3.199953093249088454e+01,1.200003232621412934e+02,6.688390622994864643e+00,-7.968747397423794898e-02,-3.996867550208070607e+00,1.510515679177227288e-01
3.199949218119051508e+01,1.200004719438128262e+02,-1.441770072534817260e+00,-3.901795974046636667e-02,-3.991371065993473355e+00,1.356969350746262820e-02
3.199951442604676899e+01,1.200004399575642964e+02,2.030699572451162727e+00,1.230300959050136672e-02,-3.985320699893935448e+00,-5.953562144405052936e-03
3.199942125684010819e+01,1.200003505381463640e+02,-3.405860269513030669e+00,3.227982451796392732e-02,-3.916840580108243763e+00,-7.337901272278753335e-03
